Distance_(pixels),Gray_Value
0,22.3444
1,21.6111
2,20.6889
3,20.7778
4,23.2333
5,25.6333
6,29.2444
7,32.2778
8,33.5111
9,35.0556
10,36.8444
11,37.7778
12,38.6000
13,38.9222
14,38.3000
15,40.0000
16,42.4556
17,41.6667
18,42.4111
19,40.7222
20,41.8667
21,39.4333
22,37.5778
23,35.3111
24,31.7111
25,29.1556
26,26.4778
27,24.7667
28,23.4000
29,24.1000
30,24.7333
31,25.8333
32,28.6111
33,30.0556
34,32.5444
35,35.7222
36,37.4556
37,39.4778
38,39.0778
39,41.8333
40,42.0333
41,42.3667
42,41.5667
43,42.6556
44,42.9667
45,44.0000
46,45.1000
47,44.4444
48,46.4667
49,45.7333
50,46.9556
51,47.2778
52,45.3444
53,43.4667
54,40.0000
55,38.4556
56,36.9111
57,35.4556
58,33.4889
59,32.2333
60,31.3111
61,28.6556
62,28.9889
63,29.2444
64,30.5556
65,31.5778
66,31.8333
67,34.5000
68,35.4889
69,38.6000
70,39.6889
71,41.8444
72,43.1778
73,45.1778
74,48.7556
75,48.2556
76,48.9667
77,48.7000
78,49.9333
79,49.4778
80,48.8889
81,48.6778
82,47.7778
83,48.7444
84,47.4222
85,47.5889
86,48.3889
87,49.5000
88,51.3333
89,50.3667
90,51.8444
91,52.0444
92,52.7444
93,54.7667
94,54.2667
95,55.8444
96,54.9222
97,55.1111
98,54.9222
99,55.4333
100,55.6111
101,54.4667
102,53.7778
103,51.6111
104,51.6111
105,49.9222
106,49.7111
107,49.0333
108,47.4556
109,45.9667
110,43.3778
111,43.1111
112,42.3333
113,42.4556
114,40.7556
115,40.8556
116,39.7000
117,38.7667
118,39.5222
119,38.9556
120,39.0222
121,37.9667
122,36.7667
123,37.4889
124,36.4000
125,37.0111
126,35.5333
127,35.5444
128,35.4222
129,35.6333
130,35.7000
131,35.6667
132,35.6889
133,35.1889
134,34.8000
135,35.0333
136,34.4111
137,36.4111
138,35.4444
139,36.4667
140,35.0556
141,36.3556
142,36.7556
143,36.2889
144,36.9889
145,36.5889
146,35.9667
147,35.3556
148,35.7333
149,35.1333
150,34.9667
151,34.9111
152,34.8222
153,34.9778
154,34.5333
155,34.5333
156,34.2889
157,33.9333
158,34.0556
159,33.3556
160,33.5111
161,32.9222
162,32.8556
163,32.6556
164,32.7111
165,33.8444
166,33.7778
167,34.5444
168,35.3111
169,35.9444
170,37.3111
171,36.5111
172,38.2444
173,39.4556
174,40.5333
175,41.6333
176,42.2000
177,43.4889
178,44.7556
179,47.3000
180,47.3000
181,49.4667
182,51.5222
183,53.4222
184,54.8000
185,56.1000
186,57.3889
187,57.1667
188,58.8333
189,59.2111
190,60.3111
191,61.4000
192,61.7000
193,62.0000
194,61.7000
195,63.0111
196,62.6111
197,62.8222
198,61.8000
199,61.5111
200,60.8111
201,60.6111
202,60.0111
203,59.8111
204,59.2000
205,59.0111
206,58.5444
207,58.9000
208,59.1000
209,59.7000
210,59.2111
211,58.5111
212,58.8111
213,58.3111
214,58.8333
215,56.4778
216,55.9778
217,53.9667
218,52.4111
219,49.2778
220,47.9444
221,45.2556
222,42.8222
223,40.5667
224,38.7000
225,37.5111
226,36.0778
227,34.6889
228,34.7667
229,35.8444
230,36.7889
231,38.6222
232,41.1111
233,44.0556
234,45.8444
235,48.5889
236,51.9222
237,53.4889
238,55.9111
239,57.5222
240,59.0111
241,57.8222
242,58.1222
243,56.9556
244,56.5444
245,55.2889
246,53.7222
247,53.8444
248,53.8111
249,54.9889
250,53.2667
251,53.4111
252,52.9222
253,52.5444
254,51.9889
255,50.5556
256,47.3556
257,42.8778
258,39.7000
259,37.2000
260,34.8222
261,34.3333
262,33.2889
263,35.2111
264,36.0444
265,39.1444
266,42.0889
267,46.8444
268,50.6778
269,54.1333
270,57.2444
271,56.3667
272,57.1556
273,56.5111
274,55.6444
275,54.7667
276,53.8889
277,54.4889
278,53.6556
279,55.4556
280,53.2222
281,52.1444
282,49.7111
283,45.7444
284,42.0000
285,37.5444
286,35.3667
287,32.7000
288,30.9000
289,32.2444
290,34.0778
