"Time[ms]","Channel A[V]"
5.13376797,-0.89602350
5.13632797,-0.89602350
5.13888797,-0.89602350
5.14144797,-0.89602350
5.14400797,-0.89602350
5.14656797,-0.72023680
5.14912797,-0.89602350
5.15168797,-0.89602350
5.15424797,-0.89602350
5.15680797,-0.72023680
5.15936797,-0.72023680
5.16192797,-0.72023680
5.16448797,-0.72023680
5.16704797,-0.72023680
5.16960797,-0.72023680
5.17216797,-0.72023680
5.17472797,-0.72023680
5.17728797,-0.54383980
5.17984797,-0.54383980
5.18240797,-0.54383980
5.18496797,-0.54383980
5.18752797,-0.54383980
5.19008797,-0.54383980
5.19264797,-0.54383980
5.19520797,-0.36744280
5.19776797,-0.36744280
5.20032797,-0.36744280
5.20288797,-0.36744280
5.20544797,-0.36744280
5.20800797,-0.36744280
5.21056797,-0.36744280
5.21312797,-0.36744280
5.21568797,-0.19104590
5.21824797,-0.36744280
5.22080797,-0.19104590
5.22336797,-0.19104590
5.22592797,-0.19104590
5.22848797,-0.19104590
5.23104797,-0.19104590
5.23360797,-0.19104590
5.23616797,-0.19104590
5.23872797,-0.01525925
5.24128797,-0.01525925
5.24384797,-0.01525925
5.24640797,-0.01525925
5.24896797,-0.01525925
5.25152797,0.16052740
5.25408797,0.16052740
5.25664797,0.16052740
5.25920797,0.16052740
5.26176797,0.16052740
5.26432797,0.33692430
5.26688797,0.16052740
5.26944797,0.33692430
5.27200797,0.33692430
5.27456797,0.33692430
5.27712797,0.33692430
5.27968797,0.33692430
5.28224797,0.33692430
5.28480797,0.51332130
5.28736797,0.51332130
5.28992797,0.51332130
5.29248797,0.51332130
5.29504797,0.51332130
5.29760797,0.51332130
5.30016797,0.51332130
5.30272797,0.51332130
5.30528797,0.51332130
5.30784797,0.51332130
5.31040797,0.68971830
5.31296797,0.68971830
5.31552797,0.68971830
5.31808797,0.68971830
5.32064797,0.68971830
5.32320797,0.68971830
5.32576797,0.68971830
5.32832797,0.68971830
5.33088797,0.68971830
5.33344797,0.68971830
5.33600797,0.86550490
5.33856797,0.86550490
5.34112797,0.86550490
5.34368797,0.86550490
5.34624797,0.86550490
5.34880797,0.86550490
5.35136797,0.86550490
5.35392797,0.86550490
5.35648797,0.86550490
5.35904797,0.86550490
5.36160797,0.86550490
5.36416797,0.86550490
5.36672797,0.86550490
5.36928797,0.86550490
5.37184797,0.86550490
5.37440797,0.86550490
5.37696797,1.04190200
5.37952797,0.86550490
5.38208797,0.86550490
5.38464797,0.86550490
5.38720797,0.86550490
5.38976797,0.86550490
5.39232797,0.86550490
5.39488797,0.86550490
5.39744797,0.86550490
5.40000797,0.86550490
5.40256797,0.86550490
5.40512797,0.86550490
5.40768797,0.86550490
5.41024797,0.86550490
5.41280797,0.86550490
5.41536797,0.86550490
5.41792797,0.86550490
5.42048797,0.86550490
5.42304797,0.86550490
5.42560797,0.86550490
5.42816797,0.86550490
5.43072797,0.68971830
5.43328797,0.86550490
5.43584797,0.68971830
5.43840797,0.86550490
5.44096797,0.68971830
5.44352797,0.68971830
5.44608797,0.68971830
5.44864797,0.68971830
5.45120797,0.68971830
5.45376797,0.51332130
5.45632797,0.68971830
5.45888797,0.51332130
5.46144797,0.51332130
5.46400797,0.51332130
5.46656797,0.51332130
5.46912797,0.51332130
5.47168797,0.51332130
5.47424797,0.51332130
5.47680797,0.51332130
5.47936797,0.33692430
5.48192797,0.33692430
5.48448797,0.33692430
5.48704797,0.33692430
5.48960797,0.33692430
5.49216797,0.33692430
5.49472797,0.33692430
5.49728797,0.33692430
5.49984797,0.33692430
5.50240797,0.16052740
5.50496797,0.16052740
5.50752797,0.16052740
5.51008797,0.16052740
5.51264797,0.16052740
5.51520797,0.16052740
5.51776797,0.16052740
5.52032797,-0.01525925
5.52288797,-0.01525925
5.52544797,-0.01525925
5.52800797,-0.01525925
5.53056797,-0.01525925
5.53312797,-0.19104590
5.53568797,-0.19104590
5.53824797,-0.19104590
5.54080797,-0.19104590
5.54336797,-0.19104590
5.54592797,-0.19104590
5.54848797,-0.19104590
5.55104797,-0.36744280
5.55360797,-0.36744280
5.55616797,-0.36744280
5.55872797,-0.36744280
5.56128797,-0.36744280
5.56384797,-0.36744280
5.56640797,-0.36744280
5.56896797,-0.36744280
5.57152797,-0.36744280
5.57408797,-0.36744280
5.57664797,-0.54383980
5.57920797,-0.54383980
5.58176797,-0.36744280
5.58432797,-0.54383980
5.58688797,-0.54383980
5.58944797,-0.54383980
5.59200797,-0.54383980
5.59456797,-0.54383980
5.59712797,-0.54383980
5.59968797,-0.54383980
5.60224797,-0.54383980
5.60480797,-0.72023680
5.60736797,-0.54383980
5.60992797,-0.72023680
5.61248797,-0.72023680
5.61504797,-0.72023680
5.61760797,-0.72023680
5.62016797,-0.72023680
5.62272797,-0.72023680
5.62528797,-0.72023680
5.62784797,-0.72023680
5.63040797,-0.72023680
5.63296797,-0.89602350
5.63552797,-0.72023680
5.63808797,-0.72023680
5.64064797,-0.72023680
5.64320797,-0.89602350
5.64576797,-0.89602350
5.64832797,-0.89602350
5.65088797,-0.72023680
5.65344797,-0.72023680
5.65600797,-0.72023680
5.65856797,-0.72023680
5.66112797,-0.72023680
5.66368797,-0.72023680
5.66624797,-0.72023680
5.66880797,-0.89602350
5.67136797,-0.72023680
5.67392797,-0.72023680
5.67648797,-0.72023680
5.67904797,-0.89602350
5.68160797,-0.72023680
5.68416797,-0.72023680
5.68672797,-0.72023680
5.68928797,-0.72023680
5.69184797,-0.72023680
5.69440797,-0.72023680
5.69696797,-0.72023680
5.69952797,-0.72023680
5.70208797,-0.72023680
5.70464797,-0.72023680
5.70720797,-0.72023680
5.70976797,-0.72023680
5.71232797,-0.54383980
5.71488797,-0.54383980
5.71744797,-0.54383980
5.72000797,-0.54383980
5.72256797,-0.54383980
5.72512797,-0.54383980
5.72768797,-0.54383980
5.73024797,-0.54383980
5.73280797,-0.54383980
5.73536797,-0.36744280
5.73792797,-0.54383980
5.74048797,-0.36744280
5.74304797,-0.36744280
5.74560797,-0.36744280
5.74816797,-0.36744280
5.75072797,-0.36744280
5.75328797,-0.36744280
5.75584797,-0.36744280
5.75840797,-0.19104590
5.76096796,-0.36744280
5.76352796,-0.36744280
5.76608796,-0.19104590
5.76864796,-0.19104590
5.77120796,-0.19104590
5.77376796,-0.19104590
5.77632796,-0.19104590
5.77888796,-0.19104590
5.78144796,-0.19104590
5.78400796,-0.19104590
5.78656796,-0.19104590
5.78912796,-0.01525925
5.79168796,-0.01525925
5.79424796,-0.01525925
5.79680796,-0.01525925
5.79936796,-0.01525925
5.80192796,0.16052740
5.80448796,0.16052740
5.80704796,0.16052740
5.80960796,0.16052740
5.81216796,0.16052740
5.81472796,0.16052740
5.81728796,0.16052740
5.81984796,0.16052740
5.82240796,0.16052740
5.82496796,0.33692430
5.82752796,0.33692430
5.83008796,0.33692430
5.83264796,0.33692430
5.83520796,0.33692430
5.83776796,0.33692430
5.84032796,0.33692430
5.84288796,0.33692430
5.84544796,0.33692430
5.84800796,0.51332130
5.85056796,0.51332130
5.85312796,0.51332130
5.85568796,0.51332130
5.85824796,0.51332130
5.86080796,0.51332130
5.86336796,0.51332130
5.86592796,0.51332130
5.86848796,0.68971830
5.87104796,0.51332130
5.87360796,0.51332130
5.87616796,0.68971830
5.87872796,0.51332130
5.88128796,0.51332130
5.88384796,0.68971830
5.88640796,0.68971830
5.88896796,0.68971830
5.89152796,0.68971830
5.89408796,0.68971830
5.89664796,0.68971830
5.89920796,0.68971830
5.90176796,0.86550490
5.90432796,0.68971830
5.90688796,0.68971830
5.90944796,0.68971830
5.91200796,0.86550490
5.91456796,0.68971830
5.91712796,0.68971830
5.91968796,0.68971830
5.92224796,0.68971830
5.92480796,0.68971830
5.92736796,0.68971830
5.92992796,0.68971830
5.93248796,0.86550490
5.93504796,0.68971830
5.93760796,0.68971830
5.94016796,0.68971830
5.94272796,0.68971830
5.94528796,0.86550490
5.94784796,0.68971830
5.95040796,0.68971830
5.95296796,0.68971830
5.95552796,0.68971830
5.95808796,0.68971830
5.96064796,0.68971830
5.96320796,0.68971830
5.96576796,0.68971830
5.96832796,0.68971830
5.97088796,0.68971830
5.97344796,0.68971830
5.97600796,0.68971830
5.97856796,0.68971830
5.98112796,0.68971830
5.98368796,0.51332130
5.98624796,0.68971830
5.98880796,0.68971830
5.99136796,0.51332130
5.99392796,0.51332130
5.99648796,0.51332130
5.99904796,0.51332130
6.00160796,0.51332130
6.00416796,0.51332130
6.00672796,0.51332130
6.00928796,0.51332130
6.01184796,0.51332130
6.01440796,0.33692430
6.01696796,0.51332130
6.01952796,0.51332130
6.02208796,0.33692430
6.02464796,0.33692430
6.02720796,0.33692430
6.02976796,0.33692430
6.03232796,0.33692430
6.03488796,0.33692430
6.03744796,0.33692430
6.04000796,0.33692430
6.04256796,0.33692430
6.04512796,0.33692430
6.04768796,0.33692430
6.05024796,0.33692430
6.05280796,0.16052740
6.05536796,0.16052740
6.05792796,0.16052740
6.06048796,0.16052740
6.06304796,0.16052740
6.06560796,0.16052740
6.06816796,0.16052740
6.07072796,-0.01525925
6.07328796,0.16052740
6.07584796,-0.01525925
6.07840796,-0.01525925
6.08096796,-0.01525925
6.08352796,-0.01525925
6.08608796,-0.19104590
6.08864796,-0.19104590
6.09120796,-0.19104590
6.09376796,-0.19104590
6.09632796,-0.19104590
6.09888796,-0.19104590
6.10144796,-0.19104590
6.10400796,-0.19104590
6.10656796,-0.19104590
6.10912796,-0.36744280
6.11168796,-0.19104590
6.11424796,-0.19104590
6.11680796,-0.19104590
6.11936796,-0.19104590
6.12192796,-0.36744280
6.12448796,-0.36744280
6.12704796,-0.36744280
6.12960796,-0.36744280
6.13216796,-0.36744280
6.13472796,-0.36744280
6.13728796,-0.36744280
6.13984796,-0.36744280
6.14240796,-0.36744280
6.14496796,-0.54383980
6.14752796,-0.36744280
6.15008796,-0.54383980
6.15264796,-0.54383980
6.15520796,-0.54383980
6.15776796,-0.54383980
6.16032796,-0.54383980
6.16288796,-0.54383980
6.16544796,-0.54383980
6.16800796,-0.54383980
6.17056796,-0.54383980
6.17312796,-0.54383980
6.17568796,-0.72023680
6.17824796,-0.72023680
6.18080796,-0.54383980
6.18336796,-0.54383980
6.18592796,-0.72023680
6.18848796,-0.72023680
6.19104796,-0.72023680
6.19360796,-0.54383980
6.19616796,-0.54383980
6.19872796,-0.54383980
6.20128796,-0.72023680
6.20384796,-0.72023680
6.20640796,-0.72023680
6.20896796,-0.54383980
6.21152796,-0.72023680
6.21408796,-0.54383980
6.21664796,-0.72023680
6.21920796,-0.72023680
6.22176796,-0.72023680
6.22432796,-0.72023680
6.22688796,-0.72023680
6.22944796,-0.72023680
6.23200796,-0.72023680
6.23456796,-0.54383980
6.23712796,-0.72023680
6.23968796,-0.54383980
6.24224796,-0.54383980
6.24480796,-0.72023680
6.24736796,-0.54383980
6.24992796,-0.54383980
6.25248796,-0.54383980
6.25504796,-0.54383980
6.25760796,-0.54383980
6.26016796,-0.54383980
6.26272796,-0.54383980
6.26528796,-0.54383980
6.26784796,-0.54383980
6.27040796,-0.54383980
6.27296796,-0.36744280
6.27552796,-0.36744280
6.27808796,-0.54383980
6.28064796,-0.54383980
6.28320796,-0.36744280
6.28576796,-0.36744280
6.28832796,-0.36744280
6.29088796,-0.36744280
6.29344796,-0.36744280
6.29600796,-0.36744280
6.29856796,-0.36744280
6.30112796,-0.36744280
6.30368796,-0.36744280
6.30624796,-0.36744280
6.30880796,-0.19104590
6.31136796,-0.36744280
6.31392796,-0.19104590
6.31648796,-0.36744280
6.31904796,-0.19104590
6.32160796,-0.19104590
6.32416796,-0.19104590
6.32672796,-0.19104590
6.32928796,-0.19104590
6.33184796,-0.19104590
6.33440796,-0.01525925
6.33696796,-0.01525925
6.33952796,-0.01525925
6.34208796,-0.01525925
6.34464796,-0.01525925
6.34720796,-0.01525925
6.34976796,-0.01525925
6.35232796,-0.01525925
6.35488796,-0.01525925
6.35744796,-0.01525925
6.36000796,0.16052740
6.36256796,0.16052740
6.36512796,0.16052740
6.36768796,0.16052740
6.37024796,0.16052740
6.37280796,0.16052740
6.37536796,0.16052740
6.37792796,0.33692430
6.38048796,0.33692430
6.38304796,0.33692430
6.38560796,0.33692430
6.38816796,0.33692430
6.39072796,0.33692430
6.39328796,0.33692430
6.39584796,0.33692430
6.39840796,0.33692430
6.40096796,0.51332130
6.40352796,0.33692430
6.40608796,0.33692430
6.40864796,0.51332130
6.41120796,0.33692430
6.41376796,0.51332130
