"Time[ms]","Channel A[V]"
0.24960600,-1.24881700
0.25216600,-1.07242000
0.25472600,-0.89602350
0.25728600,-0.72023680
0.25984600,-0.72023680
0.26240600,-0.54383980
0.26496600,-0.36744280
0.26752600,-0.36744280
0.27008600,-0.19104590
0.27264600,-0.01525925
0.27520600,-0.01525925
0.27776600,0.16052740
0.28032600,0.33692430
0.28288600,0.33692430
0.28544600,0.51332130
0.28800600,0.68971830
0.29056600,0.86550490
0.29312600,0.86550490
0.29568600,1.04190200
0.29824600,1.04190200
0.30080600,1.21829900
0.30336600,1.39469600
0.30592600,1.39469600
0.30848600,1.57048200
0.31104600,1.74687900
0.31360600,1.74687900
0.31616600,1.92327600
0.31872600,1.92327600
0.32128600,2.09967400
0.32384600,2.09967400
0.32640600,2.27546000
0.32896600,2.45185700
0.33152600,2.45185700
0.33408600,2.45185700
0.33664600,2.62825400
0.33920600,2.62825400
0.34176600,2.98043800
0.34432600,2.98043800
0.34688600,2.98043800
0.34944600,3.15683500
0.35200600,3.15683500
0.35456600,3.15683500
0.35712600,3.15683500
0.35968600,3.33323200
0.36224600,3.33323200
0.36480600,3.50962900
0.36736600,3.50962900
0.36992600,3.68541500
0.37248600,3.68541500
0.37504600,3.68541500
0.37760600,3.68541500
0.38016600,3.68541500
0.38272600,3.86181200
0.38528600,3.86181200
0.38784600,3.86181200
0.39040600,3.86181200
0.39296600,4.03820900
0.39552600,4.03820900
0.39808600,4.03820900
0.40064600,4.03820900
0.40320600,4.03820900
0.40576600,4.03820900
0.40832600,4.03820900
0.41088600,4.03820900
0.41344600,4.03820900
0.41600600,4.03820900
0.41856600,4.03820900
0.42112600,3.86181200
0.42368600,3.86181200
0.42624600,3.86181200
0.42880600,4.03820900
0.43136600,3.86181200
0.43392600,3.86181200
0.43648600,3.86181200
0.43904600,3.86181200
0.44160600,3.86181200
0.44416600,3.68541500
0.44672600,3.68541500
0.44928600,3.68541500
0.45184600,3.68541500
0.45440600,3.50962900
0.45696600,3.50962900
0.45952600,3.50962900
0.46208600,3.33323200
0.46464600,3.33323200
0.46720600,3.15683500
0.46976600,3.15683500
0.47232600,3.15683500
0.47488600,3.15683500
0.47744600,2.98043800
0.48000600,2.80465100
0.48256600,2.80465100
0.48512600,2.62825400
0.48768600,2.62825400
0.49024600,2.62825400
0.49280600,2.45185700
0.49536600,2.27546000
0.49792600,2.27546000
0.50048600,2.09967400
0.50304600,1.92327600
0.50560600,1.92327600
0.50816600,1.74687900
0.51072600,1.74687900
0.51328600,1.74687900
0.51584600,1.57048200
0.51840600,1.57048200
0.52096600,1.39469600
0.52352600,1.21829900
0.52608600,1.04190200
0.52864600,1.04190200
0.53120600,0.86550490
0.53376600,0.86550490
0.53632600,0.68971830
0.53888600,0.51332130
0.54144600,0.33692430
0.54400600,0.33692430
0.54656600,0.33692430
0.54912600,0.16052740
0.55168600,-0.01525925
0.55424600,-0.19104590
0.55680600,-0.19104590
0.55936600,-0.36744280
0.56192600,-0.36744280
0.56448600,-0.54383980
0.56704600,-0.54383980
0.56960600,-0.72023680
0.57216600,-0.89602350
0.57472600,-0.89602350
0.57728600,-1.07242000
0.57984600,-1.24881700
0.58240600,-1.24881700
0.58496600,-1.42521400
0.58752600,-1.60100100
0.59008600,-1.60100100
0.59264600,-1.60100100
0.59520600,-1.77739800
0.59776600,-1.95379500
0.60032600,-1.95379500
0.60288600,-2.13019200
0.60544600,-2.13019200
0.60800600,-2.30597900
0.61056600,-2.30597900
0.61312600,-2.48237600
0.61568600,-2.48237600
0.61824600,-2.48237600
0.62080600,-2.65877200
0.62336600,-2.65877200
0.62592600,-2.65877200
0.62848600,-2.83517000
0.63104600,-2.83517000
0.63360600,-3.01095600
0.63616600,-3.01095600
0.63872600,-3.01095600
0.64128600,-3.18735300
0.64384600,-3.18735300
0.64640600,-3.18735300
0.64896600,-3.18735300
0.65152600,-3.36375000
0.65408600,-3.36375000
0.65664600,-3.36375000
0.65920600,-3.54014700
0.66176600,-3.54014700
0.66432600,-3.54014700
0.66688600,-3.54014700
0.66944600,-3.54014700
0.67200600,-3.54014700
0.67456600,-3.54014700
0.67712600,-3.54014700
0.67968600,-3.54014700
0.68224600,-3.71593400
0.68480600,-3.71593400
0.68736600,-3.54014700
0.68992600,-3.71593400
0.69248600,-3.71593400
0.69504600,-3.71593400
0.69760600,-3.71593400
0.70016600,-3.54014700
0.70272600,-3.54014700
0.70528600,-3.54014700
0.70784600,-3.54014700
0.71040600,-3.54014700
0.71296600,-3.54014700
0.71552600,-3.36375000
0.71808600,-3.36375000
0.72064600,-3.36375000
0.72320600,-3.36375000
0.72576600,-3.18735300
0.72832600,-3.18735300
0.73088600,-3.18735300
0.73344600,-3.18735300
0.73600600,-3.01095600
0.73856600,-3.01095600
0.74112600,-3.01095600
0.74368600,-2.83517000
0.74624600,-2.83517000
0.74880600,-2.83517000
0.75136600,-2.65877200
0.75392600,-2.65877200
0.75648600,-2.48237600
0.75904600,-2.48237600
0.76160600,-2.48237600
0.76416600,-2.30597900
0.76672600,-2.30597900
0.76928600,-2.13019200
0.77184600,-2.13019200
0.77440600,-2.13019200
0.77696600,-1.95379500
0.77952600,-1.77739800
0.78208600,-1.77739800
0.78464600,-1.60100100
0.78720600,-1.60100100
0.78976600,-1.42521400
0.79232600,-1.42521400
0.79488599,-1.24881700
0.79744599,-1.24881700
0.80000599,-1.07242000
0.80256599,-1.07242000
0.80512599,-0.89602350
0.80768599,-0.89602350
0.81024599,-0.72023680
0.81280599,-0.54383980
0.81536599,-0.54383980
0.81792599,-0.36744280
0.82048599,-0.36744280
0.82304599,-0.19104590
0.82560599,-0.01525925
0.82816599,-0.01525925
0.83072599,0.16052740
0.83328599,0.33692430
0.83584599,0.33692430
0.83840599,0.51332130
0.84096599,0.51332130
0.84352599,0.68971830
0.84608599,0.86550490
0.84864599,0.86550490
0.85120599,1.04190200
0.85376599,1.04190200
0.85632599,1.04190200
0.85888599,1.21829900
0.86144599,1.21829900
0.86400599,1.39469600
0.86656599,1.57048200
0.86912599,1.57048200
0.87168599,1.74687900
0.87424599,1.74687900
0.87680599,1.74687900
0.87936599,1.92327600
0.88192599,2.09967400
0.88448599,2.27546000
0.88704599,2.27546000
0.88960599,2.27546000
0.89216599,2.27546000
0.89472599,2.45185700
0.89728599,2.45185700
0.89984599,2.45185700
0.90240599,2.62825400
0.90496599,2.62825400
0.90752599,2.80465100
0.91008599,2.80465100
0.91264599,2.80465100
0.91520599,2.98043800
0.91776599,3.15683500
0.92032599,2.98043800
0.92288599,3.15683500
0.92544599,3.15683500
0.92800599,3.15683500
0.93056599,3.15683500
0.93312599,3.33323200
0.93568599,3.33323200
0.93824599,3.15683500
0.94080599,3.33323200
0.94336599,3.33323200
0.94592599,3.33323200
0.94848599,3.33323200
0.95104599,3.33323200
0.95360599,3.50962900
0.95616599,3.33323200
0.95872599,3.33323200
0.96128599,3.50962900
0.96384599,3.33323200
0.96640599,3.33323200
0.96896599,3.33323200
0.97152599,3.33323200
0.97408599,3.33323200
0.97664599,3.33323200
0.97920599,3.33323200
0.98176599,3.33323200
0.98432599,3.33323200
0.98688599,3.15683500
0.98944599,3.15683500
0.99200599,3.15683500
0.99456599,3.15683500
0.99712599,3.15683500
0.99968599,3.15683500
1.00224599,3.15683500
1.00480599,3.15683500
1.00736599,2.98043800
1.00992599,2.98043800
1.01248599,2.98043800
1.01504599,2.98043800
1.01760599,2.80465100
1.02016599,2.62825400
1.02272599,2.62825400
1.02528599,2.62825400
1.02784599,2.45185700
1.03040599,2.45185700
1.03296599,2.45185700
1.03552599,2.45185700
1.03808599,2.27546000
1.04064599,2.09967400
1.04320599,2.09967400
1.04576599,2.09967400
1.04832599,1.92327600
1.05088599,1.92327600
1.05344599,1.74687900
1.05600599,1.74687900
1.05856599,1.74687900
1.06112599,1.57048200
1.06368599,1.39469600
1.06624599,1.39469600
1.06880599,1.21829900
1.07136599,1.21829900
1.07392599,1.21829900
1.07648599,1.04190200
1.07904599,1.04190200
1.08160599,0.86550490
1.08416599,0.86550490
1.08672599,0.68971830
1.08928599,0.51332130
1.09184599,0.33692430
1.09440599,0.33692430
1.09696599,0.33692430
1.09952599,0.16052740
1.10208599,0.16052740
1.10464599,-0.01525925
1.10720599,-0.19104590
1.10976599,-0.19104590
1.11232599,-0.36744280
1.11488599,-0.36744280
1.11744599,-0.36744280
1.12000599,-0.54383980
1.12256599,-0.72023680
1.12512599,-0.72023680
1.12768599,-0.89602350
1.13024599,-0.89602350
1.13280599,-1.07242000
1.13536599,-1.07242000
1.13792599,-1.24881700
1.14048599,-1.24881700
1.14304599,-1.42521400
1.14560599,-1.42521400
1.14816599,-1.60100100
1.15072599,-1.60100100
1.15328599,-1.60100100
1.15584599,-1.77739800
1.15840599,-1.95379500
1.16096599,-1.77739800
1.16352599,-1.95379500
1.16608599,-2.13019200
1.16864599,-2.13019200
1.17120599,-2.30597900
1.17376599,-2.30597900
1.17632599,-2.30597900
1.17888599,-2.30597900
1.18144599,-2.48237600
1.18400599,-2.48237600
1.18656599,-2.48237600
1.18912599,-2.48237600
1.19168599,-2.65877200
1.19424599,-2.65877200
1.19680599,-2.65877200
1.19936599,-2.65877200
1.20192599,-2.83517000
1.20448599,-2.83517000
1.20704599,-2.83517000
1.20960599,-2.83517000
1.21216599,-3.01095600
1.21472599,-3.01095600
1.21728599,-3.01095600
1.21984599,-3.01095600
1.22240599,-3.01095600
1.22496599,-3.01095600
1.22752599,-3.01095600
1.23008599,-3.01095600
1.23264599,-3.01095600
1.23520599,-3.18735300
1.23776599,-3.01095600
1.24032599,-3.01095600
1.24288599,-3.01095600
1.24544599,-3.01095600
1.24800599,-3.01095600
1.25056599,-3.01095600
1.25312599,-3.01095600
1.25568599,-3.01095600
1.25824599,-3.01095600
1.26080599,-3.01095600
1.26336599,-3.01095600
1.26592599,-3.01095600
1.26848599,-2.83517000
1.27104599,-2.83517000
1.27360599,-2.83517000
1.27616599,-2.83517000
1.27872599,-2.65877200
1.28128599,-2.65877200
1.28384599,-2.65877200
1.28640599,-2.65877200
1.28896599,-2.65877200
1.29152599,-2.48237600
1.29408599,-2.48237600
1.29664599,-2.48237600
1.29920599,-2.30597900
1.30176599,-2.30597900
1.30432599,-2.30597900
1.30688599,-2.13019200
1.30944599,-2.13019200
1.31200599,-2.13019200
1.31456599,-2.13019200
1.31712599,-1.95379500
1.31968599,-1.77739800
1.32224599,-1.77739800
1.32480599,-1.77739800
1.32736599,-1.77739800
1.32992599,-1.60100100
1.33248599,-1.60100100
1.33504599,-1.42521400
1.33760599,-1.42521400
1.34016599,-1.24881700
1.34272599,-1.24881700
1.34528599,-1.07242000
1.34784599,-1.07242000
1.35040599,-0.89602350
1.35296599,-0.89602350
1.35552599,-0.72023680
1.35808599,-0.72023680
1.36064599,-0.54383980
1.36320599,-0.54383980
1.36576599,-0.36744280
1.36832599,-0.36744280
1.37088599,-0.19104590
1.37344599,-0.19104590
1.37600599,-0.19104590
1.37856599,-0.01525925
1.38112599,0.16052740
1.38368599,0.16052740
1.38624599,0.16052740
1.38880599,0.33692430
1.39136599,0.33692430
1.39392599,0.51332130
1.39648599,0.51332130
1.39904599,0.68971830
1.40160599,0.68971830
1.40416599,0.86550490
1.40672599,1.04190200
1.40928599,1.04190200
1.41184599,1.04190200
1.41440599,1.04190200
1.41696599,1.21829900
1.41952599,1.39469600
1.42208599,1.39469600
1.42464599,1.57048200
1.42720599,1.57048200
1.42976599,1.57048200
1.43232599,1.74687900
1.43488599,1.74687900
1.43744599,1.74687900
1.44000599,1.92327600
1.44256599,1.92327600
1.44512599,1.92327600
1.44768599,2.09967400
1.45024599,2.09967400
1.45280599,2.27546000
1.45536599,2.27546000
1.45792599,2.27546000
1.46048599,2.27546000
1.46304599,2.45185700
1.46560599,2.45185700
1.46816599,2.45185700
1.47072599,2.45185700
1.47328599,2.45185700
1.47584599,2.62825400
1.47840599,2.62825400
1.48096599,2.62825400
1.48352599,2.62825400
1.48608599,2.62825400
1.48864599,2.80465100
1.49120599,2.98043800
1.49376599,2.80465100
1.49632599,2.80465100
1.49888599,2.80465100
1.50144599,2.80465100
1.50400599,2.80465100
1.50656599,2.98043800
1.50912599,2.80465100
1.51168599,2.80465100
1.51424599,2.80465100
1.51680599,2.98043800
1.51936599,2.98043800
1.52192599,2.98043800
1.52448599,2.80465100
1.52704599,2.98043800
1.52960599,2.98043800
1.53216599,2.80465100
1.53472599,2.80465100
1.53728599,2.80465100
1.53984599,2.80465100
1.54240599,2.62825400
1.54496599,2.62825400
1.54752599,2.80465100
1.55008599,2.62825400
1.55264599,2.62825400
1.55520599,2.62825400
1.55776599,2.62825400
1.56032599,2.45185700
1.56288599,2.45185700
1.56544599,2.45185700
1.56800599,2.45185700
1.57056599,2.27546000
1.57312599,2.27546000
1.57568599,2.27546000
1.57824599,2.27546000
1.58080599,2.09967400
1.58336599,2.09967400
1.58592599,1.92327600
1.58848599,1.92327600
1.59104599,1.92327600
1.59360599,1.92327600
1.59616599,1.74687900
1.59872599,1.74687900
1.60128599,1.74687900
1.60384599,1.57048200
1.60640599,1.57048200
1.60896599,1.39469600
1.61152599,1.39469600
1.61408599,1.39469600
1.61664599,1.21829900
1.61920599,1.21829900
1.62176599,1.21829900
1.62432599,1.04190200
1.62688599,0.86550490
1.62944599,0.86550490
1.63200599,0.86550490
1.63456599,0.68971830
1.63712599,0.68971830
1.63968599,0.51332130
1.64224599,0.51332130
1.64480599,0.33692430
1.64736599,0.33692430
1.64992599,0.33692430
1.65248599,0.16052740
1.65504599,-0.01525925
1.65760599,-0.01525925
1.66016599,-0.01525925
1.66272599,-0.19104590
1.66528599,-0.19104590
1.66784599,-0.36744280
1.67040599,-0.36744280
1.67296599,-0.54383980
1.67552599,-0.54383980
1.67808599,-0.54383980
1.68064599,-0.72023680
1.68320599,-0.72023680
1.68576599,-0.89602350
1.68832599,-0.89602350
1.69088599,-1.07242000
1.69344599,-1.07242000
1.69600599,-1.24881700
1.69856599,-1.24881700
1.70112599,-1.42521400
1.70368599,-1.24881700
1.70624599,-1.42521400
1.70880599,-1.60100100
1.71136599,-1.60100100
1.71392599,-1.60100100
1.71648599,-1.60100100
1.71904599,-1.77739800
1.72160599,-1.77739800
1.72416599,-1.95379500
1.72672599,-1.95379500
1.72928599,-1.95379500
1.73184599,-1.95379500
1.73440599,-1.95379500
1.73696599,-2.13019200
1.73952599,-2.13019200
1.74208599,-2.13019200
1.74464599,-2.13019200
1.74720599,-2.30597900
1.74976599,-2.30597900
1.75232599,-2.30597900
1.75488599,-2.30597900
1.75744599,-2.48237600
1.76000599,-2.48237600
1.76256599,-2.48237600
1.76512599,-2.48237600
1.76768599,-2.48237600
1.77024599,-2.48237600
1.77280599,-2.48237600
1.77536599,-2.48237600
1.77792599,-2.48237600
1.78048599,-2.48237600
1.78304599,-2.48237600
1.78560599,-2.65877200
1.78816599,-2.48237600
1.79072599,-2.48237600
1.79328599,-2.48237600
1.79584599,-2.48237600
1.79840599,-2.48237600
1.80096599,-2.48237600
1.80352599,-2.48237600
1.80608599,-2.48237600
1.80864599,-2.48237600
1.81120599,-2.48237600
1.81376599,-2.48237600
1.81632599,-2.48237600
1.81888599,-2.48237600
1.82144599,-2.48237600
1.82400599,-2.30597900
1.82656599,-2.30597900
1.82912599,-2.30597900
1.83168599,-2.30597900
1.83424599,-2.30597900
1.83680599,-2.30597900
1.83936599,-2.30597900
1.84192599,-2.13019200
1.84448599,-2.13019200
1.84704599,-2.13019200
1.84960599,-2.13019200
1.85216599,-2.13019200
1.85472599,-1.95379500
1.85728599,-1.77739800
1.85984599,-1.77739800
1.86240599,-1.77739800
1.86496599,-1.60100100
1.86752599,-1.77739800
1.87008599,-1.60100100
1.87264599,-1.60100100
1.87520599,-1.60100100
1.87776599,-1.42521400
1.88032599,-1.42521400
1.88288599,-1.24881700
1.88544599,-1.24881700
1.88800599,-1.24881700
1.89056599,-1.07242000
1.89312599,-1.07242000
1.89568599,-1.07242000
1.89824599,-0.89602350
1.90080599,-0.89602350
1.90336599,-0.89602350
1.90592599,-0.72023680
1.90848599,-0.54383980
1.91104599,-0.54383980
1.91360599,-0.54383980
1.91616599,-0.36744280
1.91872599,-0.36744280
1.92128599,-0.36744280
1.92384599,-0.19104590
1.92640599,-0.19104590
1.92896599,-0.01525925
1.93152599,-0.01525925
1.93408599,0.16052740
1.93664599,0.16052740
1.93920599,0.33692430
1.94176599,0.33692430
1.94432599,0.33692430
1.94688599,0.33692430
1.94944599,0.51332130
1.95200599,0.51332130
1.95456599,0.68971830
1.95712599,0.86550490
1.95968599,0.86550490
1.96224599,0.86550490
1.96480599,0.86550490
1.96736599,1.04190200
1.96992599,1.04190200
1.97248599,1.04190200
1.97504599,1.21829900
1.97760599,1.21829900
1.98016599,1.21829900
1.98272599,1.39469600
1.98528599,1.57048200
1.98784599,1.39469600
1.99040599,1.57048200
1.99296599,1.74687900
1.99552599,1.57048200
1.99808599,1.74687900
2.00064599,1.74687900
2.00320599,1.74687900
2.00576599,1.74687900
2.00832599,1.92327600
2.01088599,1.92327600
2.01344599,1.92327600
2.01600599,1.92327600
2.01856599,1.92327600
2.02112599,2.09967400
2.02368599,2.09967400
2.02624599,2.27546000
2.02880599,2.27546000
2.03136599,2.27546000
2.03392599,2.27546000
2.03648599,2.27546000
2.03904599,2.27546000
2.04160599,2.27546000
2.04416599,2.45185700
2.04672599,2.45185700
2.04928599,2.27546000
2.05184599,2.45185700
2.05440599,2.45185700
2.05696599,2.45185700
2.05952599,2.45185700
2.06208599,2.45185700
2.06464599,2.45185700
2.06720599,2.45185700
2.06976599,2.45185700
2.07232599,2.45185700
2.07488599,2.45185700
2.07744599,2.45185700
2.08000599,2.45185700
2.08256599,2.45185700
2.08512599,2.45185700
2.08768599,2.45185700
2.09024599,2.45185700
2.09280599,2.45185700
2.09536599,2.27546000
2.09792599,2.27546000
2.10048599,2.27546000
2.10304599,2.27546000
2.10560599,2.27546000
2.10816599,2.27546000
2.11072599,2.09967400
2.11328599,2.09967400
2.11584599,2.09967400
2.11840599,2.09967400
2.12096599,1.92327600
2.12352599,1.92327600
2.12608599,1.92327600
2.12864599,1.92327600
2.13120599,1.92327600
2.13376599,1.74687900
2.13632599,1.74687900
2.13888599,1.74687900
2.14144599,1.74687900
2.14400599,1.57048200
2.14656599,1.57048200
2.14912599,1.57048200
2.15168599,1.39469600
2.15424599,1.39469600
2.15680599,1.39469600
2.15936599,1.21829900
2.16192599,1.21829900
2.16448599,1.21829900
2.16704599,1.04190200
2.16960599,1.04190200
2.17216599,1.04190200
2.17472599,0.86550490
2.17728599,0.86550490
2.17984599,0.86550490
2.18240599,0.86550490
2.18496599,0.68971830
2.18752599,0.51332130
2.19008599,0.51332130
2.19264599,0.33692430
2.19520599,0.33692430
2.19776599,0.33692430
2.20032599,0.33692430
2.20288599,0.16052740
2.20544599,0.16052740
2.20800599,0.16052740
2.21056599,-0.01525925
2.21312599,-0.01525925
2.21568599,-0.19104590
2.21824599,-0.19104590
2.22080599,-0.36744280
2.22336599,-0.36744280
2.22592599,-0.36744280
2.22848599,-0.36744280
2.23104599,-0.54383980
2.23360599,-0.54383980
2.23616599,-0.54383980
2.23872599,-0.72023680
2.24128599,-0.89602350
2.24384599,-0.89602350
2.24640599,-0.89602350
2.24896599,-1.07242000
2.25152599,-1.07242000
2.25408599,-1.07242000
2.25664599,-1.07242000
2.25920599,-1.24881700
2.26176599,-1.24881700
2.26432599,-1.24881700
2.26688599,-1.42521400
2.26944599,-1.60100100
2.27200599,-1.42521400
2.27456599,-1.60100100
2.27712599,-1.60100100
2.27968599,-1.60100100
2.28224599,-1.60100100
2.28480599,-1.77739800
2.28736599,-1.77739800
2.28992599,-1.77739800
2.29248599,-1.77739800
2.29504599,-1.77739800
2.29760599,-1.77739800
2.30016599,-1.95379500
2.30272599,-1.95379500
2.30528599,-1.95379500
2.30784599,-2.13019200
2.31040599,-1.95379500
2.31296599,-2.13019200
2.31552599,-2.13019200
2.31808599,-2.13019200
2.32064599,-2.13019200
2.32320599,-2.13019200
2.32576599,-2.30597900
2.32832599,-2.13019200
2.33088599,-2.13019200
2.33344599,-2.13019200
2.33600599,-2.30597900
2.33856599,-2.13019200
2.34112599,-2.30597900
2.34368599,-2.30597900
2.34624599,-2.30597900
2.34880599,-2.13019200
2.35136599,-2.13019200
2.35392599,-2.13019200
2.35648599,-2.13019200
2.35904599,-2.30597900
2.36160599,-2.13019200
2.36416599,-2.13019200
2.36672599,-2.13019200
2.36928599,-2.13019200
2.37184599,-2.13019200
2.37440599,-2.13019200
2.37696599,-1.95379500
2.37952599,-1.95379500
2.38208599,-1.95379500
2.38464599,-1.95379500
2.38720599,-1.95379500
2.38976599,-1.95379500
2.39232599,-1.95379500
2.39488599,-1.77739800
2.39744599,-1.77739800
2.40000599,-1.77739800
2.40256599,-1.77739800
2.40512599,-1.60100100
2.40768599,-1.60100100
2.41024599,-1.60100100
2.41280599,-1.60100100
2.41536599,-1.60100100
2.41792599,-1.42521400
2.42048599,-1.42521400
2.42304599,-1.42521400
2.42560599,-1.24881700
2.42816599,-1.24881700
2.43072599,-1.24881700
2.43328599,-1.24881700
2.43584599,-1.07242000
2.43840599,-1.07242000
2.44096598,-1.07242000
2.44352598,-1.07242000
2.44608598,-0.89602350
2.44864598,-0.89602350
2.45120598,-0.72023680
2.45376598,-0.72023680
2.45632598,-0.54383980
2.45888598,-0.54383980
2.46144598,-0.54383980
2.46400598,-0.36744280
2.46656598,-0.54383980
2.46912598,-0.36744280
2.47168598,-0.19104590
2.47424598,-0.19104590
2.47680598,-0.19104590
2.47936598,-0.19104590
2.48192598,-0.01525925
2.48448598,0.16052740
2.48704598,-0.01525925
2.48960598,0.16052740
2.49216598,0.33692430
2.49472598,0.33692430
2.49728598,0.33692430
2.49984598,0.33692430
2.50240598,0.51332130
2.50496598,0.51332130
2.50752598,0.51332130
2.51008598,0.51332130
2.51264598,0.68971830
2.51520598,0.68971830
2.51776598,0.86550490
2.52032598,0.86550490
2.52288598,0.86550490
2.52544598,1.04190200
2.52800598,1.04190200
2.53056598,1.04190200
2.53312598,1.21829900
2.53568598,1.21829900
2.53824598,1.21829900
2.54080598,1.21829900
2.54336598,1.39469600
2.54592598,1.39469600
2.54848598,1.39469600
2.55104598,1.39469600
2.55360598,1.57048200
2.55616598,1.57048200
2.55872598,1.57048200
2.56128598,1.74687900
2.56384598,1.74687900
2.56640598,1.74687900
2.56896598,1.74687900
2.57152598,1.74687900
2.57408598,1.74687900
2.57664598,1.92327600
2.57920598,1.74687900
2.58176598,1.92327600
2.58432598,1.92327600
2.58688598,1.92327600
2.58944598,1.92327600
2.59200598,1.92327600
2.59456598,1.92327600
2.59712598,1.92327600
2.59968598,1.92327600
2.60224598,1.92327600
2.60480598,2.09967400
2.60736598,2.09967400
2.60992598,1.92327600
2.61248598,1.92327600
2.61504598,2.09967400
2.61760598,1.92327600
2.62016598,1.92327600
2.62272598,2.27546000
2.62528598,2.09967400
2.62784598,1.92327600
2.63040598,2.09967400
2.63296598,1.92327600
2.63552598,2.09967400
2.63808598,1.92327600
2.64064598,1.92327600
2.64320598,1.92327600
2.64576598,1.92327600
2.64832598,1.92327600
2.65088598,1.92327600
2.65344598,1.92327600
2.65600598,1.92327600
2.65856598,1.74687900
2.66112598,1.92327600
2.66368598,1.92327600
2.66624598,1.74687900
2.66880598,1.74687900
2.67136598,1.74687900
2.67392598,1.74687900
2.67648598,1.74687900
2.67904598,1.74687900
2.68160598,1.74687900
2.68416598,1.57048200
2.68672598,1.57048200
2.68928598,1.57048200
2.69184598,1.39469600
2.69440598,1.57048200
2.69696598,1.39469600
2.69952598,1.21829900
2.70208598,1.21829900
2.70464598,1.21829900
2.70720598,1.21829900
2.70976598,1.21829900
2.71232598,1.21829900
2.71488598,1.04190200
2.71744598,1.04190200
2.72000598,0.86550490
2.72256598,0.86550490
2.72512598,0.86550490
2.72768598,0.68971830
2.73024598,0.68971830
2.73280598,0.51332130
2.73536598,0.51332130
2.73792598,0.51332130
2.74048598,0.33692430
2.74304598,0.33692430
2.74560598,0.33692430
2.74816598,0.33692430
2.75072598,0.33692430
2.75328598,0.16052740
2.75584598,0.16052740
2.75840598,-0.01525925
2.76096598,-0.01525925
2.76352598,-0.01525925
2.76608598,-0.19104590
2.76864598,-0.19104590
2.77120598,-0.19104590
2.77376598,-0.19104590
2.77632598,-0.36744280
2.77888598,-0.36744280
2.78144598,-0.36744280
2.78400598,-0.36744280
2.78656598,-0.36744280
2.78912598,-0.54383980
2.79168598,-0.54383980
2.79424598,-0.54383980
2.79680598,-0.72023680
2.79936598,-0.89602350
2.80192598,-0.89602350
2.80448598,-0.89602350
2.80704598,-0.89602350
2.80960598,-1.07242000
2.81216598,-1.07242000
2.81472598,-1.07242000
2.81728598,-1.07242000
2.81984598,-1.07242000
2.82240598,-1.24881700
2.82496598,-1.24881700
2.82752598,-1.24881700
2.83008598,-1.24881700
2.83264598,-1.42521400
2.83520598,-1.42521400
2.83776598,-1.42521400
2.84032598,-1.42521400
2.84288598,-1.60100100
2.84544598,-1.60100100
