,Blaue Kugel,,
t,x,y,
3.940,-6.572,0.791
3.960,-6.695,0.808
3.980,-6.801,0.844
4.000,-6.871,0.861
4.020,-7.012,0.879
4.040,-7.064,0.879
4.060,-7.082,0.896
4.080,-7.152,0.914
4.100,-7.398,1.037
4.120,-7.627,1.090
4.140,-7.767,1.090
4.160,-7.855,1.125
4.180,-7.873,0.967
4.200,-8.084,1.142
4.220,-8.172,1.177
4.240,-8.242,1.195
4.260,-8.382,1.248
4.280,-8.435,1.283
4.300,-8.488,1.283
4.320,-8.576,1.283
4.340,-8.664,1.336
4.360,-8.734,1.388
4.380,-8.804,1.423
4.400,-8.892,1.441
4.420,-9.033,1.476
4.440,-9.103,1.511
4.460,-9.208,1.617
4.480,-9.331,1.652
4.500,-9.402,1.687
4.520,-9.490,1.740
4.540,-9.630,1.863
4.560,-9.648,1.863
4.580,-9.753,1.933
4.600,-9.824,1.968
4.620,-9.964,2.003
4.640,-10.07,2.021
4.660,-10.12,2.021
4.680,-10.21,2.039
4.700,-10.28,2.056
4.720,-10.40,2.074
4.740,-10.54,2.091
4.760,-10.81,2.232
4.780,-10.83,2.232
4.800,-11.07,2.372
4.820,-11.16,2.408
4.840,-11.30,2.478
4.860,-11.32,2.478
4.880,-11.42,2.531
4.900,-11.32,2.478
4.920,-11.37,2.478
4.940,-11.42,2.495
4.960,-11.53,2.583
4.980,-11.60,2.654
5.000,-11.72,2.724
5.020,-11.77,2.741
5.040,-11.81,2.636
5.060,-11.93,2.671
5.080,-12.00,2.741
5.100,-12.09,2.759
5.120,-12.16,2.812
5.140,-12.28,2.829
5.160,-12.41,2.900
5.180,-12.51,2.970
5.200,-12.64,3.023
5.220,-12.71,3.058
5.240,-12.81,3.093
5.260,-12.86,3.110
5.280,-12.97,3.163
5.300,-13.02,3.181
5.320,-13.09,3.251
5.340,-13.16,3.269
5.360,-13.23,3.304
5.380,-13.25,3.304
5.400,-13.34,3.339
5.420,-13.41,3.339
5.440,-13.55,3.392
5.460,-13.65,3.409
5.480,-13.76,3.444
5.500,-13.80,3.462
5.520,-13.65,3.251
5.540,-13.87,3.321
5.560,-13.92,3.339
5.580,-14.04,3.427
5.600,-14.11,3.480
5.620,-14.20,3.532
5.640,-14.29,3.585
5.660,-14.30,3.603
5.680,-14.34,3.620
5.700,-14.36,3.638
5.720,-14.45,3.673
5.740,-14.59,3.743
5.760,-14.64,3.743
5.780,-14.76,3.778
5.800,-14.85,3.813
5.820,-14.85,3.813
5.840,-14.85,3.813
5.860,-14.94,3.831
5.880,-14.95,3.849
5.900,-15.01,3.884
5.920,-15.06,3.901
5.940,-15.11,3.936
5.960,-15.18,3.989
5.980,-15.31,4.059
6.000,-15.45,4.147
6.020,-15.52,4.200
6.040,-15.52,4.200
6.060,-15.57,4.218
6.080,-15.62,4.253
6.100,-15.64,4.253
6.120,-15.71,4.270
6.140,-15.82,4.358
6.160,-15.82,4.358
6.180,-15.83,4.393
6.200,-16.03,4.481
6.220,-16.04,4.499
6.240,-16.04,4.499
6.260,-16.11,4.499
6.280,-16.19,4.552
6.300,-16.20,4.552
6.320,-16.27,4.587
6.340,-16.27,4.587
6.360,-16.31,4.622
6.380,-16.34,4.657
6.400,-16.36,4.657
6.420,-16.55,4.903
6.440,-16.40,4.833
6.460,-16.41,4.833
6.480,-16.45,4.850
6.500,-16.45,4.850
6.520,-16.48,4.868
6.540,-16.55,4.868
6.560,-16.62,4.903
6.580,-16.73,4.921
6.600,-16.76,4.938
6.620,-16.78,4.938
6.640,-16.87,4.938
6.660,-16.91,4.938
6.680,-16.98,4.956
6.700,-17.06,5.008
6.720,-17.13,5.061
6.740,-17.20,5.096
6.760,-17.26,5.149
6.780,-17.26,5.149
6.800,-17.34,5.237
6.820,-17.34,5.237
6.840,-17.36,5.254
6.860,-17.43,5.290
6.880,-17.43,5.290
6.900,-17.45,5.307
6.920,-17.56,5.360
6.940,-17.63,5.430
6.960,-17.66,5.465
6.980,-17.73,5.536
7.000,-17.78,5.571
7.020,-17.84,5.606
7.040,-17.94,5.676
7.060,-17.98,5.729
7.080,-17.94,5.500
7.100,-18.12,5.571
7.120,-18.15,5.588
7.140,-18.22,5.641
7.160,-18.24,5.641
7.180,-18.31,5.694
7.200,-18.15,5.729
7.220,-18.24,5.729
7.240,-18.29,5.729
7.260,-18.36,5.764
7.280,-18.45,5.817
7.300,-18.54,5.870
7.320,-18.63,5.905
7.340,-18.66,5.940
7.360,-18.72,5.957
7.380,-18.80,6.010
7.400,-18.91,6.080
7.420,-18.86,5.870
7.440,-18.93,5.957
7.460,-18.94,5.993
7.480,-19.14,6.080
7.500,-19.19,6.098
7.520,-19.28,6.151
7.540,-19.31,6.186
7.560,-19.37,6.256
7.580,-19.44,6.326
7.600,-19.49,6.362
7.620,-19.51,6.449
7.640,-19.52,6.449
7.660,-19.59,6.485
7.680,-19.61,6.520
7.700,-19.61,6.520
7.720,-19.70,6.537
7.740,-19.73,6.555
7.760,-19.81,6.572
7.780,-19.82,6.590
7.800,-19.84,6.590
7.820,-19.88,6.608
7.840,-19.91,6.643
7.860,-20.00,6.678
