"Frequency[kHz]","Channel A[dBu]"
18.07212830,-59.00549000
18.11981201,-57.95275000
18.16749573,-56.39246000
18.21517944,-83.98289000
18.26286316,-56.73195000
18.31054688,-54.74456000
18.35823059,-50.15002000
18.40591431,-49.42556000
18.45359802,-53.54191000
18.50128174,-58.42204000
18.54896545,-64.77042000
18.59664917,-55.43332000
18.64433289,-51.45504000
18.69201660,-49.54899000
18.73970032,-52.48324000
18.78738403,-59.95158000
18.83506775,-66.14342000
18.88275146,-57.00348000
18.93043518,-53.26026000
18.97811890,-55.26978000
19.02580261,-55.89528000
19.07348633,-60.46756000
19.12117004,-56.04082000
19.16885376,-55.47169000
19.21653748,-56.62627000
19.26422119,-58.56771000
19.31190491,-61.46346000
19.35958862,-54.84262000
19.40727234,-58.71084000
19.45495605,-66.90331000
19.50263977,-57.54960000
19.55032349,-57.51263000
19.59800720,-60.76410000
19.64569092,-53.34774000
19.69337463,-50.12784000
19.74105835,-56.89352000
19.78874207,-53.57517000
19.83642578,-53.22202000
19.88410950,-62.00981000
19.93179321,-59.16691000
19.97947693,-51.79263000
20.02716064,-52.28232000
20.07484436,-53.10609000
20.12252808,-57.46345000
20.17021179,-54.36198000
20.21789551,-48.10453000
20.26557922,-50.00154000
20.31326294,-54.49033000
20.36094666,-55.99533000
20.40863037,-54.49547000
20.45631409,-56.73866000
20.50399780,-55.10727000
20.55168152,-64.03297000
20.59936523,-53.00876000
20.64704895,-51.28994000
20.69473267,-53.79049000
20.74241638,-55.50996000
20.79010010,-56.98083000
20.83778381,-62.50227000
20.88546753,-60.09019000
20.93315125,-61.05952000
20.98083496,-65.73376000
21.02851868,-55.97797000
21.07620239,-62.54401000
21.12388611,-53.01611000
21.17156982,-51.11503000
21.21925354,-56.51974000
21.26693726,-64.94949000
21.31462097,-70.46886000
21.36230469,-59.42963000
21.40998840,-59.52374000
21.45767212,-60.30935000
21.50535583,-57.27276000
21.55303955,-52.81965000
21.60072327,-53.60264000
21.64840698,-60.78310000
21.69609070,-53.75024000
21.74377441,-53.44902000
21.79145813,-57.78351000
21.83914185,-58.87503000
21.88682556,-59.50664000
21.93450928,-66.10715000
21.98219299,-58.06852000
22.02987671,-59.83345000
22.07756042,-56.73325000
22.12524414,-51.07533000
22.17292786,-50.93161000
22.22061157,-56.04092000
22.26829529,-73.41453000
22.31597900,-57.23579000
22.36366272,-52.81364000
22.41134644,-54.12156000
22.45903015,-51.09855000
22.50671387,-50.18301000
22.55439758,-51.35245000
22.60208130,-50.20773000
22.64976501,-52.34055000
22.69744873,-54.18337000
22.74513245,-53.73618000
22.79281616,-54.03757000
22.84049988,-56.88783000
22.88818359,-61.40211000
22.93586731,-57.63236000
22.98355103,-54.34788000
23.03123474,-56.72814000
23.07891846,-60.30762000
23.12660217,-61.61343000
23.17428589,-66.26913000
23.22196960,-71.16393000
23.26965332,-63.65969000
23.31733704,-64.60363000
23.36502075,-66.01951000
23.41270447,-58.67139000
23.46038818,-59.40819000
23.50807190,-62.18934000
23.55575562,-60.61454000
23.60343933,-61.49931000
23.65112305,-58.47903000
23.69880676,-53.52850000
23.74649048,-54.70518000
23.79417419,-56.54434000
23.84185791,-53.93558000
23.88954163,-52.66486000
23.93722534,-55.16509000
23.98490906,-60.67456000
24.03259277,-59.16762000
24.08027649,-56.85381000
24.12796021,-54.15742000
24.17564392,-52.09785000
24.22332764,-52.53494000
24.27101135,-58.67489000
24.31869507,-70.26766000
24.36637878,-59.89413000
24.41406250,-52.85328000
24.46174622,-50.68453000
24.50942993,-50.90073000
24.55711365,-50.73586000
24.60479736,-50.56429000
24.65248108,-53.18186000
24.70016479,-65.53114000
24.74784851,-60.78514000
24.79553223,-58.37760000
24.84321594,-58.23565000
24.89089966,-57.16854000
24.93858337,-56.71752000
24.98626709,-56.44218000
25.03395081,-55.71380000
25.08163452,-54.33199000
25.12931824,-51.40427000
25.17700195,-51.41964000
25.22468567,-52.97157000
25.27236938,-54.21252000
25.32005310,-58.94457000
25.36773682,-58.91595000
25.41542053,-56.39438000
25.46310425,-59.20218000
25.51078796,-63.37396000
25.55847168,-66.25505000
25.60615540,-60.73269000
25.65383911,-59.15311000
25.70152283,-55.41550000
25.74920654,-57.28925000
25.79689026,-58.75843000
25.84457397,-56.11961000
25.89225769,-53.24275000
25.93994141,-53.66812000
25.98762512,-56.54352000
26.03530884,-61.55211000
26.08299255,-58.15231000
26.13067627,-57.35688000
26.17835999,-57.42300000
26.22604370,-64.11742000
26.27372742,-56.97694000
26.32141113,-53.02994000
26.36909485,-57.67935000
26.41677856,-55.11616000
26.46446228,-52.24298000
26.51214600,-56.71260000
26.55982971,-60.26924000
26.60751343,-52.20293000
26.65519714,-49.50066000
26.70288086,-50.61860000
26.75056458,-52.95994000
26.79824829,-60.72079000
26.84593201,-53.95248000
26.89361572,-48.87046000
26.94129944,-52.24056000
26.98898315,-66.16377000
27.03666687,-58.30839000
27.08435059,-56.03590000
27.13203430,-56.58368000
27.17971802,-53.24837000
27.22740173,-50.54353000
27.27508545,-52.92060000
27.32276917,-60.74283000
27.37045288,-63.41144000
27.41813660,-72.63033000
27.46582031,-54.04557000
27.51350403,-52.95784000
27.56118774,-55.93497000
27.60887146,-58.64491000
27.65655518,-56.75256000
27.70423889,-57.05053000
27.75192261,-56.33684000
27.79960632,-82.39521000
27.84729004,-53.55640000
27.89497375,-53.46218000
27.94265747,-57.41685000
27.99034119,-53.59006000
28.03802490,-54.18350000
28.08570862,-55.00935000
28.13339233,-55.99269000
28.18107605,-60.16389000
28.22875977,-52.93224000
28.27644348,-50.76936000
28.32412720,-54.49578000
28.37181091,-60.61206000
28.41949463,-72.59906000
28.46717834,-54.01590000
28.51486206,-51.14940000
28.56254578,-52.69632000
28.61022949,-56.03596000
28.65791321,-61.36772000
28.70559692,-60.79996000
28.75328064,-49.84186000
28.80096436,-49.13544000
28.84864807,-50.42361000
28.89633179,-50.83174000
28.94401550,-55.35294000
28.99169922,-58.65994000
29.03938293,-55.93659000
29.08706665,-62.90939000
29.13475037,-52.40348000
29.18243408,-49.50977000
29.23011780,-53.64214000
29.27780151,-53.41057000
29.32548523,-52.82439000
29.37316895,-54.13150000
29.42085266,-52.50938000
29.46853638,-51.98139000
29.51622009,-51.33190000
29.56390381,-51.40168000
29.61158752,-50.25650000
29.65927124,-49.01471000
29.70695496,-49.96490000
29.75463867,-50.84794000
29.80232239,-50.44413000
29.85000610,-51.68364000
29.89768982,-57.44622000
29.94537354,-63.49072000
29.99305725,-67.66090000
30.04074097,-58.07719000
30.08842468,-60.55394000
30.13610840,-64.92075000
30.18379211,-65.57034000
30.23147583,-54.91163000
30.27915955,-53.85101000
30.32684326,-52.34455000
30.37452698,-53.28386000
30.42221069,-58.68705000
30.46989441,-52.75696000
30.51757813,-50.52406000
30.56526184,-52.58311000
30.61294556,-58.94183000
30.66062927,-72.44968000
30.70831299,-58.28537000
30.75599670,-55.08322000
30.80368042,-58.43031000
30.85136414,-57.18040000
30.89904785,-53.54962000
30.94673157,-53.70972000
30.99441528,-55.78449000
31.04209900,-56.97651000
31.08978271,-63.25363000
31.13746643,-66.86936000
31.18515015,-58.26717000
31.23283386,-54.04168000
31.28051758,-50.27539000
31.32820129,-49.80993000
31.37588501,-55.20189000
31.42356873,-57.64799000
31.47125244,-53.11515000
31.51893616,-54.01442000
31.56661987,-59.39273000
31.61430359,-48.58465000
31.66198730,-46.72251000
31.70967102,-51.07066000
31.75735474,-59.68069000
31.80503845,-53.73981000
31.85272217,-55.56729000
31.90040588,-60.52908000
31.94808960,-64.91514000
31.99577332,-57.36553000
32.04345703,-57.33633000
32.09114075,-57.56025000
32.13882446,-55.61211000
32.18650818,-55.69182000
32.23419189,-60.61319000
32.28187561,-67.87766000
32.32955933,-59.40345000
32.37724304,-55.04524000
32.42492676,-53.81794000
32.47261047,-56.61896000
32.52029419,-78.85320000
32.56797791,-64.19781000
32.61566162,-57.09687000
32.66334534,-52.56090000
32.71102905,-55.95025000
32.75871277,-64.62218000
32.80639648,-66.62983000
32.85408020,-56.56007000
32.90176392,-50.63099000
32.94944763,-53.20970000
32.99713135,-56.81313000
33.04481506,-57.08270000
33.09249878,-56.37292000
33.14018250,-59.47704000
33.18786621,-53.43031000
33.23554993,-48.50956000
33.28323364,-47.58593000
33.33091736,-49.26044000
33.37860107,-51.15122000
33.42628479,-57.01317000
33.47396851,-56.12857000
33.52165222,-56.38601000
33.56933594,-59.18474000
33.61701965,-61.05476000
33.66470337,-55.64609000
33.71238708,-53.83204000
33.76007080,-57.44562000
33.80775452,-58.85715000
33.85543823,-51.19104000
33.90312195,-52.88491000
33.95080566,-61.64017000
33.99848938,-57.02659000
34.04617310,-52.24954000
34.09385681,-52.33978000
34.14154053,-54.44231000
34.18922424,-60.13049000
34.23690796,-61.29752000
34.28459167,-55.74045000
34.33227539,-63.91982000
34.37995911,-57.34235000
34.42764282,-61.77093000
34.47532654,-66.67839000
34.52301025,-57.96526000
34.57069397,-55.69611000
34.61837769,-57.60546000
34.66606140,-63.43546000
34.71374512,-61.60336000
34.76142883,-61.43073000
34.80911255,-59.80438000
34.85679626,-60.17471000
34.90447998,-63.51589000
34.95216370,-54.44691000
34.99984741,-59.13453000
35.04753113,-60.37589000
35.09521484,-59.56678000
35.14289856,-60.83405000
35.19058228,-56.11203000
35.23826599,-52.33249000
35.28594971,-50.82685000
35.33363342,-51.98536000
35.38131714,-54.70802000
35.42900085,-52.97942000
35.47668457,-53.56865000
35.52436829,-59.74626000
35.57205200,-62.44647000
35.61973572,-72.02463000
35.66741943,-71.50033000
35.71510315,-61.00042000
35.76278687,-56.01307000
35.81047058,-54.90350000
35.85815430,-52.68128000
35.90583801,-52.43864000
35.95352173,-53.04976000
36.00120544,-51.94105000
36.04888916,-55.44456000
36.09657288,-71.35271000
36.14425659,-69.91144000
36.19194031,-68.79951000
36.23962402,-59.37926000
36.28730774,-50.39237000
36.33499146,-47.40231000
36.38267517,-48.00389000
36.43035889,-49.82447000
36.47804260,-58.08241000
36.52572632,-56.22795000
36.57341003,-53.51408000
36.62109375,-58.26973000
36.66877747,-65.60058000
36.71646118,-58.10390000
36.76414490,-53.65886000
36.81182861,-57.87860000
36.85951233,-65.81639000
36.90719604,-64.14484000
36.95487976,-59.65581000
37.00256348,-58.22331000
37.05024719,-56.39959000
37.09793091,-55.12715000
37.14561462,-63.50073000
37.19329834,-57.96417000
37.24098206,-52.36876000
37.28866577,-52.21512000
37.33634949,-50.91645000
37.38403320,-49.90110000
37.43171692,-54.42984000
37.47940063,-68.55687000
37.52708435,-59.40517000
37.57476807,-56.81285000
37.62245178,-65.92555000
37.67013550,-55.12167000
37.71781921,-57.64619000
37.76550293,-62.10382000
37.81318665,-59.71585000
37.86087036,-57.75436000
37.90855408,-56.27915000
37.95623779,-53.92777000
38.00392151,-55.79611000
38.05160522,-56.79456000
38.09928894,-53.94300000
38.14697266,-54.66729000
38.19465637,-56.03950000
38.24234009,-59.04906000
38.29002380,-69.25432000
38.33770752,-64.93427000
38.38539124,-60.99741000
38.43307495,-60.41981000
38.48075867,-52.73719000
38.52844238,-50.61308000
38.57612610,-53.66017000
38.62380981,-60.42919000
38.67149353,-61.99086000
38.71917725,-61.37892000
38.76686096,-63.49274000
38.81454468,-68.69231000
38.86222839,-66.62844000
38.90991211,-56.46525000
38.95759583,-51.97591000
39.00527954,-51.28574000
39.05296326,-52.55383000
39.10064697,-52.61448000
39.14833069,-53.53224000
39.19601440,-55.01588000
39.24369812,-54.65035000
39.29138184,-52.16587000
39.33906555,-51.48898000
39.38674927,-56.22938000
39.43443298,-63.85126000
39.48211670,-67.83701000
39.52980042,-61.91204000
39.57748413,-63.71776000
39.62516785,-62.96402000
39.67285156,-58.97809000
39.72053528,-59.34212000
39.76821899,-51.50299000
39.81590271,-48.74778000
39.86358643,-51.35831000
39.91127014,-63.54203000
39.95895386,-61.15535000
40.00663757,-61.61688000
40.05432129,-57.32635000
40.10200500,-53.56873000
40.14968872,-61.08116000
40.19737244,-62.19484000
40.24505615,-55.61719000
40.29273987,-51.94785000
40.34042358,-49.87256000
40.38810730,-50.60471000
40.43579102,-54.48426000
40.48347473,-63.06849000
40.53115845,-61.99166000
40.57884216,-62.26463000
40.62652588,-67.29313000
40.67420959,-70.61886000
40.72189331,-61.59983000
40.76957703,-67.20376000
40.81726074,-58.65498000
40.86494446,-53.54763000
40.91262817,-55.80709000
40.96031189,-74.86990000
41.00799561,-55.74523000
41.05567932,-54.70422000
41.10336304,-57.66223000
41.15104675,-60.08526000
41.19873047,-55.87160000
41.24641418,-50.98515000
41.29409790,-48.97968000
41.34178162,-51.32011000
41.38946533,-54.06876000
41.43714905,-54.97509000
41.48483276,-59.03308000
41.53251648,-59.22689000
41.58020020,-56.05877000
41.62788391,-55.26482000
41.67556763,-61.25921000
41.72325134,-57.39910000
41.77093506,-61.95091000
41.81861877,-54.89847000
41.86630249,-53.23006000
41.91398621,-56.43295000
41.96166992,-59.31633000
42.00935364,-61.94702000
42.05703735,-57.77790000
42.10472107,-56.58899000
42.15240479,-61.12767000
42.20008850,-65.43399000
42.24777222,-62.44065000
42.29545593,-57.91912000
42.34313965,-57.74422000
42.39082336,-66.12987000
42.43850708,-68.90202000
42.48619080,-66.60582000
42.53387451,-64.12041000
42.58155823,-57.93631000
42.62924194,-55.41492000
42.67692566,-59.74404000
42.72460938,-58.38579000
42.77229309,-58.36949000
42.81997681,-60.05262000
42.86766052,-59.46273000
42.91534424,-56.70442000
42.96302795,-56.68703000
43.01071167,-60.09600000
43.05839539,-64.30463000
43.10607910,-60.03791000
43.15376282,-61.60556000
43.20144653,-67.36378000
43.24913025,-61.33132000
43.29681396,-60.86174000
43.34449768,-56.93755000
43.39218140,-57.69201000
43.43986511,-61.02288000
43.48754883,-64.86341000
43.53523254,-66.93190000
43.58291626,-60.01603000
43.63059998,-56.97939000
43.67828369,-59.14904000
43.72596741,-61.26394000
43.77365112,-59.89959000
43.82133484,-61.26178000
43.86901855,-74.79217000
43.91670227,-59.82707000
43.96438599,-59.47392000
44.01206970,-64.56283000
44.05975342,-63.72696000
44.10743713,-66.11305000
44.15512085,-66.47023000
44.20280457,-66.64299000
44.25048828,-58.85046000
44.29817200,-52.14636000
44.34585571,-51.32862000
44.39353943,-51.45475000
44.44122314,-52.20617000
44.48890686,-54.28887000
44.53659058,-50.48660000
44.58427429,-50.67302000
44.63195801,-51.24230000
44.67964172,-53.11384000
44.72732544,-57.58755000
44.77500916,-64.45410000
44.82269287,-59.35814000
44.87037659,-53.75990000
44.91806030,-50.86002000
44.96574402,-48.80874000
45.01342773,-47.81370000
45.06111145,-50.83549000
45.10879517,-62.13025000
45.15647888,-50.37429000
45.20416260,-48.97552000
45.25184631,-49.41271000
45.29953003,-53.36797000
45.34721375,-59.47649000
45.39489746,-53.77098000
45.44258118,-51.46010000
45.49026489,-52.18130000
45.53794861,-56.15660000
45.58563232,-59.72458000
45.63331604,-55.37110000
45.68099976,-58.37471000
45.72868347,-64.19917000
45.77636719,-57.56202000
45.82405090,-55.23386000
45.87173462,-60.47963000
45.91941833,-56.77588000
45.96710205,-56.75125000
46.01478577,-63.89396000
46.06246948,-58.55286000
46.11015320,-52.93108000
46.15783691,-51.33609000
46.20552063,-53.34336000
46.25320435,-56.90531000
46.30088806,-55.28957000
46.34857178,-56.78471000
46.39625549,-64.27814000
46.44393921,-60.25381000
46.49162292,-63.51549000
46.53930664,-56.65972000
46.58699036,-57.11931000
46.63467407,-65.21248000
46.68235779,-55.12733000
46.73004150,-55.29584000
46.77772522,-58.63272000
46.82540894,-64.71299000
46.87309265,-60.22313000
46.92077637,-56.93325000
46.96846008,-57.62091000
47.01614380,-59.11247000
47.06382751,-60.07255000
47.11151123,-57.87082000
47.15919495,-56.26286000
47.20687866,-62.61364000
47.25456238,-80.96844000
47.30224609,-57.38538000
47.34992981,-55.18200000
47.39761353,-63.05658000
47.44529724,-55.58585000
47.49298096,-54.14672000
47.54066467,-51.34955000
47.58834839,-52.13629000
47.63603210,-51.50090000
47.68371582,-51.37706000
47.73139954,-53.26954000
47.77908325,-55.13047000
47.82676697,-59.81907000
47.87445068,-56.79508000
47.92213440,-52.68654000
47.96981812,-52.48256000
48.01750183,-58.06818000
48.06518555,-67.11941000
48.11286926,-57.25860000
48.16055298,-54.78373000
48.20823669,-56.43868000
48.25592041,-53.93418000
48.30360413,-53.54066000
48.35128784,-59.49000000
48.39897156,-62.75038000
48.44665527,-54.32797000
48.49433899,-52.34653000
48.54202271,-51.37715000
48.58970642,-51.23754000
48.63739014,-54.02610000
48.68507385,-54.57921000
48.73275757,-53.28161000
48.78044128,-53.80883000
48.82812500,-55.49963000
48.87580872,-55.98773000
48.92349243,-57.55572000
48.97117615,-61.71000000
49.01885986,-53.62495000
49.06654358,-53.37426000
49.11422729,-51.82529000
49.16191101,-54.41819000
49.20959473,-54.62104000
49.25727844,-55.21787000
49.30496216,-61.79857000
49.35264587,-70.46643000
49.40032959,-56.98471000
49.44801331,-56.72031000
49.49569702,-61.97453000
49.54338074,-61.04545000
49.59106445,-59.46441000
49.63874817,-59.36967000
49.68643188,-57.08767000
49.73411560,-57.42008000
49.78179932,-54.76777000
49.82948303,-52.72298000
49.87716675,-51.52887000
49.92485046,-50.35067000
49.97253418,-50.06109000
50.02021790,-52.41566000
50.06790161,-53.09091000
50.11558533,-54.67811000
50.16326904,-62.75484000
50.21095276,-57.19985000
50.25863647,-51.25170000
50.30632019,-54.38337000
50.35400391,-77.70023000
50.40168762,-58.63483000
50.44937134,-55.21503000
50.49705505,-48.37517000
50.54473877,-45.26440000
50.59242249,-45.98612000
50.64010620,-51.51745000
50.68778992,-57.74912000
50.73547363,-50.35315000
50.78315735,-47.11655000
50.83084106,-48.37008000
50.87852478,-52.87057000
50.92620850,-59.13785000
50.97389221,-59.80827000
51.02157593,-62.16247000
51.06925964,-51.67067000
51.11694336,-51.10569000
