"Frequency[kHz]","Channel A[dBu]"
27.32276917,-64.25521000
27.37045288,-52.06590000
27.41813660,-51.64689000
27.46582031,-67.00487000
27.51350403,-63.02377000
27.56118774,-61.10342000
27.60887146,-55.61715000
27.65655518,-53.07617000
27.70423889,-51.77200000
27.75192261,-54.59729000
27.79960632,-56.94764000
27.84729004,-52.91372000
27.89497375,-50.57949000
27.94265747,-54.99060000
27.99034119,-57.48048000
28.03802490,-55.52127000
28.08570862,-53.75732000
28.13339233,-59.98087000
28.18107605,-52.95489000
28.22875977,-51.01526000
28.27644348,-54.62209000
28.32412720,-61.46616000
28.37181091,-54.75206000
28.41949463,-55.19011000
28.46717834,-53.60183000
28.51486206,-55.85173000
28.56254578,-59.17835000
28.61022949,-55.23861000
28.65791321,-63.09855000
28.70559692,-51.73893000
28.75328064,-51.93310000
28.80096436,-61.15578000
28.84864807,-69.97153000
28.89633179,-63.22517000
28.94401550,-62.55870000
28.99169922,-67.47382000
29.03938293,-57.59802000
29.08706665,-54.52491000
29.13475037,-53.89207000
29.18243408,-55.34289000
29.23011780,-70.91069000
29.27780151,-60.93813000
29.32548523,-53.26747000
29.37316895,-49.39774000
29.42085266,-52.03861000
29.46853638,-54.94939000
29.51622009,-56.27281000
29.56390381,-55.25115000
29.61158752,-52.76582000
29.65927124,-53.58606000
29.70695496,-53.96591000
29.75463867,-54.34120000
29.80232239,-63.30383000
29.85000610,-61.10711000
29.89768982,-58.43447000
29.94537354,-62.12621000
29.99305725,-62.24909000
30.04074097,-61.41020000
30.08842468,-61.94610000
30.13610840,-58.96850000
30.18379211,-60.05971000
30.23147583,-58.12188000
30.27915955,-62.06181000
30.32684326,-59.20570000
30.37452698,-57.59062000
30.42221069,-61.18051000
30.46989441,-59.08545000
30.51757813,-59.06102000
30.56526184,-64.39917000
30.61294556,-69.15781000
30.66062927,-60.48237000
30.70831299,-57.49889000
30.75599670,-52.57519000
30.80368042,-51.62439000
30.85136414,-52.92738000
30.89904785,-50.89274000
30.94673157,-50.92430000
30.99441528,-53.59316000
31.04209900,-56.16589000
31.08978271,-56.18850000
31.13746643,-58.86574000
31.18515015,-59.51387000
31.23283386,-55.29506000
31.28051758,-53.51619000
31.32820129,-54.37044000
31.37588501,-58.31581000
31.42356873,-55.26278000
31.47125244,-48.54725000
31.51893616,-48.54748000
31.56661987,-54.22040000
31.61430359,-58.07288000
31.66198730,-56.02531000
31.70967102,-56.52869000
31.75735474,-59.75598000
31.80503845,-56.13503000
31.85272217,-51.00834000
31.90040588,-50.71634000
31.94808960,-56.66531000
31.99577332,-58.97300000
32.04345703,-53.99111000
32.09114075,-57.19276000
32.13882446,-53.70238000
32.18650818,-55.58360000
32.23419189,-56.52644000
32.28187561,-56.28821000
32.32955933,-57.38689000
32.37724304,-58.03740000
32.42492676,-59.10267000
32.47261047,-62.59513000
32.52029419,-62.53582000
32.56797791,-59.02049000
32.61566162,-62.56368000
32.66334534,-70.84345000
32.71102905,-61.33276000
32.75871277,-62.94302000
32.80639648,-64.28389000
32.85408020,-64.29768000
32.90176392,-54.51845000
32.94944763,-47.32956000
32.99713135,-46.25030000
33.04481506,-49.68815000
33.09249878,-55.55677000
33.14018250,-59.70034000
33.18786621,-59.52948000
33.23554993,-54.22915000
33.28323364,-52.50701000
33.33091736,-59.53699000
33.37860107,-76.74236000
33.42628479,-64.44505000
33.47396851,-64.10724000
33.52165222,-71.54996000
33.56933594,-61.15123000
33.61701965,-55.45821000
33.66470337,-54.31735000
33.71238708,-55.86859000
33.76007080,-57.45570000
33.80775452,-57.00044000
33.85543823,-62.68867000
33.90312195,-57.97064000
33.95080566,-56.63081000
33.99848938,-60.82790000
34.04617310,-54.06929000
34.09385681,-54.50689000
34.14154053,-61.09097000
34.18922424,-64.64554000
34.23690796,-62.39669000
34.28459167,-53.98107000
34.33227539,-51.73662000
34.37995911,-54.96205000
34.42764282,-72.44510000
34.47532654,-56.01159000
34.52301025,-54.38623000
34.57069397,-51.89582000
34.61837769,-51.87000000
34.66606140,-55.86464000
34.71374512,-60.65250000
34.76142883,-57.25731000
34.80911255,-54.48343000
34.85679626,-55.82813000
34.90447998,-60.38813000
34.95216370,-57.17278000
34.99984741,-52.90716000
35.04753113,-51.52673000
35.09521484,-51.66962000
35.14289856,-53.09670000
35.19058228,-58.96647000
35.23826599,-61.73450000
35.28594971,-61.41251000
35.33363342,-57.99813000
35.38131714,-58.00022000
35.42900085,-57.37434000
35.47668457,-61.91478000
35.52436829,-60.46447000
35.57205200,-52.66165000
35.61973572,-53.66633000
35.66741943,-61.15425000
35.71510315,-58.26365000
35.76278687,-54.50537000
35.81047058,-61.73440000
35.85815430,-61.42281000
35.90583801,-54.43229000
35.95352173,-55.99895000
36.00120544,-74.21973000
36.04888916,-62.42047000
36.09657288,-62.35975000
36.14425659,-65.54694000
36.19194031,-58.19884000
36.23962402,-56.56071000
36.28730774,-56.02547000
36.33499146,-55.90122000
36.38267517,-73.70915000
36.43035889,-64.81590000
36.47804260,-63.37431000
36.52572632,-53.62537000
36.57341003,-51.15541000
36.62109375,-50.81819000
36.66877747,-49.38518000
36.71646118,-50.76198000
36.76414490,-59.06830000
36.81182861,-65.88983000
36.85951233,-54.45410000
36.90719604,-53.30153000
36.95487976,-60.08958000
37.00256348,-65.83092000
37.05024719,-56.15633000
37.09793091,-51.84971000
37.14561462,-50.36330000
37.19329834,-50.93241000
37.24098206,-55.38412000
37.28866577,-62.34821000
37.33634949,-56.91857000
37.38403320,-53.86324000
37.43171692,-50.21072000
37.47940063,-50.13917000
37.52708435,-54.48138000
37.57476807,-52.47262000
37.62245178,-54.29982000
37.67013550,-59.41138000
37.71781921,-61.11916000
37.76550293,-58.74624000
37.81318665,-57.07607000
37.86087036,-68.35497000
37.90855408,-60.78205000
37.95623779,-59.22945000
38.00392151,-53.96848000
38.05160522,-52.31012000
38.09928894,-54.59599000
38.14697266,-57.75853000
38.19465637,-63.82433000
38.24234009,-60.08870000
38.29002380,-56.99606000
38.33770752,-60.78891000
38.38539124,-59.06498000
38.43307495,-55.51960000
38.48075867,-59.34770000
38.52844238,-62.89326000
38.57612610,-61.98026000
38.62380981,-56.72173000
38.67149353,-53.96949000
38.71917725,-54.16879000
38.76686096,-53.03322000
38.81454468,-56.94364000
38.86222839,-60.07204000
38.90991211,-61.62144000
38.95759583,-61.69333000
39.00527954,-53.38673000
39.05296326,-55.49795000
39.10064697,-61.87853000
39.14833069,-62.20866000
39.19601440,-54.56586000
39.24369812,-56.61055000
39.29138184,-59.48448000
39.33906555,-60.68294000
39.38674927,-67.34502000
39.43443298,-56.44856000
39.48211670,-59.39079000
39.52980042,-57.96966000
39.57748413,-58.09354000
39.62516785,-64.56720000
39.67285156,-61.66743000
39.72053528,-58.86708000
39.76821899,-57.77315000
39.81590271,-57.21600000
39.86358643,-66.94594000
39.91127014,-56.56571000
39.95895386,-54.09208000
40.00663757,-63.28402000
40.05432129,-60.63426000
40.10200500,-54.75945000
40.14968872,-62.97228000
40.19737244,-52.56156000
40.24505615,-48.71376000
40.29273987,-52.99614000
40.34042358,-72.63244000
40.38810730,-55.58045000
40.43579102,-55.41243000
40.48347473,-59.01277000
40.53115845,-56.71243000
40.57884216,-57.63734000
40.62652588,-57.31842000
40.67420959,-62.82473000
40.72189331,-63.43246000
40.76957703,-60.97943000
40.81726074,-62.87227000
40.86494446,-57.29153000
40.91262817,-59.00599000
40.96031189,-64.29307000
41.00799561,-57.75554000
41.05567932,-55.42118000
41.10336304,-72.06837000
41.15104675,-57.27767000
41.19873047,-55.24322000
41.24641418,-55.60257000
41.29409790,-63.79771000
41.34178162,-57.58501000
41.38946533,-55.32333000
41.43714905,-58.35857000
41.48483276,-59.05796000
41.53251648,-53.37290000
41.58020020,-55.04982000
41.62788391,-55.56187000
41.67556763,-53.77014000
41.72325134,-53.28863000
41.77093506,-51.22079000
41.81861877,-52.69533000
41.86630249,-59.03307000
41.91398621,-60.56454000
41.96166992,-53.67778000
42.00935364,-56.56763000
42.05703735,-61.39574000
42.10472107,-57.76759000
42.15240479,-64.38241000
42.20008850,-62.71182000
42.24777222,-60.07452000
42.29545593,-58.43730000
42.34313965,-61.90582000
42.39082336,-60.24145000
42.43850708,-57.20131000
42.48619080,-60.58200000
42.53387451,-57.85658000
42.58155823,-52.37569000
42.62924194,-55.58167000
42.67692566,-56.64493000
42.72460938,-56.31374000
42.77229309,-68.40539000
42.81997681,-66.95287000
42.86766052,-60.41808000
42.91534424,-55.81826000
42.96302795,-56.44929000
43.01071167,-65.36082000
43.05839539,-60.09616000
43.10607910,-53.30064000
43.15376282,-52.67010000
43.20144653,-54.75242000
43.24913025,-55.29596000
43.29681396,-59.78929000
43.34449768,-60.93594000
43.39218140,-54.33178000
43.43986511,-51.83099000
43.48754883,-51.64480000
43.53523254,-54.83941000
43.58291626,-68.01273000
43.63059998,-53.14728000
43.67828369,-47.84283000
43.72596741,-49.91491000
43.77365112,-65.31749000
43.82133484,-53.51092000
43.86901855,-50.62650000
43.91670227,-52.43988000
43.96438599,-59.90398000
44.01206970,-59.54384000
44.05975342,-53.36332000
44.10743713,-54.05194000
44.15512085,-57.14137000
44.20280457,-55.50028000
44.25048828,-55.17292000
44.29817200,-59.11585000
44.34585571,-61.56445000
44.39353943,-52.54522000
44.44122314,-54.20931000
44.48890686,-63.35820000
44.53659058,-76.52052000
44.58427429,-57.58741000
44.63195801,-51.55976000
44.67964172,-51.27477000
44.72732544,-57.17691000
44.77500916,-59.59628000
44.82269287,-56.26633000
44.87037659,-58.97908000
44.91806030,-61.58730000
44.96574402,-53.28609000
45.01342773,-55.02070000
45.06111145,-73.36733000
45.10879517,-58.46004000
45.15647888,-56.66568000
45.20416260,-55.89456000
45.25184631,-50.26580000
45.29953003,-52.16280000
45.34721375,-58.67485000
45.39489746,-55.24949000
45.44258118,-54.20078000
45.49026489,-60.58293000
45.53794861,-60.86075000
45.58563232,-61.04432000
45.63331604,-62.12046000
45.68099976,-56.36332000
45.72868347,-54.82216000
45.77636719,-53.57971000
45.82405090,-56.60067000
45.87173462,-60.83843000
45.91941833,-67.34326000
45.96710205,-59.11419000
46.01478577,-53.67406000
46.06246948,-51.44537000
46.11015320,-49.57307000
46.15783691,-49.99599000
46.20552063,-51.58041000
46.25320435,-58.75175000
46.30088806,-69.10258000
46.34857178,-60.35869000
46.39625549,-61.06104000
46.44393921,-62.55859000
46.49162292,-54.57141000
46.53930664,-53.21141000
46.58699036,-55.75748000
46.63467407,-56.30863000
46.68235779,-57.97090000
46.73004150,-69.81763000
46.77772522,-58.53468000
46.82540894,-60.43441000
46.87309265,-67.12432000
46.92077637,-56.16664000
46.96846008,-53.60481000
47.01614380,-53.46291000
47.06382751,-54.49596000
47.11151123,-53.75729000
47.15919495,-54.13732000
47.20687866,-53.46532000
47.25456238,-51.42967000
47.30224609,-51.46727000
47.34992981,-52.17213000
47.39761353,-54.61506000
47.44529724,-64.20993000
47.49298096,-62.60514000
47.54066467,-58.10938000
47.58834839,-71.32280000
47.63603210,-58.55589000
47.68371582,-57.19434000
47.73139954,-56.35945000
47.77908325,-54.54528000
47.82676697,-54.52988000
47.87445068,-54.43939000
47.92213440,-55.98700000
47.96981812,-55.91771000
48.01750183,-60.26388000
48.06518555,-56.12827000
48.11286926,-63.04720000
48.16055298,-59.85932000
48.20823669,-67.11548000
48.25592041,-55.19115000
48.30360413,-55.35067000
48.35128784,-58.79674000
48.39897156,-60.61348000
48.44665527,-75.19857000
48.49433899,-59.44563000
48.54202271,-59.50008000
48.58970642,-59.72232000
48.63739014,-54.91116000
48.68507385,-54.85971000
48.73275757,-52.93724000
48.78044128,-55.77227000
48.82812500,-56.45717000
48.87580872,-53.23112000
48.92349243,-54.88674000
48.97117615,-58.00826000
49.01885986,-53.95925000
49.06654358,-54.02723000
49.11422729,-55.41676000
49.16191101,-50.83020000
49.20959473,-49.23652000
49.25727844,-56.36931000
49.30496216,-59.77792000
49.35264587,-54.78329000
49.40032959,-56.34089000
49.44801331,-55.28698000
49.49569702,-52.09676000
49.54338074,-53.08286000
49.59106445,-59.04895000
49.63874817,-66.85326000
49.68643188,-55.80158000
49.73411560,-56.29044000
49.78179932,-70.19667000
49.82948303,-63.94588000
49.87716675,-62.20996000
49.92485046,-78.21985000
49.97253418,-58.90795000
50.02021790,-59.84935000
50.06790161,-62.36213000
50.11558533,-58.27855000
50.16326904,-59.12593000
50.21095276,-53.65768000
50.25863647,-52.65434000
50.30632019,-54.18272000
50.35400391,-53.46317000
50.40168762,-50.96920000
50.44937134,-54.24937000
50.49705505,-67.08664000
50.54473877,-61.23907000
50.59242249,-57.50143000
50.64010620,-58.61872000
50.68778992,-61.53768000
50.73547363,-63.92034000
50.78315735,-56.24256000
50.83084106,-53.28693000
50.87852478,-67.79893000
50.92620850,-60.75136000
50.97389221,-61.52800000
51.02157593,-54.75584000
51.06925964,-58.32228000
51.11694336,-56.24418000
