"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.171289987E1,1.052842021E0,5.264209956E-2,-1.006899738E1
9.171501065E1,1.052842021E0,5.264209956E-2,-1.005942631E1
9.171712138E1,1.057627559E0,5.742774159E-2,-1.006421185E1
9.171923216E1,1.048056364E0,5.264209956E-2,-1.007378292E1
9.172134294E1,1.062413216E0,4.307080805E-2,-1.006421185E1
9.172345372E1,1.062413216E0,3.828516230E-2,-1.007856941E1
9.172556445E1,1.057627559E0,3.828516230E-2,-1.007856941E1
9.172767523E1,1.062413216E0,3.828516230E-2,-1.006421185E1
9.172978601E1,1.052842021E0,5.264209956E-2,-1.005464077E1
9.173189679E1,1.043270707E0,5.264209956E-2,-1.005464077E1
9.173400752E1,1.048056364E0,3.349951655E-2,-1.007378292E1
9.173611830E1,1.057627559E0,3.828516230E-2,-1.004985523E1
9.173822908E1,1.071984529E0,4.785645381E-2,-1.004506969E1
9.174033987E1,1.057627559E0,2.871387079E-2,-1.005942631E1
9.174245059E1,1.052842021E0,3.349951655E-2,-1.006421185E1
9.174456138E1,1.067198873E0,3.828516230E-2,-1.004506969E1
9.174667216E1,1.052842021E0,2.871387079E-2,-1.003549862E1
9.174878294E1,1.067198873E0,2.871387079E-2,-1.006421185E1
9.175089372E1,1.071984529E0,2.871387079E-2,-1.006899738E1
9.175300445E1,1.062413216E0,3.349951655E-2,-1.004985523E1
9.175511523E1,1.057627559E0,4.307080805E-2,-1.007378292E1
9.175722601E1,1.071984529E0,2.871387079E-2,-1.006421185E1
9.175933679E1,1.062413216E0,1.435693540E-2,-1.009771156E1
9.176144752E1,1.071984529E0,1.435693540E-2,-1.010249710E1
9.176355830E1,1.052842021E0,2.392822690E-2,-1.010728264E1
9.176566908E1,1.062413216E0,3.349951655E-2,-1.013121128E1
9.176777987E1,1.067198873E0,1.914258115E-2,-1.012164021E1
9.176989059E1,1.057627559E0,2.392822690E-2,-1.013121128E1
9.177200138E1,1.057627559E0,2.392822690E-2,-1.012642574E1
9.177411216E1,1.067198873E0,1.435693540E-2,-1.012642574E1
9.177622294E1,1.086341500E0,1.435693540E-2,-1.011206818E1
9.177833367E1,1.076770186E0,1.435693540E-2,-1.012642574E1
9.178044445E1,1.067198873E0,1.914258115E-2,-1.013121128E1
9.178255523E1,1.067198873E0,1.914258115E-2,-1.012642574E1
9.178466601E1,1.071984529E0,9.571290575E-3,-1.012164021E1
9.178677674E1,1.067198873E0,4.785645287E-3,-1.010728264E1
9.178888752E1,1.076770186E0,2.392822690E-2,-1.012164021E1
9.179099830E1,1.071984529E0,1.914258115E-2,-1.011685371E1
9.179310908E1,1.076770186E0,1.435693540E-2,-1.010249710E1
9.179521986E1,1.086341500E0,2.392822690E-2,-1.010249710E1
9.179733059E1,1.076770186E0,2.392822690E-2,-1.009771156E1
9.179944138E1,1.081555843E0,1.914258115E-2,-1.011685371E1
9.180155216E1,1.086341500E0,4.785645287E-3,-1.010249710E1
9.180366289E1,1.071984529E0,1.435693540E-2,-1.011685371E1
9.180577367E1,1.081555843E0,3.349951655E-2,-1.010249710E1
9.180788445E1,1.076770186E0,4.785645287E-3,-1.011685371E1
9.180999523E1,1.071984529E0,9.571290575E-3,-1.011206818E1
9.181210601E1,1.076770186E0,9.571290575E-3,-1.010249710E1
9.181421674E1,1.081555843E0,9.571290575E-3,-1.010728264E1
9.181632752E1,1.076770186E0,0.000000000E0,-1.009771156E1
9.181843830E1,1.086341500E0,1.435693540E-2,-1.009771156E1
9.182054908E1,1.076770186E0,1.914258115E-2,-1.011206818E1
9.182265981E1,1.076770186E0,0.000000000E0,-1.011206818E1
9.182477059E1,1.071984529E0,9.571290575E-3,-1.012642574E1
9.182688138E1,1.095912814E0,4.785645287E-3,-1.013599682E1
9.182899216E1,1.071984529E0,0.000000000E0,-1.013599682E1
9.183110294E1,1.091127157E0,0.000000000E0,-1.013121128E1
9.183321367E1,1.081555843E0,9.571290575E-3,-1.012164021E1
9.183532445E1,1.081555843E0,0.000000000E0,-1.011206818E1
9.183743523E1,1.086341500E0,-9.571290575E-3,-1.013599682E1
9.183954596E1,1.071984529E0,0.000000000E0,-1.011685371E1
9.184165674E1,1.086341500E0,-9.571290575E-3,-1.011206818E1
9.184376752E1,1.095912814E0,-1.435693540E-2,-1.011206818E1
9.184587830E1,1.086341500E0,0.000000000E0,-1.010728264E1
9.184798908E1,1.086341500E0,-4.785645287E-3,-1.010728264E1
9.185009981E1,1.076770186E0,-4.785645287E-3,-1.011206818E1
9.185221059E1,1.076770186E0,-9.571290575E-3,-1.012642574E1
9.185432138E1,1.086341500E0,9.571290575E-3,-1.010728264E1
9.185643216E1,1.071984529E0,-4.785645287E-3,-1.009292603E1
9.185854289E1,1.076770186E0,-4.785645287E-3,-1.010249710E1
9.186065367E1,1.081555843E0,-1.914258115E-2,-1.010249710E1
9.186276445E1,1.081555843E0,-1.435693540E-2,-1.010728264E1
9.186487523E1,1.076770186E0,-9.571290575E-3,-1.007378292E1
9.186698596E1,1.086341500E0,-1.914258115E-2,-1.005942631E1
9.186909674E1,1.081555843E0,-1.435693540E-2,-1.005942631E1
9.187120752E1,1.071984529E0,-2.392822690E-2,-1.004506969E1
9.187331830E1,1.067198873E0,-1.435693540E-2,-1.005942631E1
9.187542903E1,1.071984529E0,-2.392822690E-2,-1.006421185E1
9.187753981E1,1.071984529E0,-1.914258115E-2,-1.004028416E1
9.187965059E1,1.076770186E0,0.000000000E0,-1.005942631E1
9.188176138E1,1.076770186E0,0.000000000E0,-1.004985523E1
9.188387211E1,1.081555843E0,-2.871387079E-2,-1.005464077E1
9.188598289E1,1.081555843E0,-1.914258115E-2,-1.005942631E1
9.188809367E1,1.091127157E0,-1.435693540E-2,-1.006421185E1
9.189020440E1,1.067198873E0,-2.392822690E-2,-1.006421185E1
9.189231518E1,1.086341500E0,-2.871387079E-2,-1.007856941E1
9.189442596E1,1.091127157E0,-3.349951655E-2,-1.007378292E1
9.189653674E1,1.081555843E0,-1.914258115E-2,-1.006899738E1
9.189864752E1,1.081555843E0,-1.914258115E-2,-1.007856941E1
9.190075830E1,1.076770186E0,-2.871387079E-2,-1.005942631E1
9.190286903E1,1.081555843E0,-2.871387079E-2,-1.005942631E1
9.190497981E1,1.095912814E0,-1.914258115E-2,-1.007856941E1
9.190709059E1,1.076770186E0,-3.828516230E-2,-1.007856941E1
9.190920138E1,1.076770186E0,-2.392822690E-2,-1.005464077E1
9.191131211E1,1.091127157E0,-1.914258115E-2,-1.005464077E1
9.191342289E1,1.091127157E0,-3.828516230E-2,-1.006421185E1
9.191553367E1,1.071984529E0,-2.392822690E-2,-1.005464077E1
9.191764445E1,1.076770186E0,-1.914258115E-2,-1.005942631E1
9.191975518E1,1.076770186E0,-1.435693540E-2,-1.004985523E1
9.192186596E1,1.086341500E0,-2.392822690E-2,-1.003549862E1
9.192397674E1,1.081555843E0,-3.828516230E-2,-1.002592659E1
9.192608752E1,1.091127157E0,-3.349951655E-2,-1.004506969E1
9.192819825E1,1.081555843E0,-2.871387079E-2,-1.001156998E1
9.193030903E1,1.071984529E0,-1.914258115E-2,-1.001635551E1
9.193241981E1,1.086341500E0,-1.914258115E-2,-1.003071213E1
9.193453059E1,1.071984529E0,-2.392822690E-2,-1.000678444E1
9.193664132E1,1.076770186E0,-2.871387079E-2,-9.997213364E0
9.193875210E1,1.076770186E0,-4.785645381E-2,-9.982855797E0
9.194086289E1,1.086341500E0,-3.828516230E-2,-9.992427826E0
9.194297367E1,1.081555843E0,-3.349951655E-2,-9.982855797E0
9.194508440E1,1.081555843E0,-2.392822690E-2,-9.982855797E0
9.194719518E1,1.071984529E0,-1.435693540E-2,-9.982855797E0
9.194930596E1,1.071984529E0,-5.264209956E-2,-9.982855797E0
9.195141674E1,1.076770186E0,-5.264209956E-2,-9.963713646E0
9.195352747E1,1.081555843E0,-3.828516230E-2,-9.978070259E0
9.195563825E1,1.091127157E0,-4.307080805E-2,-9.982855797E0
9.195774903E1,1.081555843E0,-3.349951655E-2,-9.992427826E0
9.195985981E1,1.091127157E0,-3.828516230E-2,-9.987641335E0
9.196197059E1,1.076770186E0,-3.828516230E-2,-9.978070259E0
9.196408132E1,1.081555843E0,-4.785645381E-2,-9.958928108E0
9.196619210E1,1.091127157E0,-2.392822690E-2,-9.973284721E0
9.196830289E1,1.081555843E0,-5.264209956E-2,-9.963713646E0
9.197041367E1,1.081555843E0,-3.349951655E-2,-9.958928108E0
9.197252440E1,1.091127157E0,-3.349951655E-2,-9.963713646E0
9.197463518E1,1.081555843E0,-4.785645381E-2,-9.973284721E0
9.197674596E1,1.076770186E0,-4.785645381E-2,-9.934999466E0
9.197885669E1,1.081555843E0,-4.785645381E-2,-9.930213928E0
9.198096747E1,1.062413216E0,-4.307080805E-2,-9.934999466E0
9.198307825E1,1.067198873E0,-3.828516230E-2,-9.901499748E0
9.198518903E1,1.071984529E0,-4.785645381E-2,-9.872786522E0
9.198729981E1,1.081555843E0,-2.871387079E-2,-9.868000984E0
9.198941054E1,1.081555843E0,-4.307080805E-2,-9.872786522E0
9.199152132E1,1.091127157E0,-4.785645381E-2,-9.877572060E0
9.199363210E1,1.086341500E0,-3.349951655E-2,-9.868000984E0
9.199574289E1,1.081555843E0,-4.307080805E-2,-9.882357597E0
9.199785362E1,1.076770186E0,-3.828516230E-2,-9.891928673E0
9.199996440E1,1.071984529E0,-5.264209956E-2,-9.882357597E0
9.200207518E1,1.081555843E0,-4.307080805E-2,-9.882357597E0
9.200418596E1,1.095912814E0,-3.828516230E-2,-9.872786522E0
9.200629669E1,1.076770186E0,-5.264209956E-2,-9.877572060E0
9.200840747E1,1.091127157E0,-4.785645381E-2,-9.887143135E0
9.201051825E1,1.081555843E0,-2.871387079E-2,-9.872786522E0
9.201262903E1,1.076770186E0,-4.307080805E-2,-9.872786522E0
9.201473976E1,1.086341500E0,-3.828516230E-2,-9.863214493E0
9.201685054E1,1.091127157E0,-4.785645381E-2,-9.844072342E0
9.201896132E1,1.091127157E0,-5.264209956E-2,-9.858428955E0
9.202107210E1,1.081555843E0,-4.785645381E-2,-9.829715729E0
9.202318289E1,1.095912814E0,-3.828516230E-2,-9.844072342E0
9.202529362E1,1.062413216E0,-4.785645381E-2,-9.820143700E0
9.202740440E1,1.076770186E0,-4.785645381E-2,-9.815358162E0
9.202951518E1,1.057627559E0,-5.742774159E-2,-9.810572624E0
9.203162596E1,1.076770186E0,-5.742774159E-2,-9.791430473E0
9.203373674E1,1.081555843E0,-5.264209956E-2,-9.791430473E0
9.203584747E1,1.095912814E0,-3.828516230E-2,-9.781859398E0
9.203795825E1,1.076770186E0,-3.349951655E-2,-9.753145218E0
9.204006903E1,1.076770186E0,-3.828516230E-2,-9.743574142E0
9.204217976E1,1.081555843E0,-4.307080805E-2,-9.753145218E0
9.204429054E1,1.067198873E0,-4.307080805E-2,-9.753145218E0
9.204640132E1,1.086341500E0,-5.264209956E-2,-9.753145218E0
9.204851210E1,1.086341500E0,-3.828516230E-2,-9.772287369E0
9.205062283E1,1.086341500E0,-3.828516230E-2,-9.767501831E0
9.205273362E1,1.086341500E0,-4.785645381E-2,-9.753145218E0
9.205484440E1,1.076770186E0,-6.221338734E-2,-9.772287369E0
9.205695518E1,1.071984529E0,-4.307080805E-2,-9.762716293E0
9.205906591E1,1.086341500E0,-5.742774159E-2,-9.757930756E0
9.206117669E1,1.076770186E0,-5.742774159E-2,-9.748359680E0
9.206328747E1,1.091127157E0,-4.307080805E-2,-9.753145218E0
9.206539825E1,1.076770186E0,-4.785645381E-2,-9.753145218E0
9.206750903E1,1.081555843E0,-3.828516230E-2,-9.729216576E0
9.206961976E1,1.081555843E0,-5.264209956E-2,-9.729216576E0
9.207173054E1,1.071984529E0,-5.264209956E-2,-9.705288887E0
9.207384132E1,1.067198873E0,-3.828516230E-2,-9.710074425E0
9.207595210E1,1.076770186E0,-6.221338734E-2,-9.681360245E0
9.207806283E1,1.067198873E0,-4.785645381E-2,-9.671789169E0
9.208017356E1,1.052842021E0,-5.264209956E-2,-9.667003632E0
9.208228440E1,1.071984529E0,-6.699903309E-2,-9.671789169E0
9.208439518E1,1.081555843E0,-4.785645381E-2,-9.647860527E0
9.208650591E1,1.095912814E0,-5.264209956E-2,-9.652647018E0
9.208861669E1,1.057627559E0,-5.742774159E-2,-9.662218094E0
9.209072747E1,1.071984529E0,-4.785645381E-2,-9.667003632E0
9.209283825E1,1.062413216E0,-5.264209956E-2,-9.657432556E0
9.209494898E1,1.086341500E0,-5.264209956E-2,-9.643074989E0
9.209705976E1,1.067198873E0,-5.742774159E-2,-9.652647018E0
9.209917054E1,1.086341500E0,-5.264209956E-2,-9.657432556E0
