"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.550441213E0,3.747160196E0,-3.014956415E-1,-9.145368576E0
8.552551994E0,3.713660717E0,-3.014956415E-1,-9.150154114E0
8.554662776E0,3.680161238E0,-3.206382394E-1,-9.174081802E0
8.556773557E0,3.627519131E0,-3.302095234E-1,-9.188439369E0
8.558884338E0,3.589233875E0,-3.206382394E-1,-9.231510162E0
8.560995119E0,3.517449379E0,-3.349951804E-1,-9.217152596E0
8.563105901E0,3.455235958E0,-3.302095234E-1,-9.202795982E0
8.565216682E0,3.402593851E0,-3.206382394E-1,-9.188439369E0
8.567327463E0,3.297309637E0,-3.014956415E-1,-9.145368576E0
8.569438244E0,3.134597778E0,-2.871387303E-1,-9.102297783E0
8.571549026E0,2.943171740E0,-2.679961324E-1,-9.030512810E0
8.573659807E0,2.727817774E0,-2.201396823E-1,-8.968298912E0
8.575770588E0,2.488535643E0,-1.579262912E-1,-8.877371788E0
8.577881369E0,2.292324066E0,-1.148554832E-1,-8.772088051E0
8.579992151E0,2.091326952E0,-8.135596663E-2,-8.690732002E0
8.582102932E0,1.890329838E0,-2.392822690E-2,-8.638090134E0
8.584213713E0,1.660618901E0,3.828516230E-2,-8.561519623E0
8.586324442E0,1.430907965E0,1.004985496E-1,-8.484949112E0
8.588435223E0,1.234696507E0,1.483550072E-1,-8.422736168E0
8.590546057E0,1.071984529E0,1.962114573E-1,-8.350951195E0
8.592656786E0,9.044869542E-1,2.344966233E-1,-8.298309326E0
8.594767567E0,7.465606928E-1,2.775674164E-1,-8.269595146E0
8.596878348E0,6.317051649E-1,2.871387303E-1,-8.245666504E0
8.598989130E0,6.317051649E-1,2.871387303E-1,-8.221738815E0
8.601099911E0,6.508477330E-1,3.062812984E-1,-8.245666504E0
8.603210692E0,6.508477330E-1,2.967100143E-1,-8.298309326E0
8.605321473E0,6.747759581E-1,3.110669553E-1,-8.374878883E0
8.607432255E0,6.939185858E-1,2.967100143E-1,-8.461020470E0
8.609543036E0,6.843472719E-1,2.967100143E-1,-8.580661774E0
8.611653817E0,7.322037220E-1,3.062812984E-1,-8.719446182E0
8.613764598E0,7.322037220E-1,3.110669553E-1,-8.863015175E0
8.615875380E0,7.609176040E-1,3.302095234E-1,-9.025727272E0
8.617986161E0,7.848458290E-1,3.254238665E-1,-9.159725189E0
8.620096942E0,8.087740541E-1,3.349951804E-1,-9.298508644E0
8.622207723E0,8.422735929E-1,3.349951804E-1,-9.442078590E0
8.624318453E0,8.614161611E-1,3.206382394E-1,-9.552147865E0
8.626429286E0,8.853443861E-1,3.302095234E-1,-9.623932838E0
8.628540067E0,9.044869542E-1,3.349951804E-1,-9.638289452E0
8.630650848E0,9.236295223E-1,3.349951804E-1,-9.676574707E0
8.632761578E0,9.427721500E-1,3.158525825E-1,-9.681360245E0
8.634872359E0,9.714859724E-1,3.206382394E-1,-9.623932838E0
8.636983140E0,9.810572863E-1,3.158525825E-1,-9.547362328E0
8.639093921E0,9.954141974E-1,3.110669553E-1,-9.489934921E0
8.641204703E0,1.009771109E0,3.110669553E-1,-9.379864693E0
8.643315484E0,1.014556766E0,3.158525825E-1,-9.284152031E0
8.645426265E0,1.028913736E0,3.062812984E-1,-9.183652878E0
8.647537046E0,1.062413216E0,2.967100143E-1,-9.102297783E0
8.649647828E0,1.067198873E0,2.871387303E-1,-9.020941734E0
8.651758609E0,1.076770186E0,2.919243574E-1,-8.973084450E0
8.653869390E0,1.105484009E0,2.967100143E-1,-8.949156761E0
8.655980171E0,1.110269666E0,3.014956415E-1,-8.920442581E0
8.658090953E0,1.143769264E0,2.871387303E-1,-8.920442581E0
8.660201734E0,1.162911773E0,2.823530734E-1,-8.896514893E0
8.662312515E0,1.186840057E0,2.823530734E-1,-8.910871506E0
8.664423296E0,1.205982566E0,2.775674164E-1,-8.949156761E0
8.666534026E0,1.205982566E0,2.919243574E-1,-8.982656479E0
8.668644807E0,1.220339537E0,2.871387303E-1,-9.011369705E0
8.670755588E0,1.253839016E0,2.871387303E-1,-9.040083885E0
8.672866369E0,1.282552958E0,2.871387303E-1,-9.083154678E0
8.674977098E0,1.292124271E0,2.919243574E-1,-9.097511292E0
8.677087932E0,1.306481123E0,2.919243574E-1,-9.121439934E0
8.679198713E0,1.325623751E0,2.727817893E-1,-9.135796547E0
8.681309494E0,1.335195065E0,2.823530734E-1,-9.140582085E0
8.683420276E0,1.339980721E0,2.775674164E-1,-9.150154114E0
8.685531057E0,1.349551916E0,2.823530734E-1,-9.145368576E0
8.687641838E0,1.359123230E0,2.871387303E-1,-9.154939651E0
8.689752619E0,1.373480201E0,2.967100143E-1,-9.131011009E0
8.691863401E0,1.363908887E0,2.871387303E-1,-9.126225471E0
8.693974182E0,1.359123230E0,2.919243574E-1,-9.111868858E0
8.696084963E0,1.354337573E0,2.871387303E-1,-9.126225471E0
8.698195744E0,1.363908887E0,2.919243574E-1,-9.107083321E0
8.700306526E0,1.354337573E0,2.871387303E-1,-9.126225471E0
8.702417307E0,1.354337573E0,2.871387303E-1,-9.121439934E0
8.704528088E0,1.354337573E0,2.967100143E-1,-9.159725189E0
8.706638817E0,1.339980721E0,2.871387303E-1,-9.169296265E0
8.708749598E0,1.339980721E0,2.871387303E-1,-9.174081802E0
8.710860380E0,1.325623751E0,2.967100143E-1,-9.212367058E0
8.712971161E0,1.311266780E0,2.919243574E-1,-9.241081238E0
8.715081942E0,1.306481123E0,2.919243574E-1,-9.241081238E0
8.717192723E0,1.292124271E0,2.919243574E-1,-9.279366493E0
8.719303505E0,1.277767301E0,2.919243574E-1,-9.298508644E0
8.721414286E0,1.249053478E0,2.871387303E-1,-9.336793900E0
8.723525067E0,1.244267821E0,2.967100143E-1,-9.351150513E0
8.725635848E0,1.215553880E0,2.967100143E-1,-9.355937004E0
8.727746630E0,1.210768223E0,2.967100143E-1,-9.384650230E0
8.729857411E0,1.182054400E0,3.062812984E-1,-9.413364410E0
8.731968192E0,1.186840057E0,3.158525825E-1,-9.427721024E0
8.734078973E0,1.148554921E0,3.158525825E-1,-9.442078590E0
8.736189755E0,1.119840980E0,3.110669553E-1,-9.456435204E0
8.738300536E0,1.095912814E0,3.110669553E-1,-9.475577354E0
8.740411317E0,1.086341500E0,3.254238665E-1,-9.489934921E0
8.742522046E0,1.062413216E0,3.206382394E-1,-9.537791252E0
8.744632828E0,1.038485050E0,3.302095234E-1,-9.566504478E0
8.746743609E0,1.033699393E0,3.349951804E-1,-9.604789734E0
8.748854390E0,1.004985452E0,3.349951804E-1,-9.647860527E0
8.750965171E0,1.004985452E0,3.254238665E-1,-9.676574707E0
8.753075953E0,9.858429432E-1,3.158525825E-1,-9.695717812E0
8.755186734E0,9.523434043E-1,3.302095234E-1,-9.743574142E0
8.757297515E0,9.379864931E-1,3.158525825E-1,-9.767501831E0
8.759408296E0,9.044869542E-1,3.254238665E-1,-9.810572624E0
8.761519078E0,8.901300430E-1,3.158525825E-1,-9.824930191E0
8.763629859E0,8.662018180E-1,3.254238665E-1,-9.829715729E0
8.765740640E0,8.757730722E-1,3.254238665E-1,-9.844072342E0
8.767851421E0,8.374879360E-1,3.349951804E-1,-9.815358162E0
8.769962203E0,8.279166222E-1,3.349951804E-1,-9.810572624E0
8.772072984E0,8.135597110E-1,3.206382394E-1,-9.796216011E0
8.774183765E0,8.087740541E-1,3.302095234E-1,-9.772287369E0
8.776294546E0,7.944171429E-1,3.254238665E-1,-9.729216576E0
8.778405328E0,7.800601721E-1,3.493520916E-1,-9.719645500E0
8.780516109E0,7.704889178E-1,3.206382394E-1,-9.686145782E0
8.782626838E0,7.657032609E-1,3.349951804E-1,-9.667003632E0
8.784737619E0,7.513462901E-1,3.493520916E-1,-9.647860527E0
8.786848401E0,7.465606928E-1,3.349951804E-1,-9.638289452E0
8.788959182E0,7.513462901E-1,3.589234054E-1,-9.647860527E0
8.791069963E0,7.369893789E-1,3.349951804E-1,-9.652647018E0
8.793180744E0,7.513462901E-1,3.493520916E-1,-9.657432556E0
8.795291526E0,7.704889178E-1,3.349951804E-1,-9.695717812E0
8.797402307E0,7.752745152E-1,3.349951804E-1,-9.719645500E0
8.799513088E0,7.657032609E-1,3.397808075E-1,-9.738788605E0
8.801623869E0,7.752745152E-1,3.349951804E-1,-9.772287369E0
8.803734651E0,7.800601721E-1,3.206382394E-1,-9.805787086E0
8.805845432E0,7.992027402E-1,3.254238665E-1,-9.858428955E0
8.807956161E0,8.231309652E-1,3.349951804E-1,-9.901499748E0
8.810066994E0,8.327022791E-1,3.349951804E-1,-9.954142570E0
8.812177776E0,8.566305041E-1,3.206382394E-1,-9.982855797E0
8.814288557E0,8.805587292E-1,3.302095234E-1,-1.002592659E1
8.816399338E0,8.853443861E-1,3.206382394E-1,-1.004506969E1
8.818510119E0,9.044869542E-1,3.206382394E-1,-1.010728264E1
8.820620848E0,9.284151793E-1,3.158525825E-1,-1.014078236E1
8.822731682E0,9.427721500E-1,3.158525825E-1,-1.014556789E1
8.824842411E0,9.667003751E-1,3.014956415E-1,-1.017906761E1
8.826953192E0,9.810572863E-1,3.062812984E-1,-1.017428207E1
8.829063973E0,1.004985452E0,3.158525825E-1,-1.015992451E1
8.831174755E0,1.033699393E0,3.110669553E-1,-1.019820976E1
8.833285536E0,1.052842021E0,3.110669553E-1,-1.019820976E1
8.835396317E0,1.071984529E0,3.062812984E-1,-1.018863869E1
8.837507098E0,1.095912814E0,3.062812984E-1,-1.017428207E1
8.839617880E0,1.124626637E0,3.062812984E-1,-1.018385315E1
8.841728661E0,1.138983607E0,3.110669553E-1,-1.017428207E1
8.843839442E0,1.167697430E0,3.062812984E-1,-1.017906761E1
8.845950223E0,1.205982566E0,2.967100143E-1,-1.015992451E1
8.848061005E0,1.229910851E0,2.871387303E-1,-1.013599682E1
8.850171786E0,1.239482164E0,2.919243574E-1,-1.013599682E1
8.852282567E0,1.258624673E0,2.967100143E-1,-1.014078236E1
8.854393348E0,1.292124271E0,3.014956415E-1,-1.013599682E1
8.856504130E0,1.301695466E0,2.871387303E-1,-1.010728264E1
8.858614859E0,1.325623751E0,2.775674164E-1,-1.010728264E1
8.860725640E0,1.335195065E0,2.727817893E-1,-1.007856941E1
8.862836421E0,1.349551916E0,2.871387303E-1,-1.009771156E1
8.864947255E0,1.373480201E0,2.727817893E-1,-1.007856941E1
8.867057984E0,1.387837172E0,2.632105052E-1,-1.007378292E1
8.869168765E0,1.392622828E0,2.632105052E-1,-1.005464077E1
8.871279546E0,1.397408366E0,2.584248483E-1,-1.007378292E1
8.873390328E0,1.416550994E0,2.775674164E-1,-1.006899738E1
8.875501109E0,1.430907965E0,2.632105052E-1,-1.005464077E1
8.877611890E0,1.435693622E0,2.775674164E-1,-1.007856941E1
8.879722671E0,1.440479279E0,2.679961324E-1,-1.007378292E1
8.881833453E0,1.459621787E0,2.536391914E-1,-1.009292603E1
8.883944234E0,1.473978758E0,2.727817893E-1,-1.009771156E1
8.886055015E0,1.473978758E0,2.536391914E-1,-1.012642574E1
8.888165796E0,1.469193101E0,2.679961324E-1,-1.014556789E1
8.890276578E0,1.473978758E0,2.632105052E-1,-1.016471100E1
8.892387359E0,1.459621787E0,2.584248483E-1,-1.017906761E1
8.894498140E0,1.440479279E0,2.632105052E-1,-1.020299530E1
8.896608921E0,1.450050473E0,2.679961324E-1,-1.019820976E1
8.898719703E0,1.445264935E0,2.536391914E-1,-1.021735287E1
8.900830432E0,1.430907965E0,2.488535494E-1,-1.024606609E1
8.902941213E0,1.416550994E0,2.727817893E-1,-1.025085258E1
8.905051994E0,1.416550994E0,2.584248483E-1,-1.026042366E1
8.907162776E0,1.402194023E0,2.679961324E-1,-1.029870892E1
8.909273557E0,1.383051515E0,2.679961324E-1,-1.029392338E1
8.911384338E0,1.344766378E0,2.775674164E-1,-1.031306553E1
8.913495119E0,1.354337573E0,2.632105052E-1,-1.034177971E1
8.915605901E0,1.330409408E0,2.679961324E-1,-1.034177971E1
8.917716682E0,1.306481123E0,2.632105052E-1,-1.036570740E1
8.919827463E0,1.272981644E0,2.584248483E-1,-1.038006496E1
8.921938244E0,1.287338614E0,2.536391914E-1,-1.042313576E1
8.924049026E0,1.249053478E0,2.584248483E-1,-1.043749237E1
8.926159807E0,1.229910851E0,2.584248483E-1,-1.046620655E1
8.928270588E0,1.201196909E0,2.536391914E-1,-1.049970531E1
8.930381369E0,1.186840057E0,2.440679073E-1,-1.053320503E1
8.932492151E0,1.162911773E0,2.679961324E-1,-1.055713367E1
8.934602932E0,1.162911773E0,2.727817893E-1,-1.059063339E1
8.936713661E0,1.134197950E0,2.775674164E-1,-1.063370419E1
8.938824494E0,1.100698471E0,2.679961324E-1,-1.069591713E1
8.940935276E0,1.105484009E0,2.536391914E-1,-1.069591713E1
8.943046005E0,1.062413216E0,2.679961324E-1,-1.072941685E1
8.945156786E0,1.062413216E0,2.632105052E-1,-1.077727318E1
8.947267567E0,1.033699393E0,2.727817893E-1,-1.079162979E1
8.949378348E0,1.000199914E0,2.679961324E-1,-1.079162979E1
8.951489130E0,9.906286001E-1,2.584248483E-1,-1.081555843E1
8.953599911E0,9.619147182E-1,2.727817893E-1,-1.081077290E1
8.955710692E0,9.475577474E-1,2.584248483E-1,-1.081077290E1
8.957821473E0,9.332008362E-1,2.775674164E-1,-1.079162979E1
8.959932255E0,8.997012973E-1,2.488535494E-1,-1.077727318E1
8.962043036E0,9.236295223E-1,2.775674164E-1,-1.077727318E1
8.964153817E0,8.949156404E-1,2.727817893E-1,-1.076291656E1
8.966264598E0,8.662018180E-1,2.632105052E-1,-1.074855900E1
8.968375380E0,8.662018180E-1,2.679961324E-1,-1.072941685E1
8.970486161E0,8.518448472E-1,2.632105052E-1,-1.069591713E1
8.972596942E0,8.374879360E-1,2.823530734E-1,-1.067677498E1
8.974707723E0,8.422735929E-1,2.727817893E-1,-1.065284634E1
8.976818505E0,8.374879360E-1,2.488535494E-1,-1.066720295E1
8.978929286E0,8.422735929E-1,2.536391914E-1,-1.065284634E1
8.981040015E0,8.470591903E-1,2.440679073E-1,-1.065763187E1
8.983150796E0,8.327022791E-1,2.488535494E-1,-1.064806080E1
8.985261578E0,8.470591903E-1,2.536391914E-1,-1.065284634E1
8.987372359E0,8.566305041E-1,2.440679073E-1,-1.067677498E1
8.989483140E0,8.614161611E-1,2.488535494E-1,-1.067677498E1
8.991593921E0,8.757730722E-1,2.344966233E-1,-1.071984577E1
8.993704703E0,8.853443861E-1,2.440679073E-1,-1.074855900E1
8.995815484E0,8.949156404E-1,2.297109663E-1,-1.077248764E1
8.997926265E0,9.092726111E-1,2.440679073E-1,-1.079162979E1
9.000037046E0,9.284151793E-1,2.392822653E-1,-1.082991505E1
9.002147828E0,9.475577474E-1,2.440679073E-1,-1.083470058E1
9.004258609E0,9.619147182E-1,2.249253243E-1,-1.085862923E1
9.006369390E0,9.762716293E-1,2.153540403E-1,-1.089212894E1
9.008480171E0,9.906286001E-1,2.297109663E-1,-1.090648556E1
9.010590953E0,1.009771109E0,2.153540403E-1,-1.093519974E1
9.012701734E0,1.024128079E0,2.009970993E-1,-1.095912743E1
9.014812515E0,1.062413216E0,2.153540403E-1,-1.097348499E1
9.016923296E0,1.100698471E0,1.866401732E-1,-1.098784161E1
9.019034026E0,1.115055323E0,2.057827413E-1,-1.098305607E1
9.021144807E0,1.134197950E0,2.105683982E-1,-1.096391296E1
9.023255588E0,1.153340459E0,1.866401732E-1,-1.097827053E1
9.025366369E0,1.201196909E0,2.057827413E-1,-1.097827053E1
9.027477151E0,1.205982566E0,2.009970993E-1,-1.095912743E1
9.029587932E0,1.205982566E0,1.914258152E-1,-1.094477081E1
9.031698713E0,1.244267821E0,1.770688742E-1,-1.090648556E1
9.033809442E0,1.296909928E0,1.866401732E-1,-1.089212894E1
9.035920276E0,1.296909928E0,1.914258152E-1,-1.084427261E1
9.038031057E0,1.325623751E0,1.818545163E-1,-1.083470058E1
9.040141838E0,1.325623751E0,1.674975902E-1,-1.080598736E1
9.042252619E0,1.344766378E0,1.674975902E-1,-1.077727318E1
9.044363401E0,1.373480201E0,1.579262912E-1,-1.073420238E1
9.046474182E0,1.373480201E0,1.579262912E-1,-1.068634605E1
9.048584963E0,1.397408366E0,1.579262912E-1,-1.069591713E1
9.050695744E0,1.421336651E0,1.483550072E-1,-1.066720295E1
9.052806526E0,1.416550994E0,1.627119333E-1,-1.063848972E1
9.054917255E0,1.445264935E0,1.627119333E-1,-1.063370419E1
9.057028036E0,1.435693622E0,1.387837082E-1,-1.060977554E1
9.059138869E0,1.464407444E0,1.387837082E-1,-1.059541893E1
9.061249598E0,1.454836130E0,1.339980662E-1,-1.060020447E1
9.063360380E0,1.464407444E0,1.483550072E-1,-1.060977554E1
9.065471161E0,1.483550072E0,1.339980662E-1,-1.060499001E1
9.067581942E0,1.497906923E0,1.435693651E-1,-1.057627583E1
9.069692723E0,1.473978758E0,1.196411327E-1,-1.059063339E1
9.071803505E0,1.493121386E0,1.292124242E-1,-1.058584690E1
9.073914286E0,1.493121386E0,1.292124242E-1,-1.060499001E1
9.076025067E0,1.488335729E0,1.483550072E-1,-1.060977554E1
9.078135848E0,1.478764415E0,1.244267747E-1,-1.062891865E1
9.080246630E0,1.473978758E0,1.244267747E-1,-1.066241741E1
9.082357411E0,1.483550072E0,1.100698411E-1,-1.063848972E1
9.084468192E0,1.469193101E0,1.435693651E-1,-1.064327526E1
9.086578973E0,1.450050473E0,1.292124242E-1,-1.065284634E1
9.088689755E0,1.445264935E0,1.004985496E-1,-1.071027374E1
9.090800536E0,1.435693622E0,1.196411327E-1,-1.069591713E1
9.092911317E0,1.430907965E0,1.196411327E-1,-1.068634605E1
9.095022098E0,1.416550994E0,1.148554832E-1,-1.071506023E1
9.097132880E0,1.397408366E0,1.148554832E-1,-1.072463131E1
9.099243609E0,1.359123230E0,1.196411327E-1,-1.073898792E1
9.101354390E0,1.349551916E0,1.148554832E-1,-1.072463131E1
9.103465171E0,1.316052437E0,1.196411327E-1,-1.074377346E1
9.105575953E0,1.306481123E0,9.571290761E-2,-1.075334454E1
9.107686734E0,1.272981644E0,1.100698411E-1,-1.076291656E1
9.109797515E0,1.272981644E0,1.196411327E-1,-1.076770210E1
9.111908296E0,1.239482164E0,1.100698411E-1,-1.079641533E1
9.114019078E0,1.220339537E0,1.100698411E-1,-1.080120182E1
9.116129859E0,1.191625714E0,9.571290761E-2,-1.082034397E1
9.118240640E0,1.158126116E0,1.196411327E-1,-1.081077290E1
9.120351421E0,1.148554921E0,1.052841991E-1,-1.083470058E1
9.122462203E0,1.115055323E0,1.052841991E-1,-1.085862923E1
9.124572984E0,1.105484009E0,1.052841991E-1,-1.084905815E1
9.126683713E0,1.081555843E0,1.196411327E-1,-1.084905815E1
9.128794546E0,1.062413216E0,1.052841991E-1,-1.086820030E1
9.130905276E0,1.043270707E0,1.100698411E-1,-1.084427261E1
9.133016109E0,1.038485050E0,1.052841991E-1,-1.084427261E1
9.135126890E0,9.954141974E-1,9.571290761E-2,-1.081555843E1
9.137237619E0,9.858429432E-1,1.052841991E-1,-1.082034397E1
9.139348401E0,9.714859724E-1,1.004985496E-1,-1.082034397E1
9.141459182E0,9.571290612E-1,1.148554832E-1,-1.079641533E1
9.143569963E0,9.475577474E-1,1.004985496E-1,-1.077727318E1
9.145680744E0,9.284151793E-1,9.092725813E-2,-1.077248764E1
9.147791526E0,8.901300430E-1,9.571290761E-2,-1.073898792E1
9.149902307E0,9.044869542E-1,1.052841991E-1,-1.070548820E1
9.152013088E0,8.757730722E-1,9.092725813E-2,-1.071506023E1
9.154123869E0,8.709874153E-1,1.100698411E-1,-1.068156052E1
9.156234651E0,8.566305041E-1,9.571290761E-2,-1.066241741E1
9.158345432E0,8.518448472E-1,1.004985496E-1,-1.067677498E1
9.160456213E0,8.470591903E-1,9.092725813E-2,-1.063370419E1
9.162566994E0,8.566305041E-1,7.657032460E-2,-1.063370419E1
9.164677776E0,8.422735929E-1,1.004985496E-1,-1.061456108E1
9.166788557E0,8.518448472E-1,9.092725813E-2,-1.061456108E1
9.168899338E0,8.279166222E-1,9.092725813E-2,-1.063370419E1
9.171010119E0,8.614161611E-1,7.657032460E-2,-1.060020447E1
9.173120901E0,8.709874153E-1,8.135596663E-2,-1.061456108E1
9.175231682E0,8.566305041E-1,7.178468257E-2,-1.061934662E1
9.177342411E0,8.709874153E-1,6.221338734E-2,-1.059541893E1
9.179453192E0,8.805587292E-1,7.178468257E-2,-1.060020447E1
9.181563973E0,8.997012973E-1,5.264209956E-2,-1.060499001E1
9.183674755E0,9.140582681E-1,6.699903309E-2,-1.060977554E1
9.185785536E0,9.284151793E-1,7.178468257E-2,-1.060020447E1
9.187896317E0,9.284151793E-1,5.264209956E-2,-1.059063339E1
9.190007098E0,9.523434043E-1,5.742774159E-2,-1.055234814E1
9.192117880E0,9.571290612E-1,5.742774159E-2,-1.055713367E1
9.194228661E0,9.858429432E-1,5.264209956E-2,-1.055713367E1
9.196339442E0,9.906286001E-1,3.349951655E-2,-1.054756260E1
9.198450223E0,1.014556766E0,3.349951655E-2,-1.053320503E1
9.200561005E0,1.038485050E0,2.392822690E-2,-1.050449181E1
9.202671786E0,1.048056364E0,2.392822690E-2,-1.051406288E1
9.204782567E0,1.067198873E0,3.349951655E-2,-1.050927734E1
9.206893348E0,1.086341500E0,2.392822690E-2,-1.049013424E1
9.209004130E0,1.095912814E0,2.871387079E-2,-1.049013424E1
9.211114911E0,1.134197950E0,2.871387079E-2,-1.047577763E1
9.213225692E0,1.158126116E0,1.914258115E-2,-1.047577763E1
9.215336473E0,1.167697430E0,1.914258115E-2,-1.047099209E1
9.217447255E0,1.191625714E0,4.785645287E-3,-1.044706345E1
9.219557984E0,1.220339537E0,9.571290575E-3,-1.045184898E1
9.221668765E0,1.244267821E0,9.571290575E-3,-1.042313576E1
9.223779546E0,1.253839016E0,9.571290575E-3,-1.040399265E1
9.225890328E0,1.282552958E0,0.000000000E0,-1.038963604E1
9.228001109E0,1.292124271E0,-1.435693540E-2,-1.036570740E1
9.230111890E0,1.292124271E0,-4.785645287E-3,-1.034177971E1
9.232222671E0,1.301695466E0,-1.435693540E-2,-1.030827999E1
9.234333453E0,1.320838094E0,-4.785645287E-3,-1.026999474E1
9.236444234E0,1.325623751E0,-1.914258115E-2,-1.025085258E1
9.238555015E0,1.354337573E0,-3.828516230E-2,-1.020778179E1
9.240665796E0,1.354337573E0,-4.307080805E-2,-1.016949654E1
9.242776578E0,1.359123230E0,-2.392822690E-2,-1.015035343E1
9.244887359E0,1.363908887E0,-3.828516230E-2,-1.008335495E1
9.246998140E0,1.368694544E0,-2.871387079E-2,-1.003071213E1
9.249108921E0,1.383051515E0,-2.392822690E-2,-1.000678444E1
9.251219703E0,1.368694544E0,-2.392822690E-2,-9.987641335E0
9.253330432E0,1.363908887E0,-4.307080805E-2,-9.997213364E0
9.255441213E0,1.378265858E0,-4.307080805E-2,-9.949356079E0
9.257551994E0,1.373480201E0,-3.828516230E-2,-9.949356079E0
9.259662776E0,1.349551916E0,-4.307080805E-2,-9.954142570E0
9.261773557E0,1.359123230E0,-4.307080805E-2,-9.939785004E0
9.263884338E0,1.373480201E0,-4.785645381E-2,-9.944570541E0
9.265995119E0,1.349551916E0,-5.264209956E-2,-9.944570541E0
9.268105901E0,1.344766378E0,-5.742774159E-2,-9.954142570E0
9.270216682E0,1.339980721E0,-4.785645381E-2,-9.958928108E0
9.272327463E0,1.325623751E0,-5.742774159E-2,-9.973284721E0
9.274438244E0,1.325623751E0,-5.742774159E-2,-9.973284721E0
9.276549026E0,1.320838094E0,-5.742774159E-2,-9.968499184E0
9.278659807E0,1.301695466E0,-5.742774159E-2,-9.978070259E0
9.280770588E0,1.282552958E0,-4.785645381E-2,-9.992427826E0
9.282881369E0,1.287338614E0,-5.742774159E-2,-9.992427826E0
9.284992151E0,1.253839016E0,-6.699903309E-2,-9.973284721E0
9.287102932E0,1.263410330E0,-6.221338734E-2,-9.987641335E0
9.289213713E0,1.234696507E0,-5.742774159E-2,-9.997213364E0
9.291324494E0,1.210768223E0,-5.742774159E-2,-9.978070259E0
9.293435276E0,1.205982566E0,-5.742774159E-2,-9.982855797E0
9.295546005E0,1.172483087E0,-6.221338734E-2,-9.973284721E0
9.297656786E0,1.143769264E0,-7.178468257E-2,-9.958928108E0
9.299767567E0,1.138983607E0,-6.221338734E-2,-9.963713646E0
9.301878348E0,1.115055323E0,-5.264209956E-2,-9.963713646E0
9.303989130E0,1.091127157E0,-6.699903309E-2,-9.973284721E0
9.306099911E0,1.091127157E0,-8.614161611E-2,-9.968499184E0
9.308210692E0,1.052842021E0,-6.221338734E-2,-9.968499184E0
9.310321473E0,1.038485050E0,-7.178468257E-2,-9.968499184E0
9.312432255E0,1.019342422E0,-5.742774159E-2,-9.968499184E0
9.314543036E0,1.009771109E0,-6.221338734E-2,-9.982855797E0
9.316653817E0,9.810572863E-1,-6.699903309E-2,-9.982855797E0
9.318764598E0,9.619147182E-1,-6.221338734E-2,-9.963713646E0
9.320875380E0,9.379864931E-1,-7.178468257E-2,-9.978070259E0
9.322986161E0,9.140582681E-1,-6.221338734E-2,-9.939785004E0
9.325096942E0,9.188438654E-1,-7.178468257E-2,-9.930213928E0
9.327207723E0,8.997012973E-1,-7.178468257E-2,-9.925428391E0
9.329318505E0,8.805587292E-1,-7.178468257E-2,-9.872786522E0
9.331429286E0,8.709874153E-1,-5.742774159E-2,-9.858428955E0
9.333540015E0,8.470591903E-1,-6.699903309E-2,-9.834501266E0
9.335650796E0,8.470591903E-1,-6.699903309E-2,-9.786644936E0
9.337761578E0,8.327022791E-1,-6.221338734E-2,-9.772287369E0
9.339872359E0,8.183453679E-1,-7.657032460E-2,-9.724431038E0
9.341983140E0,8.087740541E-1,-6.699903309E-2,-9.719645500E0
9.344093921E0,7.992027402E-1,-6.221338734E-2,-9.695717812E0
9.346204703E0,7.992027402E-1,-7.178468257E-2,-9.676574707E0
9.348315484E0,7.800601721E-1,-7.178468257E-2,-9.662218094E0
9.350426265E0,7.848458290E-1,-8.135596663E-2,-9.652647018E0
9.352537046E0,7.704889178E-1,-8.135596663E-2,-9.638289452E0
9.354647828E0,7.704889178E-1,-6.699903309E-2,-9.619147301E0
9.356758609E0,7.800601721E-1,-6.699903309E-2,-9.600004196E0
9.358869390E0,7.800601721E-1,-7.657032460E-2,-9.609575272E0
9.360980171E0,7.752745152E-1,-7.178468257E-2,-9.580862045E0
9.363090953E0,7.752745152E-1,-7.178468257E-2,-9.595218658E0
9.365201734E0,7.944171429E-1,-7.657032460E-2,-9.595218658E0
9.367312515E0,7.944171429E-1,-7.657032460E-2,-9.585647583E0
9.369423296E0,7.992027402E-1,-8.135596663E-2,-9.604789734E0
9.371534078E0,8.087740541E-1,-7.657032460E-2,-9.580862045E0
9.373644807E0,8.279166222E-1,-7.657032460E-2,-9.561718941E0
9.375755588E0,8.327022791E-1,-8.135596663E-2,-9.542576790E0
9.377866369E0,8.374879360E-1,-9.571290761E-2,-9.552147865E0
9.379977151E0,8.374879360E-1,-8.614161611E-2,-9.542576790E0
9.382087932E0,8.709874153E-1,-1.052841991E-1,-9.566504478E0
9.384198713E0,8.709874153E-1,-1.052841991E-1,-9.533005714E0
9.386309494E0,8.853443861E-1,-1.004985496E-1,-9.523433685E0
9.388420276E0,8.997012973E-1,-1.100698411E-1,-9.499505997E0
9.390531057E0,9.188438654E-1,-1.148554832E-1,-9.494720459E0
9.392641838E0,9.379864931E-1,-1.052841991E-1,-9.494720459E0
9.394752619E0,9.523434043E-1,-1.148554832E-1,-9.475577354E0
9.396863401E0,9.619147182E-1,-1.052841991E-1,-9.446864128E0
