"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.752505767E1,-5.726857483E-2,4.567741454E-1,4.718930274E-2
1.752716845E1,-5.726857483E-2,4.641045034E-1,4.963276163E-2
1.752927923E1,-5.971203372E-2,4.689914286E-1,5.329795182E-2
1.753139002E1,-5.971203372E-2,4.751000702E-1,5.696314201E-2
1.753350080E1,-5.849030241E-2,4.812087417E-1,5.940660089E-2
1.753561158E1,-6.215549260E-2,4.860956371E-1,6.307178736E-2
1.753772236E1,-6.337722391E-2,4.934260249E-1,6.673697382E-2
1.753983314E1,-6.337722391E-2,4.995346665E-1,7.040216774E-2
1.754194392E1,-6.459894776E-2,5.093085170E-1,7.162389904E-2
1.754405470E1,-6.459894776E-2,5.190823674E-1,7.651081681E-2
1.754616548E1,-6.459894776E-2,5.276344419E-1,7.895427197E-2
1.754827627E1,-6.459894776E-2,5.374082923E-1,8.261945844E-2
1.755038705E1,-6.704241037E-2,5.484038591E-1,8.628465235E-2
1.755249783E1,-6.459894776E-2,5.630646348E-1,8.994983882E-2
1.755460861E1,-6.582067907E-2,5.740602016E-1,9.239330143E-2
1.755671939E1,-6.582067907E-2,5.838339925E-1,9.605848789E-2
1.755883017E1,-6.582067907E-2,5.960513353E-1,9.850194305E-2
1.756094095E1,-6.459894776E-2,6.094903350E-1,1.021671370E-1
1.756305173E1,-6.459894776E-2,6.229293346E-1,1.058323234E-1
1.756516252E1,-6.337722391E-2,6.375901103E-1,1.107192412E-1
1.756727324E1,-6.215549260E-2,6.510291100E-1,1.131627038E-1
1.756938408E1,-6.582067907E-2,6.632464528E-1,1.168278903E-1
1.757149481E1,-6.582067907E-2,6.779071689E-1,1.192713454E-1
1.757360559E1,-6.582067907E-2,6.925679445E-1,1.241582632E-1
1.757571637E1,-6.459894776E-2,7.060069442E-1,1.266017258E-1
1.757782715E1,-6.459894776E-2,7.194460034E-1,1.314886510E-1
1.757993793E1,-6.582067907E-2,7.341067195E-1,1.339320987E-1
1.758204871E1,-6.704241037E-2,7.463240623E-1,1.363755614E-1
1.758415949E1,-6.704241037E-2,7.622065544E-1,1.412624866E-1
1.758627028E1,-6.582067907E-2,7.744238377E-1,1.449276656E-1
1.758838106E1,-6.704241037E-2,7.903063297E-1,1.473711282E-1
1.759049184E1,-6.459894776E-2,8.000801206E-1,1.510363221E-1
1.759260262E1,-6.582067907E-2,8.122974634E-1,1.534797698E-1
1.759471340E1,-6.704241037E-2,8.245147467E-1,1.583666950E-1
1.759682418E1,-6.582067907E-2,8.391754627E-1,1.608101577E-1
1.759893496E1,-6.582067907E-2,8.489493132E-1,1.632536054E-1
1.760104574E1,-6.582067907E-2,8.599448800E-1,1.681405306E-1
1.760315653E1,-6.459894776E-2,8.709404469E-1,1.705839932E-1
1.760526731E1,-6.337722391E-2,8.831577301E-1,1.754709035E-1
1.760737809E1,-6.704241037E-2,8.929315805E-1,1.779143661E-1
1.760948887E1,-6.215549260E-2,9.039271474E-1,1.815795600E-1
1.761159965E1,-6.459894776E-2,9.100357890E-1,1.840230078E-1
1.761371043E1,-6.459894776E-2,9.198096395E-1,1.876882017E-1
1.761582116E1,-6.337722391E-2,9.271399975E-1,1.913533956E-1
1.761793194E1,-6.337722391E-2,9.356921315E-1,1.950185746E-1
1.762004278E1,-6.459894776E-2,9.430224895E-1,1.974620372E-1
1.762215350E1,-6.459894776E-2,9.491311312E-1,1.999054998E-1
1.762426429E1,-6.704241037E-2,9.552397728E-1,2.023489624E-1
1.762637507E1,-6.582067907E-2,9.601266980E-1,2.072358727E-1
1.762848585E1,-6.948586553E-2,9.637919068E-1,2.109010667E-1
1.763059663E1,-6.826414168E-2,9.674571157E-1,2.133445293E-1
1.763270741E1,-6.948586553E-2,9.711222649E-1,2.170097083E-1
1.763481819E1,-7.070759684E-2,9.711222649E-1,2.194531709E-1
1.763692897E1,-7.315105945E-2,9.747874737E-1,2.231183648E-1
1.763903976E1,-7.315105945E-2,9.723440409E-1,2.267835438E-1
1.764115054E1,-7.437278330E-2,9.723440409E-1,2.292270064E-1
1.764326132E1,-7.559451461E-2,9.747874737E-1,2.316704690E-1
1.764537210E1,-7.559451461E-2,9.723440409E-1,2.365573794E-1
1.764748288E1,-7.681624591E-2,9.723440409E-1,2.390008420E-1
1.764959366E1,-7.437278330E-2,9.711222649E-1,2.426660359E-1
1.765170444E1,-7.559451461E-2,9.686788321E-1,2.451094985E-1
1.765381522E1,-7.559451461E-2,9.650136232E-1,2.475529462E-1
1.765592600E1,-7.681624591E-2,9.601266980E-1,2.524398565E-1
1.765803679E1,-7.681624591E-2,9.576832652E-1,2.561050653E-1
1.766014757E1,-7.925970852E-2,9.552397728E-1,2.573267817E-1
1.766225830E1,-7.925970852E-2,9.503529072E-1,2.609919906E-1
1.766436913E1,-8.292489499E-2,9.466876984E-1,2.634354234E-1
1.766647991E1,-8.414662629E-2,9.430224895E-1,2.671006322E-1
1.766859064E1,-8.292489499E-2,9.393573403E-1,2.707658112E-1
1.767070142E1,-8.414662629E-2,9.344704151E-1,2.732092738E-1
1.767281220E1,-8.536835015E-2,9.283617735E-1,2.756527364E-1
1.767492298E1,-8.781181276E-2,9.246965647E-1,2.780961990E-1
1.767703376E1,-8.903354406E-2,9.185879230E-1,2.817613780E-1
1.767914455E1,-9.269873053E-2,9.149227142E-1,2.842048407E-1
1.768125533E1,-9.147699922E-2,9.088140726E-1,2.878700197E-1
1.768336611E1,-9.392046183E-2,9.027054310E-1,2.915352285E-1
1.768547689E1,-9.147699922E-2,8.990402222E-1,2.939786613E-1
1.768758767E1,-9.269873053E-2,8.917098641E-1,2.976438701E-1
1.768969845E1,-9.269873053E-2,8.868229389E-1,3.000873327E-1
1.769180923E1,-9.392046183E-2,8.831577301E-1,3.025307953E-1
1.769392002E1,-9.269873053E-2,8.807142973E-1,3.061959743E-1
1.769603080E1,-9.147699922E-2,8.733839393E-1,3.086394370E-1
1.769814158E1,-9.269873053E-2,8.721621633E-1,3.098611534E-1
1.770025236E1,-9.392046183E-2,8.684970140E-1,3.147480786E-1
1.770236314E1,-9.269873053E-2,8.684970140E-1,3.184132576E-1
1.770447392E1,-9.147699922E-2,8.648318052E-1,3.208567202E-1
1.770658470E1,-9.147699922E-2,8.636100888E-1,3.233001828E-1
1.770869548E1,-9.269873053E-2,8.648318052E-1,3.269653618E-1
1.771080627E1,-8.903354406E-2,8.648318052E-1,3.294088244E-1
1.771291705E1,-9.269873053E-2,8.636100888E-1,3.342957497E-1
1.771502783E1,-9.147699922E-2,8.672752976E-1,3.355174661E-1
1.771713861E1,-9.147699922E-2,8.684970140E-1,3.379609287E-1
1.771924934E1,-9.269873053E-2,8.697187304E-1,3.416261375E-1
1.772136012E1,-9.147699922E-2,8.709404469E-1,3.428478539E-1
1.772347090E1,-9.147699922E-2,8.758273721E-1,3.465130329E-1
1.772558168E1,-9.269873053E-2,8.782708645E-1,3.489564955E-1
1.772769246E1,-9.269873053E-2,8.831577301E-1,3.538434207E-1
1.772980324E1,-9.392046183E-2,8.892664313E-1,3.550651670E-1
1.773191403E1,-9.269873053E-2,8.941532969E-1,3.587303460E-1
1.773402481E1,-9.147699922E-2,8.990402222E-1,3.611738086E-1
1.773613559E1,-9.025526792E-2,9.051488638E-1,3.636172712E-1
1.773824637E1,-8.903354406E-2,9.112575054E-1,3.648389876E-1
1.774035715E1,-8.659008145E-2,9.198096395E-1,3.685041666E-1
1.774246793E1,-8.536835015E-2,9.259182811E-1,3.709476292E-1
1.774457871E1,-8.414662629E-2,9.320269227E-1,3.746128380E-1
1.774668949E1,-8.170316368E-2,9.430224895E-1,3.770562708E-1
1.774880028E1,-8.048143238E-2,9.503529072E-1,3.794997334E-1
1.775091106E1,-7.925970852E-2,9.564615488E-1,3.831649423E-1
1.775302184E1,-7.803797722E-2,9.699005485E-1,3.843866587E-1
1.775513262E1,-7.681624591E-2,9.796743989E-1,3.880518377E-1
1.775724340E1,-7.437278330E-2,9.894482493E-1,3.917170465E-1
1.775935418E1,-7.437278330E-2,1.000443816E0,3.941605091E-1
1.776146496E1,-7.315105945E-2,1.010217667E0,3.966039717E-1
1.776357574E1,-7.192932814E-2,1.023656607E0,3.990474045E-1
1.776568647E1,-6.948586553E-2,1.032208800E0,4.027126133E-1
1.776779726E1,-6.826414168E-2,1.041982651E0,4.027126133E-1
1.776990804E1,-6.826414168E-2,1.054199934E0,4.063777924E-1
1.777201882E1,-6.948586553E-2,1.062752008E0,4.088212550E-1
1.777412960E1,-7.070759684E-2,1.071304083E0,4.100429714E-1
1.777624038E1,-6.582067907E-2,1.085964918E0,4.124864340E-1
1.777835116E1,-6.582067907E-2,1.092073560E0,4.161516428E-1
1.778046194E1,-6.337722391E-2,1.099403858E0,4.185950756E-1
1.778257272E1,-6.337722391E-2,1.107956052E0,4.210385382E-1
1.778468350E1,-6.337722391E-2,1.116508126E0,4.234820008E-1
1.778679429E1,-5.971203372E-2,1.125060201E0,4.247037470E-1
1.778890507E1,-5.971203372E-2,1.133612275E0,4.271472096E-1
1.779101585E1,-5.726857483E-2,1.140942693E0,4.295906425E-1
1.779312663E1,-5.604684353E-2,1.145829558E0,4.320341051E-1
1.779523741E1,-5.604684353E-2,1.149494767E0,4.356993139E-1
1.779734819E1,-5.482511222E-2,1.155603409E0,4.356993139E-1
1.779945897E1,-5.238165334E-2,1.161712050E0,4.381427765E-1
1.780156976E1,-5.238165334E-2,1.166599035E0,4.405862093E-1
1.780368054E1,-4.993819445E-2,1.169042468E0,4.442514181E-1
1.780579132E1,-4.993819445E-2,1.172707677E0,4.454731345E-1
1.780790210E1,-4.749473557E-2,1.176372886E0,4.479165971E-1
1.781001288E1,-4.749473557E-2,1.176372886E0,4.491383433E-1
1.781212366E1,-4.505127668E-2,1.178816319E0,4.515817761E-1
1.781423444E1,-4.382954910E-2,1.177594543E0,4.540252388E-1
1.781634517E1,-4.382954910E-2,1.180038095E0,4.564687014E-1
1.781845595E1,-4.260781780E-2,1.177594543E0,4.576904476E-1
1.782056673E1,-4.260781780E-2,1.176372886E0,4.601338804E-1
1.782267752E1,-4.138609022E-2,1.175151110E0,4.613556266E-1
1.782478830E1,-4.138609022E-2,1.169042468E0,4.613556266E-1
1.782689908E1,-4.260781780E-2,1.165377259E0,4.637990892E-1
1.782900986E1,-4.138609022E-2,1.160490394E0,4.650208056E-1
1.783112064E1,-4.138609022E-2,1.154381752E0,4.674642682E-1
1.783323142E1,-4.260781780E-2,1.150716543E0,4.699077308E-1
1.783534220E1,-4.260781780E-2,1.144607902E0,4.699077308E-1
1.783745298E1,-3.894263133E-2,1.137277484E0,4.723511934E-1
1.783956376E1,-4.016435891E-2,1.129947066E0,4.735729098E-1
1.784167455E1,-3.894263133E-2,1.123838425E0,4.747946560E-1
1.784378533E1,-4.016435891E-2,1.114064693E0,4.772381186E-1
1.784589611E1,-4.016435891E-2,1.107956052E0,4.784598351E-1
1.784800689E1,-3.894263133E-2,1.099403858E0,4.809032977E-1
1.785011767E1,-3.649916872E-2,1.089630008E0,4.821250141E-1
1.785222845E1,-3.772090003E-2,1.081077933E0,4.833467603E-1
1.785433923E1,-3.772090003E-2,1.070082426E0,4.833467603E-1
1.785645002E1,-3.772090003E-2,1.060308576E0,4.857902229E-1
1.785856080E1,-3.894263133E-2,1.052978158E0,4.870119393E-1
1.786067158E1,-4.016435891E-2,1.045647740E0,4.882336855E-1
1.786278231E1,-4.138609022E-2,1.035874009E0,4.882336855E-1
1.786489314E1,-4.260781780E-2,1.028543591E0,4.906771481E-1
1.786700387E1,-4.749473557E-2,1.021213174E0,4.882336855E-1
1.786911465E1,-4.627300799E-2,1.011439323E0,4.906771481E-1
1.787122543E1,-4.749473557E-2,1.001665473E0,4.918988645E-1
1.787333621E1,-4.871646687E-2,9.918916821E-1,4.943423271E-1
1.787544699E1,-4.871646687E-2,9.833396077E-1,4.943423271E-1
1.787755778E1,-4.627300799E-2,9.747874737E-1,4.955640435E-1
1.787966856E1,-4.382954910E-2,9.662353396E-1,4.980075061E-1
1.788177934E1,-4.138609022E-2,9.576832652E-1,4.967857897E-1
1.788389012E1,-3.649916872E-2,9.479094148E-1,4.992292523E-1
1.788600090E1,-3.283398226E-2,9.405790567E-1,4.992292523E-1
1.788811168E1,-2.916879393E-2,9.344704151E-1,5.016726851E-1
1.789022246E1,-2.672533318E-2,9.271399975E-1,5.028944016E-1
1.789233324E1,-2.306014486E-2,9.234748483E-1,5.041161776E-1
1.789444403E1,-2.061668597E-2,9.185879230E-1,5.041161776E-1
1.789655481E1,-2.061668597E-2,9.124792814E-1,5.065596104E-1
1.789866559E1,-2.061668597E-2,9.100357890E-1,5.077813268E-1
1.790077637E1,-2.183841541E-2,9.063706398E-1,5.077813268E-1
1.790288715E1,-2.428187430E-2,9.063706398E-1,5.077813268E-1
1.790499793E1,-2.306014486E-2,9.051488638E-1,5.090031028E-1
1.790710871E1,-2.550360374E-2,9.051488638E-1,5.090031028E-1
1.790921949E1,-2.672533318E-2,9.063706398E-1,5.102248192E-1
1.791133022E1,-2.550360374E-2,9.051488638E-1,5.114465356E-1
1.791344101E1,-2.550360374E-2,9.075923562E-1,5.114465356E-1
1.791555179E1,-2.794706449E-2,9.100357890E-1,5.114465356E-1
1.791766257E1,-2.672533318E-2,9.075923562E-1,5.114465356E-1
1.791977335E1,-2.550360374E-2,9.100357890E-1,5.126682520E-1
1.792188413E1,-2.183841541E-2,9.124792814E-1,5.126682520E-1
1.792399491E1,-1.695149764E-2,9.137009978E-1,5.138899684E-1
1.792610569E1,-1.695149764E-2,9.149227142E-1,5.138899684E-1
1.792821647E1,-1.572976820E-2,9.198096395E-1,5.151117444E-1
1.793032726E1,-1.328630932E-2,9.222530723E-1,5.151117444E-1
1.793243804E1,-1.206457894E-2,9.295834899E-1,5.163334608E-1
1.793454882E1,-9.621120058E-3,9.344704151E-1,5.151117444E-1
1.793665960E1,-5.955931731E-3,9.381355643E-1,5.151117444E-1
1.793877038E1,-3.512472380E-3,9.430224895E-1,5.175551772E-1
1.794088116E1,-3.512472380E-3,9.503529072E-1,5.163334608E-1
1.794299194E1,-1.069013379E-3,9.552397728E-1,5.175551772E-1
1.794510272E1,1.527161949E-4,9.613484740E-1,5.175551772E-1
1.794721350E1,2.596175298E-3,9.674571157E-1,5.187768936E-1
1.794932429E1,5.039634649E-3,9.735657573E-1,5.175551772E-1
1.795143507E1,5.039634649E-3,9.760091901E-1,5.187768936E-1
1.795354585E1,6.261364091E-3,9.833396077E-1,5.199986696E-1
1.795565663E1,7.483093534E-3,9.906699657E-1,5.212203860E-1
1.795776741E1,9.926552884E-3,9.955568910E-1,5.212203860E-1
1.795987819E1,8.704823442E-3,1.001665473E0,5.199986696E-1
1.796198897E1,9.926552884E-3,1.004109025E0,5.187768936E-1
1.796409970E1,1.114828233E-2,1.010217667E0,5.187768936E-1
1.796621048E1,1.237001177E-2,1.015104532E0,5.187768936E-1
1.796832126E1,1.359174121E-2,1.019991517E0,5.199986696E-1
1.797043205E1,1.359174121E-2,1.023656607E0,5.199986696E-1
1.797254283E1,1.481347065E-2,1.026100159E0,5.199986696E-1
1.797465361E1,1.970038936E-2,1.028543591E0,5.199986696E-1
1.797676439E1,2.092211880E-2,1.029765248E0,5.187768936E-1
1.797887517E1,2.214384824E-2,1.030987024E0,5.187768936E-1
1.798098595E1,2.703076601E-2,1.030987024E0,5.187768936E-1
1.798309673E1,2.703076601E-2,1.032208800E0,5.187768936E-1
1.798520752E1,2.947422490E-2,1.032208800E0,5.175551772E-1
1.798731830E1,3.191768378E-2,1.034652233E0,5.187768936E-1
1.798942903E1,3.191768378E-2,1.030987024E0,5.187768936E-1
1.799153986E1,3.069595434E-2,1.029765248E0,5.187768936E-1
1.799365064E1,3.191768378E-2,1.027321815E0,5.187768936E-1
1.799576142E1,3.191768378E-2,1.023656607E0,5.175551772E-1
1.799787220E1,3.191768378E-2,1.021213174E0,5.163334608E-1
1.799998298E1,3.313941509E-2,1.018769741E0,5.151117444E-1
1.800209376E1,3.313941509E-2,1.013882875E0,5.138899684E-1
1.800420455E1,2.947422490E-2,1.006552458E0,5.151117444E-1
1.800631533E1,3.069595434E-2,1.001665473E0,5.138899684E-1
1.800842611E1,3.069595434E-2,9.955568910E-1,5.138899684E-1
1.801053684E1,3.069595434E-2,9.894482493E-1,5.126682520E-1
1.801264762E1,3.191768378E-2,9.808961153E-1,5.114465356E-1
1.801475840E1,2.947422490E-2,9.711222649E-1,5.102248192E-1
1.801686918E1,3.191768378E-2,9.613484740E-1,5.114465356E-1
1.801897996E1,3.313941509E-2,9.527963400E-1,5.090031028E-1
1.802109074E1,3.313941509E-2,9.430224895E-1,5.077813268E-1
1.802320153E1,3.436114267E-2,9.308052063E-1,5.065596104E-1
1.802531231E1,3.436114267E-2,9.222530723E-1,5.065596104E-1
1.802742309E1,3.680460155E-2,9.100357890E-1,5.053378940E-1
1.802953387E1,3.558287397E-2,8.978185058E-1,5.041161776E-1
1.803164465E1,3.680460155E-2,8.856012225E-1,5.028944016E-1
1.803375543E1,3.680460155E-2,8.758273721E-1,5.016726851E-1
1.803586621E1,3.680460155E-2,8.636100888E-1,5.028944016E-1
1.803797699E1,3.558287397E-2,8.513928056E-1,5.004509687E-1
1.804008778E1,3.680460155E-2,8.391754627E-1,4.992292523E-1
1.804219856E1,3.802633286E-2,8.257364631E-1,4.980075061E-1
1.804430934E1,3.680460155E-2,8.135191798E-1,4.967857897E-1
1.804642012E1,3.680460155E-2,8.013018966E-1,4.967857897E-1
1.804853090E1,3.680460155E-2,7.890845537E-1,4.943423271E-1
1.805064168E1,3.436114267E-2,7.780889869E-1,4.918988645E-1
1.805275246E1,3.436114267E-2,7.658717036E-1,4.918988645E-1
1.805486324E1,3.191768378E-2,7.536544204E-1,4.906771481E-1
1.805697397E1,3.191768378E-2,7.402154207E-1,4.894554019E-1
1.805908476E1,3.191768378E-2,7.304415703E-1,4.894554019E-1
1.806119559E1,3.191768378E-2,7.182242870E-1,4.857902229E-1
1.806330637E1,3.069595434E-2,7.084504366E-1,4.857902229E-1
1.806541710E1,3.069595434E-2,6.962331533E-1,4.833467603E-1
1.806752788E1,3.436114267E-2,6.852375865E-1,4.821250141E-1
1.806963866E1,3.313941509E-2,6.730202436E-1,4.796815813E-1
1.807174944E1,3.436114267E-2,6.632464528E-1,4.796815813E-1
1.807386022E1,3.313941509E-2,6.522508860E-1,4.772381186E-1
1.807597100E1,3.680460155E-2,6.436987519E-1,4.747946560E-1
1.807808179E1,3.802633286E-2,6.351466775E-1,4.747946560E-1
1.808019257E1,3.680460155E-2,6.265945435E-1,4.723511934E-1
1.808230335E1,3.680460155E-2,6.192641854E-1,4.711294472E-1
1.808441413E1,3.924806044E-2,6.119337678E-1,4.686860144E-1
1.808652491E1,3.802633286E-2,6.058251262E-1,4.674642682E-1
1.808863569E1,4.169152305E-2,5.984947681E-1,4.662425518E-1
1.809074647E1,4.046979174E-2,5.936078429E-1,4.637990892E-1
1.809285726E1,3.924806044E-2,5.874992013E-1,4.625773430E-1
1.809496804E1,3.924806044E-2,5.813905597E-1,4.601338804E-1
1.809707882E1,3.802633286E-2,5.789470673E-1,4.589121640E-1
1.809918960E1,3.924806044E-2,5.765036345E-1,4.576904476E-1
1.810130038E1,3.924806044E-2,5.728384256E-1,4.540252388E-1
1.810341116E1,3.924806044E-2,5.716167092E-1,4.540252388E-1
1.810552194E1,3.802633286E-2,5.667297840E-1,4.503600597E-1
1.810763272E1,3.680460155E-2,5.655080676E-1,4.491383433E-1
1.810974345E1,3.680460155E-2,5.655080676E-1,4.466948807E-1
1.811185423E1,3.802633286E-2,5.630646348E-1,4.454731345E-1
1.811396507E1,3.924806044E-2,5.630646348E-1,4.442514181E-1
1.811607580E1,4.046979174E-2,5.642863512E-1,4.418079555E-1
1.811818658E1,3.924806044E-2,5.606211424E-1,4.393644929E-1
1.812029731E1,4.169152305E-2,5.618428588E-1,4.369210303E-1
1.812240809E1,4.169152305E-2,5.618428588E-1,4.369210303E-1
1.812451892E1,4.046979174E-2,5.618428588E-1,4.344775677E-1
1.812662970E1,4.046979174E-2,5.642863512E-1,4.320341051E-1
1.812874048E1,4.291325063E-2,5.655080676E-1,4.308123887E-1
1.813085126E1,4.413498193E-2,5.679515004E-1,4.283689260E-1
1.813296205E1,4.535670951E-2,5.703949928E-1,4.247037470E-1
1.813507278E1,4.780016840E-2,5.703949928E-1,4.247037470E-1
1.813718361E1,4.535670951E-2,5.716167092E-1,4.222602844E-1
1.813929439E1,4.780016840E-2,5.740602016E-1,4.198168218E-1
1.814140517E1,4.902189970E-2,5.765036345E-1,4.173733592E-1
1.814351595E1,5.024362728E-2,5.777253509E-1,4.149298966E-1
1.814562673E1,4.169152305E-2,5.789470673E-1,4.137081802E-1
1.814773752E1,3.802633286E-2,5.826122761E-1,4.100429714E-1
1.814984830E1,3.191768378E-2,5.862774849E-1,4.075995386E-1
1.815195908E1,2.825249545E-2,5.887209177E-1,4.051560760E-1
1.815406981E1,2.703076601E-2,5.899426341E-1,4.027126133E-1
1.815618064E1,2.580903657E-2,5.911644101E-1,4.002691507E-1
1.815829142E1,2.458730713E-2,5.887209177E-1,3.978256881E-1
1.816040220E1,2.703076601E-2,5.899426341E-1,3.953822255E-1
1.816251298E1,3.069595434E-2,5.874992013E-1,3.929387629E-1
1.816462371E1,3.558287397E-2,5.826122761E-1,3.917170465E-1
1.816673449E1,3.924806044E-2,5.801688433E-1,3.892735839E-1
1.816884528E1,4.535670951E-2,5.789470673E-1,3.868301213E-1
1.817095606E1,5.146535859E-2,5.740602016E-1,3.856084049E-1
1.817306684E1,5.635227636E-2,5.667297840E-1,3.843866587E-1
1.817517762E1,5.879573524E-2,5.642863512E-1,3.831649423E-1
1.817728840E1,6.368265301E-2,5.581777096E-1,3.782780170E-1
1.817939918E1,6.490438432E-2,5.532907844E-1,3.770562708E-1
1.818150996E1,6.490438432E-2,5.484038591E-1,3.746128380E-1
1.818362074E1,6.368265301E-2,5.435169339E-1,3.721693754E-1
1.818573153E1,6.246092543E-2,5.386300087E-1,3.697259128E-1
1.818784231E1,5.757400393E-2,5.337430835E-1,3.648389876E-1
1.818995309E1,5.390881747E-2,5.288561583E-1,3.623955250E-1
1.819206387E1,4.902189970E-2,5.227475166E-1,3.599520624E-1
1.819417465E1,4.291325063E-2,5.166388750E-1,3.562868834E-1
1.819628543E1,3.802633286E-2,5.093085170E-1,3.526217043E-1
1.819839621E1,3.313941509E-2,5.031998754E-1,3.501782417E-1
1.820050699E1,3.069595434E-2,4.958694875E-1,3.477347791E-1
1.820261778E1,2.947422490E-2,4.860956371E-1,3.452913165E-1
1.820472856E1,2.580903657E-2,4.763218164E-1,3.416261375E-1
1.820683934E1,2.703076601E-2,4.665479660E-1,3.391826749E-1
1.820895012E1,2.458730713E-2,4.555523992E-1,3.355174661E-1
1.821106090E1,2.580903657E-2,4.445568323E-1,3.330740333E-1
1.821317168E1,2.703076601E-2,4.311178327E-1,3.306305707E-1
1.821528241E1,2.947422490E-2,4.189005196E-1,3.281871080E-1
1.821739319E1,3.191768378E-2,4.030180275E-1,3.245218992E-1
1.821950397E1,3.313941509E-2,3.908007443E-1,3.220784664E-1
1.822161476E1,3.558287397E-2,3.773617148E-1,3.184132576E-1
1.822372554E1,3.802633286E-2,3.651444316E-1,3.171915412E-1
1.822583632E1,3.680460155E-2,3.504836559E-1,3.147480786E-1
1.822794710E1,3.680460155E-2,3.358229101E-1,3.098611534E-1
1.823005788E1,3.802633286E-2,3.236056268E-1,3.074176908E-1
1.823216866E1,3.436114267E-2,3.089448512E-1,3.049742281E-1
1.823427944E1,3.069595434E-2,2.955058515E-1,3.000873327E-1
1.823639022E1,2.947422490E-2,2.832885385E-1,2.976438701E-1
1.823850100E1,2.580903657E-2,2.698495090E-1,2.952004075E-1
1.824061179E1,2.214384824E-2,2.564104795E-1,2.915352285E-1
1.824272257E1,2.092211880E-2,2.441931963E-1,2.878700197E-1
1.824483335E1,1.603520103E-2,2.319758981E-1,2.854265571E-1
1.824694413E1,1.481347065E-2,2.173151523E-1,2.817613780E-1
1.824905491E1,1.114828233E-2,2.063195854E-1,2.768744528E-1
1.825116569E1,1.114828233E-2,1.904370934E-1,2.744309902E-1
1.825327647E1,9.926552884E-3,1.794415265E-1,2.719875574E-1
1.825538720E1,7.483093534E-3,1.672242284E-1,2.671006322E-1
1.825749798E1,8.704823442E-3,1.525634825E-1,2.646571696E-1
1.825960882E1,8.704823442E-3,1.403461844E-1,2.597702444E-1
1.826171955E1,6.261364091E-3,1.269071549E-1,2.573267817E-1
1.826383038E1,8.704823442E-3,1.159115955E-1,2.548833191E-1
1.826594111E1,9.926552884E-3,1.024725661E-1,2.524398565E-1
1.826805189E1,7.483093534E-3,9.269873053E-2,2.463312149E-1
1.827016267E1,8.704823442E-3,8.048143238E-2,2.438877672E-1
1.827227345E1,8.704823442E-3,7.192932814E-2,2.426660359E-1
1.827438423E1,7.483093534E-3,6.337722391E-2,2.377791107E-1
1.827649502E1,7.483093534E-3,5.482511222E-2,2.341139317E-1
1.827860580E1,3.817904973E-3,4.505127668E-2,2.316704690E-1
1.828071658E1,3.817904973E-3,3.772090003E-2,2.280052751E-1
1.828282736E1,1.374445739E-3,3.039052337E-2,2.231183648E-1
1.828493814E1,1.527161949E-4,2.428187430E-2,2.218966335E-1
1.828704892E1,-4.734201822E-3,1.695149764E-2,2.194531709E-1
1.828915970E1,-8.399390616E-3,1.084284950E-2,2.145662606E-1
1.829127048E1,-8.399390616E-3,5.955931731E-3,2.109010667E-1
1.829338126E1,-8.399390616E-3,2.290742937E-3,2.084576041E-1
1.829549205E1,-9.621120058E-3,-2.596175298E-3,2.047924101E-1
1.829760283E1,-9.621120058E-3,-8.704823442E-3,2.011272311E-1
1.829971361E1,-1.206457894E-2,-1.237001177E-2,1.974620372E-1
1.830182439E1,-1.206457894E-2,-1.603520103E-2,1.950185746E-1
1.830393517E1,-1.328630932E-2,-1.725693047E-2,1.901316643E-1
1.830604595E1,-1.450803876E-2,-2.336557768E-2,1.876882017E-1
1.830815673E1,-1.328630932E-2,-2.703076601E-2,1.828012913E-1
1.831026746E1,-1.328630932E-2,-3.069595434E-2,1.815795600E-1
1.831237824E1,-1.084284950E-2,-3.069595434E-2,1.766926348E-1
1.831448908E1,-1.206457894E-2,-3.191768378E-2,1.742491722E-1
1.831659981E1,-9.621120058E-3,-3.191768378E-2,1.705839932E-1
1.831871059E1,-1.206457894E-2,-3.313941509E-2,1.669187993E-1
1.832082137E1,-1.206457894E-2,-3.436114267E-2,1.644753367E-1
1.832293210E1,-1.206457894E-2,-3.558287397E-2,1.608101577E-1
1.832504293E1,-1.206457894E-2,-3.558287397E-2,1.571449637E-1
1.832715371E1,-1.328630932E-2,-3.436114267E-2,1.534797698E-1
1.832926449E1,-1.328630932E-2,-3.558287397E-2,1.498145908E-1
1.833137528E1,-1.817322709E-2,-3.313941509E-2,1.473711282E-1
1.833348606E1,-1.695149764E-2,-3.313941509E-2,1.437059343E-1
1.833559684E1,-1.939495653E-2,-3.191768378E-2,1.400407553E-1
1.833770762E1,-2.183841541E-2,-3.191768378E-2,1.363755614E-1
1.833981840E1,-2.183841541E-2,-3.191768378E-2,1.327103674E-1
1.834192918E1,-2.306014486E-2,-3.436114267E-2,1.290451884E-1
1.834403996E1,-2.306014486E-2,-3.313941509E-2,1.253799945E-1
1.834615074E1,-2.550360374E-2,-3.313941509E-2,1.229365394E-1
1.834826153E1,-2.428187430E-2,-3.436114267E-2,1.180496216E-1
1.835037231E1,-2.550360374E-2,-3.558287397E-2,1.143844277E-1
1.835248309E1,-2.428187430E-2,-3.680460155E-2,1.107192412E-1
