"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.164084426E2,-2.061668597E-2,-3.642281294E-1,-1.067486182E-1
1.164105534E2,-2.183841541E-2,-3.593412042E-1,-1.067486182E-1
1.164126641E2,-2.306014486E-2,-3.507890999E-1,-1.067486182E-1
1.164147749E2,-1.939495653E-2,-3.495673835E-1,-1.067486182E-1
1.164168857E2,-1.695149764E-2,-3.446804583E-1,-1.067486182E-1
1.164189964E2,-1.939495653E-2,-3.397935331E-1,-1.067486182E-1
1.164211072E2,-1.572976820E-2,-3.361283541E-1,-1.091920808E-1
1.164232180E2,-1.450803876E-2,-3.336848915E-1,-1.091920808E-1
1.164253287E2,-1.328630932E-2,-3.287979662E-1,-1.079703495E-1
1.164274395E2,-1.328630932E-2,-3.226893246E-1,-1.091920808E-1
1.164295503E2,-9.621120058E-3,-3.202458620E-1,-1.091920808E-1
1.164316610E2,-1.084284950E-2,-3.190241456E-1,-1.104138121E-1
1.164337718E2,-1.084284950E-2,-3.141372204E-1,-1.091920808E-1
1.164358826E2,-1.084284950E-2,-3.092502952E-1,-1.104138121E-1
1.164379933E2,-1.084284950E-2,-3.055851161E-1,-1.104138121E-1
1.164401041E2,-9.621120058E-3,-3.006981909E-1,-1.091920808E-1
1.164422149E2,-7.177661173E-3,-2.982547283E-1,-1.116355360E-1
1.164443256E2,-8.399390616E-3,-2.933678031E-1,-1.128572673E-1
1.164464364E2,-9.621120058E-3,-2.897026241E-1,-1.104138121E-1
1.164485472E2,-9.621120058E-3,-2.860374451E-1,-1.116355360E-1
1.164506579E2,-8.399390616E-3,-2.811505198E-1,-1.128572673E-1
1.164527687E2,-5.955931731E-3,-2.762635946E-1,-1.128572673E-1
1.164548794E2,-7.177661173E-3,-2.713766694E-1,-1.128572673E-1
1.164569902E2,-8.399390616E-3,-2.677114904E-1,-1.128572673E-1
1.164591010E2,-8.399390616E-3,-2.628245652E-1,-1.128572673E-1
1.164612117E2,-7.177661173E-3,-2.579376400E-1,-1.140789986E-1
1.164633225E2,-5.955931731E-3,-2.542724609E-1,-1.140789986E-1
1.164654333E2,-5.955931731E-3,-2.481638193E-1,-1.140789986E-1
1.164675440E2,-9.621120058E-3,-2.457203567E-1,-1.140789986E-1
1.164696548E2,-7.177661173E-3,-2.420551628E-1,-1.153007299E-1
1.164717655E2,-4.734201822E-3,-2.420551628E-1,-1.165224537E-1
1.164738763E2,-4.734201822E-3,-2.383899838E-1,-1.153007299E-1
1.164759871E2,-3.512472380E-3,-2.335030586E-1,-1.153007299E-1
1.164780978E2,-4.734201822E-3,-2.322813272E-1,-1.165224537E-1
1.164802086E2,-3.512472380E-3,-2.286161482E-1,-1.165224537E-1
1.164823193E2,-4.734201822E-3,-2.225074917E-1,-1.165224537E-1
1.164844301E2,-3.512472380E-3,-2.188423127E-1,-1.165224537E-1
1.164865409E2,-3.512472380E-3,-2.163988501E-1,-1.165224537E-1
1.164886516E2,-3.512472380E-3,-2.127336562E-1,-1.165224537E-1
1.164907624E2,-3.512472380E-3,-2.102901936E-1,-1.177441850E-1
1.164928731E2,-2.290742937E-3,-2.066250145E-1,-1.165224537E-1
1.164949839E2,-1.069013379E-3,-2.017380893E-1,-1.165224537E-1
1.164970947E2,-1.069013379E-3,-1.980729103E-1,-1.177441850E-1
1.164992054E2,1.374445739E-3,-1.968511790E-1,-1.189659163E-1
1.165013162E2,-1.069013379E-3,-1.919642538E-1,-1.177441850E-1
1.165034270E2,1.374445739E-3,-1.895207912E-1,-1.189659163E-1
1.165055377E2,1.374445739E-3,-1.858556122E-1,-1.189659163E-1
1.165076485E2,1.374445739E-3,-1.834121495E-1,-1.189659163E-1
1.165097593E2,1.374445739E-3,-1.797469556E-1,-1.177441850E-1
1.165118700E2,1.374445739E-3,-1.760817766E-1,-1.189659163E-1
1.165139808E2,3.817904973E-3,-1.711948514E-1,-1.189659163E-1
1.165160916E2,1.374445739E-3,-1.675296724E-1,-1.177441850E-1
1.165182023E2,5.039634649E-3,-1.650862098E-1,-1.177441850E-1
1.165203131E2,3.817904973E-3,-1.614210159E-1,-1.189659163E-1
1.165224239E2,5.039634649E-3,-1.577558219E-1,-1.189659163E-1
1.165245346E2,5.039634649E-3,-1.528689116E-1,-1.189659163E-1
1.165266454E2,6.261364091E-3,-1.492037177E-1,-1.189659163E-1
1.165287562E2,5.039634649E-3,-1.443168074E-1,-1.201876476E-1
1.165308669E2,3.817904973E-3,-1.430950761E-1,-1.201876476E-1
1.165329777E2,6.261364091E-3,-1.406516135E-1,-1.201876476E-1
1.165350885E2,6.261364091E-3,-1.345429718E-1,-1.201876476E-1
1.165371992E2,6.261364091E-3,-1.296560466E-1,-1.201876476E-1
1.165393100E2,8.704823442E-3,-1.259908676E-1,-1.189659163E-1
1.165414208E2,7.483093534E-3,-1.223256737E-1,-1.189659163E-1
1.165435315E2,6.261364091E-3,-1.186604798E-1,-1.201876476E-1
1.165456423E2,5.039634649E-3,-1.137735620E-1,-1.189659163E-1
1.165477530E2,7.483093534E-3,-1.101083755E-1,-1.201876476E-1
1.165498638E2,6.261364091E-3,-1.039997265E-1,-1.214093715E-1
1.165519745E2,6.261364091E-3,-1.003345400E-1,-1.189659163E-1
1.165540853E2,6.261364091E-3,-9.422589093E-2,-1.201876476E-1
1.165561961E2,6.261364091E-3,-8.811724186E-2,-1.201876476E-1
1.165583068E2,6.261364091E-3,-8.445205539E-2,-1.214093715E-1
1.165604176E2,6.261364091E-3,-7.956513762E-2,-1.201876476E-1
1.165625284E2,8.704823442E-3,-7.467821985E-2,-1.201876476E-1
1.165646391E2,8.704823442E-3,-6.979130208E-2,-1.214093715E-1
1.165667499E2,9.926552884E-3,-6.368265301E-2,-1.214093715E-1
1.165688606E2,8.704823442E-3,-6.123919412E-2,-1.201876476E-1
1.165709714E2,1.114828233E-2,-5.390881747E-2,-1.201876476E-1
1.165730822E2,8.704823442E-3,-4.902189970E-2,-1.214093715E-1
1.165751929E2,9.926552884E-3,-4.413498193E-2,-1.201876476E-1
1.165773037E2,1.237001177E-2,-3.802633286E-2,-1.201876476E-1
1.165794144E2,8.704823442E-3,-3.436114267E-2,-1.201876476E-1
1.165815252E2,1.114828233E-2,-2.703076601E-2,-1.189659163E-1
1.165836360E2,1.114828233E-2,-2.458730713E-2,-1.189659163E-1
1.165857468E2,1.359174121E-2,-2.214384824E-2,-1.201876476E-1
1.165878575E2,1.237001177E-2,-1.603520103E-2,-1.201876476E-1
1.165899683E2,1.114828233E-2,-1.114828233E-2,-1.201876476E-1
1.165920791E2,1.359174121E-2,-5.039634649E-3,-1.201876476E-1
1.165941898E2,1.481347065E-2,2.290742937E-3,-1.189659163E-1
1.165963006E2,1.237001177E-2,5.955931731E-3,-1.201876476E-1
1.165984113E2,1.114828233E-2,9.621120058E-3,-1.201876476E-1
1.166005221E2,1.237001177E-2,1.695149764E-2,-1.201876476E-1
1.166026329E2,1.237001177E-2,2.183841541E-2,-1.201876476E-1
1.166047436E2,1.359174121E-2,2.550360374E-2,-1.189659163E-1
1.166068544E2,1.481347065E-2,3.283398226E-2,-1.201876476E-1
1.166089652E2,1.359174121E-2,3.772090003E-2,-1.189659163E-1
1.166110759E2,1.481347065E-2,4.505127668E-2,-1.189659163E-1
1.166131867E2,1.359174121E-2,4.871646687E-2,-1.189659163E-1
1.166152975E2,1.359174121E-2,5.482511222E-2,-1.189659163E-1
1.166174082E2,1.725693047E-2,5.971203372E-2,-1.189659163E-1
1.166195190E2,1.603520103E-2,6.459894776E-2,-1.177441850E-1
1.166216298E2,1.603520103E-2,6.826414168E-2,-1.177441850E-1
1.166237405E2,1.481347065E-2,7.437278330E-2,-1.177441850E-1
1.166258513E2,1.725693047E-2,8.048143238E-2,-1.189659163E-1
1.166279621E2,1.481347065E-2,8.414662629E-2,-1.165224537E-1
1.166300728E2,1.725693047E-2,8.781181276E-2,-1.177441850E-1
1.166321836E2,1.847865991E-2,9.147699922E-2,-1.165224537E-1
1.166342943E2,1.725693047E-2,9.758564830E-2,-1.177441850E-1
1.166364051E2,1.970038936E-2,1.036942974E-1,-1.177441850E-1
1.166385159E2,1.725693047E-2,1.049160287E-1,-1.165224537E-1
1.166406266E2,1.970038936E-2,1.085812151E-1,-1.165224537E-1
1.166427374E2,1.970038936E-2,1.159115955E-1,-1.165224537E-1
1.166448485E2,1.725693047E-2,1.207985133E-1,-1.140789986E-1
1.166469589E2,1.847865991E-2,1.244636998E-1,-1.153007299E-1
1.166490697E2,1.847865991E-2,1.281288862E-1,-1.153007299E-1
1.166511804E2,1.970038936E-2,1.317940801E-1,-1.140789986E-1
1.166532912E2,2.214384824E-2,1.354592592E-1,-1.140789986E-1
1.166554019E2,1.970038936E-2,1.415679157E-1,-1.140789986E-1
1.166575127E2,1.970038936E-2,1.464548260E-1,-1.140789986E-1
1.166596235E2,2.092211880E-2,1.525634825E-1,-1.128572673E-1
1.166617342E2,2.092211880E-2,1.537852138E-1,-1.153007299E-1
1.166638450E2,1.970038936E-2,1.574503928E-1,-1.153007299E-1
1.166659558E2,2.092211880E-2,1.623373181E-1,-1.128572673E-1
1.166680665E2,1.847865991E-2,1.660024971E-1,-1.128572673E-1
1.166701773E2,1.970038936E-2,1.708894223E-1,-1.128572673E-1
1.166722881E2,1.970038936E-2,1.745546162E-1,-1.128572673E-1
1.166743988E2,1.970038936E-2,1.769980639E-1,-1.116355360E-1
1.166765096E2,1.970038936E-2,1.806632578E-1,-1.104138121E-1
1.166786203E2,2.214384824E-2,1.831067204E-1,-1.116355360E-1
1.166807311E2,2.214384824E-2,1.879936308E-1,-1.104138121E-1
1.166828419E2,2.092211880E-2,1.892153621E-1,-1.116355360E-1
1.166849527E2,2.092211880E-2,1.953240186E-1,-1.104138121E-1
1.166870634E2,2.214384824E-2,1.977674663E-1,-1.104138121E-1
1.166891742E2,2.214384824E-2,2.002109289E-1,-1.091920808E-1
1.166912849E2,2.214384824E-2,2.050978541E-1,-1.104138121E-1
1.166933957E2,2.214384824E-2,2.087630332E-1,-1.091920808E-1
1.166955065E2,2.580903657E-2,2.112064958E-1,-1.079703495E-1
1.166976172E2,2.458730713E-2,2.160934210E-1,-1.079703495E-1
1.166997280E2,2.580903657E-2,2.185368687E-1,-1.067486182E-1
1.167018388E2,2.703076601E-2,2.209803313E-1,-1.067486182E-1
1.167039495E2,2.580903657E-2,2.246455252E-1,-1.055268943E-1
1.167060603E2,2.580903657E-2,2.295324355E-1,-1.067486182E-1
1.167081711E2,2.580903657E-2,2.331976295E-1,-1.067486182E-1
1.167102818E2,2.703076601E-2,2.331976295E-1,-1.043051630E-1
1.167123926E2,2.703076601E-2,2.393062711E-1,-1.043051630E-1
1.167145034E2,2.703076601E-2,2.454149276E-1,-1.043051630E-1
1.167166141E2,2.580903657E-2,2.466366589E-1,-1.043051630E-1
1.167187249E2,2.703076601E-2,2.490801066E-1,-1.018617004E-1
1.167208356E2,2.580903657E-2,2.527453005E-1,-1.030834317E-1
1.167229464E2,2.458730713E-2,2.588539422E-1,-1.030834317E-1
1.167250572E2,2.580903657E-2,2.625191510E-1,-1.030834317E-1
1.167271679E2,2.580903657E-2,2.661843300E-1,-1.018617004E-1
1.167292787E2,2.458730713E-2,2.686277926E-1,-1.030834317E-1
1.167313894E2,2.458730713E-2,2.722929716E-1,-1.006399691E-1
1.167335002E2,2.458730713E-2,2.796233594E-1,-1.018617004E-1
1.167356110E2,2.458730713E-2,2.796233594E-1,-1.006399691E-1
1.167377217E2,2.214384824E-2,2.845102847E-1,-9.941824526E-2
1.167398325E2,2.458730713E-2,2.893971801E-1,-9.941824526E-2
1.167419433E2,2.458730713E-2,2.906189263E-1,-9.819651395E-2
1.167440540E2,2.580903657E-2,2.967275679E-1,-9.697478265E-2
1.167461648E2,2.458730713E-2,3.016144931E-1,-9.575305134E-2
1.167482755E2,2.703076601E-2,3.052796721E-1,-9.697478265E-2
1.167503863E2,2.580903657E-2,3.089448512E-1,-9.575305134E-2
1.167524971E2,2.703076601E-2,3.150535226E-1,-9.453132749E-2
1.167546078E2,2.458730713E-2,3.187187016E-1,-9.575305134E-2
1.167567186E2,2.336557768E-2,3.236056268E-1,-9.453132749E-2
1.167588294E2,2.458730713E-2,3.260490894E-1,-9.330959618E-2
1.167609401E2,2.703076601E-2,3.297142684E-1,-9.330959618E-2
1.167630509E2,2.458730713E-2,3.358229101E-1,-9.208786488E-2
1.167651617E2,2.458730713E-2,3.407098353E-1,-9.086613357E-2
1.167672724E2,2.458730713E-2,3.455967605E-1,-9.086613357E-2
1.167693832E2,2.458730713E-2,3.504836559E-1,-9.086613357E-2
1.167714940E2,2.580903657E-2,3.553705812E-1,-8.964440972E-2
1.167736047E2,2.580903657E-2,3.565923274E-1,-8.964440972E-2
1.167757155E2,2.458730713E-2,3.614792228E-1,-8.842267841E-2
1.167778263E2,2.580903657E-2,3.651444316E-1,-8.842267841E-2
1.167799370E2,2.703076601E-2,3.700313270E-1,-8.842267841E-2
1.167820478E2,2.703076601E-2,3.749182522E-1,-8.720094711E-2
1.167841586E2,2.703076601E-2,3.798051775E-1,-8.597921580E-2
1.167862693E2,2.580903657E-2,3.834703565E-1,-8.597921580E-2
1.167883801E2,2.703076601E-2,3.871355653E-1,-8.597921580E-2
1.167904908E2,2.580903657E-2,3.920224607E-1,-8.353576064E-2
1.167926016E2,2.703076601E-2,3.969093859E-1,-8.231402934E-2
1.167947124E2,2.947422490E-2,4.005745649E-1,-8.231402934E-2
1.167968231E2,2.947422490E-2,4.054614902E-1,-8.353576064E-2
1.167989339E2,2.825249545E-2,4.079049528E-1,-8.109229803E-2
1.168010447E2,2.825249545E-2,4.152353406E-1,-8.109229803E-2
1.168031554E2,2.825249545E-2,4.189005196E-1,-8.109229803E-2
1.168052662E2,2.825249545E-2,4.225656986E-1,-7.987056673E-2
1.168073769E2,2.825249545E-2,4.274526238E-1,-7.864884287E-2
1.168094877E2,2.825249545E-2,4.298960865E-1,-7.864884287E-2
1.168115985E2,2.580903657E-2,4.335612655E-1,-7.620538026E-2
1.168137092E2,2.580903657E-2,4.372264743E-1,-7.742711157E-2
1.168158200E2,2.458730713E-2,4.433351159E-1,-7.498364896E-2
1.168179308E2,2.580903657E-2,4.445568323E-1,-7.498364896E-2
1.168200415E2,2.703076601E-2,4.494437575E-1,-7.498364896E-2
1.168221523E2,2.703076601E-2,4.518872201E-1,-7.376192510E-2
1.168242630E2,2.580903657E-2,4.567741454E-1,-7.131846249E-2
1.168263738E2,2.703076601E-2,4.592176080E-1,-7.254019380E-2
1.168284846E2,2.458730713E-2,4.616610706E-1,-7.131846249E-2
1.168305953E2,2.703076601E-2,4.653262496E-1,-7.009673119E-2
1.168327061E2,2.580903657E-2,4.702131748E-1,-7.009673119E-2
1.168348169E2,2.336557768E-2,4.702131748E-1,-6.887500733E-2
1.168369276E2,2.703076601E-2,4.751000702E-1,-6.887500733E-2
1.168390384E2,2.580903657E-2,4.775435328E-1,-6.765327603E-2
1.168411491E2,2.580903657E-2,4.787652791E-1,-6.643154472E-2
1.168432599E2,2.580903657E-2,4.848739207E-1,-6.398808211E-2
1.168453707E2,2.580903657E-2,4.873173833E-1,-6.398808211E-2
1.168474814E2,2.580903657E-2,4.909825623E-1,-6.276635826E-2
1.168495922E2,2.458730713E-2,4.909825623E-1,-6.398808211E-2
1.168517030E2,2.336557768E-2,4.958694875E-1,-6.154462695E-2
1.168538137E2,2.458730713E-2,4.970912039E-1,-6.154462695E-2
1.168559245E2,2.336557768E-2,4.995346665E-1,-6.032289565E-2
1.168580353E2,2.214384824E-2,5.044215918E-1,-6.032289565E-2
1.168601460E2,2.214384824E-2,5.044215918E-1,-5.910116807E-2
1.168622568E2,1.970038936E-2,5.068650246E-1,-5.665770918E-2
1.168643676E2,1.970038936E-2,5.093085170E-1,-5.543597788E-2
1.168664783E2,1.970038936E-2,5.117519498E-1,-5.421425030E-2
1.168685891E2,1.970038936E-2,5.129737258E-1,-5.543597788E-2
1.168706999E2,1.970038936E-2,5.141954422E-1,-5.543597788E-2
1.168728106E2,1.847865991E-2,5.178605914E-1,-5.299251899E-2
1.168749214E2,1.847865991E-2,5.190823674E-1,-5.421425030E-2
1.168770322E2,1.970038936E-2,5.227475166E-1,-5.177079141E-2
1.168791429E2,2.092211880E-2,5.215258002E-1,-5.054906011E-2
1.168812537E2,2.214384824E-2,5.227475166E-1,-5.054906011E-2
1.168833644E2,1.970038936E-2,5.251910090E-1,-4.810560122E-2
1.168854752E2,2.092211880E-2,5.276344419E-1,-4.688387364E-2
1.168875860E2,2.458730713E-2,5.288561583E-1,-4.566214234E-2
1.168896967E2,2.336557768E-2,5.300779343E-1,-4.566214234E-2
1.168918075E2,2.336557768E-2,5.312996507E-1,-4.444041103E-2
1.168939183E2,2.336557768E-2,5.325213671E-1,-4.444041103E-2
1.168960290E2,2.458730713E-2,5.337430835E-1,-4.199695215E-2
1.168981398E2,2.458730713E-2,5.361865759E-1,-4.199695215E-2
1.169002505E2,2.214384824E-2,5.374082923E-1,-4.199695215E-2
1.169023613E2,2.214384824E-2,5.422952175E-1,-4.077522457E-2
1.169044721E2,2.092211880E-2,5.447386503E-1,-3.955349326E-2
1.169065828E2,1.970038936E-2,5.459604263E-1,-3.833176568E-2
1.169086936E2,1.725693047E-2,5.496255755E-1,-3.711003438E-2
1.169108043E2,1.725693047E-2,5.532907844E-1,-3.711003438E-2
1.169129151E2,1.481347065E-2,5.545125008E-1,-3.711003438E-2
1.169150259E2,1.237001177E-2,5.581777096E-1,-3.466657549E-2
1.169171366E2,1.359174121E-2,5.557342172E-1,-3.466657549E-2
1.169192474E2,1.237001177E-2,5.593994260E-1,-3.222311661E-2
1.169213582E2,1.237001177E-2,5.630646348E-1,-3.222311661E-2
1.169234689E2,1.237001177E-2,5.618428588E-1,-3.100138716E-2
1.169255797E2,1.237001177E-2,5.630646348E-1,-2.977965772E-2
1.169276904E2,1.237001177E-2,5.642863512E-1,-2.733619884E-2
1.169298012E2,1.359174121E-2,5.679515004E-1,-2.733619884E-2
1.169319120E2,1.603520103E-2,5.703949928E-1,-2.611446939E-2
1.169340228E2,1.725693047E-2,5.716167092E-1,-2.611446939E-2
1.169361335E2,1.725693047E-2,5.728384256E-1,-2.489273995E-2
1.169382443E2,1.847865991E-2,5.752819180E-1,-2.367101051E-2
1.169403550E2,1.725693047E-2,5.752819180E-1,-2.244928107E-2
1.169424658E2,1.725693047E-2,5.777253509E-1,-2.122755162E-2
1.169445766E2,1.970038936E-2,5.801688433E-1,-2.122755162E-2
1.169466873E2,1.847865991E-2,5.826122761E-1,-2.000582218E-2
1.169487981E2,2.092211880E-2,5.874992013E-1,-1.878409274E-2
1.169509089E2,1.725693047E-2,5.887209177E-1,-1.756236330E-2
1.169530196E2,1.970038936E-2,5.936078429E-1,-1.756236330E-2
1.169551304E2,1.603520103E-2,5.948295593E-1,-1.511890348E-2
1.169572412E2,1.725693047E-2,5.984947681E-1,-1.511890348E-2
1.169593523E2,1.481347065E-2,6.009382010E-1,-1.267544460E-2
1.169614627E2,1.359174121E-2,6.033816934E-1,-1.267544460E-2
1.169635735E2,1.481347065E-2,6.058251262E-1,-1.267544460E-2
1.169656842E2,1.481347065E-2,6.070469022E-1,-9.010255337E-3
1.169677950E2,1.237001177E-2,6.094903350E-1,-9.010255337E-3
1.169699057E2,1.359174121E-2,6.119337678E-1,-7.788525894E-3
1.169720165E2,1.359174121E-2,6.143772602E-1,-7.788525894E-3
1.169741273E2,1.237001177E-2,6.180424690E-1,-5.345067009E-3
1.169762380E2,1.359174121E-2,6.180424690E-1,-5.345067009E-3
1.169783488E2,1.359174121E-2,6.192641854E-1,-2.901607659E-3
1.169804596E2,1.359174121E-2,6.204859018E-1,-2.901607659E-3
1.169825703E2,1.481347065E-2,6.241511106E-1,-1.679878100E-3
1.169846811E2,1.481347065E-2,6.253728271E-1,-4.581485991E-4
1.169867918E2,1.237001177E-2,6.278162599E-1,7.635809598E-4
1.169889026E2,1.481347065E-2,6.290380359E-1,1.985310577E-3
1.169910134E2,1.603520103E-2,6.327031851E-1,1.985310577E-3
1.169931241E2,1.481347065E-2,6.339249015E-1,3.207040019E-3
1.169952349E2,1.725693047E-2,6.339249015E-1,5.650499370E-3
1.169973456E2,1.725693047E-2,6.363683939E-1,6.872228812E-3
1.169994564E2,1.725693047E-2,6.400335431E-1,6.872228812E-3
1.170015672E2,1.603520103E-2,6.412553191E-1,9.315688163E-3
1.170036779E2,1.847865991E-2,6.412553191E-1,9.315688163E-3
1.170057887E2,1.603520103E-2,6.449204683E-1,1.175914705E-2
1.170078994E2,1.603520103E-2,6.436987519E-1,1.175914705E-2
1.170100102E2,1.725693047E-2,6.424770355E-1,1.298087649E-2
1.170121210E2,1.847865991E-2,6.485856771E-1,1.420260593E-2
1.170142317E2,1.725693047E-2,6.510291100E-1,1.298087649E-2
1.170163425E2,1.970038936E-2,6.485856771E-1,1.664606482E-2
1.170184533E2,1.847865991E-2,6.498073936E-1,1.664606482E-2
1.170205640E2,1.847865991E-2,6.510291100E-1,1.786779426E-2
1.170226748E2,1.725693047E-2,6.498073936E-1,1.908952370E-2
1.170247856E2,1.970038936E-2,6.522508860E-1,2.153298259E-2
1.170268964E2,1.725693047E-2,6.510291100E-1,2.153298259E-2
1.170290071E2,1.725693047E-2,6.534726024E-1,2.153298259E-2
1.170311179E2,1.725693047E-2,6.510291100E-1,2.275471389E-2
1.170332287E2,1.725693047E-2,6.522508860E-1,2.397644334E-2
1.170353394E2,1.481347065E-2,6.510291100E-1,2.519817278E-2
1.170374502E2,1.603520103E-2,6.522508860E-1,2.641990222E-2
1.170395609E2,1.603520103E-2,6.522508860E-1,2.764163166E-2
1.170416717E2,1.359174121E-2,6.534726024E-1,2.886336111E-2
1.170437825E2,1.237001177E-2,6.534726024E-1,3.008509055E-2
1.170458932E2,1.359174121E-2,6.534726024E-1,3.130681813E-2
1.170480040E2,1.237001177E-2,6.534726024E-1,3.130681813E-2
1.170501148E2,1.359174121E-2,6.559160352E-1,3.375028074E-2
1.170522255E2,1.237001177E-2,6.546943188E-1,3.497200832E-2
1.170543363E2,1.359174121E-2,6.546943188E-1,3.619373962E-2
1.170564471E2,1.114828233E-2,6.534726024E-1,3.619373962E-2
1.170585578E2,1.359174121E-2,6.546943188E-1,3.619373962E-2
1.170606686E2,1.114828233E-2,6.534726024E-1,3.741546720E-2
1.170627793E2,1.359174121E-2,6.534726024E-1,3.863719851E-2
1.170648901E2,1.359174121E-2,6.522508860E-1,3.985892609E-2
1.170670009E2,1.237001177E-2,6.522508860E-1,4.108065739E-2
1.170691116E2,9.926552884E-3,6.510291100E-1,4.108065739E-2
1.170712224E2,1.237001177E-2,6.498073936E-1,4.352411628E-2
1.170733331E2,1.237001177E-2,6.473639607E-1,4.474584386E-2
1.170754439E2,1.237001177E-2,6.473639607E-1,4.474584386E-2
1.170775547E2,1.114828233E-2,6.461422443E-1,4.596757516E-2
1.170796654E2,9.926552884E-3,6.449204683E-1,4.718930274E-2
1.170817762E2,8.704823442E-3,6.436987519E-1,4.841103405E-2
1.170838869E2,1.114828233E-2,6.449204683E-1,5.085449293E-2
1.170859977E2,1.237001177E-2,6.436987519E-1,5.085449293E-2
1.170881085E2,1.114828233E-2,6.412553191E-1,5.085449293E-2
1.170902192E2,1.114828233E-2,6.400335431E-1,5.207622424E-2
1.170923300E2,1.114828233E-2,6.412553191E-1,5.451968312E-2
1.170944408E2,9.926552884E-3,6.400335431E-1,5.574141070E-2
1.170965515E2,9.926552884E-3,6.375901103E-1,5.696314201E-2
1.170986623E2,1.237001177E-2,6.388118267E-1,5.574141070E-2
1.171007731E2,1.114828233E-2,6.363683939E-1,5.818486959E-2
1.171028838E2,9.926552884E-3,6.363683939E-1,5.818486959E-2
1.171049946E2,1.237001177E-2,6.363683939E-1,6.062832847E-2
1.171071054E2,1.114828233E-2,6.339249015E-1,6.062832847E-2
1.171092161E2,1.481347065E-2,6.363683939E-1,6.185005978E-2
1.171113269E2,1.114828233E-2,6.339249015E-1,6.307178736E-2
1.171134376E2,1.237001177E-2,6.351466775E-1,6.429351866E-2
1.171155484E2,1.114828233E-2,6.339249015E-1,6.429351866E-2
1.171176591E2,1.359174121E-2,6.302597523E-1,6.551524997E-2
1.171197699E2,1.237001177E-2,6.327031851E-1,6.795870513E-2
1.171218807E2,1.359174121E-2,6.314814687E-1,6.795870513E-2
1.171239915E2,1.114828233E-2,6.327031851E-1,6.795870513E-2
1.171261022E2,8.704823442E-3,6.302597523E-1,6.918043643E-2
1.171282130E2,8.704823442E-3,6.302597523E-1,7.040216774E-2
1.171303238E2,9.926552884E-3,6.290380359E-1,7.040216774E-2
1.171324345E2,7.483093534E-3,6.302597523E-1,7.284562290E-2
1.171345453E2,8.704823442E-3,6.290380359E-1,7.284562290E-2
1.171366561E2,7.483093534E-3,6.290380359E-1,7.406735420E-2
1.171387668E2,7.483093534E-3,6.290380359E-1,7.406735420E-2
1.171408775E2,6.261364091E-3,6.290380359E-1,7.651081681E-2
1.171429884E2,6.261364091E-3,6.302597523E-1,7.773254067E-2
1.171450991E2,6.261364091E-3,6.278162599E-1,7.895427197E-2
1.171472099E2,5.039634649E-3,6.290380359E-1,7.895427197E-2
1.171493206E2,7.483093534E-3,6.278162599E-1,8.017600328E-2
1.171514314E2,8.704823442E-3,6.278162599E-1,8.139773458E-2
1.171535422E2,8.704823442E-3,6.265945435E-1,8.261945844E-2
1.171556529E2,9.926552884E-3,6.265945435E-1,8.139773458E-2
1.171577637E2,9.926552884E-3,6.278162599E-1,8.384118974E-2
1.171598744E2,9.926552884E-3,6.241511106E-1,8.384118974E-2
1.171619852E2,1.114828233E-2,6.241511106E-1,8.506292105E-2
1.171640960E2,1.359174121E-2,6.229293346E-1,8.628465235E-2
1.171662067E2,1.359174121E-2,6.241511106E-1,8.750637621E-2
1.171683175E2,1.237001177E-2,6.204859018E-1,8.872810751E-2
1.171704283E2,1.237001177E-2,6.204859018E-1,8.872810751E-2
1.171725390E2,1.481347065E-2,6.192641854E-1,9.117157012E-2
1.171746498E2,1.114828233E-2,6.180424690E-1,8.994983882E-2
1.171767605E2,1.359174121E-2,6.168206930E-1,9.117157012E-2
1.171788713E2,1.237001177E-2,6.168206930E-1,9.239330143E-2
1.171809821E2,1.237001177E-2,6.155989766E-1,9.239330143E-2
1.171830928E2,1.114828233E-2,6.143772602E-1,9.239330143E-2
1.171852036E2,1.114828233E-2,6.143772602E-1,9.361502528E-2
1.171873144E2,8.704823442E-3,6.143772602E-1,9.605848789E-2
1.171894251E2,6.261364091E-3,6.143772602E-1,9.483675659E-2
1.171915359E2,9.926552884E-3,6.119337678E-1,9.483675659E-2
1.171936467E2,8.704823442E-3,6.107120514E-1,9.605848789E-2
1.171957574E2,6.261364091E-3,6.094903350E-1,9.728021920E-2
1.171978682E2,6.261364091E-3,6.094903350E-1,9.972367436E-2
1.171999790E2,8.704823442E-3,6.082686186E-1,9.972367436E-2
1.172020897E2,8.704823442E-3,6.046034098E-1,1.009454057E-1
1.172042005E2,1.114828233E-2,6.033816934E-1,1.009454057E-1
1.172063112E2,9.926552884E-3,6.033816934E-1,1.021671370E-1
1.172084220E2,1.237001177E-2,6.009382010E-1,1.021671370E-1
1.172105328E2,1.237001177E-2,5.972730517E-1,1.046105921E-1
1.172126435E2,1.359174121E-2,5.972730517E-1,1.046105921E-1
1.172147543E2,1.359174121E-2,5.960513353E-1,1.058323234E-1
1.172168651E2,1.481347065E-2,5.923861265E-1,1.058323234E-1
1.172189758E2,1.481347065E-2,5.911644101E-1,1.058323234E-1
1.172210866E2,1.481347065E-2,5.887209177E-1,1.082757786E-1
