"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.122030656E1,-1.055899262E0,1.083506197E-1,-7.536945343E-1
4.122530656E1,-1.081069946E0,1.206020713E-1,-7.718553543E-1
4.123030656E1,-1.117568016E0,1.147684008E-1,-7.780218124E-1
4.123530656E1,-1.145812988E0,1.140959933E-1,-8.463420868E-1
4.124030656E1,-1.172233820E0,1.129049435E-1,-9.381389618E-1
4.124530656E1,-1.192384243E0,1.161413342E-1,-9.682579041E-1
4.125030656E1,-1.244120002E0,1.240059137E-1,-9.563894272E-1
4.125530656E1,-1.276041031E0,1.328985095E-1,-9.242925644E-1
4.126030656E1,-1.319707394E0,1.334310919E-1,-9.124317169E-1
4.126530656E1,-1.338240623E0,1.262963265E-1,-8.755750656E-1
4.127030656E1,-1.383155107E0,1.294667721E-1,-8.420600891E-1
4.127530656E1,-1.419879675E0,1.324257255E-1,-7.802429199E-1
4.128030656E1,-1.455355644E0,1.413669884E-1,-7.174959183E-1
4.128530656E1,-1.489468813E0,1.404359490E-1,-6.817655563E-1
4.129030656E1,-1.521988392E0,1.539248228E-1,-7.148437500E-1
4.129530656E1,-1.539638758E0,1.488313973E-1,-8.234920502E-1
4.130030656E1,-1.547167659E0,1.502098888E-1,-9.663600922E-1
4.130530656E1,-1.578769445E0,1.417962462E-1,-1.025832176E0
4.131030656E1,-1.598875999E0,1.613899469E-1,-1.030718803E0
4.131530656E1,-1.644460082E0,1.594873965E-1,-9.850292206E-1
4.132030656E1,-1.672574043E0,1.521304101E-1,-8.678922653E-1
4.132530656E1,-1.711534977E0,1.501534134E-1,-7.680673599E-1
4.133030656E1,-1.750088573E0,1.665856838E-1,-6.863384247E-1
4.133530656E1,-1.778536558E0,1.614407897E-1,-6.325941086E-1
4.134030656E1,-1.813806057E0,1.606181264E-1,-5.937376022E-1
4.134530656E1,-1.832715034E0,1.730306149E-1,-6.567802429E-1
4.135030656E1,-1.848905563E0,1.667596102E-1,-7.822332382E-1
4.135530656E1,-1.860094309E0,1.721186936E-1,-8.695249557E-1
4.136030656E1,-1.874908447E0,1.763616651E-1,-8.954277039E-1
4.136530656E1,-1.900161028E0,1.853454709E-1,-9.371833801E-1
4.137030656E1,-1.935720205E0,1.816403270E-1,-8.649492264E-1
4.137530656E1,-1.961921453E0,1.998976022E-1,-7.758245468E-1
4.138030656E1,-1.987259030E0,1.929684877E-1,-6.848993301E-1
4.138530656E1,-2.013835430E0,2.023755014E-1,-6.447496414E-1
4.139030656E1,-2.046044350E0,2.056782693E-1,-6.479749680E-1
4.139530656E1,-2.048967123E0,2.126615793E-1,-6.670198441E-1
4.140030656E1,-2.067420244E0,2.041398734E-1,-6.910181046E-1
4.140530656E1,-2.080273628E0,2.081638575E-1,-6.876306534E-1
4.141030656E1,-2.104878426E0,2.119799107E-1,-6.878652573E-1
4.141530656E1,-2.125431061E0,2.069334239E-1,-6.643981934E-1
4.142030656E1,-2.149474382E0,2.162369490E-1,-6.335887909E-1
4.142530656E1,-2.155994177E0,2.304621935E-1,-6.037015915E-1
4.143030656E1,-2.177000523E0,2.135756165E-1,-6.030387878E-1
4.143530656E1,-2.194242477E0,2.239846736E-1,-5.888290405E-1
4.144030656E1,-2.222203016E0,2.329851985E-1,-5.961351395E-1
4.144530656E1,-2.225117207E0,2.392574698E-1,-5.881404877E-1
4.145030656E1,-2.242110014E0,2.414963394E-1,-5.944299698E-1
4.145530656E1,-2.247652054E0,2.298213542E-1,-5.939731598E-1
4.146030656E1,-2.263273478E0,2.451398522E-1,-5.746784210E-1
4.146530656E1,-2.269431829E0,2.471966147E-1,-5.650167465E-1
4.147030656E1,-2.282073021E0,2.613248825E-1,-5.230827332E-1
4.147530656E1,-2.302379608E0,2.533466816E-1,-5.107030869E-1
4.148030656E1,-2.319109917E0,2.615936399E-1,-4.811000824E-1
4.148530656E1,-2.336019516E0,2.586810589E-1,-4.694442749E-1
4.149030656E1,-2.338129044E0,2.750383914E-1,-4.650917053E-1
4.149530656E1,-2.347331047E0,2.731308937E-1,-4.412336349E-1
4.150030656E1,-2.353825808E0,2.679969966E-1,-4.082336426E-1
4.150530656E1,-2.367225409E0,2.817023993E-1,-3.705902100E-1
4.151030656E1,-2.371730328E0,2.883322239E-1,-3.549022675E-1
4.151530656E1,-2.373863935E0,2.894261479E-1,-3.590297699E-1
4.152030656E1,-2.387316465E0,2.913592756E-1,-3.758392334E-1
4.152530656E1,-2.381188869E0,2.895313799E-1,-3.969850540E-1
4.153030656E1,-2.390998840E0,2.898529768E-1,-4.300813675E-1
4.153530656E1,-2.382238388E0,3.002532423E-1,-4.314575195E-1
4.154030656E1,-2.397057056E0,3.037644625E-1,-4.036512375E-1
4.154530656E1,-2.406352758E0,3.007391393E-1,-3.501462936E-1
4.155030656E1,-2.405604124E0,3.047805429E-1,-3.013200760E-1
4.155530656E1,-2.405327320E0,3.014212251E-1,-2.851333618E-1
4.156030656E1,-2.411535978E0,3.023033440E-1,-2.684803009E-1
4.156530656E1,-2.404666901E0,3.080639243E-1,-2.569007874E-1
4.157030656E1,-2.408138752E0,3.044484854E-1,-2.835502625E-1
4.157530656E1,-2.400073051E0,3.124663830E-1,-2.810506821E-1
4.158030656E1,-2.393663168E0,3.213872313E-1,-2.931394577E-1
4.158530656E1,-2.400829315E0,3.190386891E-1,-2.922134399E-1
4.159030656E1,-2.395682335E0,3.240776956E-1,-3.134555817E-1
4.159530656E1,-2.395207405E0,3.155004978E-1,-2.652349472E-1
4.160030656E1,-2.387282372E0,3.217352629E-1,-2.070426941E-1
4.160530656E1,-2.388902426E0,3.206338584E-1,-1.406183243E-1
4.161030656E1,-2.392307758E0,3.278630376E-1,-1.180858612E-1
4.161530656E1,-2.376048565E0,3.270682096E-1,-1.136283875E-1
4.162030656E1,-2.363441706E0,3.332995176E-1,-1.505203247E-1
4.162530656E1,-2.348818302E0,3.340143561E-1,-1.946802139E-1
4.163030656E1,-2.338793278E0,3.240400553E-1,-2.143192291E-1
4.163530656E1,-2.329540253E0,3.386968970E-1,-2.475366592E-1
4.164030656E1,-2.329741240E0,3.375275731E-1,-2.413759232E-1
4.164530656E1,-2.318378210E0,3.322913051E-1,-2.222480774E-1
4.165030656E1,-2.294171572E0,3.270217478E-1,-1.672840118E-1
4.165530656E1,-2.293985844E0,3.318712115E-1,-1.413946152E-1
4.166030656E1,-2.275678158E0,3.309856653E-1,-1.008329391E-1
4.166530656E1,-2.272876740E0,3.310984969E-1,-7.461738586E-2
4.167030656E1,-2.256070614E0,3.240296245E-1,-7.682323456E-2
4.167530656E1,-2.249886751E0,3.273446560E-1,-8.201885223E-2
4.168030656E1,-2.230255604E0,3.383220434E-1,-9.664916992E-2
4.168530656E1,-2.218497276E0,3.357800841E-1,-8.738040924E-2
4.169030656E1,-2.197979927E0,3.278950453E-1,-1.041603088E-1
4.169530656E1,-2.181706905E0,3.363595605E-1,-1.112241745E-1
4.170030656E1,-2.157792568E0,3.419519067E-1,-1.128425598E-1
4.170530656E1,-2.150558949E0,3.235774636E-1,-1.445569992E-1
4.171030656E1,-2.119058609E0,3.111411631E-1,-1.743116379E-1
4.171530656E1,-2.090963364E0,3.200308681E-1,-2.101917267E-1
4.172030656E1,-2.073356628E0,3.193802536E-1,-2.263698578E-1
4.172530656E1,-2.056690931E0,3.166169524E-1,-2.178087234E-1
4.173030656E1,-2.045082808E0,3.204204142E-1,-1.532258987E-1
4.173530656E1,-2.034520864E0,3.077597320E-1,-8.337211609E-2
4.174030656E1,-2.025858641E0,3.117601275E-1,-2.088546753E-4
4.174530656E1,-2.010673285E0,2.970958054E-1,4.702472687E-2
4.175030656E1,-1.995179892E0,2.968981564E-1,4.376602173E-2
4.175530656E1,-1.956359863E0,3.019411564E-1,-1.185035706E-2
4.176030656E1,-1.917525530E0,2.915634513E-1,-7.931709290E-2
4.176530656E1,-1.895530224E0,2.928777337E-1,-1.605167389E-1
4.177030656E1,-1.855685234E0,2.955648005E-1,-2.147235870E-1
4.177530656E1,-1.825721979E0,2.750607133E-1,-2.716608047E-1
4.178030656E1,-1.804791808E0,2.694889307E-1,-2.669630051E-1
4.178530656E1,-1.783104897E0,2.713263333E-1,-2.304773331E-1
4.179030656E1,-1.767855883E0,2.653518021E-1,-1.660242081E-1
4.179530656E1,-1.753646970E0,2.739911675E-1,-1.138906479E-1
4.180030656E1,-1.719856977E0,2.581537068E-1,-7.241153717E-2
4.180530656E1,-1.701629400E0,2.511905432E-1,-4.712677002E-2
4.181030656E1,-1.670638204E0,2.562234402E-1,-6.890964508E-2
4.181530656E1,-1.633225918E0,2.370860875E-1,-1.056690216E-1
4.182030656E1,-1.603570938E0,2.520133555E-1,-1.587619781E-1
4.182530656E1,-1.567803502E0,2.466993034E-1,-2.038297653E-1
4.183030656E1,-1.542778134E0,2.263552248E-1,-2.489366531E-1
4.183530656E1,-1.499264717E0,2.279508114E-1,-2.752103806E-1
4.184030656E1,-1.466190815E0,2.118909508E-1,-2.755899429E-1
4.184530656E1,-1.449420691E0,2.131227851E-1,-2.648229599E-1
4.185030656E1,-1.413618088E0,2.013649642E-1,-2.625770569E-1
4.185530656E1,-1.376118541E0,1.954930723E-1,-2.566041946E-1
4.186030656E1,-1.346035480E0,1.925002784E-1,-2.605571747E-1
4.186530656E1,-1.320944786E0,1.778178215E-1,-2.497119904E-1
4.187030656E1,-1.294264793E0,1.738148630E-1,-2.188100815E-1
4.187530656E1,-1.254792929E0,1.723356992E-1,-1.826219559E-1
4.188030656E1,-1.229269266E0,1.699370742E-1,-1.980600357E-1
4.188530656E1,-1.189337254E0,1.675917208E-1,-2.336778641E-1
4.189030656E1,-1.138540983E0,1.630105674E-1,-3.062648773E-1
4.189530656E1,-1.101010561E0,1.490841359E-1,-3.826999664E-1
4.190030656E1,-1.062014699E0,1.419868767E-1,-3.935947418E-1
4.190530656E1,-1.034171104E0,1.405203342E-1,-3.756427765E-1
4.191030656E1,-9.998176098E-1,1.267270595E-1,-3.270044327E-1
4.191530656E1,-9.854757786E-1,1.158566102E-1,-2.940692902E-1
4.192030656E1,-9.404429197E-1,1.098605543E-1,-2.783250809E-1
4.192530656E1,-9.115362167E-1,1.024010777E-1,-2.931671143E-1
4.193030656E1,-8.617873192E-1,9.772278368E-2,-3.404703140E-1
4.193530656E1,-8.204200268E-1,7.787272334E-2,-3.941926956E-1
4.194030656E1,-7.903424501E-1,8.616136014E-2,-4.022159576E-1
4.194530656E1,-7.531169653E-1,7.533565164E-2,-4.184999466E-1
4.195030656E1,-7.090382576E-1,5.820199475E-2,-4.234762192E-1
4.195530656E1,-6.837691069E-1,6.623366475E-2,-4.196920395E-1
4.196030656E1,-6.434139013E-1,5.684514344E-2,-4.504976273E-1
4.196530656E1,-5.955424309E-1,3.383082524E-2,-4.871225357E-1
4.197030656E1,-5.587384701E-1,2.671795897E-2,-4.773597717E-1
4.197530656E1,-5.286495686E-1,1.685667038E-2,-4.357795715E-1
4.198030656E1,-4.973852634E-1,2.771367133E-2,-4.130258560E-1
4.198530656E1,-4.666451216E-1,1.169386692E-2,-3.934564590E-1
4.199030656E1,-4.165947437E-1,-6.474408321E-3,-4.287061691E-1
4.199530656E1,-3.753759861E-1,-7.816312835E-3,-4.448823929E-1
4.200030656E1,-3.375957012E-1,-1.311820745E-2,-5.105113983E-1
4.200530656E1,-2.910802364E-1,-1.435706485E-2,-5.602102280E-1
4.201030656E1,-2.471245527E-1,-3.366683424E-2,-5.798654556E-1
4.201530656E1,-2.083033323E-1,-4.703707993E-2,-5.904006958E-1
4.202030656E1,-1.670418978E-1,-3.825841844E-2,-5.946121216E-1
4.202530656E1,-1.270081997E-1,-4.675748572E-2,-5.693616867E-1
4.203030656E1,-9.383726120E-2,-5.502149835E-2,-5.570907593E-1
4.203530656E1,-5.597162247E-2,-6.543052197E-2,-5.502719879E-1
4.204030656E1,-1.801931858E-2,-7.283437252E-2,-5.398855209E-1
4.204530656E1,1.805508137E-2,-8.402167261E-2,-5.463027954E-1
4.205030656E1,5.961275101E-2,-8.698286116E-2,-5.638418198E-1
4.205530656E1,1.099736691E-1,-8.676383644E-2,-5.722408295E-1
4.206030656E1,1.491143703E-1,-9.593570232E-2,-5.895910263E-1
4.206530656E1,1.837238073E-1,-1.069034562E-1,-5.634412766E-1
4.207030656E1,2.203930616E-1,-1.046847180E-1,-5.754575729E-1
4.207530656E1,2.501003146E-1,-1.111231074E-1,-5.907573700E-1
4.208030656E1,2.966612577E-1,-1.321478635E-1,-5.826091766E-1
4.208530656E1,3.322157264E-1,-1.430370510E-1,-5.895290375E-1
4.209030656E1,3.747209311E-1,-1.397517473E-1,-6.328039169E-1
4.209530656E1,4.251921773E-1,-1.428086013E-1,-6.879549026E-1
4.210030656E1,4.645164013E-1,-1.540098339E-1,-7.043361664E-1
4.210530656E1,5.070489049E-1,-1.648917496E-1,-6.615877151E-1
4.211030656E1,5.392213464E-1,-1.702965647E-1,-6.279048920E-1
4.211530656E1,5.658512712E-1,-1.659436673E-1,-5.830726624E-1
4.212030656E1,6.086673737E-1,-1.738431454E-1,-5.691328049E-1
4.212530656E1,6.437670588E-1,-1.799103618E-1,-5.713367462E-1
4.213030656E1,6.845049858E-1,-1.842481494E-1,-6.204118729E-1
4.213530656E1,7.235374451E-1,-1.946945786E-1,-6.429233551E-1
4.214030656E1,7.682358027E-1,-2.081022859E-1,-6.486358643E-1
4.214530656E1,7.985186577E-1,-2.063129097E-1,-6.366109848E-1
4.215030656E1,8.406708241E-1,-2.162078917E-1,-6.380681992E-1
4.215530656E1,8.763465881E-1,-2.003583014E-1,-6.431598663E-1
4.216030656E1,9.252512455E-1,-2.116253078E-1,-6.502857208E-1
4.216530656E1,9.545632005E-1,-2.184780538E-1,-6.566143036E-1
4.217030656E1,9.950591326E-1,-2.342993021E-1,-6.782655716E-1
4.217530656E1,1.024572253E0,-2.243109494E-1,-7.071237564E-1
4.218030656E1,1.066055298E0,-2.344233096E-1,-7.143726349E-1
4.218530656E1,1.104939938E0,-2.362401038E-1,-6.475276947E-1
4.219030656E1,1.125982523E0,-2.464649081E-1,-5.538825989E-1
4.219530656E1,1.145884991E0,-2.327221036E-1,-4.761343002E-1
4.220030656E1,1.185509205E0,-2.465956509E-1,-4.486284256E-1
4.220530656E1,1.227180362E0,-2.428572327E-1,-4.843416214E-1
4.221030656E1,1.274302483E0,-2.474244535E-1,-5.615730286E-1
4.221530656E1,1.309215784E0,-2.483539283E-1,-6.130437851E-1
4.222030656E1,1.342672467E0,-2.470442057E-1,-6.748828888E-1
4.222530656E1,1.381418943E0,-2.596762478E-1,-7.016096115E-1
4.223030656E1,1.404162765E0,-2.573765218E-1,-6.905822754E-1
4.223530656E1,1.438705206E0,-2.544951737E-1,-6.338291168E-1
4.224030656E1,1.471674323E0,-2.590915561E-1,-5.597572327E-1
4.224530656E1,1.489270329E0,-2.620336711E-1,-5.044021606E-1
4.225030656E1,1.519386292E0,-2.634866238E-1,-4.733037949E-1
4.225530656E1,1.553749084E0,-2.521073818E-1,-4.885196686E-1
4.226030656E1,1.589634180E0,-2.609058917E-1,-5.014696121E-1
4.226530656E1,1.607187748E0,-2.609855533E-1,-5.172948837E-1
4.227030656E1,1.635907054E0,-2.619960010E-1,-5.065345764E-1
4.227530656E1,1.677500486E0,-2.671731710E-1,-4.688119888E-1
4.228030656E1,1.703977942E0,-2.652339935E-1,-4.669647217E-1
4.228530656E1,1.732249260E0,-2.645977736E-1,-4.637517929E-1
4.229030656E1,1.764306545E0,-2.652159631E-1,-4.723339081E-1
4.229530656E1,1.784521222E0,-2.526211441E-1,-4.458808899E-1
4.230030656E1,1.817125797E0,-2.628524303E-1,-4.292860031E-1
4.230530656E1,1.830734849E0,-2.498477250E-1,-4.195060730E-1
4.231030656E1,1.854974985E0,-2.611667812E-1,-4.058351517E-1
4.231530656E1,1.886510134E0,-2.560044229E-1,-4.173641205E-1
4.232030656E1,1.904402256E0,-2.567760944E-1,-4.076433182E-1
4.232530656E1,1.934677124E0,-2.588561177E-1,-3.649969101E-1
4.233030656E1,1.955286264E0,-2.444291115E-1,-3.339557648E-1
4.233530656E1,1.983121872E0,-2.435718179E-1,-3.171939850E-1
4.234030656E1,2.003499031E0,-2.470120043E-1,-3.096494675E-1
4.234530656E1,2.028970957E0,-2.537297010E-1,-3.079919815E-1
4.235030656E1,2.042623997E0,-2.388951182E-1,-3.102712631E-1
4.235530656E1,2.069480419E0,-2.349624485E-1,-2.935733795E-1
4.236030656E1,2.092327595E0,-2.301945388E-1,-2.766590118E-1
4.236530656E1,2.101022959E0,-2.264739126E-1,-2.786064148E-1
4.237030656E1,2.129507542E0,-2.231241018E-1,-2.432603836E-1
4.237530656E1,2.148473740E0,-2.121201754E-1,-2.290506363E-1
4.238030656E1,2.167388439E0,-2.051246166E-1,-2.012920380E-1
4.238530656E1,2.177838802E0,-2.157283425E-1,-1.847734451E-1
4.239030656E1,2.192289829E0,-2.193835527E-1,-1.802997589E-1
4.239530656E1,2.203095913E0,-2.025887966E-1,-1.914653778E-1
4.240030656E1,2.212796926E0,-2.072615325E-1,-1.921253204E-1
4.240530656E1,2.239023685E0,-1.912034154E-1,-1.629152298E-1
4.241030656E1,2.244611979E0,-1.896044314E-1,-1.373939514E-1
4.241530656E1,2.280041933E0,-1.846601665E-1,-1.275033951E-1
4.242030656E1,2.285955429E0,-1.868486404E-1,-1.235599518E-1
4.242530656E1,2.289639235E0,-1.739852577E-1,-9.847736359E-2
4.243030656E1,2.304396152E0,-1.655986160E-1,-9.430885315E-2
4.243530656E1,2.323130131E0,-1.703768671E-1,-8.774852753E-2
4.244030656E1,2.323022366E0,-1.736934036E-1,-9.186458588E-2
4.244530656E1,2.344994545E0,-1.555655599E-1,-7.713127136E-2
4.245030656E1,2.351576328E0,-1.427545398E-1,-3.850555420E-2
4.245530656E1,2.360265255E0,-1.536741555E-1,8.992195129E-3
4.246030656E1,2.358647585E0,-1.447828263E-1,6.637382507E-2
4.246530656E1,2.368740559E0,-1.397849619E-1,1.134929657E-1
4.247030656E1,2.382780552E0,-1.242943853E-1,1.349468231E-1
4.247530656E1,2.382761478E0,-1.241622567E-1,1.163444519E-1
4.248030656E1,2.397486687E0,-1.163352653E-1,9.558391571E-2
4.248530656E1,2.400260448E0,-1.110628471E-1,9.254646301E-2
4.249030656E1,2.404797554E0,-1.151659191E-1,8.249664307E-2
4.249530656E1,2.406522751E0,-1.082934588E-1,8.030319214E-2
4.250030656E1,2.408232212E0,-1.015062705E-1,8.987903595E-2
4.250530656E1,2.414211750E0,-9.214244783E-2,9.558391571E-2
4.251030656E1,2.417959213E0,-9.500107169E-2,1.083106995E-1
4.251530656E1,2.414587498E0,-8.916907758E-2,1.416273117E-1
4.252030656E1,2.416152477E0,-8.663279563E-2,1.815052032E-1
4.252530656E1,2.413955688E0,-7.718661427E-2,2.266340256E-1
4.253030656E1,2.415533781E0,-6.338267028E-2,2.448444366E-1
4.253530656E1,2.412850380E0,-5.895277858E-2,2.471790314E-1
4.254030656E1,2.418401241E0,-5.387586355E-2,2.540979385E-1
4.254530656E1,2.417098522E0,-6.015250832E-2,2.480640411E-1
4.255030656E1,2.409993649E0,-4.145801440E-2,2.262058258E-1
4.255530656E1,2.411756754E0,-3.678347543E-2,1.930408478E-1
4.256030656E1,2.408133507E0,-4.356788099E-2,1.796169281E-1
4.256530656E1,2.407641172E0,-3.153369576E-2,1.676235199E-1
4.257030656E1,2.404514313E0,-3.986826539E-2,1.717109680E-1
4.257530656E1,2.393522739E0,-1.327468175E-2,1.903257370E-1
4.258030656E1,2.386880875E0,-1.579806581E-2,2.225179672E-1
4.258530656E1,2.372020245E0,-1.624320075E-2,2.854967117E-1
4.259030656E1,2.360913754E0,-1.219566166E-2,3.372621536E-1
4.259530656E1,2.351881504E0,-9.183974005E-3,3.568143845E-1
4.260030656E1,2.336028099E0,9.661930613E-3,3.684644699E-1
4.260530656E1,2.333333492E0,7.884847932E-3,3.367662430E-1
4.261030656E1,2.332074165E0,9.172386490E-3,2.928028107E-1
4.261530656E1,2.321585178E0,1.946850866E-2,2.932119370E-1
4.262030656E1,2.307702541E0,2.589510754E-2,3.239173889E-1
4.262530656E1,2.290892839E0,3.006608039E-2,3.542213440E-1
4.263030656E1,2.292630196E0,2.067328431E-2,3.666543961E-1
4.263530656E1,2.278291702E0,3.663600609E-2,3.212261200E-1
4.264030656E1,2.261145592E0,4.083428532E-2,3.057298660E-1
4.264530656E1,2.256799698E0,4.997415468E-2,2.867136002E-1
4.265030656E1,2.242826939E0,4.820565879E-2,2.889966965E-1
4.265530656E1,2.221496105E0,4.725525528E-2,3.027429581E-1
4.266030656E1,2.205466747E0,4.761924595E-2,3.336315155E-1
4.266530656E1,2.188103437E0,5.288236216E-2,3.574399948E-1
4.267030656E1,2.175394058E0,6.190952659E-2,3.679027557E-1
4.267530656E1,2.155874729E0,7.456634939E-2,3.836441040E-1
4.268030656E1,2.137593985E0,6.552045792E-2,3.522100449E-1
4.268530656E1,2.117115974E0,6.665572524E-2,3.392019272E-1
4.269030656E1,2.099419117E0,8.006686717E-2,2.843837738E-1
4.269530656E1,2.082428694E0,8.190447092E-2,2.956819534E-1
4.270030656E1,2.060176849E0,7.958495617E-2,3.181819916E-1
4.270530656E1,2.029210567E0,8.211548626E-2,3.141155243E-1
4.271030656E1,2.020889282E0,8.559635282E-2,2.933454514E-1
4.271530656E1,2.003816128E0,9.088782966E-2,3.029518127E-1
4.272030656E1,1.970879316E0,9.207906574E-2,3.442811966E-1
4.272530656E1,1.946286798E0,8.780102432E-2,3.512325287E-1
4.273030656E1,1.927850366E0,8.960952610E-2,3.100166321E-1
4.273530656E1,1.906929255E0,1.020758450E-1,2.654447556E-1
4.274030656E1,1.885453939E0,1.038500071E-1,2.480545044E-1
4.274530656E1,1.861570120E0,9.773188829E-2,2.816305161E-1
4.275030656E1,1.835519314E0,1.114326641E-1,3.140306473E-1
4.275530656E1,1.807523489E0,1.038902104E-1,3.085145950E-1
4.276030656E1,1.777860880E0,1.149355322E-1,2.830877304E-1
4.276530656E1,1.758661270E0,1.234198511E-1,2.404689789E-1
4.277030656E1,1.747105002E0,1.116046607E-1,1.925220490E-1
4.277530656E1,1.718963385E0,1.165352166E-1,1.449785233E-1
4.278030656E1,1.688680649E0,1.094041169E-1,1.461181641E-1
4.278530656E1,1.660813570E0,1.151117533E-1,1.426610947E-1
4.279030656E1,1.631784201E0,1.111897826E-1,1.250209808E-1
4.279530656E1,1.609211445E0,1.274728179E-1,1.278038025E-1
4.280030656E1,1.581746578E0,1.132556051E-1,1.356678009E-1
4.280530656E1,1.538792133E0,1.174973845E-1,1.004343033E-1
4.281030656E1,1.512234926E0,1.139131263E-1,1.056718826E-1
4.281530656E1,1.490588546E0,1.197632849E-1,1.011972427E-1
4.282030656E1,1.463771939E0,1.141906083E-1,1.176128387E-1
4.282530656E1,1.431302428E0,1.201599017E-1,8.678436279E-2
4.283030656E1,1.408437490E0,1.284553111E-1,5.860996246E-2
4.283530656E1,1.366003990E0,1.250012070E-1,3.861999512E-2
4.284030656E1,1.337822795E0,1.193856150E-1,1.539134979E-2
4.284530656E1,1.313844323E0,1.163533479E-1,-7.500648499E-3
4.285030656E1,1.274248123E0,1.228896677E-1,-1.398658752E-2
4.285530656E1,1.230330110E0,1.078339964E-1,-2.073764801E-2
4.286030656E1,1.207493544E0,1.092884541E-1,-3.892707825E-2
4.286530656E1,1.180357814E0,1.174788252E-1,-3.689479828E-2
4.287030656E1,1.143635392E0,1.101068333E-1,-3.868675232E-2
4.287530656E1,1.113717318E0,1.156597957E-1,-4.530715942E-2
4.288030656E1,1.081599236E0,1.137131155E-1,-7.617568970E-2
4.288530656E1,1.047908783E0,1.196888238E-1,-8.550357819E-2
4.289030656E1,1.013666987E0,1.282779872E-1,-1.177091599E-1
4.289530656E1,9.756317735E-1,1.205606684E-1,-1.616935730E-1
4.290030656E1,9.384523034E-1,1.254765391E-1,-2.017784119E-1
4.290530656E1,9.125373363E-1,1.096540168E-1,-2.453460693E-1
4.291030656E1,8.680306077E-1,1.160979718E-1,-2.639312744E-1
4.291530656E1,8.421264291E-1,1.235221028E-1,-2.513418198E-1
4.292030656E1,8.043868542E-1,1.173701286E-1,-2.179880142E-1
4.292530656E1,7.612345815E-1,1.112334579E-1,-1.893329620E-1
4.293030656E1,7.201204300E-1,1.119079739E-1,-1.752862930E-1
4.293530656E1,6.897943020E-1,1.133869439E-1,-1.920309067E-1
4.294030656E1,6.581029892E-1,1.135356724E-1,-2.213764191E-1
4.294530656E1,6.251581907E-1,1.083383933E-1,-2.772197723E-1
4.295030656E1,5.829544663E-1,1.071598828E-1,-3.560457230E-1
4.295530656E1,5.559762716E-1,1.020267233E-1,-4.351949692E-1
4.296030656E1,5.179641247E-1,1.167301312E-1,-4.863471985E-1
4.296530656E1,4.786281586E-1,1.138315648E-1,-4.950838089E-1
4.297030656E1,4.443788528E-1,1.068293005E-1,-4.651250839E-1
4.297530656E1,3.945909142E-1,1.018788815E-1,-4.338312149E-1
4.298030656E1,3.547855616E-1,9.774773568E-2,-3.811836243E-1
4.298530656E1,3.256241083E-1,1.008904129E-1,-3.567190170E-1
4.299030656E1,2.803537250E-1,9.268021584E-2,-3.598136902E-1
4.299530656E1,2.477166057E-1,9.905558079E-2,-3.896255493E-1
4.300030656E1,2.055885196E-1,9.132617712E-2,-4.375047684E-1
4.300530656E1,1.709181666E-1,9.978733957E-2,-4.964904785E-1
4.301030656E1,1.312776804E-1,1.028021052E-1,-5.325937271E-1
4.301530656E1,9.611141682E-2,9.538619220E-2,-5.627632141E-1
4.302030656E1,7.389169931E-2,1.020080373E-1,-5.816297531E-1
4.302530656E1,3.444147110E-2,8.756260574E-2,-5.856771469E-1
4.303030656E1,-1.104724407E-2,9.019372612E-2,-6.021223068E-1
4.303530656E1,-4.767847061E-2,8.619410545E-2,-6.183128357E-1
4.304030656E1,-8.606684208E-2,1.004303172E-1,-6.329393387E-1
4.304530656E1,-1.274029016E-1,1.015212387E-1,-6.483411789E-1
4.305030656E1,-1.676591635E-1,8.510861546E-2,-6.125946045E-1
4.305530656E1,-2.065342665E-1,9.474463016E-2,-5.867900848E-1
4.306030656E1,-2.457576990E-1,9.926681966E-2,-5.861606598E-1
4.306530656E1,-2.803108692E-1,9.208121151E-2,-5.796737671E-1
4.307030656E1,-3.117685318E-1,9.390130639E-2,-6.197223663E-1
4.307530656E1,-3.472075462E-1,9.809716791E-2,-6.678609848E-1
4.308030656E1,-3.874387741E-1,8.462778479E-2,-7.500209808E-1
4.308530656E1,-4.098572731E-1,9.698573500E-2,-7.893648148E-1
4.309030656E1,-4.483785629E-1,1.006671488E-1,-8.157396317E-1
4.309530656E1,-4.882268906E-1,1.019436643E-1,-8.251342773E-1
4.310030656E1,-5.259867907E-1,8.857073635E-2,-8.172187805E-1
4.310530656E1,-5.672974586E-1,9.711822867E-2,-8.084239960E-1
4.311030656E1,-6.136336327E-1,9.301336110E-2,-7.760686874E-1
4.311530656E1,-6.393241882E-1,8.836530149E-2,-7.429542542E-1
4.312030656E1,-6.908539534E-1,9.962013364E-2,-7.207756042E-1
4.312530656E1,-7.287168503E-1,8.524382114E-2,-7.212038040E-1
4.313030656E1,-7.537626028E-1,9.415525198E-2,-7.443218231E-1
4.313530656E1,-7.897444963E-1,1.110337153E-1,-7.618169785E-1
4.314030656E1,-8.373873234E-1,1.038629115E-1,-7.856893539E-1
4.314530656E1,-8.567450047E-1,1.037059352E-1,-7.942094803E-1
4.315030656E1,-9.015936852E-1,9.716479480E-2,-8.097076416E-1
4.315530656E1,-9.364554882E-1,1.018718034E-1,-8.535356522E-1
