"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.002353069E2,-9.713165760E-1,1.642915159E-1,-1.608381271E-1
1.002403069E2,-9.436829090E-1,1.599894762E-1,-1.405773163E-1
1.002453069E2,-9.300918579E-1,1.486789882E-1,-1.307296753E-1
1.002503069E2,-9.080477953E-1,1.388874203E-1,-1.271438599E-1
1.002553069E2,-8.811089993E-1,1.446295381E-1,-1.300621033E-1
1.002603069E2,-8.518972397E-1,1.457500756E-1,-1.531972885E-1
1.002653069E2,-8.337557316E-1,1.449280679E-1,-1.673049927E-1
1.002703069E2,-7.999621630E-1,1.384675950E-1,-1.995840073E-1
1.002753069E2,-7.718287706E-1,1.378280222E-1,-2.440710068E-1
1.002803069E2,-7.358133793E-1,1.308607012E-1,-2.568197250E-1
1.002853069E2,-7.114961147E-1,1.278582662E-1,-2.591457367E-1
1.002903069E2,-6.846507788E-1,1.239062846E-1,-2.498588562E-1
1.002953069E2,-6.585154533E-1,1.176480800E-1,-2.264986038E-1
1.003003069E2,-6.391203403E-1,1.221828014E-1,-2.022886276E-1
1.003053069E2,-6.057553291E-1,1.154569760E-1,-1.790266037E-1
1.003103069E2,-5.855774879E-1,1.168049574E-1,-1.755666733E-1
1.003153069E2,-5.564723015E-1,1.236875951E-1,-1.906480789E-1
1.003203069E2,-5.327618122E-1,1.005554423E-1,-2.056560516E-1
1.003253069E2,-4.901119471E-1,9.842433035E-2,-2.383260727E-1
1.003303069E2,-4.719047546E-1,9.866657853E-2,-2.727890015E-1
1.003353069E2,-4.327353239E-1,1.055294871E-1,-2.786674500E-1
1.003403069E2,-4.025633335E-1,9.757580608E-2,-2.958364487E-1
1.003453069E2,-3.735846281E-1,8.915198594E-2,-2.989959717E-1
1.003503069E2,-3.545327187E-1,8.848439157E-2,-2.769470215E-1
1.003553069E2,-3.371686935E-1,8.345728368E-2,-2.853345871E-1
1.003603069E2,-3.035591841E-1,8.474291861E-2,-2.737617493E-1
1.003653069E2,-2.655286789E-1,8.443893492E-2,-2.603206635E-1
1.003703069E2,-2.349843979E-1,7.464598119E-2,-2.755718231E-1
1.003753069E2,-2.058044672E-1,7.455964386E-2,-2.760000229E-1
1.003803069E2,-1.811383963E-1,7.083663344E-2,-2.791881561E-1
1.003853069E2,-1.426482201E-1,7.307443023E-2,-2.886581421E-1
1.003903069E2,-1.102976799E-1,6.826387346E-2,-2.938966751E-1
1.003953069E2,-9.108674526E-2,5.936493352E-2,-3.119249344E-1
1.004003069E2,-6.760656834E-2,6.486652792E-2,-3.125743866E-1
1.004053069E2,-3.455519676E-2,6.733463705E-2,-3.108491898E-1
1.004103069E2,2.018332481E-3,5.977030471E-2,-2.992267609E-1
1.004153069E2,2.438688278E-2,5.572269484E-2,-2.970685959E-1
1.004203069E2,5.586576462E-2,5.794147775E-2,-2.972383499E-1
1.004253069E2,8.389532566E-2,5.028779060E-2,-2.836008072E-1
1.004303069E2,1.165264845E-1,5.600920320E-2,-2.978973389E-1
1.004353069E2,1.411396861E-1,5.037612468E-2,-3.055067062E-1
1.004403069E2,1.712785363E-1,6.222232431E-2,-3.280725479E-1
1.004453069E2,1.951720119E-1,5.045283586E-2,-3.418817520E-1
1.004503069E2,2.313151360E-1,4.803236574E-2,-3.486690521E-1
1.004553069E2,2.646754980E-1,5.084927380E-2,-3.456707001E-1
1.004603069E2,2.866321802E-1,4.422886670E-2,-3.288421631E-1
1.004653069E2,3.210707903E-1,4.548695683E-2,-3.090782166E-1
1.004703069E2,3.439247608E-1,4.865384102E-2,-2.920894623E-1
1.004753069E2,3.774598837E-1,4.196400195E-2,-3.108787537E-1
1.004803069E2,4.012119770E-1,5.180770904E-2,-3.127737045E-1
1.004853069E2,4.338020086E-1,4.275629669E-2,-3.454666138E-1
1.004903069E2,4.624722600E-1,3.945203125E-2,-3.430948257E-1
1.004953069E2,4.933081865E-1,3.508769721E-2,-3.727855682E-1
1.005003069E2,5.140885711E-1,3.622815013E-2,-3.851194382E-1
1.005053069E2,5.652793646E-1,3.340343386E-2,-3.597383499E-1
1.005103069E2,5.875028968E-1,3.316403925E-2,-3.451089859E-1
1.005153069E2,6.174519062E-1,2.823499590E-2,-3.264379501E-1
1.005203069E2,6.281716228E-1,3.117229789E-2,-3.063726425E-1
1.005253069E2,6.613079309E-1,3.157213330E-2,-2.976675034E-1
1.005303069E2,6.835440993E-1,2.982775867E-2,-3.105220795E-1
1.005353069E2,7.080907822E-1,3.383808583E-2,-2.952890396E-1
1.005403069E2,7.376019359E-1,3.209526837E-2,-3.025579453E-1
1.005453069E2,7.613688707E-1,2.186581492E-2,-3.109312057E-1
1.005503069E2,7.954503298E-1,3.092062473E-2,-3.331356049E-1
1.005553069E2,8.128783703E-1,2.579507977E-2,-3.369836807E-1
1.005603069E2,8.385083675E-1,2.981965989E-2,-3.518066406E-1
1.005653069E2,8.687336445E-1,2.966380864E-2,-3.418769836E-1
1.005703069E2,9.057353735E-1,3.030468524E-2,-3.425960541E-1
1.005753069E2,9.278712273E-1,2.690145373E-2,-3.351135254E-1
1.005803069E2,9.469227791E-1,2.813303471E-2,-3.156576157E-1
1.005853069E2,9.700365663E-1,2.587419748E-2,-2.783775330E-1
1.005903069E2,9.952527285E-1,2.700071037E-2,-2.435426712E-1
1.005953069E2,1.020175576E0,2.566321194E-2,-2.360267639E-1
1.006003069E2,1.044312239E0,2.847880125E-2,-2.383003235E-1
1.006053069E2,1.059164762E0,2.767468989E-2,-2.437591553E-1
1.006103069E2,1.079661846E0,2.192966640E-2,-2.732820511E-1
1.006153069E2,1.112162113E0,3.338801861E-2,-2.926559448E-1
1.006203069E2,1.147380829E0,2.479214966E-2,-3.274898529E-1
1.006253069E2,1.165435672E0,3.381095827E-2,-3.230934143E-1
1.006303069E2,1.180618763E0,2.733716369E-2,-3.231287003E-1
1.006353069E2,1.214385629E0,2.459934354E-2,-2.869701385E-1
1.006403069E2,1.235000134E0,3.281928599E-2,-2.649631500E-1
1.006453069E2,1.246319890E0,2.820909023E-2,-2.220697403E-1
1.006503069E2,1.272898555E0,3.354547918E-2,-2.048320770E-1
1.006553069E2,1.292860985E0,2.147720754E-2,-1.762590408E-1
1.006603069E2,1.303523421E0,3.608623147E-2,-1.887054443E-1
1.006653069E2,1.326510906E0,2.839615941E-2,-1.957111359E-1
1.006703069E2,1.349700689E0,3.274168074E-2,-2.050037384E-1
1.006753069E2,1.370175242E0,3.759951890E-2,-2.127447128E-1
1.006803069E2,1.386331916E0,2.891139686E-2,-2.234916687E-1
1.006853069E2,1.402716756E0,3.106148541E-2,-2.240934372E-1
1.006903069E2,1.424598098E0,2.956011891E-2,-2.038850784E-1
1.006953069E2,1.439341426E0,3.076195717E-2,-1.845302582E-1
1.007003069E2,1.461754799E0,3.001855314E-2,-1.601028442E-1
1.007053069E2,1.475765705E0,3.082777560E-2,-1.542139053E-1
1.007103069E2,1.479322791E0,3.892612457E-2,-1.283149719E-1
1.007153069E2,1.500182867E0,3.440998495E-2,-1.264934540E-1
1.007203069E2,1.527324915E0,3.940021992E-2,-1.092529297E-1
1.007253069E2,1.539023399E0,3.275693953E-2,-1.112852097E-1
1.007303069E2,1.560210466E0,4.150994122E-2,-1.061773300E-1
1.007353069E2,1.568365812E0,3.973220289E-2,-8.309745789E-2
1.007403069E2,1.586475611E0,3.514686227E-2,-9.044647217E-2
1.007453069E2,1.594205856E0,4.130993783E-2,-8.205223083E-2
1.007503069E2,1.618008971E0,3.647868335E-2,-9.446907043E-2
1.007553069E2,1.619729280E0,3.557467461E-2,-1.003675461E-1
1.007603069E2,1.632683992E0,3.514011204E-2,-8.717155457E-2
1.007653069E2,1.637921453E0,3.858263046E-2,-7.528686523E-2
1.007703069E2,1.658257246E0,4.503463954E-2,-5.022525787E-2
1.007753069E2,1.663723707E0,4.914637655E-2,-3.493118286E-2
1.007803069E2,1.682510376E0,4.078566283E-2,2.668380737E-3
1.007853069E2,1.683163881E0,3.895824403E-2,7.200241089E-4
1.007903069E2,1.705511212E0,4.540507495E-2,-3.249168396E-3
1.007953069E2,1.706808329E0,4.002267867E-2,-2.748489380E-3
1.008003069E2,1.709864616E0,4.020253569E-2,7.767677307E-3
1.008053069E2,1.728043795E0,3.801579028E-2,7.714271545E-3
1.008103069E2,1.732053041E0,3.796370327E-2,1.906681061E-2
1.008153069E2,1.737892628E0,3.395196795E-2,2.223968506E-2
1.008203069E2,1.756588340E0,4.381716251E-2,4.476165771E-2
1.008253069E2,1.742098331E0,4.565080255E-2,6.339645386E-2
1.008303069E2,1.766225815E0,4.367680848E-2,4.812049866E-2
1.008353069E2,1.775087237E0,4.138109833E-2,4.084777832E-2
1.008403069E2,1.774214983E0,4.177983105E-2,3.204345703E-2
1.008453069E2,1.778077483E0,4.269244522E-2,2.561092377E-2
1.008503069E2,1.784461379E0,3.966923058E-2,5.572891235E-2
1.008553069E2,1.785501003E0,3.775996715E-2,7.266426086E-2
1.008603069E2,1.784322858E0,3.561095148E-2,1.037044525E-1
1.008653069E2,1.797279596E0,3.221444786E-2,1.090183258E-1
1.008703069E2,1.796882153E0,4.256270826E-2,1.327409744E-1
1.008753069E2,1.794097185E0,4.207538813E-2,1.517658234E-1
1.008803069E2,1.797124267E0,4.059620947E-2,1.491279602E-1
1.008853069E2,1.795073271E0,3.185989708E-2,1.662330627E-1
1.008903069E2,1.804532528E0,3.524058312E-2,1.627874374E-1
1.008953069E2,1.804542065E0,4.387710989E-2,1.856737137E-1
1.009003069E2,1.797914743E0,4.368492216E-2,1.773357391E-1
1.009053069E2,1.799866438E0,3.182955086E-2,1.478080750E-1
1.009103069E2,1.799585223E0,3.808011860E-2,1.264171600E-1
1.009153069E2,1.797077656E0,3.723715991E-2,9.393882751E-2
1.009203069E2,1.794917583E0,4.151397943E-2,1.103887558E-1
1.009253069E2,1.792945623E0,2.214028686E-2,1.449775696E-1
1.009303069E2,1.788288355E0,2.864630520E-2,2.025279999E-1
1.009353069E2,1.773632646E0,3.148605675E-2,2.306041718E-1
1.009403069E2,1.780543566E0,3.470519930E-2,2.348327637E-1
1.009453069E2,1.775398970E0,3.525436670E-2,2.409267426E-1
1.009503069E2,1.764830828E0,2.895392478E-2,2.050476074E-1
1.009553069E2,1.764196634E0,3.237588704E-2,1.848258972E-1
1.009603069E2,1.760692596E0,2.571253479E-2,1.537971497E-1
1.009653069E2,1.762391448E0,3.384952992E-2,1.632919312E-1
1.009703069E2,1.752856731E0,2.048065513E-2,1.808643341E-1
1.009753069E2,1.746226788E0,2.200821042E-2,2.065649033E-1
1.009803069E2,1.741666079E0,2.932958305E-2,2.435331345E-1
1.009853069E2,1.731076479E0,1.132660359E-2,2.663688660E-1
1.009903069E2,1.721836686E0,1.951533556E-2,2.873020172E-1
1.009953069E2,1.699502349E0,6.366230547E-3,3.059053421E-1
1.010003069E2,1.700269341E0,2.284447849E-2,2.928037643E-1
1.010053069E2,1.691892624E0,1.998184621E-2,2.731542587E-1
1.010103069E2,1.677170038E0,8.732870221E-3,2.613868713E-1
1.010153069E2,1.673819065E0,1.334546506E-2,2.083082199E-1
1.010203069E2,1.670346260E0,2.080697566E-2,1.769742966E-1
1.010253069E2,1.654375196E0,6.166510284E-3,1.759548187E-1
1.010303069E2,1.650746107E0,1.173557341E-2,1.717739105E-1
1.010353069E2,1.630554676E0,8.101880550E-3,1.768999100E-1
1.010403069E2,1.618160963E0,6.411999464E-3,1.773939133E-1
1.010453069E2,1.606466293E0,5.006961524E-3,1.959867477E-1
1.010503069E2,1.586110115E0,3.540858626E-3,2.283182144E-1
1.010553069E2,1.574260235E0,-3.113299608E-4,2.353239059E-1
1.010603069E2,1.569070339E0,-3.183260560E-3,2.651052475E-1
1.010653069E2,1.537889600E0,-5.315057933E-3,2.837810516E-1
1.010703069E2,1.529004812E0,-1.317618787E-2,2.831993103E-1
1.010753069E2,1.519270182E0,-1.976400614E-3,2.630710602E-1
1.010803069E2,1.499734402E0,-1.098664105E-2,2.366237640E-1
1.010853069E2,1.486756563E0,-1.291658729E-2,1.857080460E-1
1.010903069E2,1.473766088E0,-1.778777689E-2,1.432580948E-1
1.010953069E2,1.465219736E0,-1.027008891E-2,1.191282272E-1
1.011003069E2,1.444650054E0,-1.289904863E-2,1.199960709E-1
1.011053069E2,1.423513293E0,-1.666601002E-2,1.390714645E-1
1.011103069E2,1.399481893E0,-1.855689287E-2,1.683673859E-1
1.011153069E2,1.386948586E0,-1.516160369E-2,1.929988861E-1
1.011203069E2,1.361882567E0,-2.796929330E-2,2.206859589E-1
1.011253069E2,1.344624400E0,-1.895843446E-2,2.413921356E-1
1.011303069E2,1.329205036E0,-2.036432177E-2,2.414808273E-1
1.011353069E2,1.310162306E0,-2.295611054E-2,2.173109055E-1
1.011403069E2,1.284421682E0,-2.924745530E-2,1.808910370E-1
1.011453069E2,1.266121268E0,-3.071141243E-2,1.405792236E-1
1.011503069E2,1.253172874E0,-2.472055703E-2,1.097955704E-1
1.011553069E2,1.250842452E0,-3.245821595E-2,9.225463867E-2
1.011603069E2,1.212183833E0,-3.122936934E-2,7.498550415E-2
1.011653069E2,1.191460371E0,-4.102744907E-2,8.199501038E-2
1.011703069E2,1.165726423E0,-4.579205066E-2,9.596729279E-2
1.011753069E2,1.152737975E0,-3.801260144E-2,1.087579727E-1
1.011803069E2,1.122903109E0,-4.397719353E-2,1.157732010E-1
1.011853069E2,1.102679372E0,-4.430831969E-2,1.089935303E-1
1.011903069E2,1.085391164E0,-4.199304432E-2,9.284210205E-2
1.011953069E2,1.064326644E0,-4.898814857E-2,7.154178619E-2
1.012003069E2,1.031973243E0,-5.653090775E-2,5.215358734E-2
1.012053069E2,1.007198453E0,-4.994921386E-2,3.296184540E-2
1.012103069E2,9.900314808E-1,-5.498503149E-2,2.402400970E-2
1.012153069E2,9.643040895E-1,-5.594103038E-2,1.628780365E-2
1.012203069E2,9.425715804E-1,-5.922353268E-2,1.951789856E-2
1.012253069E2,9.075325727E-1,-5.144628882E-2,1.723575592E-2
1.012303069E2,8.818178177E-1,-6.887896359E-2,2.793407440E-2
1.012353069E2,8.722922802E-1,-6.838274747E-2,-3.836631775E-3
1.012403069E2,8.352600932E-1,-6.124455854E-2,-6.095886230E-3
1.012453069E2,8.153037429E-1,-6.309669465E-2,-2.390289307E-2
1.012503069E2,7.849185467E-1,-6.623932719E-2,-4.359245300E-2
1.012553069E2,7.525597811E-1,-6.600381434E-2,-2.556228638E-2
1.012603069E2,7.310768366E-1,-6.354330480E-2,-4.087162018E-2
1.012653069E2,7.066622972E-1,-5.340586603E-2,-4.988098145E-2
1.012703069E2,6.776330471E-1,-6.878986955E-2,-6.319522858E-2
1.012753069E2,6.630250216E-1,-6.454747170E-2,-7.269954681E-2
1.012803069E2,6.347756386E-1,-7.436707616E-2,-1.150741577E-1
1.012853069E2,6.036863327E-1,-6.360662729E-2,-1.299896240E-1
1.012903069E2,5.883874893E-1,-7.380183041E-2,-1.543407440E-1
1.012953069E2,5.492878556E-1,-7.544862479E-2,-1.520500183E-1
1.013003069E2,5.182784796E-1,-7.548442483E-2,-1.384391785E-1
1.013053069E2,4.945504069E-1,-6.306716800E-2,-1.415777206E-1
1.013103069E2,4.690926075E-1,-6.725043058E-2,-1.456384659E-1
1.013153069E2,4.406204820E-1,-6.624647975E-2,-1.667900085E-1
1.013203069E2,4.094919562E-1,-7.013878226E-2,-1.820640564E-1
1.013253069E2,3.852894902E-1,-6.781944633E-2,-1.883230209E-1
1.013303069E2,3.528067470E-1,-7.144772261E-2,-2.112426758E-1
1.013353069E2,3.367189169E-1,-7.271650434E-2,-2.308197021E-1
1.013403069E2,3.088999391E-1,-7.969155163E-2,-2.327632904E-1
1.013453069E2,2.810922861E-1,-7.844284177E-2,-2.342414856E-1
1.013503069E2,2.490555048E-1,-7.743600756E-2,-2.411861420E-1
1.013553069E2,2.168116570E-1,-7.999084890E-2,-2.511224747E-1
1.013603069E2,1.944304705E-1,-7.418321818E-2,-2.603549957E-1
1.013653069E2,1.592475176E-1,-7.044495642E-2,-2.749137878E-1
1.013703069E2,1.331531405E-1,-6.424845010E-2,-2.875366211E-1
1.013753069E2,1.117768884E-1,-6.304024160E-2,-3.203516006E-1
1.013803069E2,8.021026850E-2,-7.458073646E-2,-3.264045715E-1
1.013853069E2,4.409241676E-2,-7.117910683E-2,-3.231353760E-1
1.013903069E2,1.880884171E-2,-6.733071804E-2,-3.251323700E-1
1.013953069E2,-1.814496517E-2,-5.740176886E-2,-3.231239319E-1
1.014003069E2,-3.766965866E-2,-6.463638693E-2,-3.206243515E-1
1.014053069E2,-6.004023552E-2,-5.939517915E-2,-3.192586899E-1
1.014103069E2,-9.111201763E-2,-6.063944846E-2,-3.265943527E-1
1.014153069E2,-1.209527254E-1,-5.524067208E-2,-3.359994888E-1
1.014203069E2,-1.541709900E-1,-5.308361351E-2,-3.541221619E-1
1.014253069E2,-1.772061586E-1,-5.502688140E-2,-3.714256287E-1
1.014303069E2,-2.061498165E-1,-4.850946367E-2,-3.888940811E-1
1.014353069E2,-2.359001637E-1,-4.763730615E-2,-3.896656036E-1
1.014403069E2,-2.607183456E-1,-3.671423346E-2,-4.074878693E-1
1.014453069E2,-2.901735306E-1,-3.965026140E-2,-4.102697372E-1
1.014503069E2,-3.191604614E-1,-5.406283587E-2,-4.187402725E-1
1.014553069E2,-3.492180109E-1,-4.288443923E-2,-4.351530075E-1
1.014603069E2,-3.706566095E-1,-4.190920666E-2,-4.264373779E-1
1.014653069E2,-4.067411423E-1,-3.538225219E-2,-4.267034531E-1
1.014703069E2,-4.317451715E-1,-3.387861699E-2,-4.146432877E-1
1.014753069E2,-4.700769186E-1,-3.605138510E-2,-4.258289337E-1
1.014803069E2,-5.015296936E-1,-2.110347897E-2,-4.245996475E-1
1.014853069E2,-5.118954182E-1,-2.691899985E-2,-4.437551498E-1
1.014903069E2,-5.354050398E-1,-2.724508010E-2,-4.434871674E-1
1.014953069E2,-5.731382370E-1,-2.378187701E-2,-4.586372375E-1
1.015003069E2,-5.883789062E-1,-2.453088760E-2,-4.710388184E-1
1.015053069E2,-6.188806295E-1,-1.803447306E-2,-4.774599075E-1
1.015103069E2,-6.542242765E-1,-1.776856929E-2,-4.880228043E-1
1.015153069E2,-6.846129894E-1,-1.626069471E-2,-4.900350571E-1
1.015203069E2,-7.063188553E-1,-2.638568357E-2,-4.907760620E-1
1.015253069E2,-7.239936590E-1,-1.059269905E-2,-4.902925491E-1
1.015303069E2,-7.518490553E-1,8.350522257E-4,-4.798259735E-1
1.015353069E2,-7.656310797E-1,-2.626502886E-3,-4.656019211E-1
1.015403069E2,-8.048026562E-1,-1.601182856E-3,-4.809350967E-1
1.015453069E2,-8.389941454E-1,-1.435334794E-3,-4.757547379E-1
1.015503069E2,-8.472398520E-1,1.375560835E-2,-4.780750275E-1
1.015553069E2,-8.728539944E-1,5.979914218E-3,-4.853162766E-1
1.015603069E2,-9.012737274E-1,1.075827703E-2,-5.111188889E-1
1.015653069E2,-9.175581932E-1,2.202612162E-2,-5.285844803E-1
1.015703069E2,-9.356861115E-1,2.468635328E-2,-5.508432388E-1
1.015753069E2,-9.661066532E-1,2.162588388E-2,-5.503253937E-1
1.015803069E2,-9.846612215E-1,3.323790431E-2,-5.386257172E-1
1.015853069E2,-1.019591570E0,3.719446063E-2,-5.152750015E-1
1.015903069E2,-1.048717499E0,3.548480570E-2,-4.869203568E-1
1.015953069E2,-1.069545746E0,3.375834972E-2,-4.693603516E-1
1.016003069E2,-1.093718290E0,4.907342046E-2,-4.417982101E-1
1.016053069E2,-1.114266634E0,5.238789320E-2,-4.253244400E-1
1.016103069E2,-1.135515690E0,5.229713023E-2,-4.413595200E-1
1.016153069E2,-1.146757603E0,5.505508929E-2,-4.626989365E-1
1.016203069E2,-1.170805693E0,5.383420736E-2,-5.029850006E-1
1.016253069E2,-1.194923162E0,6.363794208E-2,-5.394630432E-1
1.016303069E2,-1.210332155E0,6.531153619E-2,-5.545587540E-1
1.016353069E2,-1.228551745E0,7.351539284E-2,-5.569601059E-1
1.016403069E2,-1.257948756E0,7.571657002E-2,-5.395593643E-1
1.016453069E2,-1.282850266E0,7.825261354E-2,-5.178670883E-1
1.016503069E2,-1.309192061E0,9.054288268E-2,-4.683046341E-1
1.016553069E2,-1.316302538E0,7.103161514E-2,-4.311990738E-1
1.016603069E2,-1.351122618E0,8.560022712E-2,-4.088487625E-1
1.016653069E2,-1.363720179E0,9.369628131E-2,-4.041004181E-1
1.016703069E2,-1.379284382E0,1.043482944E-1,-4.186220169E-1
1.016753069E2,-1.392992496E0,1.138735637E-1,-4.421310425E-1
1.016803069E2,-1.408682108E0,1.178933680E-1,-4.760913849E-1
1.016853069E2,-1.418140173E0,1.180639490E-1,-4.853506088E-1
1.016903069E2,-1.444335938E0,1.162779927E-1,-4.680786133E-1
1.016953069E2,-1.459399939E0,1.223821864E-1,-4.614877701E-1
1.017003069E2,-1.468751431E0,1.231395751E-1,-4.457445145E-1
1.017053069E2,-1.492424369E0,1.214487925E-1,-4.108304977E-1
1.017103069E2,-1.505222321E0,1.296037883E-1,-4.102926254E-1
1.017153069E2,-1.529550314E0,1.293964833E-1,-4.068279266E-1
1.017203069E2,-1.536679626E0,1.448184848E-1,-4.152860641E-1
1.017253069E2,-1.549816847E0,1.377427578E-1,-4.324798584E-1
1.017303069E2,-1.557475567E0,1.423009336E-1,-4.143857956E-1
1.017353069E2,-1.585055351E0,1.486827433E-1,-4.001398087E-1
1.017403069E2,-1.587914467E0,1.566240489E-1,-3.911857605E-1
1.017453069E2,-1.608280659E0,1.591296792E-1,-3.625602722E-1
1.017503069E2,-1.620176077E0,1.648404151E-1,-3.642663956E-1
1.017553069E2,-1.631755590E0,1.519671530E-1,-3.618202209E-1
1.017603069E2,-1.646387339E0,1.686575413E-1,-3.574247360E-1
1.017653069E2,-1.648304701E0,1.702973843E-1,-3.704614639E-1
1.017703069E2,-1.654058218E0,1.646002829E-1,-3.670797348E-1
1.017753069E2,-1.673195720E0,1.801505089E-1,-3.728742599E-1
1.017803069E2,-1.665819168E0,1.761685163E-1,-3.724546432E-1
1.017853069E2,-1.691165447E0,1.891167164E-1,-3.378458023E-1
1.017903069E2,-1.694920063E0,1.970156431E-1,-3.336057663E-1
1.017953069E2,-1.705436707E0,1.896132380E-1,-3.288431168E-1
1.018003069E2,-1.716625810E0,1.929235458E-1,-3.272294998E-1
1.018053069E2,-1.727924705E0,1.988103986E-1,-3.095798492E-1
1.018103069E2,-1.728481293E0,2.016278654E-1,-3.032932281E-1
1.018153069E2,-1.732865453E0,2.028411925E-1,-2.994251251E-1
1.018203069E2,-1.742617846E0,1.993401349E-1,-2.848863602E-1
1.018253069E2,-1.739541769E0,2.080283016E-1,-2.820177078E-1
1.018303069E2,-1.751689672E0,2.124705762E-1,-2.542963028E-1
1.018353069E2,-1.758966327E0,2.086882144E-1,-2.455940247E-1
1.018403069E2,-1.758833647E0,2.052531242E-1,-2.360105515E-1
1.018453069E2,-1.760724306E0,2.050678879E-1,-2.391023636E-1
1.018503069E2,-1.757881641E0,2.032320946E-1,-2.584142685E-1
1.018553069E2,-1.763036489E0,2.169561088E-1,-2.748422623E-1
1.018603069E2,-1.751718998E0,2.147892714E-1,-2.767686844E-1
1.018653069E2,-1.763676643E0,2.171519697E-1,-2.657241821E-1
1.018703069E2,-1.771310091E0,2.235514373E-1,-2.477807999E-1
1.018753069E2,-1.771059036E0,2.153745592E-1,-2.172012329E-1
1.018803069E2,-1.769990683E0,2.241800278E-1,-1.880636215E-1
1.018853069E2,-1.780588388E0,2.367537022E-1,-1.667985916E-1
1.018903069E2,-1.769730568E0,2.268166244E-1,-1.570568085E-1
1.018953069E2,-1.768588185E0,2.258979976E-1,-1.764163971E-1
1.019003069E2,-1.769212008E0,2.237991840E-1,-1.848325729E-1
1.019053069E2,-1.761414528E0,2.241458446E-1,-1.987810135E-1
1.019103069E2,-1.759284973E0,2.312537134E-1,-1.951608658E-1
1.019153069E2,-1.759063959E0,2.297951281E-1,-1.969413757E-1
1.019203069E2,-1.753707886E0,2.274518013E-1,-1.817264557E-1
1.019253069E2,-1.750609159E0,2.290869802E-1,-1.823453903E-1
1.019303069E2,-1.747120380E0,2.246491909E-1,-1.638040543E-1
1.019353069E2,-1.739005923E0,2.274825275E-1,-1.659145355E-1
1.019403069E2,-1.730855107E0,2.306500077E-1,-1.731653214E-1
1.019453069E2,-1.720890284E0,2.311490923E-1,-1.616239548E-1
1.019503069E2,-1.722513437E0,2.272829264E-1,-1.662645340E-1
1.019553069E2,-1.715988398E0,2.320027649E-1,-1.476774216E-1
1.019603069E2,-1.717208624E0,2.273599654E-1,-1.333913803E-1
1.019653069E2,-1.699576855E0,2.331402302E-1,-1.207780838E-1
1.019703069E2,-1.688429117E0,2.289213091E-1,-1.201257706E-1
1.019753069E2,-1.685348630E0,2.272790521E-1,-1.073656082E-1
1.019803069E2,-1.676210880E0,2.291390747E-1,-1.178836823E-1
1.019853069E2,-1.664720297E0,2.284687161E-1,-1.452941895E-1
1.019903069E2,-1.650334120E0,2.289270759E-1,-1.549787521E-1
1.019953069E2,-1.630037665E0,2.208518982E-1,-1.548862457E-1
1.020003069E2,-1.634617925E0,2.246139944E-1,-1.274461746E-1
1.020053069E2,-1.620772600E0,2.162470073E-1,-1.087703705E-1
1.020103069E2,-1.612332106E0,2.177745998E-1,-8.849048615E-2
1.020153069E2,-1.601758957E0,2.161199749E-1,-8.446311951E-2
1.020203069E2,-1.600157738E0,2.232955992E-1,-7.413864136E-2
1.020253069E2,-1.580432892E0,2.109677792E-1,-8.475494385E-2
1.020303069E2,-1.558098555E0,2.121577859E-1,-9.974861145E-2
1.020353069E2,-1.539584637E0,2.152804732E-1,-1.069498062E-1
1.020403069E2,-1.522501707E0,2.083652765E-1,-1.340217590E-1
1.020453069E2,-1.511396527E0,2.137591243E-1,-1.266117096E-1
1.020503069E2,-1.489146948E0,2.087750435E-1,-1.220350266E-1
1.020553069E2,-1.489632964E0,2.029054761E-1,-1.140756607E-1
1.020603069E2,-1.467760086E0,2.049399614E-1,-1.163110733E-1
1.020653069E2,-1.449016809E0,2.040349841E-1,-1.023626328E-1
1.020703069E2,-1.434522867E0,1.997866631E-1,-9.820747375E-2
1.020753069E2,-1.412020922E0,1.982123852E-1,-9.989261627E-2
1.020803069E2,-1.398463964E0,2.008966357E-1,-1.030731201E-1
1.020853069E2,-1.380775452E0,1.961495280E-1,-1.050977707E-1
1.020903069E2,-1.369804502E0,1.850914210E-1,-1.081933975E-1
1.020953069E2,-1.340908766E0,1.792184711E-1,-1.203794479E-1
1.021003069E2,-1.322603345E0,1.813201606E-1,-1.248321533E-1
1.021053069E2,-1.304609776E0,1.869720221E-1,-1.302471161E-1
1.021103069E2,-1.285044909E0,1.861939728E-1,-1.142730713E-1
1.021153069E2,-1.257778168E0,1.814289689E-1,-1.262502670E-1
1.021203069E2,-1.246827841E0,1.802981943E-1,-1.081514359E-1
1.021253069E2,-1.231266737E0,1.745420098E-1,-1.194839478E-1
1.021303069E2,-1.203992367E0,1.651892960E-1,-1.164827347E-1
1.021353069E2,-1.175198317E0,1.806871891E-1,-1.442422867E-1
1.021403069E2,-1.164126158E0,1.665460765E-1,-1.578378677E-1
1.021453069E2,-1.133034468E0,1.635718495E-1,-1.525459290E-1
1.021503069E2,-1.113876104E0,1.610565484E-1,-1.494426727E-1
1.021553069E2,-1.095291138E0,1.574816555E-1,-1.299142838E-1
1.021603069E2,-1.075987816E0,1.576991230E-1,-1.011781693E-1
1.021653069E2,-1.055689573E0,1.523949802E-1,-1.058807373E-1
1.021703069E2,-1.023521066E0,1.504844129E-1,-1.053485870E-1
