t (s),U1(V),U2(V)
0,0.083662,0.036595
0.001,0.083662,0.036595
0.002,0.083662,0.036595
0.003,0.083662,0.036595
0.004,0.083662,0.031367
0.005,0.083662,0.036595
0.006,0.083662,0.036595
0.007,0.083662,0.031367
0.008,0.083662,0.031367
0.009,0.083662,0.031367
0.01,0.083662,0.031367
0.011,0.083662,0.031367
0.012,0.083662,0.031367
0.013,0.083662,0.036595
0.014,0.083662,0.036595
0.015,0.088891,0.036595
0.016,0.083662,0.036595
0.017,0.083662,0.031367
0.018,0.083662,0.036595
0.019,0.083662,0.036595
0.02,0.088891,0.036595
0.021,0.083662,0.036595
0.022,0.083662,0.031367
0.023,0.083662,0.036595
0.024,0.083662,0.036595
0.025,0.083662,0.031367
0.026,0.083662,0.036595
0.027,0.083662,0.031367
0.028,0.083662,0.036595
0.029,0.083662,0.036595
0.03,0.083662,0.031367
0.031,0.083662,0.036595
0.032,0.083662,0.031367
0.033,0.083662,0.036595
0.034,0.083662,0.031367
0.035,0.083662,0.036595
0.036,0.083662,0.036595
0.037,0.083662,0.036595
0.038,0.083662,0.036595
0.039,0.083662,0.036595
0.04,0.083662,0.036595
0.041,0.083662,0.031367
0.042,0.083662,0.036595
0.043,0.083662,0.031367
0.044,0.088891,0.036595
0.045,0.083662,0.031367
0.046,0.083662,0.031367
0.047,0.088891,0.031367
0.048,0.083662,0.036595
0.049,0.088891,0.031367
0.05,0.088891,0.031367
0.051,0.083662,0.031367
0.052,0.088891,0.031367
0.053,0.088891,0.031367
0.054,0.083662,0.036595
0.055,0.083662,0.031367
0.056,0.083662,0.036595
0.057,0.083662,0.036595
0.058,0.083662,0.036595
0.059,0.088891,0.036595
0.06,0.088891,0.031367
0.061,0.083662,0.036595
0.062,0.088891,0.031367
0.063,0.083662,0.036595
0.064,0.083662,0.036595
0.065,0.083662,0.036595
0.066,0.083662,0.031367
0.067,0.083662,0.031367
0.068,0.088891,0.031367
0.069,0.088891,0.031367
0.07,0.083662,0.036595
0.071,0.083662,0.031367
0.072,0.088891,0.031367
0.073,0.083662,0.031367
0.074,0.083662,0.031367
0.075,0.083662,0.031367
0.076,0.088891,0.031367
0.077,0.088891,0.031367
0.078,0.088891,0.036595
0.079,0.088891,0.031367
0.08,0.088891,0.031367
0.081,0.088891,0.031367
0.082,0.083662,0.031367
0.083,0.088891,0.031367
0.084,0.088891,0.036595
0.085,0.083662,0.031367
0.086,0.083662,0.031367
0.087,0.083662,0.031367
0.088,0.088891,0.031367
0.089,0.083662,0.031367
0.09,0.088891,0.031367
0.091,0.083662,0.031367
0.092,0.083662,0.031367
0.093,0.083662,0.031367
0.094,0.083662,0.031367
0.095,0.088891,0.031367
0.096,0.083662,0.036595
0.097,0.083662,0.031367
0.098,0.083662,0.036595
0.099,0.088891,0.036595
0.1,0.083662,0.031367
0.101,0.088891,0.031367
0.102,0.083662,0.031367
0.103,0.088891,0.031367
0.104,0.083662,0.031367
0.105,0.083662,0.031367
0.106,0.083662,0.031367
0.107,0.083662,0.031367
0.108,0.083662,0.031367
0.109,0.088891,0.031367
0.11,0.083662,0.031367
0.111,0.083662,0.031367
0.112,0.088891,0.031367
0.113,0.083662,0.031367
0.114,0.083662,0.031367
0.115,0.088891,0.031367
0.116,0.083662,0.031367
0.117,0.088891,0.031367
0.118,0.083662,0.031367
0.119,0.083662,0.031367
0.12,0.088891,0.031367
0.121,0.083662,0.031367
0.122,0.083662,0.031367
0.123,0.088891,0.031367
0.124,0.083662,0.031367
0.125,0.083662,0.036595
0.126,0.083662,0.031367
0.127,0.083662,0.031367
0.128,0.083662,0.031367
0.129,0.083662,0.031367
0.13,0.083662,0.031367
0.131,0.088891,0.031367
0.132,0.083662,0.031367
0.133,0.083662,0.031367
0.134,0.083662,0.031367
0.135,0.083662,0.031367
0.136,0.083662,0.031367
0.137,0.083662,0.031367
0.138,0.083662,0.031367
0.139,0.083662,0.031367
0.14,0.083662,0.031367
0.141,0.088891,0.031367
0.142,0.083662,0.031367
0.143,0.083662,0.031367
0.144,0.083662,0.031367
0.145,0.083662,0.031367
0.146,0.083662,0.031367
0.147,0.083662,0.031367
0.148,0.083662,0.031367
0.149,0.088891,0.031367
0.15,0.083662,0.031367
0.151,0.083662,0.031367
0.152,0.083662,0.031367
0.153,0.083662,0.031367
0.154,0.083662,0.031367
0.155,0.083662,0.031367
0.156,0.083662,0.031367
0.157,0.083662,0.031367
0.158,0.083662,0.031367
0.159,0.083662,0.031367
0.16,0.083662,0.031367
0.161,0.078433,0.031367
0.162,0.083662,0.031367
0.163,0.083662,0.031367
0.164,0.083662,0.031367
0.165,0.083662,0.031367
0.166,0.083662,0.031367
0.167,0.083662,0.031367
0.168,0.083662,0.031367
0.169,0.083662,0.031367
0.17,0.083662,0.031367
0.171,0.078433,0.031367
0.172,0.078433,0.031367
0.173,0.078433,0.026139
0.174,0.083662,0.026139
0.175,0.083662,0.031367
0.176,0.083662,0.031367
0.177,0.083662,0.026139
0.178,0.083662,0.031367
0.179,0.078433,0.031367
0.18,0.083662,0.031367
0.181,0.083662,0.026139
0.182,0.078433,0.031367
0.183,0.078433,0.031367
0.184,0.083662,0.031367
0.185,0.083662,0.031367
0.186,0.083662,0.031367
0.187,0.078433,0.026139
0.188,0.083662,0.031367
0.189,0.078433,0.026139
0.19,0.083662,0.031367
0.191,0.083662,0.031367
0.192,0.083662,0.026139
0.193,0.083662,0.031367
0.194,0.078433,0.026139
0.195,0.083662,0.031367
0.196,0.078433,0.031367
0.197,0.078433,0.026139
0.198,0.078433,0.026139
0.199,0.083662,0.026139
0.2,0.078433,0.026139
0.201,0.083662,0.031367
0.202,0.078433,0.031367
0.203,0.078433,0.031367
0.204,0.083662,0.031367
0.205,0.078433,0.031367
0.206,0.078433,0.031367
0.207,0.078433,0.026139
0.208,0.078433,0.026139
0.209,0.078433,0.031367
0.21,0.083662,0.026139
0.211,0.078433,0.031367
0.212,0.078433,0.026139
0.213,0.078433,0.026139
0.214,0.078433,0.026139
0.215,0.078433,0.031367
0.216,0.083662,0.026139
0.217,0.078433,0.026139
0.218,0.078433,0.031367
0.219,0.073204,0.026139
0.22,0.078433,0.026139
0.221,0.078433,0.026139
0.222,0.078433,0.026139
0.223,0.078433,0.026139
0.224,0.078433,0.026139
0.225,0.078433,0.026139
0.226,0.078433,0.026139
0.227,0.078433,0.031367
0.228,0.078433,0.026139
0.229,0.078433,0.026139
0.23,0.078433,0.026139
0.231,0.078433,0.026139
0.232,0.073204,0.026139
0.233,0.078433,0.026139
0.234,0.078433,0.026139
0.235,0.078433,0.026139
0.236,0.078433,0.026139
0.237,0.078433,0.026139
0.238,0.078433,0.026139
0.239,0.078433,0.026139
0.24,0.078433,0.026139
0.241,0.078433,0.026139
0.242,0.073204,0.026139
0.243,0.078433,0.026139
0.244,0.078433,0.026139
0.245,0.073204,0.026139
0.246,0.078433,0.026139
0.247,0.073204,0.026139
0.248,0.073204,0.026139
0.249,0.073204,0.026139
0.25,0.073204,0.026139
0.251,0.073204,0.026139
0.252,0.073204,0.026139
0.253,0.078433,0.026139
0.254,0.073204,0.026139
0.255,0.073204,0.026139
0.256,0.073204,0.026139
0.257,0.073204,0.026139
0.258,0.078433,0.026139
0.259,0.073204,0.026139
0.26,0.073204,0.026139
0.261,0.078433,0.020911
0.262,0.078433,0.026139
0.263,0.073204,0.026139
0.264,0.073204,0.026139
0.265,0.073204,0.020911
0.266,0.073204,0.026139
0.267,0.073204,0.026139
0.268,0.073204,0.026139
0.269,0.073204,0.026139
0.27,0.073204,0.020911
0.271,0.073204,0.026139
0.272,0.067975,0.026139
0.273,0.067975,0.020911
0.274,0.073204,0.026139
0.275,0.073204,0.026139
0.276,0.073204,0.020911
0.277,0.073204,0.026139
0.278,0.073204,0.026139
0.279,0.073204,0.026139
0.28,0.073204,0.020911
0.281,0.067975,0.026139
0.282,0.067975,0.026139
0.283,0.067975,0.026139
0.284,0.067975,0.020911
0.285,0.067975,0.020911
0.286,0.067975,0.020911
0.287,0.067975,0.020911
0.288,0.073204,0.020911
0.289,0.073204,0.020911
0.29,0.067975,0.026139
0.291,0.067975,0.020911
0.292,0.073204,0.020911
0.293,0.067975,0.026139
0.294,0.067975,0.026139
0.295,0.067975,0.020911
0.296,0.067975,0.020911
0.297,0.067975,0.020911
0.298,0.067975,0.020911
0.299,0.073204,0.020911
0.3,0.067975,0.020911
0.301,0.067975,0.020911
0.302,0.067975,0.020911
0.303,0.067975,0.020911
0.304,0.067975,0.020911
0.305,0.067975,0.020911
0.306,0.067975,0.026139
0.307,0.067975,0.020911
0.308,0.067975,0.020911
0.309,0.067975,0.020911
0.31,0.067975,0.020911
0.311,0.067975,0.020911
0.312,0.067975,0.020911
0.313,0.067975,0.020911
0.314,0.067975,0.020911
0.315,0.067975,0.020911
0.316,0.067975,0.020911
0.317,0.062747,0.020911
0.318,0.067975,0.020911
0.319,0.067975,0.020911
0.32,0.062747,0.020911
0.321,0.067975,0.020911
0.322,0.062747,0.020911
0.323,0.067975,0.020911
0.324,0.062747,0.020911
0.325,0.062747,0.020911
0.326,0.062747,0.020911
0.327,0.067975,0.020911
0.328,0.062747,0.020911
0.329,0.062747,0.020911
0.33,0.062747,0.020911
0.331,0.062747,0.020911
0.332,0.067975,0.020911
0.333,0.062747,0.020911
0.334,0.062747,0.020911
0.335,0.062747,0.020911
0.336,0.067975,0.020911
0.337,0.062747,0.020911
0.338,0.062747,0.020911
0.339,0.062747,0.020911
0.34,0.062747,0.015684
0.341,0.062747,0.015684
0.342,0.062747,0.015684
0.343,0.062747,0.015684
0.344,0.062747,0.020911
0.345,0.062747,0.015684
0.346,0.057518,0.020911
0.347,0.062747,0.020911
0.348,0.062747,0.015684
0.349,0.062747,0.015684
0.35,0.057518,0.020911
0.351,0.062747,0.015684
0.352,0.057518,0.015684
0.353,0.057518,0.015684
0.354,0.057518,0.020911
