"Frequency[kHz]","Channel[dBu]"
17.16613770,-55.61565000
17.21382141,-71.26662000
17.26150513,-59.30248000
17.30918884,-68.25204000
17.35687256,-59.76886000
17.40455627,-55.31372000
17.45223999,-51.16502000
17.49992371,-52.22750000
17.54760742,-60.17425000
17.59529114,-62.50174000
17.64297485,-84.27758000
17.69065857,-54.36467000
17.73834229,-53.26842000
17.78602600,-66.11414000
17.83370972,-51.14524000
17.88139343,-49.39523000
17.92907715,-51.71188000
17.97676086,-58.83320000
18.02444458,-68.55943000
18.07212830,-66.19772000
18.11981201,-56.08484000
18.16749573,-52.06070000
18.21517944,-53.40111000
18.26286316,-59.53271000
18.31054688,-58.03116000
18.35823059,-52.09646000
18.40591431,-52.87880000
18.45359802,-58.41711000
18.50128174,-56.50433000
18.54896545,-50.97236000
18.59664917,-50.76919000
18.64433289,-55.50998000
18.69201660,-61.38131000
18.73970032,-63.49844000
18.78738403,-56.99364000
18.83506775,-53.54854000
18.88275146,-57.18935000
18.93043518,-59.56866000
18.97811890,-52.99744000
19.02580261,-54.07569000
19.07348633,-61.99138000
19.12117004,-65.19002000
19.16885376,-63.04846000
19.21653748,-57.82381000
19.26422119,-54.55700000
19.31190491,-59.20669000
19.35958862,-59.90308000
19.40727234,-53.69171000
19.45495605,-52.75751000
19.50263977,-54.68365000
19.55032349,-75.32067000
19.59800720,-52.47048000
19.64569092,-51.01026000
19.69337463,-55.37025000
19.74105835,-61.21752000
19.78874207,-50.95780000
19.83642578,-54.79962000
19.88410950,-59.65606000
19.93179321,-56.51860000
19.97947693,-56.48212000
20.02716064,-63.96995000
20.07484436,-61.04071000
20.12252808,-62.70252000
20.17021179,-62.26964000
20.21789551,-56.67034000
20.26557922,-61.50208000
20.31326294,-57.72121000
20.36094666,-54.10057000
20.40863037,-57.90661000
20.45631409,-55.55751000
20.50399780,-53.23715000
20.55168152,-54.70560000
20.59936523,-57.64024000
20.64704895,-65.93858000
20.69473267,-61.47895000
20.74241638,-56.70480000
20.79010010,-53.18636000
20.83778381,-50.82486000
20.88546753,-54.69007000
20.93315125,-60.45628000
20.98083496,-54.69669000
21.02851868,-52.76089000
21.07620239,-56.89043000
21.12388611,-55.92630000
21.17156982,-59.80936000
21.21925354,-59.30886000
21.26693726,-62.53288000
21.31462097,-59.40446000
21.36230469,-55.36306000
21.40998840,-53.20184000
21.45767212,-54.23840000
21.50535583,-57.11405000
21.55303955,-60.25294000
21.60072327,-62.21464000
21.64840698,-57.17197000
21.69609070,-55.16158000
21.74377441,-57.18005000
21.79145813,-56.19783000
21.83914185,-51.96705000
21.88682556,-51.34382000
21.93450928,-54.67511000
21.98219299,-53.60893000
22.02987671,-55.07231000
22.07756042,-59.80548000
22.12524414,-61.02401000
22.17292786,-53.79257000
22.22061157,-51.95477000
22.26829529,-57.61721000
22.31597900,-59.55894000
22.36366272,-52.39683000
22.41134644,-51.99470000
22.45903015,-56.72119000
22.50671387,-56.68213000
22.55439758,-57.39174000
22.60208130,-61.02080000
22.64976501,-56.58855000
22.69744873,-54.32226000
22.74513245,-52.12082000
22.79281616,-54.29456000
22.84049988,-62.53664000
22.88818359,-70.84362000
22.93586731,-58.54120000
22.98355103,-55.84169000
23.03123474,-57.41020000
23.07891846,-60.62569000
23.12660217,-65.28329000
23.17428589,-73.34048000
23.22196960,-59.67972000
23.26965332,-55.69345000
23.31733704,-57.11409000
23.36502075,-56.06721000
23.41270447,-58.94621000
23.46038818,-57.24829000
23.50807190,-51.02991000
23.55575562,-53.15398000
23.60343933,-62.22856000
23.65112305,-65.44918000
23.69880676,-65.32182000
23.74649048,-53.49259000
23.79417419,-51.76167000
23.84185791,-56.48081000
23.88954163,-56.82703000
23.93722534,-51.82305000
23.98490906,-52.78747000
24.03259277,-52.60411000
24.08027649,-49.99253000
24.12796021,-50.10803000
24.17564392,-55.03264000
24.22332764,-58.47969000
24.27101135,-55.09230000
24.31869507,-57.49106000
24.36637878,-64.98491000
24.41406250,-64.18446000
24.46174622,-56.55152000
24.50942993,-51.51130000
24.55711365,-52.16349000
24.60479736,-51.20943000
24.65248108,-50.08765000
24.70016479,-57.92928000
24.74784851,-61.30759000
24.79553223,-57.37189000
24.84321594,-65.35625000
24.89089966,-54.86546000
24.93858337,-50.03598000
24.98626709,-48.52438000
25.03395081,-52.27909000
25.08163452,-65.04665000
25.12931824,-63.75304000
25.17700195,-60.41566000
25.22468567,-68.49241000
25.27236938,-62.11834000
25.32005310,-52.72853000
25.36773682,-50.53943000
25.41542053,-55.28773000
25.46310425,-59.78002000
25.51078796,-60.66393000
25.55847168,-59.25049000
25.60615540,-57.96421000
25.65383911,-60.22268000
25.70152283,-56.87877000
25.74920654,-54.90857000
25.79689026,-57.17489000
25.84457397,-63.84857000
25.89225769,-61.54414000
25.93994141,-59.00077000
25.98762512,-57.83318000
26.03530884,-61.53662000
26.08299255,-57.94285000
26.13067627,-55.84423000
26.17835999,-61.26496000
26.22604370,-52.27335000
26.27372742,-50.65222000
26.32141113,-54.32064000
26.36909485,-57.67257000
26.41677856,-49.04498000
26.46446228,-49.58512000
26.51214600,-56.17775000
26.55982971,-57.50193000
26.60751343,-59.27747000
26.65519714,-57.69109000
26.70288086,-53.68240000
26.75056458,-51.40499000
26.79824829,-53.45568000
26.84593201,-64.64702000
26.89361572,-54.41301000
26.94129944,-56.71398000
26.98898315,-59.72442000
27.03666687,-62.94106000
27.08435059,-60.65894000
27.13203430,-73.04144000
27.17971802,-64.99969000
27.22740173,-61.25422000
27.27508545,-64.67565000
27.32276917,-69.34207000
27.37045288,-56.77249000
27.41813660,-52.34485000
27.46582031,-57.02979000
27.51350403,-69.11681000
27.56118774,-62.56792000
27.60887146,-52.59662000
27.65655518,-48.35549000
27.70423889,-48.35693000
27.75192261,-53.85706000
27.79960632,-60.58549000
27.84729004,-50.67588000
27.89497375,-54.45155000
27.94265747,-66.03766000
27.99034119,-64.51994000
28.03802490,-60.54476000
28.08570862,-58.62055000
28.13339233,-58.94065000
28.18107605,-57.06512000
28.22875977,-54.51198000
28.27644348,-57.26577000
28.32412720,-66.09937000
28.37181091,-59.84455000
28.41949463,-57.34521000
28.46717834,-53.57948000
28.51486206,-52.66062000
28.56254578,-54.71896000
28.61022949,-61.14995000
28.65791321,-67.77751000
28.70559692,-64.88766000
28.75328064,-57.84999000
28.80096436,-51.97287000
28.84864807,-51.55452000
28.89633179,-59.46751000
28.94401550,-64.70435000
28.99169922,-67.52351000
29.03938293,-61.42601000
29.08706665,-56.33553000
29.13475037,-54.32833000
29.18243408,-53.73955000
29.23011780,-56.74432000
29.27780151,-65.36109000
29.32548523,-57.92202000
29.37316895,-62.97864000
29.42085266,-65.82317000
29.46853638,-61.54211000
29.51622009,-56.51181000
29.56390381,-56.42462000
29.61158752,-55.89323000
29.65927124,-49.48375000
29.70695496,-51.26444000
29.75463867,-62.84634000
29.80232239,-58.80690000
29.85000610,-53.05778000
29.89768982,-53.59007000
29.94537354,-58.55317000
29.99305725,-63.73888000
30.04074097,-57.95679000
30.08842468,-60.18147000
30.13610840,-66.48286000
30.18379211,-70.34818000
30.23147583,-77.68793000
30.27915955,-64.66117000
30.32684326,-65.60545000
30.37452698,-62.87216000
30.42221069,-58.10588000
30.46989441,-54.65004000
30.51757813,-49.50444000
30.56526184,-48.32401000
30.61294556,-48.32687000
30.66062927,-49.96407000
30.70831299,-51.96815000
30.75599670,-50.32154000
30.80368042,-54.18937000
30.85136414,-55.91317000
30.89904785,-59.67644000
30.94673157,-62.28020000
30.99441528,-62.67636000
31.04209900,-77.96340000
31.08978271,-59.70972000
31.13746643,-56.35739000
31.18515015,-55.26474000
31.23283386,-53.38028000
31.28051758,-56.34237000
31.32820129,-66.10810000
31.37588501,-64.71815000
31.42356873,-63.40466000
31.47125244,-66.67210000
31.51893616,-58.49617000
31.56661987,-58.90965000
31.61430359,-63.37420000
31.66198730,-53.06862000
31.70967102,-51.62807000
31.75735474,-56.11820000
31.80503845,-57.14355000
31.85272217,-54.84543000
31.90040588,-54.93531000
31.94808960,-55.57586000
31.99577332,-61.61755000
32.04345703,-61.08321000
32.09114075,-60.40043000
32.13882446,-59.46040000
32.18650818,-56.36124000
32.23419189,-57.31274000
32.28187561,-59.51238000
32.32955933,-54.91386000
32.37724304,-51.38188000
32.42492676,-52.08283000
32.47261047,-63.30704000
32.52029419,-59.95847000
32.56797791,-59.31149000
32.61566162,-56.27727000
32.66334534,-53.04090000
32.71102905,-57.47353000
32.75871277,-70.09007000
32.80639648,-59.78253000
32.85408020,-58.00640000
32.90176392,-64.67651000
32.94944763,-63.18702000
32.99713135,-66.80939000
33.04481506,-74.00992000
33.09249878,-56.02561000
33.14018250,-56.28000000
33.18786621,-65.30567000
33.23554993,-57.14150000
33.28323364,-57.57161000
33.33091736,-56.30733000
33.37860107,-57.40181000
33.42628479,-61.27834000
33.47396851,-60.37354000
33.52165222,-55.45262000
33.56933594,-57.88769000
33.61701965,-58.38344000
33.66470337,-54.41319000
33.71238708,-55.41046000
33.76007080,-61.86287000
33.80775452,-52.76539000
33.85543823,-52.50171000
33.90312195,-58.60195000
33.95080566,-69.62449000
33.99848938,-63.23547000
34.04617310,-66.97025000
34.09385681,-58.81265000
34.14154053,-61.13255000
34.18922424,-58.45113000
34.23690796,-53.75368000
34.28459167,-52.21422000
34.33227539,-59.06687000
34.37995911,-58.29602000
34.42764282,-56.75432000
34.47532654,-54.29819000
34.52301025,-52.70315000
34.57069397,-62.46847000
34.61837769,-60.08278000
34.66606140,-59.62804000
34.71374512,-56.43301000
34.76142883,-60.86341000
34.80911255,-63.25477000
34.85679626,-55.00410000
34.90447998,-53.71712000
34.95216370,-59.71928000
34.99984741,-68.48301000
35.04753113,-67.53024000
35.09521484,-74.77080000
35.14289856,-62.32536000
35.19058228,-66.51384000
35.23826599,-64.44118000
35.28594971,-63.38615000
35.33363342,-79.08864000
35.38131714,-67.11127000
35.42900085,-57.86279000
35.47668457,-54.45546000
35.52436829,-56.36485000
35.57205200,-58.30248000
35.61973572,-55.84022000
35.66741943,-53.97953000
35.71510315,-53.09227000
35.76278687,-51.85824000
35.81047058,-49.83070000
35.85815430,-49.45616000
35.90583801,-51.44685000
35.95352173,-54.08533000
36.00120544,-55.82897000
36.04888916,-56.83961000
36.09657288,-56.38496000
36.14425659,-55.38728000
36.19194031,-52.29982000
36.23962402,-52.36387000
36.28730774,-57.04693000
36.33499146,-63.82942000
36.38267517,-65.45530000
36.43035889,-86.78458000
36.47804260,-54.61092000
36.52572632,-52.52823000
36.57341003,-59.05515000
36.62109375,-54.06998000
36.66877747,-67.27400000
36.71646118,-53.98260000
36.76414490,-54.25773000
36.81182861,-67.95982000
36.85951233,-64.83779000
36.90719604,-67.72601000
36.95487976,-59.26095000
37.00256348,-54.96294000
37.05024719,-52.16496000
37.09793091,-55.64923000
37.14561462,-68.53967000
37.19329834,-64.73387000
37.24098206,-55.77308000
37.28866577,-58.63425000
37.33634949,-56.07504000
37.38403320,-53.47539000
37.43171692,-53.74051000
37.47940063,-61.16871000
37.52708435,-61.18769000
37.57476807,-67.21732000
37.62245178,-56.34433000
37.67013550,-51.74174000
37.71781921,-55.27224000
37.76550293,-58.60311000
37.81318665,-51.20729000
37.86087036,-54.34546000
37.90855408,-52.16344000
37.95623779,-51.86129000
38.00392151,-56.58352000
38.05160522,-60.72452000
38.09928894,-59.26092000
38.14697266,-60.12571000
38.19465637,-69.49068000
38.24234009,-57.73801000
38.29002380,-58.65393000
38.33770752,-72.91637000
38.38539124,-59.50221000
38.43307495,-59.33331000
38.48075867,-59.73777000
38.52844238,-59.32300000
38.57612610,-63.54187000
38.62380981,-66.23074000
38.67149353,-54.56541000
38.71917725,-53.14748000
38.76686096,-57.04860000
38.81454468,-59.81281000
38.86222839,-65.31963000
38.90991211,-56.15425000
38.95759583,-53.00813000
39.00527954,-57.91763000
39.05296326,-64.06377000
39.10064697,-64.75864000
39.14833069,-56.57118000
39.19601440,-54.59382000
39.24369812,-56.58092000
39.29138184,-59.66037000
39.33906555,-60.16389000
39.38674927,-57.68692000
39.43443298,-54.07914000
39.48211670,-57.62682000
39.52980042,-64.22504000
39.57748413,-64.02776000
39.62516785,-64.54803000
39.67285156,-64.43495000
39.72053528,-56.16923000
39.76821899,-53.74133000
39.81590271,-55.92480000
39.86358643,-67.13136000
39.91127014,-66.77825000
39.95895386,-59.35448000
40.00663757,-59.47067000
40.05432129,-61.57558000
40.10200500,-60.58088000
40.14968872,-54.30431000
40.19737244,-53.75582000
40.24505615,-53.70013000
40.29273987,-53.84163000
40.34042358,-55.18375000
40.38810730,-51.59031000
40.43579102,-50.74702000
40.48347473,-58.73883000
40.53115845,-58.41588000
40.57884216,-54.41664000
40.62652588,-61.77531000
40.67420959,-52.80227000
40.72189331,-51.22635000
40.76957703,-56.14563000
40.81726074,-70.01075000
40.86494446,-65.48540000
40.91262817,-65.34671000
40.96031189,-63.97453000
41.00799561,-61.80762000
41.05567932,-67.31994000
41.10336304,-63.30040000
41.15104675,-60.05270000
41.19873047,-57.31208000
41.24641418,-54.42696000
41.29409790,-53.39072000
41.34178162,-52.18700000
41.38946533,-53.61465000
41.43714905,-63.34206000
41.48483276,-55.07779000
41.53251648,-49.90264000
41.58020020,-53.49739000
41.62788391,-59.07118000
41.67556763,-68.68356000
41.72325134,-52.22800000
41.77093506,-50.84491000
41.81861877,-57.45494000
41.86630249,-64.04766000
41.91398621,-64.79823000
41.96166992,-62.54467000
42.00935364,-71.02615000
42.05703735,-55.47470000
42.10472107,-50.30515000
42.15240479,-50.07589000
42.20008850,-54.34116000
42.24777222,-56.94179000
42.29545593,-56.20782000
42.34313965,-54.79932000
42.39082336,-54.88819000
42.43850708,-52.55625000
42.48619080,-50.89408000
42.53387451,-53.60783000
42.58155823,-59.01677000
42.62924194,-61.87521000
42.67692566,-55.89594000
42.72460938,-57.12781000
42.77229309,-56.64028000
42.81997681,-62.85572000
42.86766052,-74.70902000
42.91534424,-58.27829000
42.96302795,-54.14871000
43.01071167,-55.21104000
43.05839539,-54.22674000
43.10607910,-55.45015000
43.15376282,-65.35376000
43.20144653,-55.73183000
43.24913025,-52.04487000
43.29681396,-50.44334000
43.34449768,-53.72213000
43.39218140,-63.79480000
43.43986511,-57.00061000
43.48754883,-55.05505000
43.53523254,-54.42418000
43.58291626,-59.59517000
43.63059998,-55.34230000
43.67828369,-56.83836000
43.72596741,-62.84956000
43.77365112,-60.89582000
43.82133484,-64.27006000
43.86901855,-61.06865000
43.91670227,-52.56191000
43.96438599,-49.29523000
44.01206970,-49.57476000
44.05975342,-49.45393000
44.10743713,-52.74120000
44.15512085,-62.85329000
44.20280457,-70.21104000
44.25048828,-57.23116000
44.29817200,-54.81617000
44.34585571,-64.54480000
44.39353943,-60.66275000
44.44122314,-60.14694000
44.48890686,-53.70139000
44.53659058,-55.68585000
44.58427429,-63.32877000
44.63195801,-61.37512000
44.67964172,-62.29301000
44.72732544,-63.55763000
44.77500916,-64.68665000
44.82269287,-55.89922000
44.87037659,-52.44889000
44.91806030,-57.18801000
44.96574402,-68.15833000
45.01342773,-57.77393000
45.06111145,-60.56234000
45.10879517,-64.07645000
45.15647888,-56.84942000
45.20416260,-62.53633000
45.25184631,-57.34568000
45.29953003,-54.34805000
45.34721375,-55.60630000
45.39489746,-59.02806000
45.44258118,-63.56263000
45.49026489,-60.47978000
45.53794861,-56.36546000
45.58563232,-54.80488000
45.63331604,-52.46494000
45.68099976,-52.00773000
45.72868347,-57.53730000
45.77636719,-73.08221000
45.82405090,-60.42722000
45.87173462,-57.87862000
45.91941833,-70.47538000
45.96710205,-60.48061000
46.01478577,-50.02304000
46.06246948,-48.34852000
46.11015320,-52.90802000
46.15783691,-51.07283000
46.20552063,-50.45094000
46.25320435,-51.35472000
46.30088806,-57.02488000
46.34857178,-65.93921000
46.39625549,-62.02218000
46.44393921,-60.02262000
46.49162292,-61.73889000
46.53930664,-64.97465000
46.58699036,-59.79416000
46.63467407,-56.77433000
46.68235779,-60.49981000
46.73004150,-54.27682000
46.77772522,-51.35250000
46.82540894,-52.72904000
46.87309265,-57.11191000
46.92077637,-60.34266000
46.96846008,-59.08654000
47.01614380,-58.06583000
47.06382751,-56.95778000
47.11151123,-58.36228000
47.15919495,-54.41181000
47.20687866,-55.89981000
47.25456238,-62.37789000
47.30224609,-60.61092000
47.34992981,-61.75399000
47.39761353,-64.47990000
47.44529724,-53.78825000
47.49298096,-55.45503000
47.54066467,-57.71477000
47.58834839,-55.42262000
47.63603210,-52.82765000
47.68371582,-54.76981000
47.73139954,-60.48420000
47.77908325,-58.55575000
47.82676697,-60.06170000
47.87445068,-71.78668000
47.92213440,-59.51281000
47.96981812,-55.71431000
48.01750183,-52.69754000
48.06518555,-53.87383000
48.11286926,-53.22087000
48.16055298,-51.64288000
48.20823669,-56.13373000
48.25592041,-60.88278000
48.30360413,-55.63609000
48.35128784,-54.74821000
48.39897156,-58.18180000
48.44665527,-62.23757000
48.49433899,-53.58053000
48.54202271,-53.33344000
48.58970642,-56.92092000
48.63739014,-52.08231000
48.68507385,-55.20916000
48.73275757,-56.16328000
48.78044128,-52.86842000
48.82812500,-51.27536000
48.87580872,-53.20995000
48.92349243,-59.72878000
48.97117615,-70.03072000
49.01885986,-59.91579000
49.06654358,-52.89260000
49.11422729,-53.41719000
49.16191101,-55.86233000
49.20959473,-58.86463000
49.25727844,-69.80004000
49.30496216,-63.43176000
49.35264587,-69.12621000
49.40032959,-64.88246000
49.44801331,-54.38951000
49.49569702,-52.46129000
49.54338074,-57.37963000
49.59106445,-60.48221000
49.63874817,-63.39429000
49.68643188,-61.14843000
49.73411560,-61.03492000
49.78179932,-58.26037000
49.82948303,-51.82898000
49.87716675,-56.19778000
49.92485046,-68.07043000
49.97253418,-68.49660000
50.02021790,-63.87809000
50.06790161,-60.91126000
50.11558533,-59.63626000
50.16326904,-60.09081000
50.21095276,-66.67866000
50.25863647,-61.76815000
50.30632019,-58.33349000
50.35400391,-58.87673000
50.40168762,-56.36340000
50.44937134,-61.75215000
50.49705505,-64.85567000
50.54473877,-67.04817000
50.59242249,-60.65228000
50.64010620,-64.75599000
50.68778992,-61.75089000
50.73547363,-53.33199000
50.78315735,-55.06886000
50.83084106,-61.16439000
50.87852478,-65.45572000
50.92620850,-63.60716000
50.97389221,-56.23265000
51.02157593,-56.15747000
51.06925964,-56.26800000
51.11694336,-51.56779000
