"Frequency[kHz]","Channel[dBu]"
18.73970032,-57.26556000
18.78738403,-54.30500000
18.83506775,-53.71183000
18.88275146,-52.72921000
18.93043518,-51.54262000
18.97811890,-54.66853000
19.02580261,-62.77842000
19.07348633,-74.22133000
19.12117004,-59.84169000
19.16885376,-52.91562000
19.21653748,-50.15482000
19.26422119,-48.88470000
19.31190491,-50.00517000
19.35958862,-52.07465000
19.40727234,-53.39518000
19.45495605,-53.92796000
19.50263977,-53.12309000
19.55032349,-53.04854000
19.59800720,-54.87784000
19.64569092,-61.02681000
19.69337463,-57.42302000
19.74105835,-55.51941000
19.78874207,-55.63633000
19.83642578,-54.99388000
19.88410950,-59.72784000
19.93179321,-71.66772000
19.97947693,-57.60025000
20.02716064,-59.29018000
20.07484436,-58.35649000
20.12252808,-56.18072000
20.17021179,-53.32018000
20.21789551,-49.22609000
20.26557922,-50.39549000
20.31326294,-60.33614000
20.36094666,-81.88272000
20.40863037,-67.92743000
20.45631409,-64.04595000
20.50399780,-61.93795000
20.55168152,-65.75309000
20.59936523,-63.03296000
20.64704895,-60.22092000
20.69473267,-62.34414000
20.74241638,-52.48634000
20.79010010,-53.84899000
20.83778381,-63.82399000
20.88546753,-53.18817000
20.93315125,-52.56205000
20.98083496,-59.33208000
21.02851868,-63.77708000
21.07620239,-57.49978000
21.12388611,-52.46949000
21.17156982,-54.27990000
21.21925354,-63.91800000
21.26693726,-59.18661000
21.31462097,-54.52766000
21.36230469,-56.08051000
21.40998840,-61.51210000
21.45767212,-62.12643000
21.50535583,-56.07222000
21.55303955,-58.29174000
21.60072327,-68.60956000
21.64840698,-69.45538000
21.69609070,-59.45373000
21.74377441,-56.33503000
21.79145813,-54.82565000
21.83914185,-53.93475000
21.88682556,-59.56612000
21.93450928,-58.92601000
21.98219299,-59.21809000
22.02987671,-59.40304000
22.07756042,-53.56317000
22.12524414,-51.57440000
22.17292786,-53.13440000
22.22061157,-54.27967000
22.26829529,-54.13515000
22.31597900,-58.14658000
22.36366272,-54.96196000
22.41134644,-52.38334000
22.45903015,-60.46664000
22.50671387,-53.14769000
22.55439758,-49.91389000
22.60208130,-50.17498000
22.64976501,-52.80941000
22.69744873,-53.61571000
22.74513245,-53.97426000
22.79281616,-56.41512000
22.84049988,-60.47702000
22.88818359,-66.46031000
22.93586731,-63.16830000
22.98355103,-54.35923000
23.03123474,-52.08105000
23.07891846,-50.97199000
23.12660217,-50.92255000
23.17428589,-54.21491000
23.22196960,-60.57886000
23.26965332,-56.78869000
23.31733704,-53.85027000
23.36502075,-60.07299000
23.41270447,-67.30803000
23.46038818,-55.98084000
23.50807190,-56.21643000
23.55575562,-57.00796000
23.60343933,-55.22795000
23.65112305,-61.42148000
23.69880676,-65.56084000
23.74649048,-59.17204000
23.79417419,-56.25703000
23.84185791,-63.83797000
23.88954163,-59.97258000
23.93722534,-52.66443000
23.98490906,-51.08784000
24.03259277,-53.15247000
24.08027649,-51.32419000
24.12796021,-48.92447000
24.17564392,-51.41750000
24.22332764,-58.06624000
24.27101135,-59.00396000
24.31869507,-56.74193000
24.36637878,-55.62480000
24.41406250,-52.24194000
24.46174622,-51.06733000
24.50942993,-53.06808000
24.55711365,-56.25507000
24.60479736,-61.87965000
24.65248108,-67.46268000
24.70016479,-59.62834000
24.74784851,-55.00341000
24.79553223,-50.92058000
24.84321594,-52.92076000
24.89089966,-82.89357000
24.93858337,-71.76967000
24.98626709,-62.19582000
25.03395081,-68.94240000
25.08163452,-80.68929000
25.12931824,-68.57445000
25.17700195,-59.45641000
25.22468567,-52.77963000
25.27236938,-52.51825000
25.32005310,-54.44381000
25.36773682,-55.64220000
25.41542053,-59.26689000
25.46310425,-64.84907000
25.51078796,-54.24099000
25.55847168,-55.43575000
25.60615540,-54.56231000
25.65383911,-51.31771000
25.70152283,-53.93379000
25.74920654,-57.05768000
25.79689026,-56.17237000
25.84457397,-54.14438000
25.89225769,-50.03873000
25.93994141,-47.03600000
25.98762512,-47.26885000
26.03530884,-49.74371000
26.08299255,-54.68697000
26.13067627,-54.83716000
26.17835999,-52.78240000
26.22604370,-59.35322000
26.27372742,-58.04462000
26.32141113,-52.61940000
26.36909485,-57.02916000
26.41677856,-71.50594000
26.46446228,-62.12332000
26.51214600,-62.97760000
26.55982971,-54.49063000
26.60751343,-53.88457000
26.65519714,-59.88209000
26.70288086,-65.18590000
26.75056458,-55.38467000
26.79824829,-58.42391000
26.84593201,-71.49306000
26.89361572,-59.69032000
26.94129944,-54.50861000
26.98898315,-50.53368000
27.03666687,-52.62984000
27.08435059,-60.34106000
27.13203430,-59.37964000
27.17971802,-58.51456000
27.22740173,-54.84083000
27.27508545,-57.42173000
27.32276917,-61.84180000
27.37045288,-61.37003000
27.41813660,-57.43365000
27.46582031,-53.77850000
27.51350403,-54.69733000
27.56118774,-56.60896000
27.60887146,-57.57507000
27.65655518,-65.39909000
27.70423889,-60.98366000
27.75192261,-56.33833000
27.79960632,-54.10295000
27.84729004,-60.20884000
27.89497375,-68.67723000
27.94265747,-64.33266000
27.99034119,-54.12957000
28.03802490,-52.81094000
28.08570862,-52.86578000
28.13339233,-58.03879000
28.18107605,-56.23900000
28.22875977,-58.50430000
28.27644348,-61.94692000
28.32412720,-67.12248000
28.37181091,-63.77784000
28.41949463,-64.75059000
28.46717834,-64.30310000
28.51486206,-54.06533000
28.56254578,-49.83003000
28.61022949,-49.41374000
28.65791321,-50.73983000
28.70559692,-60.05085000
28.75328064,-66.42316000
28.80096436,-58.12233000
28.84864807,-53.26555000
28.89633179,-56.21748000
28.94401550,-65.55167000
28.99169922,-66.77085000
29.03938293,-62.94945000
29.08706665,-59.49353000
29.13475037,-56.05304000
29.18243408,-55.50906000
29.23011780,-59.66222000
29.27780151,-63.55164000
29.32548523,-56.40198000
29.37316895,-53.26474000
29.42085266,-58.49965000
29.46853638,-60.47272000
29.51622009,-54.45766000
29.56390381,-61.14815000
29.61158752,-56.65035000
29.65927124,-55.69916000
29.70695496,-58.61400000
29.75463867,-56.35120000
29.80232239,-55.87048000
29.85000610,-60.50683000
29.89768982,-51.77466000
29.94537354,-50.29191000
29.99305725,-52.30312000
30.04074097,-52.95993000
30.08842468,-55.99717000
30.13610840,-57.24001000
30.18379211,-56.39240000
30.23147583,-69.87267000
30.27915955,-61.90737000
30.32684326,-59.38801000
30.37452698,-59.84241000
30.42221069,-55.78610000
30.46989441,-54.68831000
30.51757813,-56.53875000
30.56526184,-62.47056000
30.61294556,-63.73317000
30.66062927,-63.45409000
30.70831299,-65.49320000
30.75599670,-52.31709000
30.80368042,-49.60381000
30.85136414,-51.51045000
30.89904785,-55.63383000
30.94673157,-58.66176000
30.99441528,-57.59608000
31.04209900,-59.24760000
31.08978271,-57.31676000
31.13746643,-59.90532000
31.18515015,-60.16928000
31.23283386,-56.00555000
31.28051758,-57.31956000
31.32820129,-70.25614000
31.37588501,-68.03281000
31.42356873,-56.40663000
31.47125244,-50.18269000
31.51893616,-49.61284000
31.56661987,-51.40083000
31.61430359,-50.99869000
31.66198730,-51.67274000
31.70967102,-51.81873000
31.75735474,-53.87702000
31.80503845,-59.21314000
31.85272217,-52.15194000
31.90040588,-57.27011000
31.94808960,-61.81838000
31.99577332,-56.97580000
32.04345703,-55.21317000
32.09114075,-56.17115000
32.13882446,-62.51894000
32.18650818,-62.22540000
32.23419189,-59.61079000
32.28187561,-71.42916000
32.32955933,-53.54055000
32.37724304,-51.79633000
32.42492676,-53.87909000
32.47261047,-63.66521000
32.52029419,-56.81972000
32.56797791,-58.81251000
32.61566162,-62.59663000
32.66334534,-56.19773000
32.71102905,-55.04816000
32.75871277,-54.05803000
32.80639648,-54.60701000
32.85408020,-55.61895000
32.90176392,-59.29047000
32.94944763,-65.01681000
32.99713135,-60.01146000
33.04481506,-59.44115000
33.09249878,-61.92551000
33.14018250,-55.86479000
33.18786621,-55.38609000
33.23554993,-62.45974000
33.28323364,-65.32928000
33.33091736,-60.60842000
33.37860107,-62.49315000
33.42628479,-68.04147000
33.47396851,-59.57650000
33.52165222,-56.63704000
33.56933594,-61.10195000
33.61701965,-65.47197000
33.66470337,-71.69298000
33.71238708,-61.34493000
33.76007080,-60.28638000
33.80775452,-57.41941000
33.85543823,-62.36560000
33.90312195,-60.54123000
33.95080566,-59.42653000
33.99848938,-56.37090000
34.04617310,-54.32154000
34.09385681,-54.60877000
34.14154053,-58.27076000
34.18922424,-62.15261000
34.23690796,-57.46696000
34.28459167,-54.09021000
34.33227539,-53.38618000
34.37995911,-53.66798000
34.42764282,-56.26193000
34.47532654,-59.66784000
34.52301025,-54.61878000
34.57069397,-53.33428000
34.61837769,-61.23448000
34.66606140,-53.60437000
34.71374512,-58.07892000
34.76142883,-66.54633000
34.80911255,-61.78581000
34.85679626,-90.73463000
34.90447998,-62.74691000
34.95216370,-57.79593000
34.99984741,-60.48401000
35.04753113,-61.05438000
35.09521484,-61.13678000
35.14289856,-64.32909000
35.19058228,-61.92175000
35.23826599,-58.49140000
35.28594971,-56.12510000
35.33363342,-60.57663000
35.38131714,-70.81315000
35.42900085,-73.83076000
35.47668457,-60.88259000
35.52436829,-64.73479000
35.57205200,-56.41247000
35.61973572,-53.10021000
35.66741943,-56.09385000
35.71510315,-56.48572000
35.76278687,-52.80511000
35.81047058,-50.68069000
35.85815430,-54.53006000
35.90583801,-71.56206000
35.95352173,-59.49317000
36.00120544,-54.38708000
36.04888916,-54.07645000
36.09657288,-60.37315000
36.14425659,-66.75165000
36.19194031,-57.29898000
36.23962402,-57.72324000
36.28730774,-60.27868000
36.33499146,-57.42113000
36.38267517,-54.69992000
36.43035889,-50.96864000
36.47804260,-49.60400000
36.52572632,-55.75130000
36.57341003,-93.37135000
36.62109375,-55.81671000
36.66877747,-53.41833000
36.71646118,-62.26559000
36.76414490,-70.10683000
36.81182861,-66.76189000
36.85951233,-77.79461000
36.90719604,-65.80598000
36.95487976,-56.79582000
37.00256348,-54.37391000
37.05024719,-53.47870000
37.09793091,-52.08141000
37.14561462,-51.09709000
37.19329834,-54.30701000
37.24098206,-57.70354000
37.28866577,-58.30736000
37.33634949,-59.41756000
37.38403320,-67.65580000
37.43171692,-61.85922000
37.47940063,-58.67572000
37.52708435,-63.07511000
37.57476807,-67.66994000
37.62245178,-71.59978000
37.67013550,-56.39053000
37.71781921,-49.68439000
37.76550293,-49.65024000
37.81318665,-52.23218000
37.86087036,-56.26271000
37.90855408,-53.83661000
37.95623779,-53.23458000
38.00392151,-52.84084000
38.05160522,-53.85524000
38.09928894,-61.20757000
38.14697266,-61.54135000
38.19465637,-52.66903000
38.24234009,-51.36206000
38.29002380,-55.74276000
38.33770752,-57.07290000
38.38539124,-50.31052000
38.43307495,-52.57955000
38.48075867,-56.67379000
38.52844238,-51.58566000
38.57612610,-53.18364000
38.62380981,-66.88565000
38.67149353,-62.00361000
38.71917725,-64.44328000
38.76686096,-53.92683000
38.81454468,-52.00880000
38.86222839,-55.27983000
38.90991211,-58.98294000
38.95759583,-68.22272000
39.00527954,-61.06628000
39.05296326,-58.74111000
39.10064697,-55.88908000
39.14833069,-55.03159000
39.19601440,-62.45235000
39.24369812,-67.04263000
39.29138184,-66.27603000
39.33906555,-55.65606000
39.38674927,-51.21489000
39.43443298,-53.99851000
39.48211670,-60.07381000
39.52980042,-53.43293000
39.57748413,-57.24841000
39.62516785,-63.26360000
39.67285156,-61.69713000
39.72053528,-71.76579000
39.76821899,-57.43252000
39.81590271,-52.91882000
39.86358643,-53.25477000
39.91127014,-64.42686000
39.95895386,-58.31381000
40.00663757,-61.27166000
40.05432129,-70.32384000
40.10200500,-58.47058000
40.14968872,-52.00244000
40.19737244,-51.83075000
40.24505615,-57.87603000
40.29273987,-67.45400000
40.34042358,-66.09361000
40.38810730,-62.99556000
40.43579102,-62.18197000
40.48347473,-62.08279000
40.53115845,-57.82106000
40.57884216,-56.87876000
40.62652588,-55.32209000
40.67420959,-53.88255000
40.72189331,-54.05285000
40.76957703,-55.50810000
40.81726074,-56.97741000
40.86494446,-57.69226000
40.91262817,-62.18866000
40.96031189,-67.76031000
41.00799561,-66.08437000
41.05567932,-56.51659000
41.10336304,-53.14412000
41.15104675,-60.50686000
41.19873047,-54.02251000
41.24641418,-54.90656000
41.29409790,-57.71319000
41.34178162,-58.49614000
41.38946533,-60.56565000
41.43714905,-50.76519000
41.48483276,-49.67006000
41.53251648,-51.85960000
41.58020020,-55.23007000
41.62788391,-57.62637000
41.67556763,-60.81627000
41.72325134,-62.18586000
41.77093506,-54.93392000
41.81861877,-55.44751000
41.86630249,-57.34232000
41.91398621,-64.08632000
41.96166992,-59.02039000
42.00935364,-55.23552000
42.05703735,-54.47056000
42.10472107,-57.62539000
42.15240479,-59.33378000
42.20008850,-52.77725000
42.24777222,-56.49095000
42.29545593,-58.16239000
42.34313965,-55.74374000
42.39082336,-57.58204000
42.43850708,-55.83707000
42.48619080,-64.60565000
42.53387451,-55.93601000
42.58155823,-52.66362000
42.62924194,-53.61861000
42.67692566,-56.06292000
42.72460938,-58.30555000
42.77229309,-56.52114000
42.81997681,-58.59131000
42.86766052,-68.22720000
42.91534424,-58.76333000
42.96302795,-53.93052000
43.01071167,-53.12653000
43.05839539,-53.37123000
43.10607910,-55.28936000
43.15376282,-65.54780000
43.20144653,-55.71334000
43.24913025,-56.17812000
43.29681396,-51.81535000
43.34449768,-50.21846000
43.39218140,-53.80206000
43.43986511,-65.27341000
43.48754883,-72.00926000
43.53523254,-56.21679000
43.58291626,-52.76218000
43.63059998,-62.80352000
43.67828369,-55.67558000
43.72596741,-51.18486000
43.77365112,-52.73497000
43.82133484,-61.29231000
43.86901855,-77.60920000
43.91670227,-62.02018000
43.96438599,-55.00039000
44.01206970,-55.42536000
44.05975342,-58.86494000
44.10743713,-53.87795000
44.15512085,-61.88071000
44.20280457,-70.60614000
44.25048828,-70.70120000
44.29817200,-67.34023000
44.34585571,-57.61061000
44.39353943,-59.95557000
44.44122314,-67.85031000
44.48890686,-79.93168000
44.53659058,-69.13117000
44.58427429,-61.71117000
44.63195801,-53.58142000
44.67964172,-51.80827000
44.72732544,-57.12757000
44.77500916,-63.91593000
44.82269287,-53.41586000
44.87037659,-53.77444000
44.91806030,-51.95696000
44.96574402,-54.16137000
45.01342773,-61.72170000
45.06111145,-51.75232000
45.10879517,-50.45163000
45.15647888,-50.76476000
45.20416260,-50.07962000
45.25184631,-50.73249000
45.29953003,-54.15510000
45.34721375,-55.25709000
45.39489746,-53.48111000
45.44258118,-55.79251000
45.49026489,-53.90837000
45.53794861,-61.67986000
45.58563232,-57.17743000
45.63331604,-55.44731000
45.68099976,-58.51995000
45.72868347,-52.61673000
45.77636719,-50.72624000
45.82405090,-56.80860000
45.87173462,-68.80803000
45.91941833,-62.24310000
45.96710205,-60.80024000
46.01478577,-50.85286000
46.06246948,-50.01174000
46.11015320,-57.05422000
46.15783691,-65.32629000
46.20552063,-69.25746000
46.25320435,-68.10273000
46.30088806,-61.02131000
46.34857178,-56.19415000
46.39625549,-52.66918000
46.44393921,-51.55856000
46.49162292,-54.10963000
46.53930664,-58.51813000
46.58699036,-70.53376000
46.63467407,-70.66221000
46.68235779,-71.05296000
46.73004150,-62.70679000
46.77772522,-59.54445000
46.82540894,-53.98001000
46.87309265,-51.92400000
46.92077637,-52.13942000
46.96846008,-56.85144000
47.01614380,-62.36179000
47.06382751,-51.82571000
47.11151123,-50.76980000
47.15919495,-55.82609000
47.20687866,-65.07138000
47.25456238,-62.88398000
47.30224609,-63.68081000
47.34992981,-71.31704000
47.39761353,-65.95191000
47.44529724,-67.08494000
47.49298096,-55.82504000
47.54066467,-52.89202000
47.58834839,-54.77993000
47.63603210,-62.20680000
47.68371582,-63.14102000
47.73139954,-58.19944000
47.77908325,-56.57478000
47.82676697,-57.06996000
47.87445068,-60.55384000
47.92213440,-59.21783000
47.96981812,-60.41400000
48.01750183,-61.38847000
48.06518555,-61.06888000
48.11286926,-54.63194000
48.16055298,-53.33323000
48.20823669,-55.05401000
48.25592041,-56.93065000
48.30360413,-59.46791000
48.35128784,-53.64969000
48.39897156,-53.40862000
48.44665527,-61.84995000
48.49433899,-57.58429000
48.54202271,-56.02885000
48.58970642,-57.10378000
48.63739014,-59.16004000
48.68507385,-56.10744000
48.73275757,-56.89827000
48.78044128,-69.89200000
48.82812500,-53.38411000
48.87580872,-52.93955000
48.92349243,-51.18946000
48.97117615,-50.42900000
49.01885986,-55.45838000
49.06654358,-57.17951000
49.11422729,-50.82389000
49.16191101,-52.48848000
49.20959473,-57.41827000
49.25727844,-56.55529000
49.30496216,-52.87780000
49.35264587,-53.91734000
49.40032959,-58.78268000
49.44801331,-57.95900000
49.49569702,-54.94154000
49.54338074,-65.42823000
49.59106445,-58.26146000
49.63874817,-59.29866000
49.68643188,-63.27835000
49.73411560,-64.39057000
49.78179932,-62.10321000
49.82948303,-56.42784000
49.87716675,-52.84306000
49.92485046,-59.80976000
49.97253418,-56.81110000
50.02021790,-52.90097000
50.06790161,-54.80412000
50.11558533,-61.42088000
50.16326904,-63.25285000
50.21095276,-55.16378000
50.25863647,-50.51660000
50.30632019,-50.38457000
50.35400391,-60.83366000
50.40168762,-56.58541000
50.44937134,-53.16632000
50.49705505,-56.21341000
50.54473877,-54.00955000
50.59242249,-55.24655000
50.64010620,-64.11704000
50.68778992,-59.12094000
50.73547363,-52.18521000
50.78315735,-49.07395000
50.83084106,-55.44794000
50.87852478,-63.02398000
50.92620850,-58.81867000
50.97389221,-58.16143000
51.02157593,-60.97870000
51.06925964,-70.78699000
51.11694336,-64.93266000
