Frequency;Channel A
(kHz);(dBu)

0,00000000;-24,98061000
0,04768372;-32,17159000
0,09536743;-48,62220000
0,14305115;-54,41184000
0,19073486;-52,96465000
0,23841858;-52,39907000
0,28610229;-53,71128000
0,33378601;-51,19981000
0,38146973;-50,36422000
0,42915344;-55,18278000
0,47683716;-61,19775000
0,52452087;-56,34436000
0,57220459;-56,55539000
0,61988831;-55,86422000
0,66757202;-60,82365000
0,71525574;-59,63493000
0,76293945;-60,25348000
0,81062317;-61,25336000
0,85830688;-52,57637000
0,90599060;-48,95649000
0,95367432;-48,57169000
1,00135803;-52,95507000
1,04904175;-68,72397000
1,09672546;-53,26130000
1,14440918;-51,08798000
1,19209290;-55,34858000
1,23977661;-57,96642000
1,28746033;-51,20242000
1,33514404;-59,35072000
1,38282776;-46,26726000
1,43051147;-51,08006000
1,47819519;-38,41597000
1,52587891;-25,73264000
1,57356262;-12,79464000
1,62124634;-6,28346400
1,66893005;-7,20440400
1,71661377;-15,59672000
1,76429749;-27,43744000
1,81198120;-44,17650000
1,85966492;-43,58723000
1,90734863;-42,83611000
1,95503235;-50,32235000
2,00271606;-46,10131000
2,05039978;-54,11807000
2,09808350;-61,71566000
2,14576721;-62,43435000
2,19345093;-54,14969000
2,24113464;-62,09982000
2,28881836;-58,96303000
2,33650208;-61,67839000
2,38418579;-55,52425000
2,43186951;-52,99864000
2,47955322;-59,25174000
2,52723694;-54,75750000
2,57492065;-50,42810000
2,62260437;-51,95679000
2,67028809;-51,45788000
2,71797180;-49,76316000
2,76565552;-52,81950000
2,81333923;-61,39840000
2,86102295;-53,90884000
2,90870667;-50,10376000
2,95639038;-48,23931000
3,00407410;-46,24098000
3,05175781;-46,44810000
3,09944153;-49,32794000
3,14712524;-61,15497000
3,19480896;-56,45802000
3,24249268;-53,51282000
3,29017639;-55,60967000
3,33786011;-61,91021000
3,38554382;-54,44409000
3,43322754;-54,29197000
3,48091125;-49,46911000
3,52859497;-47,16678000
3,57627869;-48,38833000
3,62396240;-48,79570000
3,67164612;-48,54204000
3,71932983;-48,78168000
3,76701355;-55,69433000
3,81469727;-61,60903000
3,86238098;-58,04926000
3,91006470;-54,77480000
3,95774841;-54,26985000
4,00543213;-62,79791000
4,05311584;-57,60899000
4,10079956;-55,03779000
4,14848328;-60,39758000
4,19616699;-53,93208000
4,24385071;-59,62394000
4,29153442;-52,37292000
4,33921814;-53,45987000
4,38690186;-60,63605000
4,43458557;-63,84363000
4,48226929;-63,35590000
4,52995300;-55,02217000
4,57763672;-61,59893000
4,62532043;-67,28535000
4,67300415;-55,04122000
4,72068787;-52,37022000
4,76837158;-46,03967000
4,81605530;-44,63032000
4,86373901;-44,76290000
4,91142273;-42,29369000
4,95910645;-40,69477000
5,00679016;-41,60757000
5,05447388;-45,59957000
5,10215759;-53,69422000
5,14984131;-50,97097000
5,19752502;-49,48792000
5,24520874;-50,78415000
5,29289246;-56,34411000
5,34057617;-59,40452000
5,38825989;-50,60126000
5,43594360;-48,98948000
5,48362732;-56,93327000
5,53131104;-59,96406000
5,57899475;-51,42056000
5,62667847;-50,95815000
5,67436218;-57,56460000
5,72204590;-58,02674000
5,76972961;-64,94563000
5,81741333;-76,07056000
5,86509705;-58,26283000
5,91278076;-51,82539000
5,96046448;-52,09584000
6,00814819;-54,78084000
6,05583191;-53,34416000
6,10351563;-52,48798000
6,15119934;-55,13872000
6,19888306;-60,10287000
6,24656677;-64,57141000
6,29425049;-57,86171000
