Frequency;Channel A
(kHz);(dBu)

25,03395081;-56,43900000
25,08163452;-72,64329000
25,12931824;-61,46223000
25,17700195;-66,89204000
25,22468567;-58,19498000
25,27236938;-57,54380000
25,32005310;-62,33831000
25,36773682;-62,45819000
25,41542053;-52,95071000
25,46310425;-53,34299000
25,51078796;-64,76891000
25,55847168;-59,02172000
25,60615540;-57,91949000
25,65383911;-69,79276000
25,70152283;-60,05372000
25,74920654;-56,13731000
25,79689026;-60,28257000
25,84457397;-67,80961000
25,89225769;-55,87787000
25,93994141;-53,71445000
25,98762512;-53,74337000
26,03530884;-52,08268000
26,08299255;-51,33791000
26,13067627;-57,28609000
26,17835999;-57,16226000
26,22604370;-54,64003000
26,27372742;-58,66785000
26,32141113;-59,38345000
26,36909485;-60,88710000
26,41677856;-64,54216000
26,46446228;-75,35416000
26,51214600;-62,13725000
26,55982971;-55,62032000
26,60751343;-52,87474000
26,65519714;-53,66532000
26,70288086;-55,88388000
26,75056458;-57,11394000
26,79824829;-60,21790000
26,84593201;-54,04324000
26,89361572;-54,67770000
26,94129944;-55,43030000
26,98898315;-54,16760000
27,03666687;-62,07057000
27,08435059;-66,32645000
27,13203430;-71,12872000
27,17971802;-60,26832000
27,22740173;-56,81978000
27,27508545;-59,96399000
27,32276917;-58,45720000
27,37045288;-58,39966000
27,41813660;-74,42283000
27,46582031;-61,47070000
27,51350403;-61,09791000
27,56118774;-57,82256000
27,60887146;-57,31674000
27,65655518;-65,88943000
27,70423889;-64,23631000
27,75192261;-55,38189000
27,79960632;-57,18497000
27,84729004;-62,88020000
27,89497375;-53,33908000
27,94265747;-56,48414000
27,99034119;-55,09109000
28,03802490;-53,20313000
28,08570862;-62,54633000
28,13339233;-54,51068000
28,18107605;-52,16624000
28,22875977;-57,08265000
28,27644348;-58,48235000
28,32412720;-61,82133000
28,37181091;-68,04833000
28,41949463;-59,37907000
28,46717834;-54,15718000
28,51486206;-56,58939000
28,56254578;-55,24472000
28,61022949;-49,83036000
28,65791321;-51,83910000
28,70559692;-60,66996000
28,75328064;-57,23220000
28,80096436;-56,05341000
28,84864807;-59,53290000
28,89633179;-67,66692000
28,94401550;-54,01043000
28,99169922;-56,80361000
29,03938293;-57,43857000
29,08706665;-51,47906000
29,13475037;-54,94542000
29,18243408;-58,76640000
29,23011780;-58,70258000
29,27780151;-59,90519000
29,32548523;-71,02242000
29,37316895;-57,64131000
29,42085266;-55,38883000
29,46853638;-66,16938000
29,51622009;-58,07304000
29,56390381;-54,70491000
29,61158752;-57,26674000
29,65927124;-60,58312000
29,70695496;-54,92936000
29,75463867;-54,96372000
29,80232239;-57,40167000
29,85000610;-58,53042000
29,89768982;-61,65256000
29,94537354;-71,30296000
29,99305725;-57,23602000
30,04074097;-54,26771000
30,08842468;-67,85287000
30,13610840;-56,15534000
30,18379211;-56,55401000
30,23147583;-71,64697000
30,27915955;-54,18885000
30,32684326;-53,80622000
30,37452698;-59,99551000
30,42221069;-51,68905000
30,46989441;-51,36623000
30,51757813;-55,17049000
30,56526184;-64,34745000
30,61294556;-65,39050000
30,66062927;-63,63144000
30,70831299;-56,09142000
30,75599670;-54,09717000
30,80368042;-58,05462000
30,85136414;-54,27971000
30,89904785;-48,33170000
30,94673157;-47,64426000
30,99441528;-49,71539000
31,04209900;-54,20885000
31,08978271;-57,94710000
31,13746643;-61,07749000
31,18515015;-62,65397000
31,23283386;-59,05732000
31,28051758;-61,46835000
31,32820129;-63,79441000
31,37588501;-58,21303000
31,42356873;-57,00248000
31,47125244;-58,25477000
31,51893616;-59,41590000
31,56661987;-59,57792000
31,61430359;-60,65208000
31,66198730;-57,82416000
31,70967102;-57,26921000
31,75735474;-65,30907000
31,80503845;-66,44260000
31,85272217;-61,37077000
31,90040588;-54,16756000
31,94808960;-51,16047000
31,99577332;-51,08525000
32,04345703;-52,43552000
32,09114075;-54,64713000
32,13882446;-55,27039000
32,18650818;-54,25132000
32,23419189;-58,23446000
