"Frequency[kHz]","Channel[dBu]"
8.01086426,-56.98704000
8.05854797,-56.04416000
8.10623169,-54.14427000
8.15391541,-54.47619000
8.20159912,-59.10068000
8.24928284,-60.08873000
8.29696655,-60.50220000
8.34465027,-59.37246000
8.39233398,-56.43020000
8.44001770,-55.49489000
8.48770142,-56.12568000
8.53538513,-54.70613000
8.58306885,-55.75342000
8.63075256,-57.68026000
8.67843628,-52.50457000
8.72612000,-52.93209000
8.77380371,-62.22451000
8.82148743,-56.09084000
8.86917114,-49.80384000
8.91685486,-48.83650000
8.96453857,-49.11121000
9.01222229,-51.14745000
9.05990601,-56.19054000
9.10758972,-56.65265000
9.15527344,-51.22138000
9.20295715,-53.45908000
9.25064087,-54.65641000
9.29832458,-53.08421000
9.34600830,-54.48750000
9.39369202,-62.75292000
9.44137573,-57.33415000
9.48905945,-53.04028000
9.53674316,-56.57514000
9.58442688,-57.20642000
9.63211060,-53.11997000
9.67979431,-53.47335000
9.72747803,-53.89222000
9.77516174,-55.43959000
9.82284546,-63.73791000
9.87052917,-58.93520000
9.91821289,-51.50041000
9.96589661,-53.08157000
10.01358032,-59.78880000
10.06126404,-59.41957000
10.10894775,-57.20274000
10.15663147,-56.48604000
10.20431519,-56.19350000
10.25199890,-57.35797000
10.29968262,-55.43092000
10.34736633,-51.53715000
10.39505005,-53.60949000
10.44273376,-64.94677000
10.49041748,-66.55198000
10.53810120,-67.99800000
10.58578491,-68.22476000
10.63346863,-63.38520000
10.68115234,-64.56852000
10.72883606,-54.63116000
10.77651978,-52.58407000
10.82420349,-52.93572000
10.87188721,-53.32531000
10.91957092,-52.73552000
10.96725464,-47.72353000
11.01493835,-49.04647000
11.06262207,-56.22162000
11.11030579,-60.38473000
11.15798950,-60.16488000
11.20567322,-52.36638000
11.25335693,-51.69624000
11.30104065,-55.72910000
11.34872437,-66.50288000
11.39640808,-52.49375000
11.44409180,-50.89751000
11.49177551,-54.91644000
11.53945923,-57.26395000
11.58714294,-53.38136000
11.63482666,-52.73804000
11.68251038,-57.67236000
11.73019409,-60.06187000
11.77787781,-52.30075000
11.82556152,-54.34951000
11.87324524,-57.00638000
11.92092896,-57.00238000
11.96861267,-55.07267000
12.01629639,-54.65735000
12.06398010,-51.13884000
12.11166382,-50.60197000
12.15934753,-57.94156000
12.20703125,-54.10354000
12.25471497,-54.37157000
12.30239868,-56.20951000
12.35008240,-64.13378000
12.39776611,-58.21481000
12.44544983,-58.13196000
12.49313354,-65.03038000
12.54081726,-56.24825000
12.58850098,-52.01694000
12.63618469,-56.75389000
12.68386841,-59.99749000
12.73155212,-50.82462000
12.77923584,-51.61268000
12.82691956,-61.39679000
12.87460327,-63.21350000
12.92228699,-55.64350000
12.96997070,-54.62567000
13.01765442,-53.47842000
13.06533813,-49.18351000
13.11302185,-49.05771000
13.16070557,-53.53693000
13.20838928,-74.98416000
13.25607300,-56.32372000
13.30375671,-54.86823000
13.35144043,-62.55094000
13.39912415,-54.76413000
13.44680786,-51.81055000
13.49449158,-49.51896000
13.54217529,-50.94363000
13.58985901,-61.29140000
13.63754272,-55.55203000
13.68522644,-59.83102000
13.73291016,-69.78296000
13.78059387,-70.39937000
13.82827759,-61.62241000
13.87596130,-59.17062000
13.92364502,-61.17822000
13.97132874,-59.05009000
14.01901245,-64.37915000
14.06669617,-57.41713000
14.11437988,-57.66681000
14.16206360,-72.95020000
14.20974731,-62.33034000
14.25743103,-64.69461000
14.30511475,-60.22622000
14.35279846,-59.21939000
14.40048218,-54.61217000
14.44816589,-62.94892000
14.49584961,-58.97390000
14.54353333,-52.05267000
14.59121704,-53.75762000
14.63890076,-58.57279000
14.68658447,-65.48268000
14.73426819,-65.67988000
14.78195190,-64.49364000
14.82963562,-67.88091000
14.87731934,-63.41887000
14.92500305,-61.25462000
14.97268677,-74.53444000
15.02037048,-56.18646000
15.06805420,-51.95315000
15.11573792,-59.83051000
15.16342163,-60.62679000
15.21110535,-58.19386000
15.25878906,-56.86863000
15.30647278,-54.79730000
15.35415649,-54.83243000
15.40184021,-56.22913000
15.44952393,-59.09675000
15.49720764,-64.53606000
15.54489136,-63.86256000
15.59257507,-61.90007000
15.64025879,-66.34053000
15.68794250,-79.70001000
15.73562622,-62.55442000
15.78330994,-56.34365000
15.83099365,-58.16666000
15.87867737,-61.08043000
15.92636108,-57.56912000
15.97404480,-55.00829000
16.02172852,-57.42044000
16.06941223,-64.88306000
16.11709595,-53.28871000
16.16477966,-51.22860000
16.21246338,-54.25039000
16.26014709,-50.50191000
16.30783081,-50.86433000
16.35551453,-57.37246000
16.40319824,-57.04798000
16.45088196,-60.94762000
16.49856567,-61.16455000
16.54624939,-54.64268000
16.59393311,-56.68768000
16.64161682,-60.65838000
16.68930054,-53.16221000
16.73698425,-49.53138000
16.78466797,-53.48688000
16.83235168,-60.01473000
16.88003540,-53.40374000
16.92771912,-49.97240000
16.97540283,-49.97178000
17.02308655,-59.48151000
17.07077026,-53.31362000
17.11845398,-54.22680000
17.16613770,-62.88789000
17.21382141,-57.78442000
17.26150513,-54.33443000
17.30918884,-59.61128000
17.35687256,-55.08065000
17.40455627,-53.74174000
17.45223999,-52.56960000
17.49992371,-57.33516000
17.54760742,-64.60073000
17.59529114,-52.76420000
17.64297485,-51.65155000
17.69065857,-59.69615000
17.73834229,-54.59574000
17.78602600,-52.45585000
17.83370972,-53.69268000
17.88139343,-55.10660000
17.92907715,-55.25566000
17.97676086,-55.18402000
18.02444458,-59.71341000
18.07212830,-61.47256000
18.11981201,-58.20856000
18.16749573,-57.95332000
18.21517944,-60.12143000
18.26286316,-60.70758000
18.31054688,-60.07730000
18.35823059,-59.24888000
18.40591431,-67.41319000
18.45359802,-59.48722000
18.50128174,-58.98248000
18.54896545,-57.10627000
18.59664917,-52.77711000
18.64433289,-50.07544000
18.69201660,-53.38856000
18.73970032,-64.17131000
18.78738403,-58.54260000
18.83506775,-62.79042000
18.88275146,-63.64840000
18.93043518,-66.86843000
18.97811890,-55.80221000
19.02580261,-56.20998000
19.07348633,-61.93754000
19.12117004,-63.55228000
19.16885376,-56.69794000
19.21653748,-54.91571000
19.26422119,-61.49769000
19.31190491,-51.58750000
19.35958862,-49.88104000
19.40727234,-52.69012000
19.45495605,-52.74924000
19.50263977,-52.76777000
19.55032349,-52.25974000
19.59800720,-52.45750000
19.64569092,-53.87716000
19.69337463,-53.79082000
19.74105835,-50.26312000
19.78874207,-48.97753000
19.83642578,-50.93123000
19.88410950,-59.15621000
19.93179321,-58.75470000
19.97947693,-61.67150000
20.02716064,-64.67435000
20.07484436,-55.66221000
20.12252808,-55.45927000
20.17021179,-67.70935000
20.21789551,-56.14617000
20.26557922,-53.76125000
20.31326294,-55.69296000
20.36094666,-68.32082000
20.40863037,-56.96416000
20.45631409,-58.90575000
20.50399780,-53.10825000
20.55168152,-55.08746000
20.59936523,-63.71672000
20.64704895,-67.66748000
20.69473267,-57.40476000
20.74241638,-52.96566000
20.79010010,-52.22712000
20.83778381,-53.82989000
20.88546753,-54.42657000
20.93315125,-56.31242000
20.98083496,-75.81580000
21.02851868,-59.90040000
21.07620239,-55.81886000
21.12388611,-55.59208000
21.17156982,-53.86783000
21.21925354,-52.98771000
21.26693726,-53.34675000
21.31462097,-53.13900000
21.36230469,-55.30589000
21.40998840,-62.77805000
21.45767212,-59.76841000
21.50535583,-61.27560000
21.55303955,-62.67116000
21.60072327,-55.51880000
21.64840698,-52.07769000
21.69609070,-57.22797000
21.74377441,-54.92651000
21.79145813,-56.47271000
21.83914185,-56.21204000
21.88682556,-53.06490000
21.93450928,-59.37243000
21.98219299,-58.12344000
22.02987671,-53.15790000
22.07756042,-57.90159000
22.12524414,-63.04074000
22.17292786,-59.51027000
22.22061157,-60.49615000
22.26829529,-55.72025000
22.31597900,-54.08545000
22.36366272,-54.01546000
22.41134644,-54.61840000
22.45903015,-55.04569000
22.50671387,-54.28341000
22.55439758,-62.17289000
22.60208130,-64.42376000
22.64976501,-59.78182000
22.69744873,-51.02885000
22.74513245,-51.32560000
22.79281616,-52.29050000
22.84049988,-55.26308000
22.88818359,-56.62696000
22.93586731,-53.28953000
22.98355103,-50.58388000
23.03123474,-51.34949000
23.07891846,-57.80599000
23.12660217,-55.90133000
23.17428589,-53.44889000
23.22196960,-56.72117000
23.26965332,-63.78378000
23.31733704,-62.22363000
23.36502075,-56.17831000
23.41270447,-58.64071000
23.46038818,-66.87610000
23.50807190,-59.40835000
23.55575562,-59.77205000
23.60343933,-56.29691000
23.65112305,-55.45895000
23.69880676,-57.37299000
23.74649048,-56.59886000
23.79417419,-55.68459000
23.84185791,-69.14410000
23.88954163,-63.65027000
23.93722534,-58.46219000
23.98490906,-54.29977000
24.03259277,-59.00202000
24.08027649,-61.26656000
24.12796021,-54.26701000
24.17564392,-53.79654000
24.22332764,-57.37061000
24.27101135,-65.41162000
24.31869507,-65.78132000
24.36637878,-62.72266000
24.41406250,-65.42215000
24.46174622,-62.52552000
24.50942993,-58.24625000
24.55711365,-63.87182000
24.60479736,-63.85259000
24.65248108,-54.57897000
24.70016479,-52.57277000
24.74784851,-56.22987000
24.79553223,-67.59106000
24.84321594,-55.76099000
24.89089966,-53.43939000
24.93858337,-55.73701000
24.98626709,-64.86010000
25.03395081,-56.75605000
25.08163452,-57.31466000
25.12931824,-61.07258000
25.17700195,-59.40732000
25.22468567,-62.42125000
25.27236938,-62.84121000
25.32005310,-57.73460000
25.36773682,-57.29923000
25.41542053,-53.70451000
25.46310425,-52.27090000
25.51078796,-58.29910000
25.55847168,-74.41740000
25.60615540,-63.40985000
25.65383911,-55.77111000
25.70152283,-54.37161000
25.74920654,-60.66609000
25.79689026,-58.93764000
25.84457397,-54.93977000
25.89225769,-67.08662000
25.93994141,-57.83665000
25.98762512,-57.96301000
26.03530884,-61.77841000
26.08299255,-58.28545000
26.13067627,-56.21860000
26.17835999,-60.09422000
26.22604370,-64.31238000
26.27372742,-68.23167000
26.32141113,-55.62592000
26.36909485,-49.97896000
26.41677856,-49.65998000
26.46446228,-56.41920000
26.51214600,-57.80806000
26.55982971,-57.88306000
26.60751343,-79.65282000
26.65519714,-56.87657000
26.70288086,-56.81446000
26.75056458,-64.13057000
26.79824829,-60.11081000
26.84593201,-55.10786000
26.89361572,-59.99439000
26.94129944,-56.82163000
26.98898315,-60.11543000
27.03666687,-57.03624000
27.08435059,-53.60183000
27.13203430,-57.79720000
27.17971802,-63.83775000
27.22740173,-62.98463000
27.27508545,-61.16442000
27.32276917,-56.86774000
27.37045288,-56.21784000
27.41813660,-52.93316000
27.46582031,-52.45942000
27.51350403,-54.95127000
27.56118774,-55.08314000
27.60887146,-57.46658000
27.65655518,-53.16227000
27.70423889,-49.81210000
27.75192261,-49.81799000
27.79960632,-50.30313000
27.84729004,-51.24978000
27.89497375,-54.20125000
27.94265747,-53.56873000
27.99034119,-53.37186000
28.03802490,-55.12770000
28.08570862,-54.25030000
28.13339233,-60.08518000
28.18107605,-66.62978000
28.22875977,-73.93172000
28.27644348,-66.45377000
28.32412720,-57.50834000
28.37181091,-61.13254000
28.41949463,-54.35191000
28.46717834,-52.60078000
28.51486206,-62.59859000
28.56254578,-57.91384000
28.61022949,-52.43507000
28.65791321,-50.83752000
28.70559692,-58.56501000
28.75328064,-60.12510000
28.80096436,-61.14192000
28.84864807,-68.07658000
28.89633179,-63.07695000
28.94401550,-64.12695000
28.99169922,-56.39196000
29.03938293,-60.81136000
29.08706665,-55.54818000
29.13475037,-49.97091000
29.18243408,-51.22024000
29.23011780,-64.10727000
29.27780151,-56.56391000
29.32548523,-60.86002000
29.37316895,-57.19672000
29.42085266,-53.59358000
29.46853638,-56.63130000
29.51622009,-59.23904000
29.56390381,-54.93185000
29.61158752,-58.68410000
29.65927124,-64.06440000
29.70695496,-53.29930000
29.75463867,-53.19027000
29.80232239,-53.51927000
29.85000610,-57.32762000
29.89768982,-60.03649000
29.94537354,-54.12766000
29.99305725,-57.75525000
30.04074097,-70.42704000
30.08842468,-60.01466000
30.13610840,-59.84629000
30.18379211,-59.33706000
30.23147583,-61.14338000
30.27915955,-63.60538000
30.32684326,-62.03065000
30.37452698,-57.69447000
30.42221069,-59.57794000
30.46989441,-60.71998000
30.51757813,-63.78130000
30.56526184,-69.51633000
30.61294556,-66.53165000
30.66062927,-59.25961000
30.70831299,-57.73994000
30.75599670,-61.36061000
30.80368042,-59.89309000
30.85136414,-62.70660000
30.89904785,-63.09330000
30.94673157,-55.08671000
30.99441528,-60.58943000
31.04209900,-57.79141000
31.08978271,-53.99922000
31.13746643,-58.42323000
31.18515015,-54.39363000
31.23283386,-52.35307000
31.28051758,-57.35596000
31.32820129,-66.02424000
31.37588501,-60.29165000
31.42356873,-76.98496000
31.47125244,-63.57143000
31.51893616,-69.07550000
31.56661987,-74.26589000
31.61430359,-69.68237000
31.66198730,-70.90458000
31.70967102,-54.91129000
31.75735474,-49.98367000
31.80503845,-51.78051000
31.85272217,-57.93060000
31.90040588,-65.40926000
31.94808960,-61.10753000
31.99577332,-61.04993000
32.04345703,-57.22808000
32.09114075,-58.85515000
32.13882446,-55.42759000
32.18650818,-53.08827000
32.23419189,-55.15001000
32.28187561,-54.15434000
32.32955933,-52.88431000
32.37724304,-56.92873000
32.42492676,-65.53125000
32.47261047,-66.92957000
32.52029419,-60.37414000
32.56797791,-55.16105000
32.61566162,-54.03830000
32.66334534,-53.23494000
32.71102905,-53.93419000
32.75871277,-61.20076000
32.80639648,-70.84222000
32.85408020,-62.34100000
32.90176392,-59.26798000
32.94944763,-57.12534000
32.99713135,-55.94060000
33.04481506,-56.11397000
33.09249878,-61.44075000
33.14018250,-59.50705000
33.18786621,-55.74401000
33.23554993,-54.47309000
33.28323364,-55.66250000
33.33091736,-55.29331000
33.37860107,-60.59351000
33.42628479,-57.86427000
33.47396851,-57.34791000
33.52165222,-62.28711000
33.56933594,-56.66587000
33.61701965,-60.02299000
33.66470337,-57.68543000
33.71238708,-55.41508000
33.76007080,-54.62684000
33.80775452,-52.35885000
33.85543823,-51.10946000
33.90312195,-54.21476000
33.95080566,-55.10567000
33.99848938,-53.54200000
34.04617310,-54.53384000
34.09385681,-60.13466000
34.14154053,-61.84175000
34.18922424,-56.49622000
34.23690796,-63.13591000
34.28459167,-57.77060000
34.33227539,-55.65152000
34.37995911,-57.17072000
34.42764282,-58.81874000
34.47532654,-56.97105000
34.52301025,-56.30909000
34.57069397,-61.59383000
34.61837769,-59.23312000
34.66606140,-56.11065000
34.71374512,-57.51230000
34.76142883,-74.53597000
34.80911255,-61.95144000
34.85679626,-64.93140000
34.90447998,-61.47358000
34.95216370,-60.68044000
34.99984741,-58.56387000
35.04753113,-57.99211000
35.09521484,-65.47980000
35.14289856,-70.62054000
35.19058228,-64.12926000
35.23826599,-60.03929000
35.28594971,-56.16763000
35.33363342,-50.97430000
35.38131714,-51.93353000
35.42900085,-58.18288000
35.47668457,-64.62556000
35.52436829,-59.61714000
35.57205200,-58.36672000
35.61973572,-56.68938000
35.66741943,-57.91925000
35.71510315,-65.21086000
35.76278687,-72.54790000
35.81047058,-71.47533000
35.85815430,-57.53925000
35.90583801,-51.99310000
35.95352173,-51.92558000
36.00120544,-55.18165000
36.04888916,-58.48999000
36.09657288,-54.78936000
36.14425659,-51.99459000
36.19194031,-53.04922000
36.23962402,-58.49163000
36.28730774,-76.24152000
36.33499146,-67.80984000
36.38267517,-59.89172000
36.43035889,-54.96959000
36.47804260,-59.05595000
36.52572632,-54.95449000
36.57341003,-51.98085000
36.62109375,-51.45617000
36.66877747,-54.10091000
36.71646118,-55.61050000
36.76414490,-51.75650000
36.81182861,-48.89370000
36.85951233,-52.42092000
36.90719604,-62.84905000
36.95487976,-59.32098000
37.00256348,-61.55083000
37.05024719,-54.79847000
37.09793091,-59.16947000
37.14561462,-61.30297000
37.19329834,-59.32739000
37.24098206,-64.85448000
37.28866577,-66.24224000
37.33634949,-56.42725000
37.38403320,-56.90045000
37.43171692,-65.62978000
37.47940063,-57.05624000
37.52708435,-50.72582000
37.57476807,-52.08595000
37.62245178,-63.34718000
37.67013550,-60.03317000
37.71781921,-52.76113000
37.76550293,-52.24319000
37.81318665,-55.19068000
37.86087036,-59.90458000
37.90855408,-70.88764000
37.95623779,-58.34961000
38.00392151,-58.49081000
38.05160522,-64.19670000
38.09928894,-55.22038000
38.14697266,-58.87474000
38.19465637,-67.21387000
38.24234009,-60.41980000
38.29002380,-58.34134000
38.33770752,-59.18027000
38.38539124,-61.28914000
38.43307495,-64.62772000
38.48075867,-60.52357000
38.52844238,-57.20472000
38.57612610,-58.96255000
38.62380981,-58.62272000
38.67149353,-57.72629000
38.71917725,-57.24186000
38.76686096,-62.59304000
38.81454468,-69.92749000
38.86222839,-58.53825000
38.90991211,-58.08934000
38.95759583,-63.85226000
39.00527954,-58.23582000
39.05296326,-56.44593000
39.10064697,-56.02388000
39.14833069,-54.70662000
39.19601440,-54.53331000
39.24369812,-55.42292000
39.29138184,-55.47226000
39.33906555,-54.57409000
39.38674927,-55.13111000
39.43443298,-57.03134000
39.48211670,-61.11591000
39.52980042,-61.58392000
39.57748413,-55.38374000
39.62516785,-54.08342000
39.67285156,-54.89216000
39.72053528,-59.01658000
39.76821899,-60.56748000
39.81590271,-59.81765000
39.86358643,-60.82750000
39.91127014,-61.97086000
39.95895386,-63.07009000
40.00663757,-55.67840000
40.05432129,-56.21736000
40.10200500,-56.85397000
40.14968872,-52.88324000
40.19737244,-54.62297000
40.24505615,-58.06875000
40.29273987,-57.32960000
40.34042358,-55.22020000
40.38810730,-56.36596000
40.43579102,-59.52610000
40.48347473,-63.42558000
40.53115845,-70.84795000
40.57884216,-60.61232000
40.62652588,-57.10274000
40.67420959,-61.10581000
40.72189331,-61.79332000
40.76957703,-63.24635000
40.81726074,-68.71046000
40.86494446,-64.65669000
40.91262817,-55.87692000
40.96031189,-51.96983000
41.00799561,-53.95563000
41.05567932,-63.46158000
41.10336304,-57.58602000
41.15104675,-56.11993000
41.19873047,-55.47260000
41.24641418,-58.07747000
41.29409790,-56.65038000
41.34178162,-54.02568000
41.38946533,-54.03170000
41.43714905,-55.81488000
41.48483276,-57.01435000
41.53251648,-58.26936000
41.58020020,-55.17920000
41.62788391,-60.04509000
41.67556763,-66.36407000
41.72325134,-58.13750000
41.77093506,-55.72502000
41.81861877,-51.96200000
41.86630249,-50.89959000
41.91398621,-55.54904000
41.96166992,-69.86178000
42.00935364,-65.34277000
42.05703735,-59.63942000
42.10472107,-56.65296000
42.15240479,-58.40623000
42.20008850,-59.97881000
42.24777222,-54.33107000
42.29545593,-51.88066000
42.34313965,-56.50700000
42.39082336,-55.25126000
42.43850708,-56.74870000
42.48619080,-66.62910000
42.53387451,-63.39392000
42.58155823,-64.96068000
42.62924194,-70.45534000
42.67692566,-72.46138000
42.72460938,-67.11201000
42.77229309,-62.80348000
42.81997681,-65.03014000
42.86766052,-64.34065000
42.91534424,-58.60383000
42.96302795,-61.50151000
43.01071167,-67.50169000
43.05839539,-64.68117000
43.10607910,-66.77061000
43.15376282,-67.02908000
43.20144653,-65.15826000
43.24913025,-54.71828000
43.29681396,-53.35442000
43.34449768,-60.72358000
43.39218140,-54.93412000
43.43986511,-60.92114000
43.48754883,-62.50324000
43.53523254,-86.38261000
43.58291626,-55.29357000
43.63059998,-52.79651000
43.67828369,-67.37012000
43.72596741,-55.54362000
43.77365112,-56.80591000
43.82133484,-67.86700000
43.86901855,-59.93836000
43.91670227,-52.74958000
43.96438599,-55.64761000
44.01206970,-62.75274000
44.05975342,-58.76594000
44.10743713,-61.88621000
44.15512085,-59.37713000
44.20280457,-60.94717000
44.25048828,-65.55495000
44.29817200,-56.22093000
44.34585571,-53.75688000
44.39353943,-56.14621000
44.44122314,-56.91295000
44.48890686,-59.18696000
44.53659058,-61.81427000
44.58427429,-53.89474000
44.63195801,-61.51108000
44.67964172,-58.81109000
44.72732544,-56.05855000
44.77500916,-56.16232000
44.82269287,-62.54068000
44.87037659,-64.39436000
44.91806030,-58.24682000
44.96574402,-58.66358000
45.01342773,-58.63339000
45.06111145,-60.42623000
45.10879517,-55.93173000
45.15647888,-56.31638000
45.20416260,-65.13512000
45.25184631,-66.62359000
45.29953003,-57.50496000
45.34721375,-58.93661000
45.39489746,-58.76539000
45.44258118,-58.81725000
45.49026489,-60.41026000
45.53794861,-67.69376000
45.58563232,-63.63786000
45.63331604,-60.12445000
45.68099976,-60.60709000
45.72868347,-57.71249000
45.77636719,-65.30809000
45.82405090,-65.09474000
45.87173462,-68.76077000
45.91941833,-64.11438000
45.96710205,-58.59705000
46.01478577,-63.20319000
46.06246948,-57.12261000
46.11015320,-50.46846000
46.15783691,-51.95855000
46.20552063,-59.36317000
46.25320435,-57.92714000
46.30088806,-60.73291000
46.34857178,-69.32999000
46.39625549,-57.80241000
46.44393921,-62.80263000
46.49162292,-59.65364000
46.53930664,-59.62888000
46.58699036,-58.45374000
46.63467407,-64.10693000
46.68235779,-61.42548000
46.73004150,-57.12250000
46.77772522,-63.17036000
46.82540894,-65.96376000
46.87309265,-59.87402000
46.92077637,-55.19686000
46.96846008,-54.68737000
47.01614380,-57.68224000
47.06382751,-74.03048000
47.11151123,-57.89178000
47.15919495,-57.46029000
47.20687866,-58.72142000
47.25456238,-58.80888000
47.30224609,-59.83310000
47.34992981,-61.47087000
47.39761353,-62.12500000
47.44529724,-61.52886000
47.49298096,-68.39143000
47.54066467,-55.62555000
47.58834839,-50.73818000
47.63603210,-52.12998000
47.68371582,-60.44971000
47.73139954,-73.37621000
47.77908325,-61.50941000
47.82676697,-62.30981000
47.87445068,-56.22837000
47.92213440,-51.90646000
47.96981812,-57.05597000
48.01750183,-64.46184000
48.06518555,-60.78596000
48.11286926,-57.14657000
48.16055298,-54.65067000
48.20823669,-54.14493000
48.25592041,-54.32957000
48.30360413,-55.81143000
48.35128784,-63.04184000
48.39897156,-56.43254000
48.44665527,-54.43817000
48.49433899,-56.96343000
48.54202271,-58.73885000
48.58970642,-55.57647000
48.63739014,-55.52710000
48.68507385,-56.01636000
48.73275757,-55.99612000
48.78044128,-61.00841000
48.82812500,-67.27710000
48.87580872,-59.60943000
48.92349243,-62.54377000
48.97117615,-59.76984000
49.01885986,-61.14561000
49.06654358,-77.32275000
49.11422729,-68.52360000
49.16191101,-58.22998000
49.20959473,-53.86116000
49.25727844,-54.95754000
49.30496216,-57.73857000
49.35264587,-56.64819000
49.40032959,-58.83213000
49.44801331,-64.90591000
49.49569702,-62.28962000
49.54338074,-57.25550000
49.59106445,-60.86330000
49.63874817,-62.59201000
49.68643188,-58.05950000
49.73411560,-59.09412000
49.78179932,-69.07286000
49.82948303,-66.05811000
49.87716675,-61.24934000
49.92485046,-61.94754000
49.97253418,-59.62957000
50.02021790,-57.01458000
50.06790161,-54.80003000
50.11558533,-52.71413000
50.16326904,-52.42837000
50.21095276,-53.92633000
50.25863647,-59.51768000
50.30632019,-58.18215000
50.35400391,-52.74076000
50.40168762,-56.42048000
50.44937134,-68.66266000
50.49705505,-55.10415000
50.54473877,-54.25006000
50.59242249,-60.71449000
50.64010620,-58.93441000
50.68778992,-55.82185000
50.73547363,-54.57674000
50.78315735,-52.71441000
50.83084106,-54.22205000
50.87852478,-59.93916000
50.92620850,-56.02639000
50.97389221,-62.09966000
51.02157593,-58.00486000
51.06925964,-62.78488000
51.11694336,-73.35429000
