Distance_(pixels),Gray_Value
0,50.0000
1,49.5065
2,50.2349
3,51.1027
4,53.3200
5,55.0980
6,54.9174
7,52.3223
8,52.0012
9,51.4109
10,52.2515
11,51.0000
12,50.1145
13,53.2597
14,55.2314
15,55.9362
16,52.9776
17,51.3247
18,50.2834
19,49.6328
20,49.6187
21,50.8430
22,49.1429
23,48.9445
24,49.6458
25,52.4628
26,56.4227
27,57.0331
28,55.0826
29,51.4959
30,51.7627
31,49.8099
32,50.8560
33,51.5714
34,51.6966
35,52.6198
36,56.6647
37,57.2810
38,54.9433
39,53.1263
40,51.3530
41,53.5159
42,50.6612
43,49.1972
44,50.5714
45,50.4935
46,51.5844
47,51.3223
48,52.8949
49,54.9752
50,57.7391
51,56.9091
52,54.6671
53,52.9906
54,52.0153
55,51.0000
56,50.3388
57,50.9965
58,53.1995
59,54.0697
60,55.1063
61,56.4274
62,56.2125
63,54.5537
64,52.0224
65,52.8961
66,51.5714
67,51.1558
68,50.1346
69,49.5089
70,50.8926
71,51.0083
72,51.5726
73,51.5207
74,52.5218
75,52.2621
76,55.2408
77,61.0000
78,60.4357
79,57.9847
80,53.2999
81,52.0000
82,51.9646
83,51.5455
84,51.6942
85,53.0071
86,51.7721
87,51.9917
88,54.7143
89,59.6210
90,62.1983
91,59.4050
92,55.8571
93,52.5230
94,51.0059
95,50.4770
96,52.0767
97,51.1936
98,50.7273
99,49.1429
100,49.3459
101,48.8323
102,49.2125
103,50.3967
104,50.9162
105,51.9917
106,51.5714
107,54.2881
108,57.4191
109,61.5242
110,63.2857
111,59.0260
112,54.5868
113,52.1547
114,52.4640
115,50.6246
116,51.0803
117,51.9469
118,52.8937
119,51.8099
120,50.1417
121,50.5714
122,51.0366
123,55.7603
124,58.1641
125,61.5785
126,63.2645
127,62.6411
128,57.5903
129,54.7839
130,52.2031
131,52.8583
132,51.8571
133,51.3140
134,51.4333
135,50.9610
136,50.4333
137,49.9445
138,50.3719
139,50.8796
140,52.3719
141,51.5620
142,50.9115
143,50.8571
144,51.0626
145,50.1346
146,49.7450
147,50.2727
148,50.7308
149,52.7048
150,54.0885
151,55.3920
152,59.2491
153,61.6659
154,65.0000
155,64.3601
156,61.1665
157,58.8630
158,57.3896
159,55.7249
160,53.8335
161,51.9917
162,53.4132
163,54.2586
164,53.0260
165,54.4286
166,52.1948
167,54.2845
168,53.8760
169,53.2987
170,52.9233
171,53.4805
172,52.4911
173,53.5573
174,53.4486
175,52.9256
176,54.0000
177,54.9091
178,54.9787
179,55.1771
180,56.4250
181,58.2184
182,61.6281
183,62.5207
184,64.5643
185,64.5525
186,63.0850
187,64.1429
188,62.3081
189,56.1322
190,55.6812
191,54.8843
192,52.3034
193,53.1181
194,52.0153
195,52.1358
196,50.5537
197,51.1346
198,51.8571
199,50.2893
200,50.1169
201,49.8524
202,50.2408
203,49.7025
204,49.7166
205,48.5584
206,49.7166
207,50.1771
208,50.3766
209,48.1429
210,49.3967
211,48.9847
212,49.0366
213,49.1842
214,48.7780
215,49.7131
216,48.0035
217,49.4959
218,50.5112
219,50.8312
220,49.4286
221,49.0767
222,48.6541
223,50.5313
224,50.6446
225,49.9622
226,49.6151
227,49.6175
228,51.2338
229,50.5596
230,50.1688
231,51.0000
232,50.6978
233,52.2090
234,52.0708
235,50.5124
236,50.5171
237,50.6021
238,48.7107
239,50.3955
240,50.4805
241,50.4357
242,50.7143
243,51.0992
244,51.4156
245,50.1901
246,50.3188
247,49.7214
248,49.5750
249,49.8442
250,50.6800
251,50.9303
252,52.6364
253,51.8571
254,50.6387
255,51.7497
256,50.8831
257,51.9799
258,52.0496
259,52.1901
260,51.7603
261,52.8725
262,52.0956
263,52.5702
264,52.7143
265,52.2208
266,53.2149
267,52.0602
268,54.4569
269,55.4321
270,56.7001
271,58.2373
272,62.7414
273,63.9504
274,64.2881
275,65.4286
276,63.9599
277,61.2893
278,60.8076
279,58.1617
280,55.9752
281,56.1511
282,54.4144
283,54.3270
284,54.8182
285,53.8878
286,54.4286
287,53.0496
288,53.4994
289,51.6860
290,52.0342
291,51.1181
292,52.5632
293,51.5100
294,51.0000
295,51.2172
296,53.0118
297,53.0000
298,54.2515
299,54.7403
300,55.3259
301,58.7355
302,58.7780
303,61.2845
304,63.0342
305,62.7686
306,60.4238
307,57.3778
308,57.0000
309,54.1972
310,52.0874
311,50.0425
312,50.5478
313,50.5809
314,50.7875
315,49.3471
316,50.6163
317,51.5584
318,50.5608
319,50.4286
320,50.8867
321,51.4132
322,50.3388
323,51.2491
324,51.9717
325,52.9351
326,52.5195
327,51.0697
328,49.7355
329,53.2314
330,54.8571
331,58.9563
332,64.7934
333,63.3766
334,60.9481
335,57.0921
336,54.4793
337,52.2739
338,51.0342
339,50.0047
340,53.6009
341,53.4286
342,52.7013
343,50.3223
344,52.4333
345,53.3766
346,54.7698
347,58.0803
348,61.6316
349,62.8808
350,59.4545
351,56.8300
352,55.0000
353,51.3636
354,53.4970
355,52.4982
356,51.1039
357,51.0331
358,50.9174
359,49.7532
360,51.1606
361,51.1771
362,51.4463
363,51.5714
364,50.5207
365,52.4392
366,54.2456
367,58.9044
368,62.5006
369,61.2338
370,56.5891
371,53.2314
372,51.7438
373,52.1665
374,52.7143
375,53.0024
376,51.8749
377,52.0331
378,52.4298
379,56.2550
380,60.8996
381,59.9693
382,57.3353
383,53.4545
384,51.0531
385,52.0000
386,50.7131
387,50.5726
388,49.4109
389,49.2149
390,49.5171
391,49.8205
392,49.5372
393,51.9847
394,53.8926
395,57.6470
396,61.0000
397,59.2172
398,54.1901
399,51.5950
400,50.8725
401,50.4097
402,51.8146
403,51.8076
404,53.3778
405,54.0956
406,58.6198
407,59.8571
408,57.3046
409,52.3754
410,49.6411
411,49.5915
412,49.2503
413,50.2231
414,50.9150
415,50.5148
416,50.8831
417,50.9008
418,54.1429
419,55.0945
420,58.4463
421,57.8819
422,54.8512
423,53.1865
424,52.0885
425,50.9669
426,51.8371
427,53.4876
428,55.1192
429,58.5714
430,56.4864
431,53.2680
432,52.7603
433,49.2656
434,48.2314
435,48.8501
436,48.4345
437,49.4439
438,49.4486
439,51.1606
440,54.4286
441,55.9091
442,57.6364
443,55.6860
444,52.5218
445,49.7285
446,50.4864
447,50.8760
448,52.8182
449,55.4723
450,57.5360
451,53.8571
452,52.6694
453,52.2987
454,50.1948
455,51.5868
456,50.6021
457,51.1783
458,50.5100
459,51.0484
460,53.1417
461,56.0602
462,55.0000
