Distance_(pixels),Gray_Value
0,13.1282
1,12.5128
2,12.5128
3,13.4359
4,13.2051
5,14.2051
6,14.5897
7,16.3077
8,20.4615
9,24.1538
10,25.0256
11,19.5641
12,16.1282
13,14.7436
14,14.4359
15,14.9744
16,14.3590
17,14.8205
18,14.3590
19,15.5897
20,18.0513
21,24.5128
22,27.4615
23,24.2308
24,18.8718
25,15.9744
26,15.2821
27,15.2051
28,14.1282
29,15.5128
30,14.4359
31,15.2821
32,14.3590
33,14.9744
34,14.1282
35,14.8974
36,15.7179
37,15.6667
38,15.8205
39,17.8462
40,22.5385
41,28.3077
42,28.6410
43,24.5128
44,19.6154
45,17.6154
46,16.6923
47,16.9231
48,17.6410
49,16.5385
50,17.5128
51,17.1026
52,17.3077
53,17.2308
54,17.2564
55,19.8205
56,24.4359
57,30.6923
58,32.4872
59,29.7179
60,23.5897
61,19.7949
62,19.2051
63,18.1282
64,18.3590
65,16.9231
66,17.6667
67,17.1282
68,16.4359
69,17.0769
70,16.5128
71,17.0769
72,16.8205
73,16.8462
74,16.3590
75,16.7692
76,16.9231
77,17.0000
78,18.6154
79,17.6667
80,18.2564
81,18.9744
82,19.9744
83,22.2308
84,25.0513
85,30.9487
86,32.7179
87,31.9487
88,28.0769
89,25.4359
90,22.7692
91,20.2821
92,19.9744
93,19.2308
94,19.4103
95,18.9487
96,19.0513
97,19.8462
98,19.8462
99,19.8462
100,20.3590
101,21.0513
102,20.8462
103,21.4872
104,21.3077
105,21.6154
106,22.0513
107,21.4872
108,23.0000
109,23.1795
110,24.7179
111,27.1026
112,28.0769
113,32.2308
114,34.5897
115,37.6667
116,35.2308
117,31.8718
118,30.6154
119,28.9744
120,27.9487
121,24.6410
122,24.3077
123,21.9744
124,21.8718
125,20.3846
126,19.2564
127,20.0513
128,19.4359
129,19.1282
130,19.2821
131,19.2564
132,19.0769
133,18.3846
134,18.8718
135,18.7436
136,19.1282
137,18.5641
138,18.2051
139,18.3590
140,18.2308
141,19.2051
142,18.5128
143,18.1795
144,17.6410
145,18.9487
146,18.6667
147,18.2821
148,19.1026
149,18.1538
150,19.6154
151,18.6410
152,18.8462
153,18.6410
154,19.2051
155,19.8718
156,19.0000
157,19.7949
158,18.6923
159,19.8205
160,19.8462
161,19.7436
162,20.0000
163,18.2821
164,20.3333
165,19.8462
166,19.7436
167,19.2821
168,19.0000
169,20.6667
170,19.4103
171,20.2564
172,19.3846
173,20.2308
174,20.4103
175,20.7179
176,21.1795
177,19.1538
178,20.7692
179,20.2051
180,20.8462
181,20.1795
182,19.7692
183,20.4872
184,20.0769
185,21.2051
186,20.2051
187,20.3590
188,20.4872
189,19.5897
190,20.4103
191,19.7436
192,21.2051
193,19.9744
194,20.2821
195,20.6410
196,20.8718
197,21.4103
198,20.7436
199,21.7692
200,21.5897
201,22.9744
202,23.7179
203,23.8718
204,25.4103
205,26.7436
206,30.6154
207,33.2821
208,35.6667
209,38.3846
210,37.3077
211,38.6154
212,35.8462
213,33.1026
214,29.2308
215,26.6410
216,25.1026
217,23.2051
218,23.6410
219,21.2051
220,21.3333
221,20.1282
222,21.1538
223,21.2821
224,21.3077
225,22.1282
226,20.8205
227,22.3333
228,22.9744
229,21.8718
230,21.3846
231,21.2564
232,22.3846
233,22.3846
234,23.4359
235,25.0769
236,28.1795
237,33.3590
238,38.4103
239,41.9231
240,39.3590
241,34.4872
242,29.2051
243,25.8205
244,23.7179
245,22.4359
246,21.8718
247,20.7179
248,21.0256
249,19.3590
250,20.2308
251,19.6923
252,19.3333
253,19.5128
254,18.8205
255,20.0513
256,18.7692
257,19.7179
258,20.2564
259,19.6667
260,20.0513
261,20.0000
262,21.0000
263,21.6154
264,23.8974
265,27.8205
266,33.5641
267,38.7692
268,36.3846
269,31.5897
270,26.0000
271,24.4615
272,23.4615
273,22.4103
274,23.2564
275,22.4103
276,23.5897
277,23.2564
278,23.4615
279,23.0769
280,24.3333
281,28.0000
282,34.1538
283,38.8718
284,36.7949
285,32.0769
286,25.6923
287,23.2564
288,23.7949
289,23.1026
290,22.0769
291,20.8205
292,21.2051
293,22.0513
294,22.2308
295,22.9231
296,21.4615
297,22.7179
298,23.3077
299,23.3333
300,25.5641
301,29.1282
302,38.4103
303,37.8974
304,35.4359
305,28.2051
306,25.5385
307,24.8974
308,24.6410
309,24.7692
310,24.3846
311,25.2308
312,25.5385
313,29.8462
314,35.8718
315,38.3590
