Frequency;Channel A
(kHz);(dBu)

0,00000000;-23,45532000
0,04768372;-29,69820000
0,09536743;-42,15299000
0,14305115;-47,90791000
0,19073486;-45,45599000
0,23841858;-49,96029000
0,28610229;-52,29446000
0,33378601;-48,07114000
0,38146973;-44,99223000
0,42915344;-46,23070000
0,47683716;-51,83350000
0,52452087;-58,48755000
0,57220459;-56,14427000
0,61988831;-61,93603000
0,66757202;-60,21273000
0,71525574;-58,59048000
0,76293945;-61,19513000
0,81062317;-57,57332000
0,85830688;-56,59235000
0,90599060;-54,72857000
0,95367432;-56,47000000
1,00135803;-57,10292000
1,04904175;-55,00897000
1,09672546;-52,07491000
1,14440918;-51,45641000
1,19209290;-49,85715000
1,23977661;-50,58338000
1,28746033;-52,00053000
1,33514404;-53,43532000
1,38282776;-63,48060000
1,43051147;-53,97194000
1,47819519;-48,42130000
1,52587891;-56,06796000
1,57356262;-53,21423000
1,62124634;-42,23566000
1,66893005;-38,53586000
1,71661377;-24,34962000
1,76429749;-13,02777000
1,81198120;-9,65182700
1,85966492;-13,54888000
1,90734863;-25,39026000
1,95503235;-37,83659000
2,00271606;-44,21895000
2,05039978;-45,50142000
2,09808350;-47,87411000
2,14576721;-48,57765000
2,19345093;-54,93456000
2,24113464;-60,14595000
2,28881836;-54,94331000
2,33650208;-52,13895000
2,38418579;-54,30732000
2,43186951;-52,50786000
2,47955322;-55,93228000
2,52723694;-62,88903000
2,57492065;-67,59711000
2,62260437;-70,16199000
2,67028809;-57,86436000
2,71797180;-49,68147000
2,76565552;-48,45322000
2,81333923;-52,14810000
2,86102295;-54,30739000
2,90870667;-51,39141000
2,95639038;-53,11798000
3,00407410;-55,31953000
3,05175781;-51,00406000
3,09944153;-52,18643000
3,14712524;-50,70847000
3,19480896;-49,26289000
3,24249268;-53,91255000
3,29017639;-54,61472000
3,33786011;-44,99054000
3,38554382;-47,22496000
3,43322754;-44,40602000
3,48091125;-56,32916000
3,52859497;-43,44371000
3,57627869;-32,49843000
3,62396240;-22,67714000
3,67164612;-16,72914000
3,71932983;-17,58167000
3,76701355;-24,36748000
3,81469727;-33,84082000
3,86238098;-47,35288000
3,91006470;-55,56031000
3,95774841;-48,29227000
4,00543213;-46,03679000
4,05311584;-48,10430000
4,10079956;-50,66671000
4,14848328;-55,90900000
4,19616699;-56,73552000
4,24385071;-54,43258000
4,29153442;-55,56005000
4,33921814;-74,90384000
4,38690186;-63,56467000
4,43458557;-57,85733000
4,48226929;-56,07845000
4,52995300;-51,79461000
4,57763672;-49,40117000
4,62532043;-49,99640000
4,67300415;-52,96582000
4,72068787;-56,26978000
4,76837158;-54,70989000
4,81605530;-52,73281000
4,86373901;-59,52740000
4,91142273;-57,11613000
4,95910645;-53,41904000
5,00679016;-51,66168000
5,05447388;-51,47184000
5,10215759;-58,94214000
5,14984131;-56,97406000
5,19752502;-50,90696000
5,24520874;-48,87880000
5,29289246;-47,63802000
5,34057617;-46,81294000
5,38825989;-48,33391000
5,43594360;-52,36442000
5,48362732;-58,73074000
5,53131104;-56,34113000
5,57899475;-50,84587000
5,62667847;-49,12561000
5,67436218;-47,46262000
5,72204590;-46,40910000
5,76972961;-48,10148000
5,81741333;-50,11279000
5,86509705;-50,18292000
5,91278076;-51,88996000
5,96046448;-59,19598000
6,00814819;-56,91380000
6,05583191;-54,47793000
6,10351563;-55,53514000
6,15119934;-54,33548000
6,19888306;-55,59123000
6,24656677;-59,23120000
6,29425049;-53,11536000
