Frequency;Channel A
(kHz);(dBu)

0,00000000;-21,85455000
0,04768372;-28,39904000
0,09536743;-41,76134000
0,14305115;-58,74646000
0,19073486;-50,34595000
0,23841858;-51,20544000
0,28610229;-54,82389000
0,33378601;-48,20112000
0,38146973;-50,18442000
0,42915344;-53,05504000
0,47683716;-55,64062000
0,52452087;-53,30612000
0,57220459;-56,04317000
0,61988831;-66,80604000
0,66757202;-69,16850000
0,71525574;-55,46176000
0,76293945;-51,97440000
0,81062317;-52,03913000
0,85830688;-50,47333000
0,90599060;-54,55791000
0,95367432;-50,74553000
1,00135803;-54,10775000
1,04904175;-57,39666000
1,09672546;-51,15215000
1,14440918;-51,30416000
1,19209290;-49,96449000
1,23977661;-52,09748000
1,28746033;-51,97270000
1,33514404;-54,40059000
1,38282776;-51,90217000
1,43051147;-51,18696000
1,47819519;-49,34628000
1,52587891;-48,50439000
1,57356262;-41,91750000
1,62124634;-47,67040000
1,66893005;-35,64907000
1,71661377;-23,79282000
1,76429749;-13,40824000
1,81198120;-10,54787000
1,85966492;-14,89564000
1,90734863;-24,88276000
1,95503235;-26,55225000
2,00271606;-17,09944000
2,05039978;-11,74640000
2,09808350;-13,51137000
2,14576721;-22,66723000
2,19345093;-34,28487000
2,24113464;-45,85825000
2,28881836;-49,64355000
2,33650208;-53,62464000
2,38418579;-48,66340000
2,43186951;-50,12313000
2,47955322;-57,98684000
2,52723694;-57,14387000
2,57492065;-48,01349000
2,62260437;-47,60157000
2,67028809;-46,32137000
2,71797180;-46,67968000
2,76565552;-50,94570000
2,81333923;-53,43371000
2,86102295;-53,31644000
2,90870667;-59,87143000
2,95639038;-52,95765000
3,00407410;-47,85803000
3,05175781;-47,30236000
3,09944153;-48,44580000
3,14712524;-48,91792000
3,19480896;-51,65512000
3,24249268;-51,08907000
3,29017639;-50,93111000
3,33786011;-52,81866000
3,38554382;-57,86398000
3,43322754;-51,59136000
3,48091125;-44,90834000
3,52859497;-44,82341000
3,57627869;-50,87062000
3,62396240;-58,63720000
3,67164612;-49,17588000
3,71932983;-52,28937000
3,76701355;-66,68036000
3,81469727;-60,87325000
3,86238098;-62,86770000
3,91006470;-51,35179000
3,95774841;-48,18079000
4,00543213;-46,44545000
4,05311584;-48,22306000
4,10079956;-52,54020000
4,14848328;-58,93039000
4,19616699;-48,96671000
4,24385071;-45,02109000
4,29153442;-46,15376000
4,33921814;-52,35245000
4,38690186;-63,13118000
4,43458557;-62,78975000
4,48226929;-60,59752000
4,52995300;-58,00520000
4,57763672;-54,48408000
4,62532043;-54,69381000
4,67300415;-60,88068000
4,72068787;-53,94036000
4,76837158;-50,13572000
4,81605530;-56,31534000
4,86373901;-57,80579000
4,91142273;-52,28581000
4,95910645;-50,05247000
5,00679016;-50,53838000
5,05447388;-54,55256000
5,10215759;-57,58928000
5,14984131;-55,08417000
5,19752502;-51,20267000
5,24520874;-50,85079000
5,29289246;-56,68313000
5,34057617;-61,57700000
5,38825989;-64,64271000
5,43594360;-62,12131000
5,48362732;-53,14369000
5,53131104;-48,17178000
5,57899475;-46,33121000
5,62667847;-45,58818000
5,67436218;-44,42482000
5,72204590;-43,07514000
5,76972961;-42,80135000
5,81741333;-44,72754000
5,86509705;-46,47702000
5,91278076;-48,61803000
5,96046448;-49,93722000
6,00814819;-51,50722000
6,05583191;-51,12949000
6,10351563;-55,54257000
6,15119934;-59,45370000
6,19888306;-54,61999000
6,24656677;-56,18954000
6,29425049;-57,69905000
