Frequency;Channel A
(kHz);(dBu)

0,00000000;-25,53477000
0,04768372;-31,62811000
0,09536743;-41,55082000
0,14305115;-51,07896000
0,19073486;-62,31712000
0,23841858;-54,26968000
0,28610229;-48,61998000
0,33378601;-47,88787000
0,38146973;-50,13370000
0,42915344;-51,02493000
0,47683716;-50,20876000
0,52452087;-49,99370000
0,57220459;-49,48951000
0,61988831;-49,43382000
0,66757202;-50,50137000
0,71525574;-53,59723000
0,76293945;-52,57218000
0,81062317;-50,67504000
0,85830688;-53,31042000
0,90599060;-62,29070000
0,95367432;-66,81065000
1,00135803;-58,28865000
1,04904175;-54,85967000
1,09672546;-57,26635000
1,14440918;-59,93095000
1,19209290;-68,20453000
1,23977661;-74,50352000
1,28746033;-59,55497000
1,33514404;-54,78448000
1,38282776;-50,54211000
1,43051147;-54,86758000
1,47819519;-51,06101000
1,52587891;-47,58986000
1,57356262;-55,90910000
1,62124634;-47,15816000
1,66893005;-39,17219000
1,71661377;-27,10254000
1,76429749;-15,75032000
1,81198120;-11,44204000
1,85966492;-11,27244000
1,90734863;-15,29212000
1,95503235;-26,18206000
2,00271606;-39,85938000
2,05039978;-46,25240000
2,09808350;-52,40248000
2,14576721;-53,40547000
2,19345093;-66,43287000
2,24113464;-69,52976000
2,28881836;-71,59399000
2,33650208;-62,65571000
2,38418579;-58,13666000
2,43186951;-58,20079000
2,47955322;-53,72458000
2,52723694;-56,66866000
2,57492065;-61,14106000
2,62260437;-59,12896000
2,67028809;-55,25023000
2,71797180;-55,83811000
2,76565552;-66,63837000
2,81333923;-59,46297000
2,86102295;-60,84236000
2,90870667;-71,71970000
2,95639038;-62,94728000
3,00407410;-57,53765000
3,05175781;-58,54991000
3,09944153;-58,64298000
3,14712524;-59,73608000
3,19480896;-55,36555000
3,24249268;-50,29551000
3,29017639;-50,69344000
3,33786011;-53,94375000
3,38554382;-50,44201000
3,43322754;-47,70514000
3,48091125;-46,92312000
3,52859497;-48,49281000
3,57627869;-52,99326000
3,62396240;-53,23786000
3,67164612;-50,32098000
3,71932983;-49,27218000
3,76701355;-53,38227000
3,81469727;-58,45820000
3,86238098;-54,22637000
3,91006470;-52,89841000
3,95774841;-54,43349000
4,00543213;-54,73240000
4,05311584;-52,92386000
4,10079956;-48,67522000
4,14848328;-48,10594000
4,19616699;-52,76336000
4,24385071;-57,66742000
4,29153442;-57,02308000
4,33921814;-58,97534000
4,38690186;-57,48331000
4,43458557;-54,71962000
4,48226929;-56,58216000
4,52995300;-59,57663000
4,57763672;-52,41522000
4,62532043;-53,76864000
4,67300415;-63,42482000
4,72068787;-62,09014000
4,76837158;-57,19737000
4,81605530;-54,65977000
4,86373901;-52,17667000
4,91142273;-52,11238000
4,95910645;-52,36005000
5,00679016;-56,79321000
5,05447388;-54,86575000
5,10215759;-54,51779000
5,14984131;-55,58158000
5,19752502;-61,41204000
5,24520874;-54,79557000
5,29289246;-52,15240000
5,34057617;-48,34388000
5,38825989;-46,50717000
5,43594360;-50,21789000
5,48362732;-59,30173000
5,53131104;-51,63234000
5,57899475;-49,68664000
5,62667847;-48,81855000
5,67436218;-48,21118000
5,72204590;-51,00039000
5,76972961;-58,35007000
5,81741333;-59,38758000
5,86509705;-51,56010000
5,91278076;-53,00983000
5,96046448;-62,78709000
6,00814819;-84,02322000
6,05583191;-62,73420000
6,10351563;-57,92940000
6,15119934;-57,91743000
6,19888306;-53,47519000
6,24656677;-55,27210000
6,29425049;-69,55262000
