Frequency;Channel A
(kHz);(dBu)

0,00000000;-34,08495000
0,04768372;-40,29108000
0,09536743;-51,80403000
0,14305115;-67,42123000
0,19073486;-63,51549000
0,23841858;-58,89827000
0,28610229;-56,02047000
0,33378601;-60,23148000
0,38146973;-78,71360000
0,42915344;-58,01773000
0,47683716;-50,38340000
0,52452087;-51,27653000
0,57220459;-54,65600000
0,61988831;-52,65607000
0,66757202;-51,87519000
0,71525574;-54,94110000
0,76293945;-50,34848000
0,81062317;-56,56622000
0,85830688;-54,17992000
0,90599060;-55,20133000
0,95367432;-58,88589000
1,00135803;-50,60383000
1,04904175;-55,99123000
1,09672546;-49,99882000
1,14440918;-52,96489000
1,19209290;-56,71802000
1,23977661;-51,06657000
1,28746033;-49,97519000
1,33514404;-51,97234000
1,38282776;-49,10685000
1,43051147;-47,43798000
1,47819519;-45,73894000
1,52587891;-42,59318000
1,57356262;-43,88559000
1,62124634;-36,84307000
1,66893005;-32,41379000
1,71661377;-24,97550000
1,76429749;-18,10266000
1,81198120;-15,76084000
1,85966492;-18,43475000
1,90734863;-25,48152000
1,95503235;-31,50183000
2,00271606;-35,47882000
2,05039978;-37,52777000
2,09808350;-37,29713000
2,14576721;-37,30609000
2,19345093;-37,39293000
2,24113464;-36,88596000
2,28881836;-33,13847000
2,33650208;-28,30520000
2,38418579;-21,32261000
2,43186951;-17,36744000
2,47955322;-18,30285000
2,52723694;-24,01760000
2,57492065;-32,15687000
2,62260437;-36,96076000
2,67028809;-45,76669000
2,71797180;-43,67812000
2,76565552;-46,58588000
2,81333923;-51,72972000
2,86102295;-48,66948000
2,90870667;-52,77018000
2,95639038;-52,40848000
3,00407410;-51,92401000
3,05175781;-61,33070000
3,09944153;-54,56390000
3,14712524;-52,44878000
3,19480896;-63,61779000
3,24249268;-53,24227000
3,29017639;-56,77356000
3,33786011;-60,46740000
3,38554382;-58,86554000
3,43322754;-73,84872000
3,48091125;-56,58465000
3,52859497;-58,55744000
3,57627869;-54,06127000
3,62396240;-55,39800000
3,67164612;-60,99211000
3,71932983;-64,84157000
3,76701355;-56,65791000
3,81469727;-69,91338000
3,86238098;-57,92531000
3,91006470;-66,46906000
3,95774841;-57,03731000
4,00543213;-55,69785000
4,05311584;-56,95962000
4,10079956;-61,32246000
4,14848328;-67,42834000
4,19616699;-57,33741000
4,24385071;-64,32744000
4,29153442;-68,63722000
4,33921814;-71,64294000
4,38690186;-60,95989000
4,43458557;-68,05347000
4,48226929;-58,56901000
4,52995300;-62,84966000
4,57763672;-56,18806000
4,62532043;-58,37415000
4,67300415;-60,33630000
4,72068787;-60,44717000
4,76837158;-58,58918000
4,81605530;-59,52106000
4,86373901;-65,78249000
4,91142273;-69,22898000
4,95910645;-62,27402000
5,00679016;-65,92769000
5,05447388;-66,48740000
5,10215759;-64,03416000
5,14984131;-81,32130000
5,19752502;-69,94127000
5,24520874;-57,91176000
5,29289246;-59,94230000
5,34057617;-62,16318000
5,38825989;-66,07527000
5,43594360;-56,69479000
5,48362732;-53,96568000
5,53131104;-61,86730000
5,57899475;-66,17197000
5,62667847;-67,50304000
5,67436218;-63,29191000
5,72204590;-61,21083000
5,76972961;-57,13710000
5,81741333;-52,87159000
5,86509705;-54,09537000
5,91278076;-57,69720000
5,96046448;-57,43938000
6,00814819;-56,46369000
6,05583191;-56,86101000
6,10351563;-56,85327000
6,15119934;-57,19788000
6,19888306;-57,11308000
6,24656677;-59,81939000
6,29425049;-59,87416000
