Frequency;Channel A
(kHz);(dBu)

28,03802490;-51,41823000
28,08570862;-50,27563000
28,13339233;-47,51544000
28,18107605;-49,88104000
28,22875977;-58,18380000
28,27644348;-50,49117000
28,32412720;-47,28496000
28,37181091;-49,65458000
28,41949463;-51,93729000
28,46717834;-58,82964000
28,51486206;-58,76042000
28,56254578;-52,01145000
28,61022949;-49,23417000
28,65791321;-52,11706000
28,70559692;-65,87631000
28,75328064;-64,48397000
28,80096436;-57,60120000
28,84864807;-55,31836000
28,89633179;-60,08393000
28,94401550;-59,25696000
28,99169922;-55,19628000
29,03938293;-62,05453000
29,08706665;-63,32602000
29,13475037;-59,74370000
29,18243408;-56,60198000
29,23011780;-54,14288000
29,27780151;-58,54307000
29,32548523;-68,89668000
29,37316895;-54,88464000
29,42085266;-59,99597000
29,46853638;-56,95761000
29,51622009;-53,94675000
29,56390381;-55,43980000
29,61158752;-52,96489000
29,65927124;-55,52514000
29,70695496;-51,28263000
29,75463867;-50,45884000
29,80232239;-54,60560000
29,85000610;-56,49411000
29,89768982;-56,50582000
29,94537354;-53,80932000
29,99305725;-52,09229000
30,04074097;-52,11109000
30,08842468;-55,04666000
30,13610840;-68,74561000
30,18379211;-59,25679000
30,23147583;-56,34476000
30,27915955;-62,18525000
30,32684326;-59,06416000
30,37452698;-59,08256000
30,42221069;-56,14815000
30,46989441;-52,34235000
30,51757813;-65,87923000
30,56526184;-57,33215000
30,61294556;-56,17136000
30,66062927;-63,35670000
30,70831299;-56,53312000
30,75599670;-57,18481000
30,80368042;-75,46624000
30,85136414;-60,63752000
30,89904785;-55,33758000
30,94673157;-54,83505000
30,99441528;-52,64435000
31,04209900;-50,33011000
31,08978271;-51,76093000
31,13746643;-52,70848000
31,18515015;-53,76539000
31,23283386;-57,65902000
31,28051758;-55,88799000
31,32820129;-55,51288000
31,37588501;-57,68155000
31,42356873;-53,25107000
31,47125244;-53,90220000
31,51893616;-58,13351000
31,56661987;-57,35836000
31,61430359;-57,64452000
31,66198730;-62,31710000
31,70967102;-54,10518000
31,75735474;-49,00369000
31,80503845;-49,03964000
31,85272217;-52,21050000
31,90040588;-53,49400000
31,94808960;-50,17269000
31,99577332;-50,74059000
32,04345703;-54,97593000
32,09114075;-53,41122000
32,13882446;-56,51623000
32,18650818;-56,21228000
32,23419189;-52,49970000
32,28187561;-51,43694000
32,32955933;-50,64457000
32,37724304;-50,40223000
32,42492676;-50,92480000
32,47261047;-55,81771000
32,52029419;-71,25739000
32,56797791;-58,86062000
32,61566162;-52,31693000
32,66334534;-55,00016000
32,71102905;-63,23770000
32,75871277;-63,36472000
32,80639648;-66,07507000
32,85408020;-57,34513000
32,90176392;-55,35485000
32,94944763;-62,34490000
32,99713135;-49,08790000
33,04481506;-49,09948000
33,09249878;-54,58512000
33,14018250;-52,38440000
33,18786621;-50,54060000
33,23554993;-52,62619000
33,28323364;-54,56290000
33,33091736;-54,95425000
33,37860107;-55,09890000
33,42628479;-59,36504000
33,47396851;-64,18852000
33,52165222;-66,92572000
33,56933594;-61,85183000
33,61701965;-57,93958000
33,66470337;-56,07819000
33,71238708;-61,41309000
33,76007080;-68,57603000
33,80775452;-62,01958000
33,85543823;-59,05250000
33,90312195;-55,21894000
33,95080566;-53,81985000
33,99848938;-52,08601000
34,04617310;-50,15607000
34,09385681;-49,12512000
34,14154053;-52,20587000
34,18922424;-70,52600000
34,23690796;-54,14307000
34,28459167;-55,80952000
34,33227539;-54,67962000
34,37995911;-53,40555000
34,42764282;-55,53613000
34,47532654;-57,99035000
34,52301025;-60,02315000
34,57069397;-58,60693000
34,61837769;-61,46902000
34,66606140;-66,32066000
34,71374512;-69,66333000
34,76142883;-61,83185000
34,80911255;-53,01058000
34,85679626;-52,19929000
34,90447998;-52,93349000
34,95216370;-53,87476000
34,99984741;-56,61018000
35,04753113;-55,77618000
35,09521484;-52,70473000
35,14289856;-56,26836000
35,19058228;-67,84680000
35,23826599;-71,20635000
35,28594971;-64,34248000
35,33363342;-63,53364000
35,38131714;-64,50694000
35,42900085;-54,50959000
35,47668457;-49,88357000
35,52436829;-52,06648000
35,57205200;-57,10293000
35,61973572;-59,50843000
35,66741943;-63,83603000
35,71510315;-58,59021000
35,76278687;-55,41126000
35,81047058;-66,63116000
35,85815430;-63,05129000
35,90583801;-66,84726000
35,95352173;-63,61341000
36,00120544;-55,41225000
36,04888916;-57,09190000
36,09657288;-58,53233000
36,14425659;-55,17868000
36,19194031;-57,05527000
36,23962402;-59,41969000
36,28730774;-61,72644000
36,33499146;-61,45080000
36,38267517;-78,46877000
36,43035889;-55,98912000
36,47804260;-55,17382000
36,52572632;-55,95415000
36,57341003;-55,78381000
36,62109375;-49,46441000
36,66877747;-48,37849000
36,71646118;-51,26950000
36,76414490;-55,08022000
36,81182861;-56,81480000
36,85951233;-53,78002000
36,90719604;-52,56432000
36,95487976;-55,97272000
37,00256348;-57,22028000
37,05024719;-55,54071000
37,09793091;-58,12555000
37,14561462;-51,90975000
37,19329834;-53,16637000
37,24098206;-68,63876000
37,28866577;-73,01199000
37,33634949;-63,71044000
37,38403320;-66,12446000
37,43171692;-54,31039000
37,47940063;-52,06526000
37,52708435;-53,68227000
37,57476807;-56,64275000
37,62245178;-64,68243000
37,67013550;-77,02706000
37,71781921;-57,17653000
37,76550293;-49,05636000
37,81318665;-50,05453000
37,86087036;-62,15213000
37,90855408;-54,17458000
37,95623779;-59,25220000
38,00392151;-58,22165000
38,05160522;-55,54587000
38,09928894;-61,88670000
38,14697266;-65,52936000
38,19465637;-58,23828000
38,24234009;-57,29341000
38,29002380;-54,05403000
38,33770752;-52,70790000
38,38539124;-53,11063000
38,43307495;-54,05206000
38,48075867;-58,73540000
38,52844238;-66,70936000
38,57612610;-55,10214000
38,62380981;-54,57608000
38,67149353;-57,29377000
38,71917725;-59,79606000
38,76686096;-57,22816000
38,81454468;-55,94113000
38,86222839;-52,84879000
38,90991211;-48,55149000
38,95759583;-53,58909000
39,00527954;-57,03228000
39,05296326;-52,07932000
39,10064697;-53,85358000
39,14833069;-54,07173000
39,19601440;-53,26374000
39,24369812;-57,59824000
39,29138184;-61,45168000
39,33906555;-53,45007000
39,38674927;-52,70549000
39,43443298;-55,96412000
39,48211670;-62,27559000
39,52980042;-67,04182000
39,57748413;-61,51425000
39,62516785;-54,82308000
39,67285156;-58,47050000
39,72053528;-56,29892000
39,76821899;-52,75128000
39,81590271;-56,65371000
39,86358643;-60,20542000
39,91127014;-55,50122000
39,95895386;-59,66383000
40,00663757;-58,04610000
40,05432129;-50,52517000
40,10200500;-56,20582000
40,14968872;-58,06137000
40,19737244;-52,27134000
40,24505615;-54,24287000
40,29273987;-59,93230000
40,34042358;-62,46677000
40,38810730;-54,27707000
40,43579102;-51,80381000
40,48347473;-54,54729000
40,53115845;-56,51083000
40,57884216;-56,98729000
40,62652588;-57,22890000
40,67420959;-59,93529000
40,72189331;-63,06137000
40,76957703;-52,81038000
40,81726074;-50,76536000
40,86494446;-51,88493000
40,91262817;-50,07986000
40,96031189;-50,05448000
41,00799561;-51,46271000
41,05567932;-51,88393000
41,10336304;-55,80630000
41,15104675;-59,47099000
41,19873047;-58,44540000
41,24641418;-54,54527000
41,29409790;-51,96453000
41,34178162;-53,86687000
41,38946533;-62,67792000
41,43714905;-60,67647000
41,48483276;-60,61703000
41,53251648;-59,68173000
41,58020020;-53,81958000
41,62788391;-57,40837000
41,67556763;-60,70179000
41,72325134;-53,57332000
41,77093506;-54,40182000
41,81861877;-68,18776000
41,86630249;-62,13111000
41,91398621;-69,53519000
41,96166992;-57,80292000
42,00935364;-72,77002000
42,05703735;-57,53367000
42,10472107;-56,24365000
42,15240479;-56,29673000
42,20008850;-58,51542000
42,24777222;-60,46410000
42,29545593;-60,04311000
42,34313965;-60,79556000
42,39082336;-59,38264000
42,43850708;-55,63797000
42,48619080;-56,82047000
42,53387451;-63,50639000
42,58155823;-55,34177000
42,62924194;-47,86523000
42,67692566;-52,32817000
42,72460938;-58,38311000
42,77229309;-57,27860000
42,81997681;-65,70549000
42,86766052;-55,55922000
42,91534424;-55,02174000
42,96302795;-64,88132000
43,01071167;-68,39974000
43,05839539;-63,82755000
43,10607910;-74,68974000
43,15376282;-69,09277000
43,20144653;-72,46320000
