Frequency;Channel A
(kHz);(dBu)

0,00000000;-28,47314000
0,04768372;-35,25491000
0,09536743;-49,77188000
0,14305115;-60,91852000
0,19073486;-54,67185000
0,23841858;-54,90709000
0,28610229;-57,85113000
0,33378601;-55,73710000
0,38146973;-64,04414000
0,42915344;-59,91541000
0,47683716;-61,49694000
0,52452087;-60,07136000
0,57220459;-56,12934000
0,61988831;-57,72564000
0,66757202;-60,03243000
0,71525574;-58,83139000
0,76293945;-54,47483000
0,81062317;-57,18697000
0,85830688;-61,44354000
0,90599060;-61,51312000
0,95367432;-58,84306000
1,00135803;-55,40943000
1,04904175;-55,31413000
1,09672546;-52,51350000
1,14440918;-57,43236000
1,19209290;-64,26312000
1,23977661;-65,12274000
1,28746033;-58,44692000
1,33514404;-57,75255000
1,38282776;-58,01109000
1,43051147;-54,05983000
1,47819519;-66,88958000
1,52587891;-60,30715000
1,57356262;-57,70395000
1,62124634;-59,53085000
1,66893005;-56,38379000
1,71661377;-54,02293000
1,76429749;-49,08758000
1,81198120;-48,06229000
1,85966492;-53,30754000
1,90734863;-53,43164000
1,95503235;-56,91340000
2,00271606;-56,61462000
2,05039978;-51,52347000
2,09808350;-55,16239000
2,14576721;-43,25838000
2,19345093;-50,02014000
2,24113464;-32,85397000
2,28881836;-11,29803000
2,33650208;-1,08298300
2,38418579;0,87446080
2,43186951;-4,87504500
2,47955322;-19,98899000
2,52723694;-43,89564000
2,57492065;-60,53066000
2,62260437;-44,46640000
2,67028809;-56,86379000
2,71797180;-53,23843000
2,76565552;-64,36787000
2,81333923;-55,05356000
2,86102295;-54,97623000
2,90870667;-50,71093000
2,95639038;-46,21746000
3,00407410;-51,29864000
3,05175781;-53,81169000
3,09944153;-57,09512000
3,14712524;-54,01680000
3,19480896;-54,14471000
3,24249268;-59,99938000
3,29017639;-56,09197000
3,33786011;-49,30934000
3,38554382;-50,45036000
3,43322754;-53,70674000
3,48091125;-50,12111000
3,52859497;-50,91770000
3,57627869;-50,78894000
3,62396240;-39,30960000
3,67164612;-30,21559000
3,71932983;-20,30071000
3,76701355;-15,56019000
3,81469727;-16,53098000
3,86238098;-23,15010000
3,91006470;-34,56530000
3,95774841;-43,48456000
4,00543213;-52,05151000
4,05311584;-51,64310000
4,10079956;-53,81599000
4,14848328;-58,82050000
4,19616699;-51,02702000
4,24385071;-57,14177000
4,29153442;-57,26410000
4,33921814;-58,19526000
4,38690186;-53,03196000
4,43458557;-62,76212000
4,48226929;-53,34608000
4,52995300;-47,77673000
4,57763672;-52,90593000
4,62532043;-58,36762000
4,67300415;-60,21572000
4,72068787;-53,41269000
4,76837158;-52,94951000
4,81605530;-59,23763000
4,86373901;-71,85297000
4,91142273;-54,36631000
4,95910645;-52,78682000
5,00679016;-61,46877000
5,05447388;-56,46563000
5,10215759;-60,68232000
5,14984131;-54,64798000
5,19752502;-57,55847000
5,24520874;-63,75948000
5,29289246;-62,89333000
5,34057617;-57,38296000
5,38825989;-63,12655000
5,43594360;-60,69154000
5,48362732;-62,06515000
5,53131104;-71,75905000
5,57899475;-56,35609000
5,62667847;-50,91476000
5,67436218;-49,97229000
5,72204590;-58,49543000
5,76972961;-59,31906000
5,81741333;-55,54402000
5,86509705;-58,54700000
5,91278076;-57,43752000
5,96046448;-53,32428000
6,00814819;-52,37682000
6,05583191;-55,92877000
6,10351563;-54,94584000
6,15119934;-57,65171000
6,19888306;-69,03152000
6,24656677;-57,74198000
6,29425049;-54,25200000
