0_x,0_y
4.240959,47.386761
10.620750,52.747101
16.901884,56.232966
23.183018,57.844356
29.595695,60.343656
35.975486,59.225548
42.289506,57.449730
48.603525,55.279286
54.950431,50.182030
61.264450,46.794822
67.578470,44.262637
73.892489,39.592893
80.239394,37.225135
86.652070,39.691549
92.834547,43.144529
99.312994,49.195465
105.627013,53.667895
111.875261,56.265851
118.255051,60.244999
124.634841,59.028235
130.883088,58.008784
137.295763,56.693363
143.642666,50.938397
149.858028,46.137111
156.139160,41.960650
162.486063,37.849960
168.668539,36.534540
174.982556,38.409014
181.362344,39.823092
187.544818,45.249202
193.825949,50.313572
200.172851,53.602124
206.453981,57.581272
212.702226,59.718831
218.917585,58.863807
225.198714,57.943013
231.414073,53.996750
237.629431,49.853175
243.844789,45.906913
250.060146,40.250603
256.242618,55.147744
262.425089,38.047273
268.673331,38.409014
274.822916,41.796223
280.972501,47.386761
287.286512,50.675313
293.468982,55.805454
299.684337,58.929578
305.833920,59.455747
312.016388,60.146343
318.133085,58.271868
324.348438,53.602124
330.530905,51.727650
336.614716,54.884660
342.698526,53.930979
348.913877,43.012987
354.997686,41.631795
361.114380,41.829108
367.329730,39.823092
373.446423,43.572041
379.530230,48.274670
385.712693,53.470582
391.960927,56.430279
398.077618,58.732265
404.095652,59.324205
410.212342,58.206097
416.361917,55.608141
422.347065,51.497451
428.463753,46.860593
434.711983,42.125078
440.730014,39.296923
446.780930,37.356678
452.996273,38.047273
459.047188,40.513687
465.130987,44.657263
471.346328,49.392778
477.397241,53.865208
483.579695,57.252417
489.696378,59.357090
495.747289,60.179228
501.765315,59.357090
507.881996,56.594707
514.031561,52.648444
520.115355,48.274670
526.199149,43.604926
532.282941,38.902297
538.465390,37.553991
544.483410,37.126479
550.567201,38.672098
556.782533,42.552590
562.899207,46.893478
568.950111,51.760535
575.231210,57.581272
581.249227,57.614158
587.234357,58.765151
593.351028,59.488632
599.566354,55.542370
605.617253,52.188047
611.668151,50.773970
617.982131,47.485418
624.000142,44.295522
630.051038,42.749903
636.200589,41.598910
642.251483,43.506270
648.269491,41.270054
654.419039,45.150546
660.568586,51.135710
666.619477,54.161178
672.670367,57.416845
678.622600,60.310770
684.640603,59.291319
690.592835,58.206097
696.545065,55.542370
702.563066,50.576656
708.581065,46.992135
714.500408,42.552590
720.518406,37.915731
726.437747,37.488220
732.357087,36.764738
738.342197,39.066725
739.131442,43.736468
731.074564,37.882846
723.379421,36.567425
715.750047,39.000954
708.120672,41.861994
700.688607,48.899495
693.256540,55.410828
685.890243,57.910127
678.491059,60.573854
671.322071,58.830922
663.955770,54.983316
656.753894,51.267252
649.617787,45.512286
642.448794,39.658664
635.279800,38.080159
628.110805,37.422449
