"Time[ms]","Channel[V]"
4.39434096,1.04190200
4.39690096,1.04190200
4.39946096,1.04190200
4.40202096,1.04190200
4.40458096,1.04190200
4.40714096,0.86550490
4.40970096,1.04190200
4.41226096,0.86550490
4.41482096,0.86550490
4.41738096,0.86550490
4.41994096,0.86550490
4.42250096,0.86550490
4.42506096,0.86550490
4.42762096,0.86550490
4.43018096,0.68971830
4.43274096,0.68971830
4.43530096,0.68971830
4.43786096,0.68971830
4.44042096,0.68971830
4.44298096,0.68971830
4.44554096,0.68971830
4.44810096,0.68971830
4.45066096,0.68971830
4.45322096,0.51332130
4.45578096,0.51332130
4.45834096,0.51332130
4.46090096,0.51332130
4.46346096,0.51332130
4.46602096,0.51332130
4.46858096,0.51332130
4.47114096,0.51332130
4.47370096,0.33692430
4.47626096,0.33692430
4.47882096,0.33692430
4.48138096,0.33692430
4.48394096,0.33692430
4.48650096,0.33692430
4.48906096,0.33692430
4.49162096,0.33692430
4.49418096,0.16052740
4.49674096,0.16052740
4.49930096,0.16052740
4.50186096,0.16052740
4.50442096,0.16052740
4.50698096,0.16052740
4.50954096,0.16052740
4.51210096,0.16052740
4.51466096,-0.01525925
4.51722096,-0.01525925
4.51978096,0.16052740
4.52234096,-0.01525925
4.52490096,-0.01525925
4.52746096,-0.01525925
4.53002096,-0.01525925
4.53258096,-0.19104590
4.53514096,-0.19104590
4.53770096,-0.19104590
4.54026096,-0.19104590
4.54282096,-0.19104590
4.54538096,-0.19104590
4.54794096,-0.19104590
4.55050096,-0.19104590
4.55306096,-0.19104590
4.55562096,-0.36744280
4.55818096,-0.36744280
4.56074096,-0.36744280
4.56330096,-0.19104590
4.56586096,-0.36744280
4.56842096,-0.36744280
4.57098096,-0.36744280
4.57354096,-0.36744280
4.57610096,-0.36744280
4.57866096,-0.36744280
4.58122096,-0.36744280
4.58378096,-0.36744280
4.58634096,-0.36744280
4.58890096,-0.36744280
4.59146096,-0.36744280
4.59402096,-0.36744280
4.59658096,-0.36744280
4.59914096,-0.36744280
4.60170096,-0.36744280
4.60426096,-0.36744280
4.60682096,-0.36744280
4.60938096,-0.36744280
4.61194096,-0.36744280
4.61450096,-0.36744280
4.61706096,-0.36744280
4.61962096,-0.36744280
4.62218096,-0.36744280
4.62474096,-0.36744280
4.62730096,-0.36744280
4.62986096,-0.36744280
4.63242096,-0.36744280
4.63498096,-0.36744280
4.63754096,-0.36744280
4.64010096,-0.36744280
4.64266096,-0.36744280
4.64522096,-0.36744280
4.64778096,-0.36744280
4.65034096,-0.36744280
4.65290096,-0.36744280
4.65546096,-0.36744280
4.65802096,-0.36744280
4.66058096,-0.36744280
4.66314096,-0.36744280
4.66570096,-0.36744280
4.66826096,-0.19104590
4.67082096,-0.19104590
4.67338096,-0.19104590
4.67594096,-0.19104590
4.67850096,-0.19104590
4.68106096,-0.19104590
4.68362096,-0.19104590
4.68618096,-0.19104590
4.68874096,-0.19104590
4.69130096,-0.19104590
4.69386096,-0.19104590
4.69642096,-0.19104590
4.69898096,-0.19104590
4.70154096,-0.19104590
4.70410096,-0.19104590
4.70666096,-0.19104590
4.70922096,-0.19104590
4.71178096,-0.19104590
4.71434096,-0.01525925
4.71690096,-0.19104590
4.71946096,-0.01525925
4.72202096,-0.01525925
4.72458096,-0.01525925
4.72714096,-0.01525925
4.72970096,0.16052740
4.73226096,-0.01525925
4.73482096,0.16052740
4.73738096,0.16052740
4.73994096,0.16052740
4.74250096,0.16052740
4.74506096,0.16052740
4.74762096,0.16052740
4.75018096,0.16052740
4.75274096,0.16052740
4.75530096,0.16052740
4.75786096,0.16052740
4.76042096,0.16052740
4.76298096,0.33692430
4.76554096,0.33692430
4.76810096,0.16052740
4.77066096,0.33692430
4.77322096,0.33692430
4.77578096,0.33692430
4.77834096,0.16052740
4.78090096,0.33692430
4.78346096,0.33692430
4.78602096,0.33692430
4.78858096,0.33692430
4.79114096,0.33692430
4.79370096,0.33692430
4.79626096,0.33692430
4.79882096,0.33692430
4.80138096,0.33692430
4.80394096,0.33692430
4.80650096,0.33692430
4.80906096,0.33692430
4.81162096,0.33692430
4.81418096,0.33692430
4.81674096,0.33692430
4.81930096,0.33692430
4.82186096,0.33692430
4.82442096,0.33692430
4.82698096,0.51332130
4.82954096,0.33692430
4.83210096,0.51332130
4.83466096,0.33692430
4.83722096,0.33692430
4.83978096,0.33692430
4.84234096,0.33692430
4.84490096,0.33692430
4.84746096,0.51332130
4.85002096,0.33692430
4.85258096,0.33692430
4.85514096,0.33692430
4.85770096,0.33692430
4.86026096,0.51332130
4.86282096,0.33692430
4.86538096,0.33692430
4.86794096,0.33692430
4.87050096,0.33692430
4.87306096,0.33692430
4.87562096,0.33692430
4.87818096,0.33692430
4.88074096,0.33692430
4.88330096,0.33692430
4.88586096,0.33692430
4.88842096,0.33692430
4.89098096,0.33692430
4.89354096,0.33692430
4.89610096,0.33692430
4.89866096,0.33692430
4.90122096,0.16052740
4.90378096,0.33692430
4.90634096,0.16052740
4.90890096,0.16052740
4.91146096,0.16052740
4.91402096,0.16052740
4.91658096,0.16052740
4.91914096,0.16052740
4.92170096,0.16052740
4.92426096,0.16052740
4.92682096,0.16052740
4.92938096,-0.01525925
4.93194096,-0.01525925
4.93450096,-0.01525925
4.93706096,-0.01525925
4.93962096,-0.01525925
4.94218096,-0.01525925
4.94474096,-0.19104590
4.94730096,-0.19104590
4.94986096,-0.19104590
4.95242096,-0.19104590
4.95498096,-0.19104590
4.95754096,-0.19104590
4.96010096,-0.19104590
4.96266096,-0.19104590
4.96522096,-0.19104590
4.96778096,-0.19104590
4.97034096,-0.36744280
4.97290096,-0.36744280
4.97546096,-0.36744280
4.97802096,-0.36744280
4.98058096,-0.36744280
4.98314096,-0.36744280
4.98570096,-0.36744280
4.98826096,-0.36744280
4.99082096,-0.36744280
4.99338096,-0.36744280
4.99594096,-0.36744280
4.99850096,-0.36744280
5.00106096,-0.36744280
5.00362096,-0.54383980
5.00618096,-0.54383980
5.00874096,-0.54383980
5.01130096,-0.54383980
5.01386096,-0.54383980
5.01642096,-0.54383980
5.01898096,-0.54383980
5.02154096,-0.54383980
5.02410096,-0.72023680
5.02666096,-0.54383980
5.02922096,-0.72023680
5.03178096,-0.72023680
5.03434096,-0.72023680
5.03690096,-0.72023680
5.03946096,-0.72023680
5.04202096,-0.72023680
5.04458096,-0.72023680
5.04714096,-0.89602350
5.04970096,-0.72023680
5.05226096,-0.89602350
5.05482096,-0.89602350
5.05738096,-0.89602350
5.05994096,-0.89602350
5.06250096,-0.89602350
5.06506096,-0.89602350
5.06762096,-0.89602350
5.07018096,-0.89602350
5.07274096,-0.72023680
5.07530096,-0.89602350
5.07786096,-0.89602350
5.08042096,-0.89602350
5.08298096,-0.89602350
5.08554096,-0.89602350
5.08810096,-0.89602350
5.09066096,-0.89602350
5.09322096,-0.89602350
5.09578096,-0.89602350
5.09834096,-0.89602350
5.10090096,-0.89602350
5.10346096,-0.89602350
5.10602096,-0.89602350
5.10858096,-0.89602350
5.11114096,-0.89602350
5.11370096,-0.89602350
5.11626096,-0.72023680
5.11882096,-0.72023680
5.12138096,-0.89602350
5.12394096,-0.89602350
5.12650096,-0.72023680
5.12906096,-0.72023680
5.13162096,-0.72023680
5.13418096,-0.89602350
5.13674096,-0.72023680
5.13930096,-0.72023680
5.14186096,-0.72023680
5.14442096,-0.54383980
5.14698096,-0.54383980
5.14954096,-0.54383980
5.15210096,-0.54383980
5.15466096,-0.54383980
5.15722096,-0.54383980
5.15978096,-0.54383980
5.16234096,-0.54383980
5.16490096,-0.54383980
5.16746096,-0.54383980
5.17002096,-0.36744280
5.17258096,-0.36744280
5.17514096,-0.36744280
5.17770096,-0.36744280
5.18026096,-0.36744280
5.18282096,-0.36744280
5.18538096,-0.36744280
5.18794096,-0.36744280
5.19050095,-0.36744280
5.19306095,-0.19104590
5.19562095,-0.19104590
5.19818095,-0.19104590
5.20074095,-0.19104590
5.20330095,-0.19104590
5.20586095,-0.19104590
5.20842095,-0.01525925
5.21098095,-0.01525925
5.21354095,-0.01525925
5.21610095,-0.01525925
5.21866095,-0.01525925
5.22122095,-0.01525925
5.22378095,0.16052740
5.22634095,0.16052740
5.22890095,0.16052740
5.23146095,0.16052740
5.23402095,0.16052740
5.23658095,0.16052740
5.23914095,0.33692430
5.24170095,0.33692430
5.24426095,0.33692430
5.24682095,0.33692430
5.24938095,0.33692430
5.25194095,0.51332130
5.25450095,0.51332130
5.25706095,0.51332130
5.25962095,0.51332130
5.26218095,0.51332130
5.26474095,0.51332130
5.26730095,0.51332130
5.26986095,0.51332130
5.27242095,0.68971830
5.27498095,0.51332130
5.27754095,0.68971830
5.28010095,0.68971830
5.28266095,0.68971830
5.28522095,0.86550490
5.28778095,0.86550490
5.29034095,0.86550490
5.29290095,0.86550490
5.29546095,0.86550490
5.29802095,0.86550490
5.30058095,1.04190200
5.30314095,0.86550490
5.30570095,0.86550490
5.30826095,1.04190200
5.31082095,1.04190200
5.31338095,1.04190200
5.31594095,1.04190200
5.31850095,1.21829900
5.32106095,1.21829900
5.32362095,1.04190200
5.32618095,1.21829900
5.32874095,1.21829900
5.33130095,1.21829900
5.33386095,1.21829900
5.33642095,1.21829900
5.33898095,1.21829900
5.34154095,1.21829900
5.34410095,1.21829900
5.34666095,1.21829900
5.34922095,1.21829900
5.35178095,1.21829900
5.35434095,1.21829900
5.35690095,1.21829900
5.35946095,1.21829900
5.36202095,1.21829900
5.36458095,1.21829900
5.36714095,1.21829900
5.36970095,1.21829900
5.37226095,1.39469600
5.37482095,1.39469600
5.37738095,1.39469600
5.37994095,1.39469600
5.38250095,1.21829900
5.38506095,1.21829900
5.38762095,1.21829900
5.39018095,1.39469600
5.39274095,1.21829900
5.39530095,1.21829900
5.39786095,1.21829900
5.40042095,1.21829900
5.40298095,1.21829900
5.40554095,1.21829900
5.40810095,1.21829900
5.41066095,1.21829900
5.41322095,1.21829900
5.41578095,1.21829900
5.41834095,1.21829900
5.42090095,1.21829900
5.42346095,1.04190200
5.42602095,1.04190200
5.42858095,1.04190200
5.43114095,1.04190200
5.43370095,1.04190200
5.43626095,1.04190200
5.43882095,1.04190200
5.44138095,1.04190200
5.44394095,1.04190200
5.44650095,1.04190200
5.44906095,0.86550490
5.45162095,1.04190200
5.45418095,0.86550490
5.45674095,0.86550490
5.45930095,0.86550490
5.46186095,0.86550490
5.46442095,0.86550490
5.46698095,0.68971830
5.46954095,0.51332130
5.47210095,0.51332130
5.47466095,0.51332130
5.47722095,0.51332130
5.47978095,0.51332130
5.48234095,0.51332130
5.48490095,0.51332130
5.48746095,0.51332130
5.49002095,0.33692430
5.49258095,0.33692430
5.49514095,0.33692430
5.49770095,0.33692430
5.50026095,0.33692430
5.50282095,0.33692430
5.50538095,0.16052740
5.50794095,0.16052740
5.51050095,0.16052740
5.51306095,-0.01525925
5.51562095,0.16052740
5.51818095,-0.01525925
5.52074095,-0.19104590
5.52330095,-0.01525925
5.52586095,-0.19104590
5.52842095,-0.19104590
5.53098095,-0.19104590
5.53354095,-0.19104590
5.53610095,-0.19104590
5.53866095,-0.36744280
5.54122095,-0.36744280
5.54378095,-0.36744280
5.54634095,-0.36744280
5.54890095,-0.36744280
5.55146095,-0.54383980
5.55402095,-0.54383980
5.55658095,-0.54383980
5.55914095,-0.54383980
5.56170095,-0.54383980
5.56426095,-0.54383980
5.56682095,-0.72023680
5.56938095,-0.72023680
5.57194095,-0.89602350
5.57450095,-0.89602350
5.57706095,-0.89602350
5.57962095,-0.89602350
5.58218095,-0.89602350
5.58474095,-0.89602350
5.58730095,-0.89602350
5.58986095,-0.89602350
5.59242095,-1.07242000
5.59498095,-1.07242000
5.59754095,-1.07242000
5.60010095,-1.07242000
5.60266095,-1.07242000
5.60522095,-1.07242000
5.60778095,-1.24881700
5.61034095,-1.24881700
5.61290095,-1.24881700
5.61546095,-1.24881700
5.61802095,-1.24881700
5.62058095,-1.24881700
5.62314095,-1.24881700
5.62570095,-1.24881700
5.62826095,-1.42521400
5.63082095,-1.24881700
5.63338095,-1.42521400
5.63594095,-1.24881700
5.63850095,-1.42521400
5.64106095,-1.42521400
5.64362095,-1.42521400
5.64618095,-1.42521400
5.64874095,-1.42521400
5.65130095,-1.42521400
5.65386095,-1.60100100
5.65642095,-1.42521400
5.65898095,-1.42521400
5.66154095,-1.42521400
5.66410095,-1.42521400
5.66666095,-1.60100100
5.66922095,-1.42521400
5.67178095,-1.42521400
5.67434095,-1.60100100
5.67690095,-1.42521400
5.67946095,-1.60100100
5.68202095,-1.60100100
5.68458095,-1.42521400
5.68714095,-1.60100100
5.68970095,-1.42521400
5.69226095,-1.42521400
5.69482095,-1.42521400
5.69738095,-1.60100100
5.69994095,-1.42521400
5.70250095,-1.42521400
5.70506095,-1.42521400
5.70762095,-1.42521400
5.71018095,-1.24881700
5.71274095,-1.42521400
5.71530095,-1.24881700
5.71786095,-1.24881700
5.72042095,-1.24881700
5.72298095,-1.24881700
5.72554095,-1.24881700
5.72810095,-1.24881700
5.73066095,-1.24881700
5.73322095,-1.07242000
5.73578095,-1.24881700
5.73834095,-1.24881700
5.74090095,-1.07242000
5.74346095,-1.07242000
5.74602095,-1.07242000
5.74858095,-1.07242000
5.75114095,-0.89602350
5.75370095,-0.89602350
5.75626095,-0.89602350
5.75882095,-0.89602350
5.76138095,-0.89602350
5.76394095,-0.89602350
5.76650095,-0.89602350
5.76906095,-0.89602350
5.77162095,-0.89602350
5.77418095,-0.72023680
5.77674095,-0.72023680
5.77930095,-0.72023680
5.78186095,-0.54383980
5.78442095,-0.54383980
5.78698095,-0.54383980
5.78954095,-0.54383980
5.79210095,-0.36744280
5.79466095,-0.36744280
5.79722095,-0.36744280
5.79978095,-0.36744280
5.80234095,-0.36744280
5.80490095,-0.19104590
5.80746095,-0.36744280
5.81002095,-0.19104590
5.81258095,-0.19104590
5.81514095,-0.19104590
5.81770095,-0.01525925
5.82026095,-0.01525925
5.82282095,-0.01525925
5.82538095,0.16052740
5.82794095,0.16052740
5.83050095,0.16052740
5.83306095,0.16052740
5.83562095,0.16052740
5.83818095,0.33692430
5.84074095,0.33692430
5.84330095,0.33692430
5.84586095,0.33692430
5.84842095,0.51332130
5.85098095,0.33692430
5.85354095,0.51332130
5.85610095,0.51332130
5.85866095,0.51332130
5.86122095,0.51332130
5.86378095,0.51332130
5.86634095,0.68971830
5.86890095,0.68971830
5.87146095,0.68971830
5.87402095,0.68971830
5.87658095,0.68971830
5.87914095,0.86550490
5.88170095,0.86550490
5.88426095,0.86550490
5.88682095,0.86550490
5.88938095,1.04190200
5.89194095,1.04190200
5.89450095,1.04190200
5.89706095,1.04190200
5.89962095,1.04190200
5.90218095,1.04190200
5.90474095,1.21829900
5.90730095,1.21829900
5.90986095,1.04190200
5.91242095,1.21829900
5.91498095,1.21829900
5.91754095,1.21829900
5.92010095,1.21829900
5.92266095,1.21829900
5.92522095,1.21829900
5.92778095,1.21829900
5.93034095,1.21829900
5.93290095,1.21829900
5.93546095,1.39469600
5.93802095,1.39469600
5.94058095,1.57048200
5.94314095,1.39469600
5.94570095,1.39469600
5.94826095,1.39469600
5.95082095,1.39469600
5.95338095,1.39469600
5.95594095,1.57048200
5.95850095,1.39469600
5.96106095,1.57048200
5.96362095,1.39469600
5.96618095,1.57048200
5.96874095,1.57048200
5.97130095,1.57048200
5.97386095,1.57048200
5.97642095,1.39469600
5.97898095,1.57048200
5.98154095,1.39469600
5.98410095,1.57048200
5.98666095,1.39469600
5.98922095,1.39469600
5.99178095,1.39469600
5.99434095,1.39469600
5.99690095,1.39469600
5.99946095,1.39469600
6.00202095,1.39469600
6.00458095,1.39469600
6.00714095,1.39469600
6.00970095,1.39469600
6.01226095,1.39469600
6.01482095,1.39469600
6.01738095,1.21829900
6.01994095,1.21829900
6.02250095,1.21829900
6.02506095,1.21829900
6.02762095,1.21829900
6.03018095,1.21829900
6.03274095,1.21829900
6.03530095,1.21829900
6.03786095,1.21829900
6.04042095,1.21829900
6.04298095,1.04190200
6.04554095,1.04190200
6.04810095,1.04190200
6.05066095,1.04190200
6.05322095,1.04190200
6.05578095,1.04190200
6.05834095,1.04190200
6.06090095,0.86550490
6.06346095,0.86550490
6.06602095,0.68971830
6.06858095,0.86550490
6.07114095,0.86550490
6.07370095,0.68971830
6.07626095,0.68971830
6.07882095,0.68971830
6.08138095,0.68971830
6.08394095,0.51332130
6.08650095,0.51332130
6.08906095,0.51332130
6.09162095,0.51332130
6.09418095,0.51332130
6.09674095,0.51332130
6.09930095,0.33692430
6.10186095,0.33692430
6.10442095,0.33692430
6.10698095,0.33692430
6.10954095,0.33692430
6.11210095,0.33692430
6.11466095,0.33692430
6.11722095,0.16052740
6.11978095,0.16052740
6.12234095,0.16052740
6.12490095,0.16052740
6.12746095,-0.01525925
6.13002095,-0.01525925
6.13258095,-0.01525925
6.13514095,-0.01525925
6.13770095,-0.19104590
6.14026095,-0.19104590
6.14282095,-0.19104590
6.14538095,-0.19104590
6.14794095,-0.36744280
6.15050095,-0.36744280
6.15306095,-0.36744280
6.15562095,-0.36744280
6.15818095,-0.36744280
6.16074095,-0.36744280
6.16330095,-0.36744280
6.16586095,-0.36744280
6.16842095,-0.54383980
6.17098095,-0.54383980
6.17354095,-0.54383980
6.17610095,-0.54383980
6.17866095,-0.54383980
6.18122095,-0.54383980
6.18378095,-0.72023680
6.18634095,-0.72023680
6.18890095,-0.72023680
6.19146095,-0.72023680
6.19402095,-0.89602350
6.19658095,-0.72023680
6.19914095,-0.89602350
6.20170095,-0.89602350
6.20426095,-0.89602350
6.20682095,-0.89602350
6.20938095,-0.89602350
6.21194095,-0.89602350
6.21450095,-0.89602350
6.21706095,-1.07242000
6.21962095,-0.89602350
6.22218095,-0.89602350
6.22474095,-1.07242000
6.22730095,-1.07242000
6.22986095,-1.07242000
6.23242095,-1.07242000
6.23498095,-1.07242000
6.23754095,-1.07242000
6.24010095,-1.24881700
6.24266095,-1.07242000
6.24522095,-1.24881700
6.24778095,-1.07242000
6.25034095,-1.07242000
6.25290095,-1.24881700
6.25546095,-1.07242000
6.25802095,-1.24881700
6.26058095,-1.24881700
6.26314095,-1.24881700
6.26570095,-1.07242000
6.26826095,-1.07242000
6.27082095,-1.24881700
6.27338095,-1.24881700
6.27594095,-1.24881700
6.27850095,-1.07242000
6.28106095,-1.07242000
6.28362095,-1.07242000
6.28618095,-1.07242000
6.28874095,-1.24881700
6.29130095,-1.24881700
6.29386095,-1.07242000
6.29642095,-1.07242000
6.29898095,-1.24881700
6.30154095,-1.07242000
6.30410095,-1.07242000
6.30666095,-1.07242000
6.30922095,-1.07242000
6.31178095,-1.07242000
6.31434095,-1.07242000
6.31690095,-1.07242000
6.31946095,-1.07242000
6.32202095,-0.89602350
6.32458095,-1.07242000
6.32714095,-1.07242000
6.32970095,-1.07242000
6.33226095,-0.89602350
6.33482095,-0.89602350
6.33738095,-0.89602350
6.33994095,-0.89602350
6.34250095,-0.89602350
6.34506095,-0.89602350
6.34762095,-0.89602350
6.35018095,-0.89602350
6.35274095,-0.89602350
6.35530095,-0.72023680
6.35786095,-0.72023680
6.36042095,-0.72023680
6.36298095,-0.72023680
6.36554095,-0.72023680
6.36810095,-0.54383980
6.37066095,-0.72023680
6.37322095,-0.54383980
6.37578095,-0.72023680
6.37834095,-0.54383980
6.38090095,-0.54383980
6.38346095,-0.54383980
6.38602095,-0.54383980
6.38858095,-0.36744280
6.39114095,-0.36744280
6.39370095,-0.36744280
6.39626095,-0.36744280
6.39882095,-0.36744280
6.40138095,-0.36744280
6.40394095,-0.36744280
6.40650095,-0.36744280
6.40906095,-0.19104590
6.41162095,-0.19104590
6.41418095,-0.19104590
6.41674095,-0.19104590
6.41930095,-0.19104590
6.42186095,-0.19104590
6.42442095,-0.19104590
6.42698095,-0.01525925
6.42954095,-0.01525925
6.43210095,-0.01525925
6.43466095,-0.01525925
6.43722095,-0.01525925
6.43978095,-0.01525925
6.44234095,-0.01525925
6.44490095,0.16052740
6.44746095,0.16052740
6.45002095,0.16052740
6.45258095,0.16052740
6.45514095,0.16052740
6.45770095,0.33692430
6.46026095,0.16052740
6.46282095,0.33692430
6.46538095,0.33692430
6.46794095,0.33692430
6.47050095,0.33692430
6.47306095,0.33692430
6.47562095,0.33692430
6.47818095,0.33692430
6.48074095,0.33692430
6.48330095,0.51332130
6.48586095,0.33692430
6.48842095,0.51332130
6.49098095,0.51332130
6.49354095,0.51332130
6.49610095,0.51332130
6.49866095,0.51332130
6.50122095,0.68971830
6.50378095,0.68971830
6.50634095,0.68971830
6.50890095,0.68971830
6.51146095,0.68971830
6.51402095,0.68971830
6.51658095,0.68971830
6.51914095,0.68971830
6.52170095,0.68971830
6.52426095,0.68971830
6.52682095,0.68971830
6.52938095,0.86550490
6.53194095,0.68971830
6.53450095,0.68971830
6.53706095,0.86550490
6.53962095,0.86550490
6.54218095,0.86550490
6.54474095,0.86550490
6.54730095,0.86550490
6.54986095,0.86550490
6.55242095,0.86550490
6.55498095,0.68971830
6.55754095,0.86550490
6.56010095,0.86550490
6.56266095,0.86550490
6.56522095,0.86550490
6.56778095,0.86550490
6.57034095,0.86550490
6.57290095,0.86550490
6.57546095,0.86550490
6.57802095,0.86550490
6.58058095,0.86550490
6.58314095,0.86550490
6.58570095,0.86550490
6.58826095,0.86550490
6.59082095,0.86550490
6.59338095,0.86550490
6.59594095,0.86550490
6.59850095,0.86550490
6.60106095,0.68971830
6.60362095,0.86550490
6.60618095,0.86550490
6.60874095,0.86550490
6.61130095,0.68971830
6.61386095,0.68971830
6.61642095,0.68971830
6.61898095,0.68971830
6.62154095,0.68971830
6.62410095,0.68971830
6.62666095,0.68971830
6.62922095,0.68971830
6.63178095,0.68971830
6.63434095,0.68971830
6.63690095,0.68971830
6.63946095,0.68971830
6.64202095,0.51332130
6.64458095,0.68971830
6.64714095,0.68971830
6.64970095,0.51332130
6.65226095,0.51332130
6.65482095,0.51332130
6.65738095,0.51332130
6.65994095,0.51332130
6.66250095,0.51332130
6.66506095,0.51332130
6.66762095,0.51332130
6.67018095,0.33692430
6.67274095,0.33692430
6.67530095,0.33692430
6.67786095,0.51332130
6.68042095,0.33692430
6.68298095,0.33692430
6.68554095,0.33692430
6.68810095,0.33692430
6.69066095,0.33692430
6.69322095,0.33692430
6.69578095,0.33692430
6.69834095,0.33692430
6.70090095,0.16052740
6.70346095,0.33692430
6.70602095,0.16052740
6.70858095,0.33692430
6.71114095,0.33692430
6.71370095,0.16052740
6.71626095,0.16052740
6.71882095,0.16052740
6.72138095,0.16052740
6.72394095,0.16052740
6.72650095,0.16052740
6.72906095,-0.01525925
6.73162095,-0.01525925
6.73418095,0.16052740
6.73674095,-0.01525925
6.73930095,-0.01525925
6.74186095,-0.01525925
6.74442095,-0.01525925
6.74698095,-0.01525925
6.74954095,-0.01525925
6.75210095,-0.01525925
6.75466095,-0.01525925
6.75722095,-0.01525925
6.75978095,-0.01525925
6.76234095,-0.19104590
6.76490095,-0.19104590
6.76746095,-0.19104590
6.77002095,-0.19104590
6.77258095,-0.19104590
6.77514095,-0.19104590
6.77770095,-0.19104590
6.78026095,-0.19104590
6.78282095,-0.19104590
6.78538095,-0.19104590
6.78794095,-0.36744280
6.79050095,-0.19104590
6.79306095,-0.36744280
6.79562095,-0.36744280
6.79818095,-0.36744280
6.80074095,-0.36744280
6.80330095,-0.19104590
6.80586095,-0.19104590
6.80842095,-0.36744280
6.81098095,-0.36744280
6.81354095,-0.36744280
6.81610095,-0.36744280
6.81866095,-0.36744280
6.82122095,-0.36744280
6.82378095,-0.36744280
6.82634095,-0.36744280
6.82890095,-0.36744280
6.83146095,-0.36744280
6.83402095,-0.36744280
6.83658094,-0.36744280
6.83914094,-0.36744280
6.84170094,-0.36744280
6.84426094,-0.36744280
6.84682094,-0.36744280
6.84938094,-0.36744280
6.85194094,-0.36744280
6.85450094,-0.36744280
6.85706094,-0.36744280
6.85962094,-0.36744280
6.86218094,-0.36744280
6.86474094,-0.36744280
6.86730094,-0.36744280
6.86986094,-0.36744280
6.87242094,-0.36744280
6.87498094,-0.36744280
6.87754094,-0.36744280
6.88010094,-0.36744280
6.88266094,-0.36744280
6.88522094,-0.36744280
6.88778094,-0.36744280
6.89034094,-0.36744280
6.89290094,-0.36744280
6.89546094,-0.36744280
6.89802094,-0.19104590
6.90058094,-0.36744280
6.90314094,-0.36744280
6.90570094,-0.36744280
6.90826094,-0.36744280
6.91082094,-0.19104590
6.91338094,-0.19104590
6.91594094,-0.19104590
6.91850094,-0.36744280
6.92106094,-0.36744280
6.92362094,-0.19104590
6.92618094,-0.19104590
6.92874094,-0.36744280
6.93130094,-0.19104590
6.93386094,-0.19104590
6.93642094,-0.19104590
6.93898094,-0.19104590
6.94154094,-0.19104590
6.94410094,-0.19104590
6.94666094,-0.19104590
6.94922094,-0.19104590
6.95178094,-0.19104590
6.95434094,-0.19104590
6.95690094,-0.19104590
6.95946094,-0.19104590
6.96202094,-0.19104590
6.96458094,-0.19104590
6.96714094,-0.19104590
6.96970094,-0.19104590
6.97226094,-0.19104590
6.97482094,-0.19104590
6.97738094,-0.19104590
6.97994094,-0.01525925
6.98250094,-0.19104590
6.98506094,-0.01525925
6.98762094,-0.01525925
6.99018094,-0.01525925
6.99274094,-0.01525925
6.99530094,-0.01525925
6.99786094,-0.01525925
7.00042094,-0.01525925
7.00298094,-0.01525925
7.00554094,-0.01525925
7.00810094,-0.01525925
7.01066094,-0.01525925
7.01322094,0.16052740
7.01578094,-0.01525925
7.01834094,0.16052740
7.02090094,-0.01525925
7.02346094,0.16052740
7.02602094,0.16052740
7.02858094,0.16052740
7.03114094,0.16052740
7.03370094,0.16052740
7.03626094,0.16052740
7.03882094,0.16052740
7.04138094,0.16052740
7.04394094,0.16052740
7.04650094,0.16052740
7.04906094,0.16052740
7.05162094,-0.01525925
7.05418094,0.16052740
7.05674094,0.16052740
7.05930094,0.16052740
7.06186094,0.16052740
7.06442094,0.16052740
7.06698094,0.16052740
7.06954094,0.16052740
7.07210094,0.16052740
7.07466094,0.16052740
7.07722094,0.16052740
7.07978094,0.16052740
7.08234094,0.16052740
7.08490094,0.16052740
7.08746094,0.16052740
7.09002094,0.16052740
7.09258094,0.16052740
7.09514094,0.16052740
7.09770094,0.16052740
7.10026094,0.16052740
7.10282094,0.16052740
7.10538094,0.16052740
7.10794094,0.16052740
7.11050094,0.16052740
7.11306094,0.16052740
7.11562094,0.16052740
7.11818094,0.16052740
7.12074094,0.16052740
7.12330094,0.16052740
7.12586094,0.16052740
7.12842094,0.16052740
7.13098094,0.16052740
7.13354094,0.16052740
7.13610094,0.16052740
7.13866094,0.16052740
7.14122094,0.16052740
7.14378094,0.16052740
7.14634094,0.16052740
7.14890094,0.16052740
7.15146094,0.16052740
7.15402094,0.16052740
7.15658094,0.16052740
7.15914094,0.16052740
7.16170094,0.16052740
7.16426094,-0.01525925
7.16682094,-0.01525925
7.16938094,-0.01525925
7.17194094,-0.01525925
7.17450094,-0.01525925
7.17706094,-0.01525925
7.17962094,-0.01525925
7.18218094,-0.01525925
7.18474094,-0.01525925
7.18730094,-0.01525925
7.18986094,-0.01525925
7.19242094,-0.01525925
7.19498094,-0.01525925
7.19754094,-0.01525925
7.20010094,-0.19104590
7.20266094,-0.01525925
7.20522094,-0.01525925
7.20778094,-0.01525925
7.21034094,-0.01525925
7.21290094,-0.01525925
7.21546094,-0.01525925
7.21802094,-0.19104590
7.22058094,-0.01525925
7.22314094,-0.19104590
7.22570094,-0.19104590
7.22826094,-0.19104590
7.23082094,-0.19104590
7.23338094,-0.19104590
7.23594094,-0.19104590
7.23850094,-0.19104590
7.24106094,-0.19104590
7.24362094,-0.19104590
7.24618094,-0.19104590
7.24874094,-0.19104590
