X	Y
0	0.0000
1	0.0000
2	0.0000
3	0.0000
4	0.0000
5	0.0000
6	0.0000
7	0.0000
8	0.0000
9	0.0000
10	0.0000
11	0.0000
12	0.0000
13	0.0000
14	0.0000
15	0.0000
16	167.4083
17	167.3922
18	168.5213
19	168.6667
20	169.6667
21	170.6667
22	171.6667
23	171.8524
24	172.0542
25	173.6667
26	174.3333
27	175.8847
28	176.6667
29	177.0992
30	177.0911
31	177.3333
32	178.5917
33	177.5329
34	178.2745
35	178.9058
36	179.6125
37	180.3679
38	180.9735
39	180.6667
40	180.7639
41	181.6667
42	182.0058
43	182.0138
44	182.0219
45	183.0300
46	183.2476
47	184.6667
48	184.6667
49	183.3333
50	184.3333
51	184.6667
52	185.0865
53	185.0946
54	185.6667
55	187.5932
56	187.3972
57	188.0000
58	187.8439
59	189.3176
60	189.3541
61	189.6667
62	190.1661
63	190.1580
64	190.1499
65	190.6501
66	190.6447
67	191.3333
68	191.3333
69	191.1857
70	191.3333
71	191.4798
72	191.4960
73	193.1788
74	192.5283
75	193.3426
76	193.3560
77	193.3695
78	194.0000
79	193.4829
80	193.7082
81	194.2180
82	195.2207
83	194.6701
84	194.6782
85	194.6863
86	194.6944
87	194.0000
88	193.6667
89	194.6667
90	194.3933
91	195.1361
92	194.6667
93	194.4164
94	195.4137
95	196.1780
96	196.1084
97	197.6386
98	196.5971
99	196.8674
100	196.5901
101	197.7024
102	198.5098
103	199.3333
104	200.1730
105	198.3333
106	199.1891
107	199.2426
108	199.3333
109	201.0934
110	201.2215
111	201.2295
112	203.1419
113	201.4210
114	201.4129
115	201.4048
116	201.3968
117	201.3887
118	202.3333
119	202.2941
120	202.3022
121	200.6667
122	199.6817
123	199.6667
124	199.6667
125	199.6667
126	199.6840
127	200.6667
128	200.6667
129	200.6667
130	200.6667
131	199.6667
132	199.6009
133	198.6667
134	198.6667
135	199.3333
136	200.2353
137	198.6667
138	198.6667
139	198.6667
140	198.6667
141	198.6667
142	198.6667
143	198.6667
144	198.6667
145	198.6667
146	197.8454
147	198.6667
148	197.6667
149	197.6667
150	197.6667
151	197.3333
152	197.3333
153	198.0980
154	196.5767
155	196.6667
156	196.6667
157	197.6667
158	197.6667
159	197.3829
160	196.6667
161	195.3333
162	195.3333
163	194.3160
164	194.0000
165	194.0000
166	193.3403
167	193.0000
168	193.0000
169	191.0000
170	191.0000
171	191.0000
172	191.0000
173	191.0000
174	191.0000
175	190.0000
176	190.0000
177	188.0000
178	188.0000
179	188.0000
180	187.0000
181	186.0000
182	186.0000
183	185.3333
184	185.3333
185	184.3333
186	184.3333
187	185.3333
188	184.3333
189	183.6667
190	183.6667
191	183.0000
192	183.0000
193	183.0000
194	183.0000
195	182.5744
196	182.0000
197	182.3333
198	182.3333
199	182.3333
200	181.9481
201	182.3333
202	182.3333
203	182.3333
204	182.3333
205	182.6667
206	182.6667
207	182.6667
208	181.9873
209	181.6459
210	180.3333
211	179.3333
212	178.3333
213	179.3864
214	179.3945
215	178.2641
216	178.0000
217	178.0000
218	177.0000
219	176.2318
220	176.0000
221	175.0000
222	174.0000
223	173.8005
224	173.0000
225	172.4833
226	172.4913
227	172.0000
228	172.1211
229	171.3333
230	171.1903
231	169.6667
232	169.6667
233	169.6667
234	168.6667
235	167.6667
236	166.6667
237	167.6667
238	166.6667
239	166.6667
240	165.6667
241	167.0000
242	167.0000
243	165.6667
244	164.6667
245	164.6667
246	163.6667
247	163.6667
248	162.6667
249	163.9896
250	163.9816
251	163.0000
252	163.0000
253	162.0427
254	162.0000
255	161.3333
256	161.2664
257	161.2584
258	161.2503
259	161.5452
260	160.5344
261	158.5594
262	155.6667
263	153.6667
264	151.6667
265	152.6667
266	151.6667
267	150.6667
268	149.6667
269	148.8385
270	148.8466
271	149.0427
272	149.8627
273	151.8708
274	152.0911
275	152.8870
276	153.8951
277	153.9031
278	153.9112
279	153.2526
280	153.2607
281	152.2687
282	152.0000
283	152.0000
284	151.7070
285	151.0000
286	151.0000
287	150.3172
288	150.3253
289	150.0000
290	149.0000
291	148.0000
292	147.6424
293	147.0000
294	147.0000
295	147.0000
296	147.0000
297	145.7959
298	146.4060
299	147.4141
300	148.0000
301	147.0000
302	146.4383
303	147.0000
304	148.0000
305	148.5375
306	149.0000
307	150.0000
308	150.0000
309	150.0000
310	150.0000
311	150.0000
312	151.0000
313	151.0000
314	151.4648
315	151.4567
316	151.4487
317	151.4406
318	151.0000
319	151.0000
320	150.0000
321	151.4083
322	151.0000
323	151.0000
324	151.6159
325	152.0000
326	152.0000
327	153.3068
328	153.6667
329	152.0104
330	152.0023
331	152.6667
332	152.6667
333	152.6667
334	152.6667
335	152.6667
336	152.6667
337	152.6667
338	153.6667
339	154.6667
340	154.9216
341	154.9135
342	154.9054
343	155.1280
344	155.8893
345	156.8812
346	155.8731
347	156.6667
348	156.8570
349	158.3333
350	159.3333
351	159.3333
352	160.3333
353	160.1499
354	160.1419
355	159.6667
356	159.7924
357	160.6275
358	161.6301
359	163.2657
360	164.3333
361	164.6667
362	164.7182
363	166.6667
364	166.6667
365	167.2449
366	167.3033
367	168.3333
368	168.6667
369	168.3333
370	169.3333
371	169.3333
372	170.3333
373	170.0000
374	170.0000
375	172.0000
376	173.0000
377	171.9562
378	172.0000
379	171.9400
380	173.0000
381	174.3333
382	174.4175
383	175.3333
384	175.0000
385	175.3333
386	175.3333
387	177.0000
388	177.0000
389	176.0000
390	176.0000
391	176.0000
392	176.0000
393	176.0000
394	176.0000
395	176.0000
396	177.0000
397	176.3333
398	177.1199
399	178.1119
400	178.1038
401	178.3333
402	180.0876
403	180.6667
404	180.6667
405	180.6667
406	180.6667
407	180.6667
408	181.6667
409	182.3333
410	182.6436
411	183.0150
412	182.0000
413	181.0000
414	181.0000
415	181.3506
416	182.0000
417	184.0000
418	184.0000
419	184.0000
420	184.0000
421	183.6667
422	183.6667
423	183.2514
424	182.6667
425	184.0980
426	184.1061
427	185.0000
428	186.0000
429	186.0000
430	186.0000
431	187.0000
432	187.0000
433	187.6667
434	187.6667
435	188.6667
436	188.6667
437	188.6667
438	188.6667
439	189.6667
440	189.0000
441	189.0000
442	189.2876
443	189.4233
444	190.0000
445	189.8143
446	191.0000
447	191.6090
448	191.0000
449	191.3749
450	192.3668
451	192.3587
452	192.3506
453	192.3426
454	192.3345
455	193.6597
456	193.6517
457	194.3333
458	194.3333
459	195.3333
460	196.6194
461	196.0000
462	196.0000
463	196.3333
464	196.3333
465	196.5790
466	196.5709
467	196.5629
468	197.3333
469	197.3333
470	198.3333
471	198.6667
472	198.6667
473	199.6667
474	199.6667
475	198.5017
476	198.6667
477	198.8155
478	199.6667
479	200.5340
480	200.6667
481	200.5502
482	200.5583
483	200.5663
484	199.6667
485	199.6667
486	199.6667
487	199.6667
488	199.6667
489	199.6667
490	199.6667
491	199.6667
492	199.6667
493	199.6667
494	199.6667
495	199.6667
496	199.6667
497	199.6667
498	199.6667
499	199.6667
500	199.6667
501	198.6667
502	198.6667
503	198.6667
504	198.6667
505	198.5894
506	198.5813
507	198.6667
508	199.6667
509	199.6667
510	200.6667
511	200.5410
512	200.8005
513	201.0000
514	201.0000
515	202.1053
516	201.9446
517	200.7828
518	201.7882
519	201.8570
520	203.4683
521	203.6667
522	204.6667
523	204.8893
524	205.8974
525	206.6667
526	206.6667
527	206.6667
528	206.6667
529	207.3333
530	207.3333
531	208.3333
532	208.0381
533	207.3333
534	207.3333
535	207.3333
536	207.3333
537	205.3333
538	204.6770
539	204.3333
540	203.6932
541	203.3333
542	203.3333
543	202.6667
544	202.6667
545	202.5333
546	202.5306
547	202.6667
548	202.6667
549	201.6667
550	201.6667
551	201.6667
552	201.6667
553	202.6667
554	202.6667
555	202.1857
556	202.1776
557	201.9981
558	201.4983
559	201.4956
560	201.3191
561	200.8235
562	200.8208
563	201.2726
564	201.4464
565	202.1050
566	202.0969
567	201.5110
568	201.6667
569	202.0627
570	201.9354
571	202.9435
572	203.5090
573	204.3333
574	204.9677
575	206.3333
576	206.9838
577	207.6667
578	207.6667
579	207.6667
580	207.6667
581	207.6667
582	207.6667
583	206.6667
584	206.6667
585	206.6667
586	206.6667
587	206.6667
588	205.9193
589	205.6667
590	205.6667
591	205.6667
592	205.4464
593	207.1211
594	206.3333
595	206.3333
596	206.1453
597	206.1534
598	205.3333
599	205.3879
600	205.3852
601	205.0873
602	205.1007
603	203.6667
604	203.6667
605	202.7820
606	203.6667
607	203.6667
608	203.6667
609	203.6667
610	203.6667
611	203.6667
612	203.6667
613	204.6667
614	204.6667
615	205.3333
616	205.3333
617	205.3149
618	205.3126
619	205.3333
620	205.3333
621	205.3333
622	205.3552
623	206.0100
624	206.0000
625	207.3333
626	207.3333
627	207.3333
628	206.3333
629	206.3333
630	206.3333
631	206.3333
632	205.3333
633	205.2226
634	205.3333
635	204.6667
636	204.6667
637	204.6667
638	204.6667
639	204.6667
640	204.6667
641	204.0000
642	204.0000
643	204.0000
644	204.0000
645	204.0000
646	204.0000
647	204.0000
648	204.0000
649	203.9066
650	203.9147
651	203.6667
652	203.6667
653	203.3945
654	202.6667
