"Frequency[kHz]","Channel A[dBu]"
16.45088196,-53.23798000
16.49856567,-51.32746000
16.54624939,-59.90459000
16.59393311,-60.53066000
16.64161682,-56.61823000
16.68930054,-56.84195000
16.73698425,-56.82145000
16.78466797,-53.63476000
16.83235168,-50.38726000
16.88003540,-51.41039000
16.92771912,-52.88018000
16.97540283,-53.63596000
17.02308655,-60.40714000
17.07077026,-65.43171000
17.11845398,-62.29253000
17.16613770,-53.80821000
17.21382141,-48.46922000
17.26150513,-49.03344000
17.30918884,-53.35441000
17.35687256,-52.03335000
17.40455627,-57.22454000
17.45223999,-58.64213000
17.49992371,-63.03334000
17.54760742,-55.35978000
17.59529114,-57.40921000
17.64297485,-51.87610000
17.69065857,-48.64539000
17.73834229,-51.23068000
17.78602600,-65.38805000
17.83370972,-57.22730000
17.88139343,-56.52070000
17.92907715,-62.86614000
17.97676086,-57.90448000
18.02444458,-51.87196000
18.07212830,-50.87490000
18.11981201,-52.76337000
18.16749573,-53.86982000
18.21517944,-54.79119000
18.26286316,-59.50996000
18.31054688,-78.35950000
18.35823059,-64.31808000
18.40591431,-63.88296000
18.45359802,-55.09754000
18.50128174,-53.33096000
18.54896545,-54.16098000
18.59664917,-55.85304000
18.64433289,-56.62164000
18.69201660,-53.54711000
18.73970032,-53.66444000
18.78738403,-54.43184000
18.83506775,-56.44397000
18.88275146,-54.65192000
18.93043518,-51.58603000
18.97811890,-49.54663000
19.02580261,-49.43917000
19.07348633,-52.18022000
19.12117004,-53.12119000
19.16885376,-52.21659000
19.21653748,-48.95945000
19.26422119,-48.88076000
19.31190491,-52.65484000
19.35958862,-58.34081000
19.40727234,-61.35789000
19.45495605,-54.17788000
19.50263977,-50.51832000
19.55032349,-50.72649000
19.59800720,-54.86938000
19.64569092,-69.77980000
19.69337463,-51.32753000
19.74105835,-46.10748000
19.78874207,-47.18320000
19.83642578,-50.08945000
19.88410950,-50.22911000
19.93179321,-52.75425000
19.97947693,-53.16517000
20.02716064,-53.34491000
20.07484436,-53.43604000
20.12252808,-54.74676000
20.17021179,-57.78967000
20.21789551,-64.25961000
20.26557922,-65.24850000
20.31326294,-62.41882000
20.36094666,-61.64324000
20.40863037,-56.42963000
20.45631409,-54.90972000
20.50399780,-58.08416000
20.55168152,-60.02098000
20.59936523,-53.44337000
20.64704895,-51.42767000
20.69473267,-51.30335000
20.74241638,-54.21500000
20.79010010,-65.77660000
20.83778381,-64.29646000
20.88546753,-65.35721000
20.93315125,-64.86494000
20.98083496,-54.57552000
21.02851868,-51.03502000
21.07620239,-54.84085000
21.12388611,-72.78255000
21.17156982,-57.34088000
21.21925354,-54.05392000
21.26693726,-51.94817000
21.31462097,-51.26437000
21.36230469,-50.32660000
21.40998840,-54.90835000
21.45767212,-70.14124000
21.50535583,-60.70927000
21.55303955,-54.72432000
21.60072327,-55.89954000
21.64840698,-55.56559000
21.69609070,-51.51272000
21.74377441,-54.59885000
21.79145813,-65.01239000
21.83914185,-51.56923000
21.88682556,-52.93650000
21.93450928,-57.40442000
21.98219299,-53.08928000
22.02987671,-55.62481000
22.07756042,-53.20286000
22.12524414,-52.34606000
22.17292786,-68.98215000
22.22061157,-49.12430000
22.26829529,-48.09441000
22.31597900,-51.37702000
22.36366272,-57.10779000
22.41134644,-69.25675000
22.45903015,-56.20467000
22.50671387,-51.40260000
22.55439758,-55.62161000
22.60208130,-84.13421000
22.64976501,-55.89891000
22.69744873,-52.07340000
22.74513245,-51.59672000
22.79281616,-50.84591000
22.84049988,-56.40150000
22.88818359,-59.73412000
22.93586731,-55.59136000
22.98355103,-63.28164000
23.03123474,-53.85952000
23.07891846,-51.70973000
23.12660217,-55.09567000
23.17428589,-60.70742000
23.22196960,-63.78114000
23.26965332,-63.41922000
23.31733704,-56.47281000
23.36502075,-56.05024000
23.41270447,-56.18264000
23.46038818,-54.29035000
23.50807190,-53.35888000
23.55575562,-55.15778000
23.60343933,-57.32931000
23.65112305,-58.57044000
23.69880676,-67.43334000
23.74649048,-62.07028000
23.79417419,-66.58813000
23.84185791,-64.94828000
23.88954163,-62.06693000
23.93722534,-59.57663000
23.98490906,-50.98431000
24.03259277,-48.32813000
24.08027649,-51.09031000
24.12796021,-55.85247000
24.17564392,-60.88608000
24.22332764,-59.04602000
24.27101135,-50.00463000
24.31869507,-48.16592000
24.36637878,-48.91211000
24.41406250,-54.88729000
24.46174622,-64.37651000
24.50942993,-54.23615000
24.55711365,-55.04448000
24.60479736,-51.20558000
24.65248108,-52.08176000
24.70016479,-60.71550000
24.74784851,-61.05183000
24.79553223,-49.78100000
24.84321594,-46.60966000
24.89089966,-48.33099000
24.93858337,-50.67815000
24.98626709,-53.36308000
25.03395081,-56.16697000
25.08163452,-49.30585000
25.12931824,-48.09086000
25.17700195,-52.12631000
25.22468567,-59.77561000
25.27236938,-74.11852000
25.32005310,-55.18099000
25.36773682,-48.24898000
25.41542053,-46.38419000
25.46310425,-48.93592000
25.51078796,-53.30544000
25.55847168,-54.11816000
25.60615540,-52.11375000
25.65383911,-58.25804000
25.70152283,-56.68395000
25.74920654,-51.31873000
25.79689026,-53.06738000
25.84457397,-64.50405000
25.89225769,-52.66633000
25.93994141,-51.92129000
25.98762512,-54.17157000
26.03530884,-59.71455000
26.08299255,-52.97724000
26.13067627,-52.53496000
26.17835999,-55.72249000
26.22604370,-59.31372000
26.27372742,-74.36363000
26.32141113,-59.08558000
26.36909485,-55.61078000
26.41677856,-56.27125000
26.46446228,-58.68760000
26.51214600,-58.58871000
26.55982971,-50.67986000
26.60751343,-48.60468000
26.65519714,-50.31562000
26.70288086,-51.37447000
26.75056458,-54.35211000
26.79824829,-65.58704000
26.84593201,-60.95561000
26.89361572,-55.10012000
26.94129944,-52.76446000
26.98898315,-55.07756000
27.03666687,-72.23407000
27.08435059,-52.03864000
27.13203430,-48.81705000
27.17971802,-52.33180000
27.22740173,-51.86360000
27.27508545,-47.68862000
27.32276917,-48.41926000
27.37045288,-55.27239000
27.41813660,-77.81446000
27.46582031,-58.10223000
27.51350403,-56.93481000
27.56118774,-57.99373000
27.60887146,-54.21906000
27.65655518,-54.94527000
27.70423889,-73.52316000
27.75192261,-59.75416000
27.79960632,-59.01851000
27.84729004,-56.62864000
27.89497375,-56.89683000
27.94265747,-64.32840000
27.99034119,-55.65251000
28.03802490,-51.54747000
28.08570862,-60.63248000
28.13339233,-57.02562000
28.18107605,-58.70297000
28.22875977,-62.76081000
28.27644348,-54.98780000
28.32412720,-52.15064000
28.37181091,-52.78152000
28.41949463,-53.84467000
28.46717834,-54.53234000
28.51486206,-52.77147000
28.56254578,-48.00296000
28.61022949,-46.45478000
28.65791321,-48.38253000
28.70559692,-57.06558000
28.75328064,-57.78969000
28.80096436,-50.74375000
28.84864807,-52.33841000
28.89633179,-64.57945000
28.94401550,-64.97202000
28.99169922,-57.09237000
29.03938293,-53.28831000
29.08706665,-55.70551000
29.13475037,-60.37014000
29.18243408,-56.08033000
29.23011780,-54.48343000
29.27780151,-57.31531000
29.32548523,-55.88654000
29.37316895,-58.34877000
29.42085266,-58.26997000
29.46853638,-59.26044000
29.51622009,-59.59815000
29.56390381,-59.26625000
29.61158752,-57.43790000
29.65927124,-60.18835000
29.70695496,-72.19283000
29.75463867,-66.15350000
29.80232239,-69.25506000
29.85000610,-59.92954000
29.89768982,-57.35221000
29.94537354,-64.21368000
29.99305725,-54.87774000
30.04074097,-48.64794000
30.08842468,-49.71113000
30.13610840,-59.80112000
30.18379211,-63.83337000
30.23147583,-63.75856000
30.27915955,-67.43886000
30.32684326,-53.22598000
30.37452698,-51.11721000
30.42221069,-51.62840000
30.46989441,-52.73489000
30.51757813,-55.24196000
30.56526184,-60.70332000
30.61294556,-71.31304000
30.66062927,-54.37843000
30.70831299,-54.08484000
30.75599670,-66.92338000
30.80368042,-54.14968000
30.85136414,-50.61573000
30.89904785,-50.52078000
30.94673157,-56.03060000
30.99441528,-77.40605000
31.04209900,-78.65938000
31.08978271,-63.08540000
31.13746643,-58.51855000
31.18515015,-59.34457000
31.23283386,-56.94900000
31.28051758,-54.50653000
31.32820129,-53.22312000
31.37588501,-57.40770000
31.42356873,-53.53052000
31.47125244,-50.58688000
31.51893616,-52.13502000
31.56661987,-59.04327000
31.61430359,-63.24761000
31.66198730,-62.65864000
31.70967102,-60.47729000
31.75735474,-59.29772000
31.80503845,-58.43194000
31.85272217,-58.72424000
31.90040588,-71.95770000
31.94808960,-52.68301000
31.99577332,-50.60742000
32.04345703,-55.69474000
32.09114075,-61.63745000
32.13882446,-52.65377000
32.18650818,-53.67571000
32.23419189,-56.25035000
32.28187561,-58.08024000
32.32955933,-58.07622000
32.37724304,-61.87817000
32.42492676,-61.37840000
32.47261047,-54.69796000
32.52029419,-50.82893000
32.56797791,-51.36660000
32.61566162,-53.57388000
32.66334534,-69.96191000
32.71102905,-54.97498000
32.75871277,-52.20467000
32.80639648,-51.89376000
32.85408020,-50.85429000
32.90176392,-51.42665000
32.94944763,-57.14040000
32.99713135,-65.81290000
33.04481506,-59.34530000
33.09249878,-50.85113000
33.14018250,-48.53752000
33.18786621,-51.45356000
33.23554993,-50.96983000
33.28323364,-48.79209000
33.33091736,-50.51240000
33.37860107,-56.75932000
33.42628479,-72.68813000
33.47396851,-59.44825000
33.52165222,-55.57211000
33.56933594,-58.68379000
33.61701965,-61.10312000
33.66470337,-58.82974000
33.71238708,-57.00375000
33.76007080,-59.85893000
33.80775452,-57.77759000
33.85543823,-56.76971000
33.90312195,-54.94119000
33.95080566,-57.58606000
33.99848938,-60.61115000
34.04617310,-75.11899000
34.09385681,-56.41191000
34.14154053,-53.56323000
34.18922424,-51.91741000
34.23690796,-54.64319000
34.28459167,-59.82108000
34.33227539,-54.93999000
34.37995911,-55.56192000
34.42764282,-67.70287000
34.47532654,-56.79808000
34.52301025,-57.18286000
34.57069397,-54.87490000
34.61837769,-52.52010000
34.66606140,-52.55806000
34.71374512,-55.85497000
34.76142883,-55.22096000
34.80911255,-50.18233000
34.85679626,-51.49738000
34.90447998,-58.35275000
34.95216370,-62.36617000
34.99984741,-51.00164000
35.04753113,-48.56595000
35.09521484,-52.76727000
35.14289856,-63.20973000
35.19058228,-60.95161000
35.23826599,-55.29581000
35.28594971,-54.67995000
35.33363342,-60.01376000
35.38131714,-58.69730000
35.42900085,-50.34731000
35.47668457,-48.93549000
35.52436829,-50.05559000
35.57205200,-55.26932000
35.61973572,-63.09481000
35.66741943,-59.53748000
35.71510315,-55.26444000
35.76278687,-54.41932000
35.81047058,-56.50362000
35.85815430,-62.43793000
35.90583801,-67.60361000
35.95352173,-55.94286000
36.00120544,-51.39072000
36.04888916,-53.01292000
36.09657288,-62.42675000
36.14425659,-58.25222000
36.19194031,-62.30988000
36.23962402,-59.36531000
36.28730774,-50.27086000
36.33499146,-50.34604000
36.38267517,-54.28129000
36.43035889,-51.53821000
36.47804260,-51.27610000
36.52572632,-57.14505000
36.57341003,-54.67532000
36.62109375,-52.47356000
36.66877747,-50.61723000
36.71646118,-47.23496000
36.76414490,-47.49012000
36.81182861,-53.43493000
36.85951233,-64.68913000
36.90719604,-60.11175000
36.95487976,-55.43098000
37.00256348,-55.76053000
37.05024719,-54.66557000
37.09793091,-58.52831000
37.14561462,-64.53815000
37.19329834,-59.54905000
37.24098206,-65.09251000
37.28866577,-63.34591000
37.33634949,-65.53703000
37.38403320,-56.46375000
37.43171692,-58.18932000
37.47940063,-63.28947000
37.52708435,-61.37305000
37.57476807,-61.01410000
37.62245178,-59.16352000
37.67013550,-54.74638000
37.71781921,-55.49028000
37.76550293,-56.35589000
37.81318665,-54.25453000
37.86087036,-56.21962000
37.90855408,-56.40993000
37.95623779,-60.37136000
38.00392151,-59.50880000
38.05160522,-55.62838000
38.09928894,-55.03548000
38.14697266,-55.12608000
38.19465637,-54.14037000
38.24234009,-63.17134000
38.29002380,-55.69760000
38.33770752,-54.96896000
38.38539124,-53.93310000
38.43307495,-49.96016000
38.48075867,-48.86212000
38.52844238,-47.90503000
38.57612610,-49.98232000
38.62380981,-63.01765000
38.67149353,-50.00451000
38.71917725,-50.83183000
38.76686096,-63.87150000
38.81454468,-62.03837000
38.86222839,-52.04795000
38.90991211,-50.93774000
38.95759583,-55.16270000
39.00527954,-60.49888000
39.05296326,-61.16251000
39.10064697,-59.99432000
39.14833069,-68.11822000
39.19601440,-59.67203000
39.24369812,-52.89460000
39.29138184,-49.36222000
39.33906555,-51.14903000
39.38674927,-56.46030000
39.43443298,-55.07098000
39.48211670,-53.58783000
39.52980042,-60.35370000
39.57748413,-52.31517000
39.62516785,-50.46474000
39.67285156,-50.73342000
39.72053528,-54.75752000
39.76821899,-65.86253000
39.81590271,-57.06955000
39.86358643,-56.26530000
39.91127014,-54.27124000
39.95895386,-53.17046000
40.00663757,-58.47499000
40.05432129,-61.93968000
40.10200500,-57.36803000
40.14968872,-58.26580000
40.19737244,-56.47979000
40.24505615,-53.59118000
40.29273987,-51.55111000
40.34042358,-50.21825000
40.38810730,-52.58322000
40.43579102,-60.21429000
40.48347473,-56.20089000
40.53115845,-54.00708000
40.57884216,-57.30591000
40.62652588,-61.12580000
40.67420959,-59.67286000
40.72189331,-55.32114000
40.76957703,-55.15315000
40.81726074,-64.32245000
40.86494446,-62.48750000
40.91262817,-56.76228000
40.96031189,-52.76922000
41.00799561,-49.58118000
41.05567932,-48.60590000
41.10336304,-50.63689000
41.15104675,-52.13371000
41.19873047,-52.62116000
41.24641418,-55.75960000
41.29409790,-62.25437000
41.34178162,-63.82471000
41.38946533,-53.66286000
41.43714905,-51.50862000
41.48483276,-54.22855000
41.53251648,-58.28204000
41.58020020,-65.21772000
41.62788391,-65.21343000
41.67556763,-63.48619000
41.72325134,-58.80566000
41.77093506,-52.12698000
41.81861877,-51.47788000
41.86630249,-58.90495000
41.91398621,-63.83334000
41.96166992,-61.60839000
42.00935364,-66.01249000
42.05703735,-61.45290000
42.10472107,-63.82631000
42.15240479,-67.42609000
42.20008850,-64.72459000
42.24777222,-56.55787000
42.29545593,-53.32194000
42.34313965,-53.16538000
42.39082336,-60.97244000
42.43850708,-58.90437000
42.48619080,-63.70087000
42.53387451,-56.39212000
42.58155823,-54.27039000
42.62924194,-50.46478000
42.67692566,-51.39702000
42.72460938,-54.51274000
42.77229309,-51.24626000
42.81997681,-55.85416000
42.86766052,-54.53223000
42.91534424,-48.43486000
42.96302795,-51.37424000
43.01071167,-60.94515000
43.05839539,-62.17952000
43.10607910,-53.63362000
43.15376282,-51.21059000
43.20144653,-54.36401000
43.24913025,-62.23279000
43.29681396,-56.19789000
43.34449768,-57.67980000
43.39218140,-79.89358000
43.43986511,-59.28959000
43.48754883,-58.91525000
43.53523254,-71.31255000
43.58291626,-55.04946000
43.63059998,-51.48355000
43.67828369,-56.36404000
43.72596741,-79.47067000
43.77365112,-70.16671000
43.82133484,-67.17413000
43.86901855,-60.58039000
43.91670227,-58.64775000
43.96438599,-56.05698000
44.01206970,-52.13561000
44.05975342,-51.90031000
44.10743713,-62.14722000
44.15512085,-71.51185000
44.20280457,-62.70502000
44.25048828,-60.61201000
44.29817200,-51.18121000
44.34585571,-51.98688000
44.39353943,-61.02303000
44.44122314,-53.38662000
44.48890686,-50.22587000
44.53659058,-49.50226000
44.58427429,-51.07783000
44.63195801,-56.79455000
44.67964172,-66.10816000
44.72732544,-58.37452000
44.77500916,-50.45224000
44.82269287,-49.45950000
44.87037659,-54.50089000
44.91806030,-64.37287000
44.96574402,-60.42917000
45.01342773,-59.13191000
45.06111145,-66.60870000
45.10879517,-60.69383000
45.15647888,-55.14949000
45.20416260,-52.29782000
45.25184631,-51.99157000
45.29953003,-54.31370000
45.34721375,-55.95216000
45.39489746,-64.37589000
45.44258118,-58.50961000
45.49026489,-55.38114000
45.53794861,-55.35478000
45.58563232,-54.92619000
45.63331604,-59.86692000
45.68099976,-65.68496000
45.72868347,-60.89923000
45.77636719,-53.05192000
45.82405090,-52.41074000
45.87173462,-58.01198000
45.91941833,-62.86292000
45.96710205,-67.03937000
46.01478577,-55.66669000
46.06246948,-54.55326000
46.11015320,-53.43166000
46.15783691,-54.14549000
46.20552063,-53.12468000
46.25320435,-59.09670000
46.30088806,-60.98973000
46.34857178,-56.26855000
46.39625549,-58.93848000
46.44393921,-60.63889000
46.49162292,-58.87741000
46.53930664,-57.94853000
46.58699036,-58.36068000
46.63467407,-57.51650000
46.68235779,-53.14136000
46.73004150,-55.71767000
46.77772522,-59.14177000
46.82540894,-53.47589000
46.87309265,-50.10229000
46.92077637,-50.29812000
46.96846008,-53.47786000
47.01614380,-57.16504000
47.06382751,-57.97888000
47.11151123,-69.38325000
47.15919495,-55.47693000
47.20687866,-52.76817000
47.25456238,-56.91179000
47.30224609,-62.85208000
47.34992981,-63.12280000
47.39761353,-58.37286000
47.44529724,-58.54936000
47.49298096,-63.71828000
47.54066467,-53.29487000
47.58834839,-53.80442000
47.63603210,-61.80536000
47.68371582,-58.15976000
47.73139954,-52.76088000
47.77908325,-57.69778000
47.82676697,-63.81100000
47.87445068,-56.21243000
47.92213440,-59.29060000
47.96981812,-68.56470000
48.01750183,-60.20222000
48.06518555,-56.18750000
48.11286926,-51.32686000
48.16055298,-52.23285000
48.20823669,-64.79503000
48.25592041,-62.43195000
48.30360413,-60.55217000
48.35128784,-65.40137000
48.39897156,-67.97843000
48.44665527,-61.67789000
48.49433899,-60.02872000
48.54202271,-54.63258000
48.58970642,-50.17405000
48.63739014,-50.76633000
48.68507385,-56.66363000
48.73275757,-60.37172000
48.78044128,-59.27845000
48.82812500,-53.85746000
48.87580872,-54.09258000
48.92349243,-57.88467000
48.97117615,-61.20211000
49.01885986,-56.08257000
49.06654358,-58.24118000
49.11422729,-57.54662000
49.16191101,-53.58721000
49.20959473,-50.52527000
49.25727844,-52.78965000
49.30496216,-57.94469000
49.35264587,-65.06905000
49.40032959,-59.60198000
49.44801331,-56.04815000
49.49569702,-58.82529000
49.54338074,-60.85735000
49.59106445,-62.39543000
49.63874817,-74.57698000
49.68643188,-63.04978000
49.73411560,-72.03849000
49.78179932,-58.48674000
49.82948303,-56.32565000
49.87716675,-58.09153000
49.92485046,-60.62776000
49.97253418,-55.42322000
50.02021790,-52.54749000
50.06790161,-54.10233000
50.11558533,-57.00261000
50.16326904,-53.93316000
50.21095276,-49.40060000
50.25863647,-51.30443000
50.30632019,-56.48914000
50.35400391,-55.89606000
50.40168762,-63.55423000
50.44937134,-59.44529000
50.49705505,-59.50779000
50.54473877,-68.27595000
50.59242249,-63.23128000
50.64010620,-66.96409000
50.68778992,-56.29125000
50.73547363,-56.71713000
50.78315735,-56.16618000
50.83084106,-52.29042000
50.87852478,-52.50194000
50.92620850,-64.30894000
50.97389221,-66.36896000
51.02157593,-70.03516000
51.06925964,-59.46825000
51.11694336,-54.89893000
