,Gelbe Kugel,,
t,x,y,
7.040,14.90,-4.745
7.060,14.94,-4.762
7.080,14.99,-4.762
7.100,15.03,-4.780
7.120,15.08,-4.798
7.140,15.13,-4.798
7.160,15.17,-4.815
7.180,15.24,-4.850
7.200,15.25,-4.868
7.220,15.31,-4.885
7.240,15.34,-4.921
7.260,15.41,-4.938
7.280,15.50,-4.991
7.300,15.53,-4.991
7.320,15.61,-5.026
7.340,15.64,-5.044
7.360,15.71,-5.079
7.380,15.71,-5.079
7.400,15.82,-5.114
7.420,15.83,-5.184
7.440,15.96,-5.219
7.460,15.97,-5.219
7.480,16.06,-5.290
7.500,16.10,-5.307
7.520,16.13,-5.307
7.540,16.26,-5.325
7.560,16.26,-5.342
7.580,16.33,-5.395
7.600,16.41,-5.448
7.620,16.48,-5.500
7.640,16.54,-5.518
7.660,16.57,-5.536
7.680,16.57,-5.536
7.700,16.57,-5.536
7.720,16.62,-5.553
7.740,16.73,-5.588
7.760,16.76,-5.606
7.780,16.84,-5.623
7.800,16.84,-5.659
7.820,16.92,-5.694
7.840,16.99,-5.694
7.860,17.06,-5.729
