  550.0000	                0
  551.0000	          -0.0005
  552.0000	           -0.003
  553.0000	           -0.001
  554.0000	           0.0005
  555.0000	                0
  556.0000	          -0.0005
  557.0000	          -0.0005
  558.0000	           0.0005
  559.0000	           0.0025
  560.0000	          -0.0005
  561.0000	          -0.0005
  562.0000	            0.001
  563.0000	                0
  564.0000	          -0.0015
  565.0000	          -0.0025
  566.0000	           0.0005
  567.0000	                0
  568.0000	          -0.0025
  569.0000	          -0.0025
  570.0000	            0.001
  571.0000	                0
  572.0000	           -0.003
  573.0000	                0
  574.0000	                0
  575.0000	           0.0025
  576.0000	          -0.0015
  577.0000	          -0.0015
  578.0000	           -0.001
  579.0000	           -0.001
  580.0000	          -0.0005
  581.0000	          -0.0005
  582.0000	                0
  583.0000	           -0.005
  584.0000	           -0.001
  585.0000	                0
  586.0000	                0
  587.0000	            0.001
  588.0000	                0
  589.0000	          -0.0005
  590.0000	           0.0005
  591.0000	          -0.0015
  592.0000	           -0.001
  593.0000	            0.001
  594.0000	                0
  595.0000	          -0.0015
  596.0000	          -0.0005
  597.0000	          -0.0005
  598.0000	          -0.0035
  599.0000	          -0.0005
  600.0000	          -0.0015
  601.0000	          -0.0005
  602.0000	                0
  603.0000	                0
  604.0000	                0
  605.0000	           0.0015
  606.0000	                0
  607.0000	           -0.001
  608.0000	           0.0005
  609.0000	          -0.0005
  610.0000	          -0.0015
  611.0000	                0
  612.0000	           -0.006
  613.0000	          -0.0035
  614.0000	                0
  615.0000	           -0.003
  616.0000	           -0.001
  617.0000	          -0.0005
  618.0000	           0.0015
  619.0000	           0.0005
  620.0000	          -0.0005
  621.0000	          -0.0015
  622.0000	           -0.001
  623.0000	           -0.001
  624.0000	          -0.0005
  625.0000	                0
  626.0000	                0
  627.0000	            0.001
  628.0000	                0
  629.0000	                0
  630.0000	                0
  631.0000	                0
  632.0000	           0.0005
  633.0000	           0.0005
  634.0000	                0
  635.0000	          -0.0005
  636.0000	           0.0015
  637.0000	                0
  638.0000	          -0.0025
  639.0000	          -0.0005
  640.0000	           0.0005
  641.0000	                0
  642.0000	                0
  643.0000	                0
  644.0000	           0.0015
  645.0000	          -0.0005
  646.0000	           -0.003
  647.0000	            0.001
  648.0000	           0.0005
  649.0000	            0.003
  650.0000	                0
  651.0000	          -0.0015
  652.0000	           0.0015
  653.0000	            0.001
  654.0000	                0
  655.0000	                0
  656.0000	           0.0035
  657.0000	            0.004
  658.0000	           0.0015
  659.0000	           0.0065
  660.0000	             0.01
  661.0000	             0.01
  662.0000	           0.0155
  663.0000	            0.025
  664.0000	            0.031
  665.0000	            0.041
  666.0000	            0.058
  667.0000	           0.0785
  668.0000	            0.109
  669.0000	           0.1525
  670.0000	           0.1945
  671.0000	            0.261
  672.0000	            0.316
  673.0000	           0.3035
  674.0000	            0.236
  675.0000	           0.1505
  676.0000	            0.091
  677.0000	            0.066
  678.0000	            0.046
  679.0000	           0.0425
  680.0000	           0.0355
  681.0000	           0.0305
  682.0000	           0.0275
  683.0000	            0.025
  684.0000	           0.0285
  685.0000	           0.0315
  686.0000	             0.03
  687.0000	           0.0355
  688.0000	            0.035
  689.0000	           0.0375
  690.0000	           0.0405
  691.0000	           0.0405
  692.0000	           0.0385
  693.0000	           0.0375
  694.0000	            0.033
  695.0000	            0.033
  696.0000	           0.0285
  697.0000	            0.024
  698.0000	             0.02
  699.0000	            0.015
  700.0000	           0.0085
  701.0000	           0.0085
  702.0000	           0.0065
  703.0000	             0.01
  704.0000	           0.0065
  705.0000	            0.004
  706.0000	           0.0065
  707.0000	           0.0065
  708.0000	           0.0025
  709.0000	           0.0025
  710.0000	           0.0025
  711.0000	            0.003
  712.0000	           0.0025
  713.0000	            0.005
  714.0000	           0.0035
  715.0000	            0.006
  716.0000	            0.001
  717.0000	            0.003
  718.0000	           0.0025
  719.0000	            0.001
  720.0000	           0.0025
  721.0000	           0.0005
  722.0000	           0.0015
  723.0000	           0.0025
  724.0000	            0.001
  725.0000	            0.003
  726.0000	           0.0015
  727.0000	           0.0015
  728.0000	           0.0025
  729.0000	            0.005
  730.0000	           0.0025
  731.0000	            0.004
  732.0000	            0.005
  733.0000	            0.004
  734.0000	            0.003
  735.0000	            0.003
  736.0000	            0.005
  737.0000	           0.0025
  738.0000	           0.0025
  739.0000	                0
  740.0000	           0.0025
  741.0000	            0.004
  742.0000	            0.003
  743.0000	            0.004
  744.0000	           0.0075
  745.0000	           0.0055
  746.0000	            0.006
  747.0000	            0.009
  748.0000	            0.009
  749.0000	            0.008
  750.0000	           0.0105
  751.0000	           0.0125
  752.0000	            0.011
  753.0000	            0.009
  754.0000	           0.0115
  755.0000	            0.011
  756.0000	            0.011
  757.0000	           0.0115
  758.0000	           0.0135
  759.0000	           0.0115
  760.0000	           0.0135
  761.0000	            0.015
  762.0000	           0.0185
  763.0000	            0.013
  764.0000	            0.014
  765.0000	           0.0175
  766.0000	            0.015
  767.0000	           0.0135
  768.0000	            0.015
  769.0000	           0.0125
  770.0000	           0.0135
  771.0000	            0.015
  772.0000	           0.0135
  773.0000	           0.0135
  774.0000	            0.014
  775.0000	           0.0125
  776.0000	           0.0165
  777.0000	           0.0115
  778.0000	            0.014
  779.0000	            0.013
  780.0000	            0.013
  781.0000	            0.015
  782.0000	           0.0125
  783.0000	            0.013
  784.0000	           0.0115
  785.0000	           0.0085
  786.0000	           0.0105
  787.0000	            0.008
  788.0000	           0.0075
  789.0000	            0.008
  790.0000	            0.005
  791.0000	           0.0085
  792.0000	            0.008
  793.0000	           0.0065
  794.0000	           0.0055
  795.0000	           0.0055
  796.0000	            0.005
  797.0000	                0
  798.0000	           0.0055
  799.0000	            0.011
  800.0000	            0.008
  801.0000	            0.005
  802.0000	            0.006
  803.0000	            0.005
  804.0000	           0.0055
  805.0000	           0.0015
  806.0000	           0.0035
  807.0000	           0.0075
  808.0000	            0.008
  809.0000	           0.0035
  810.0000	           0.0015
  811.0000	            0.001
  812.0000	            0.004
  813.0000	            0.004
  814.0000	           0.0025
  815.0000	           0.0025
  816.0000	           0.0005
  817.0000	           0.0025
  818.0000	            0.003
  819.0000	           0.0005
  820.0000	           0.0025
  821.0000	            0.003
  822.0000	            0.005
  823.0000	            0.004
  824.0000	            0.003
  825.0000	           0.0035
