"Time","Channel A"
-20.10945536,5.04989767
-20.06945536,5.04989767
-20.02945536,5.04989767
-19.98945536,5.04989767
-19.94945536,5.04989767
-19.90945536,5.04989767
-19.86945536,5.04989767
-19.82945536,5.04989767
-19.78945537,5.04989767
-19.74945537,5.04989767
-19.70945537,5.04989767
-19.66945537,5.04989767
-19.62945537,5.04989767
-19.58945537,5.04989767
-19.54945537,5.04989767
-19.50945537,5.04989767
-19.46945537,5.04989767
-19.42945537,5.04989767
-19.38945537,5.04989767
-19.34945537,5.04989767
-19.30945537,5.04989767
-19.26945537,5.04989767
-19.22945537,5.04989767
-19.18945537,5.04989767
-19.14945537,5.04989767
-19.10945537,5.04989767
-19.06945537,5.04989767
-19.02945537,5.04989767
-18.98945537,5.04989767
-18.94945537,5.04989767
-18.90945537,5.04989767
-18.86945537,5.04989767
-18.82945537,5.04989767
-18.78945537,5.04989767
-18.74945537,5.04989767
-18.70945537,5.04989767
-18.66945537,5.04989767
-18.62945537,5.04989767
-18.58945537,5.04989767
-18.54945537,5.04989767
-18.50945537,5.04989767
-18.46945537,5.04989767
-18.42945537,5.04989767
-18.38945537,5.04989767
-18.34945537,5.04989767
-18.30945537,5.04989767
-18.26945537,5.04989767
-18.22945537,5.04989767
-18.18945537,5.04989767
-18.14945538,5.04989767
-18.10945538,5.04989767
-18.06945538,5.04989767
-18.02945538,5.04989767
-17.98945538,5.04989767
-17.94945538,5.04989767
-17.90945538,5.04989767
-17.86945538,5.04989767
-17.82945538,5.04989767
-17.78945538,5.04989767
-17.74945538,5.04989767
-17.70945538,5.04989767
-17.66945538,5.04989767
-17.62945538,5.04989767
-17.58945538,5.04989767
-17.54945538,5.04989767
-17.50945538,5.04989767
-17.46945538,5.04989767
-17.42945538,5.04989767
-17.38945538,5.04989767
-17.34945538,5.04989767
-17.30945538,5.04989767
-17.26945538,5.04989767
-17.22945538,5.04989767
-17.18945538,5.04989767
-17.14945538,5.04989767
-17.10945538,5.04989767
-17.06945538,5.04989767
-17.02945538,5.04989767
-16.98945538,5.04989767
-16.94945538,5.04989767
-16.90945538,5.04989767
-16.86945538,5.04989767
-16.82945538,5.04989767
-16.78945538,5.04989767
-16.74945538,5.04989767
-16.70945538,5.04989767
-16.66945538,5.04989767
-16.62945538,5.04989767
-16.58945538,5.04989767
-16.54945538,5.04989767
-16.50945539,5.04989767
-16.46945539,5.04989767
-16.42945539,5.04989767
-16.38945539,5.04989767
-16.34945539,5.04989767
-16.30945539,5.04989767
-16.26945539,5.04989767
-16.22945539,4.96108913
-16.18945539,5.04989767
-16.14945539,5.04989767
-16.10945539,5.04989767
-16.06945539,5.04989767
-16.02945539,5.04989767
-15.98945539,5.04989767
-15.94945539,5.04989767
-15.90945539,5.04989767
-15.86945539,5.04989767
-15.82945539,5.04989767
-15.78945539,5.04989767
-15.74945539,5.04989767
-15.70945539,5.04989767
-15.66945539,5.04989767
-15.62945539,5.04989767
-15.58945539,5.04989767
-15.54945539,5.04989767
-15.50945539,5.04989767
-15.46945539,5.04989767
-15.42945539,5.04989767
-15.38945539,5.04989767
-15.34945539,5.04989767
-15.30945539,5.04989767
-15.26945539,5.04989767
-15.22945539,5.04989767
-15.18945539,5.04989767
-15.14945539,5.04989767
-15.10945539,5.04989767
-15.06945539,5.04989767
-15.02945539,5.04989767
-14.98945539,5.04989767
-14.94945539,5.04989767
-14.90945539,5.04989767
-14.86945539,5.04989767
-14.82945540,5.04989767
-14.78945540,5.04989767
-14.74945540,5.04989767
-14.70945540,5.04989767
-14.66945540,5.04989767
-14.62945540,5.04989767
-14.58945540,5.04989767
-14.54945540,5.04989767
-14.50945540,5.04989767
-14.46945540,5.04989767
-14.42945540,5.04989767
-14.38945540,5.04989767
-14.34945540,5.04989767
-14.30945540,5.04989767
-14.26945540,5.04989767
-14.22945540,5.04989767
-14.18945540,5.04989767
-14.14945540,5.04989767
-14.10945540,5.04989767
-14.06945540,5.04989767
-14.02945540,5.04989767
-13.98945540,5.04989767
-13.94945540,5.04989767
-13.90945540,5.04989767
-13.86945540,5.04989767
-13.82945540,5.04989767
-13.78945540,5.04989767
-13.74945540,5.04989767
-13.70945540,5.04989767
-13.66945540,5.04989767
-13.62945540,5.04989767
-13.58945540,5.04989767
-13.54945540,5.04989767
-13.50945540,5.04989767
-13.46945540,5.04989767
-13.42945540,5.04989767
-13.38945540,5.04989767
-13.34945540,5.04989767
-13.30945540,5.04989767
-13.26945540,5.04989767
-13.22945540,5.04989767
-13.18945541,5.04989767
-13.14945541,5.04989767
-13.10945541,5.04989767
-13.06945541,5.04989767
-13.02945541,5.04989767
-12.98945541,5.04989767
-12.94945541,5.04989767
-12.90945541,5.04989767
-12.86945541,5.04989767
-12.82945541,5.04989767
-12.78945541,5.04989767
-12.74945541,5.04989767
-12.70945541,5.04989767
-12.66945541,5.04989767
-12.62945541,5.04989767
-12.58945541,5.04989767
-12.54945541,5.04989767
-12.50945541,5.04989767
-12.46945541,5.04989767
-12.42945541,5.04989767
-12.38945541,5.04989767
-12.34945541,5.04989767
-12.30945541,5.04989767
-12.26945541,5.04989767
-12.22945541,5.04989767
-12.18945541,5.04989767
