"Time","Channel A"
-2.50126305,5.04989767
-2.50062305,5.04989767
-2.49998305,5.04989767
-2.49934305,5.04989767
-2.49870305,5.04989767
-2.49806305,5.04989767
-2.49742305,5.04989767
-2.49678305,5.04989767
-2.49614305,5.04989767
-2.49550305,5.04989767
-2.49486305,5.04989767
-2.49422305,5.04989767
-2.49358305,5.04989767
-2.49294305,5.04989767
-2.49230305,5.04989767
-2.49166305,5.04989767
-2.49102305,5.04989767
-2.49038305,5.04989767
-2.48974305,5.04989767
-2.48910305,5.04989767
-2.48846305,5.04989767
-2.48782305,5.04989767
-2.48718305,5.04989767
-2.48654305,5.04989767
-2.48590305,5.04989767
-2.48526305,5.04989767
-2.48462305,5.04989767
-2.48398305,5.04989767
-2.48334305,5.04989767
-2.48270305,5.04989767
-2.48206305,5.04989767
-2.48142305,5.04989767
-2.48078305,5.04989767
-2.48014305,5.04989767
-2.47950305,5.04989767
-2.47886305,5.04989767
-2.47822305,5.04989767
-2.47758305,5.04989767
-2.47694305,5.04989767
-2.47630305,5.04989767
-2.47566305,5.04989767
-2.47502305,5.04989767
-2.47438305,5.04989767
-2.47374305,5.04989767
-2.47310305,5.04989767
-2.47246305,5.04989767
-2.47182305,5.04989767
-2.47118305,5.04989767
-2.47054305,5.04989767
-2.46990305,5.04989767
-2.46926305,5.04989767
-2.46862305,5.04989767
-2.46798305,5.04989767
-2.46734305,5.04989767
-2.46670305,5.04989767
-2.46606305,5.04989767
-2.46542305,5.04989767
-2.46478305,5.04989767
-2.46414305,5.04989767
-2.46350305,5.04989767
-2.46286305,5.04989767
-2.46222305,5.04989767
-2.46158305,5.04989767
-2.46094305,5.04989767
-2.46030305,5.04989767
-2.45966305,5.04989767
-2.45902305,5.04989767
-2.45838305,5.04989767
-2.45774305,5.04989767
-2.45710305,5.04989767
-2.45646305,5.04989767
-2.45582305,5.04989767
-2.45518305,5.04989767
-2.45454305,5.04989767
-2.45390305,5.04989767
-2.45326305,5.04989767
-2.45262305,5.04989767
-2.45198305,5.04989767
-2.45134305,5.04989767
-2.45070305,5.04989767
-2.45006305,5.04989767
-2.44942305,5.04989767
-2.44878305,5.04989767
-2.44814305,5.04989767
-2.44750305,5.04989767
-2.44686305,5.04989767
-2.44622305,5.04989767
-2.44558305,5.04989767
-2.44494305,5.04989767
-2.44430305,5.04989767
-2.44366305,5.04989767
-2.44302305,5.04989767
-2.44238305,5.04989767
-2.44174305,5.04989767
-2.44110305,5.04989767
-2.44046305,5.04989767
-2.43982305,5.04989767
-2.43918305,5.04989767
-2.43854305,5.04989767
-2.43790305,5.04989767
-2.43726305,5.04989767
-2.43662305,5.04989767
-2.43598305,5.04989767
-2.43534305,5.04989767
-2.43470305,5.04989767
-2.43406305,5.04989767
-2.43342305,5.04989767
-2.43278305,5.04989767
-2.43214305,5.04989767
-2.43150305,5.04989767
-2.43086305,5.04989767
-2.43022305,5.04989767
-2.42958305,5.04989767
-2.42894305,5.04989767
-2.42830305,5.04989767
-2.42766305,5.04989767
-2.42702305,5.04989767
-2.42638305,5.04989767
-2.42574305,5.04989767
-2.42510305,5.04989767
-2.42446305,5.04989767
-2.42382305,5.04989767
-2.42318305,5.04989767
-2.42254305,5.04989767
-2.42190305,5.04989767
-2.42126305,5.04989767
-2.42062305,5.04989767
-2.41998305,5.04989767
-2.41934305,5.04989767
-2.41870305,5.04989767
-2.41806305,5.04989767
-2.41742305,5.04989767
-2.41678305,5.04989767
-2.41614305,5.04989767
-2.41550305,5.04989767
-2.41486305,5.04989767
-2.41422305,5.04989767
-2.41358305,5.04989767
-2.41294305,5.04989767
-2.41230305,5.04989767
-2.41166305,5.04989767
-2.41102305,5.04989767
-2.41038305,5.04989767
-2.40974305,5.04989767
-2.40910305,5.04989767
-2.40846305,5.04989767
-2.40782305,5.04989767
-2.40718305,5.04989767
-2.40654305,5.04989767
-2.40590305,5.04989767
-2.40526305,5.04989767
-2.40462305,5.04989767
-2.40398305,5.04989767
-2.40334305,5.04989767
-2.40270305,5.04989767
-2.40206305,5.04989767
-2.40142305,5.04989767
-2.40078305,5.04989767
-2.40014305,5.04989767
-2.39950305,5.04989767
-2.39886305,5.04989767
-2.39822305,5.04989767
-2.39758305,5.04989767
-2.39694305,5.04989767
-2.39630305,5.04989767
-2.39566305,5.04989767
-2.39502305,5.04989767
-2.39438305,5.04989767
-2.39374305,5.04989767
-2.39310305,5.04989767
-2.39246305,5.04989767
-2.39182305,5.04989767
-2.39118305,5.04989767
-2.39054305,5.04989767
