"Time","Channel A"
-5.02970617,5.04989767
-5.02470617,5.04989767
-5.01970617,5.04989767
-5.01470617,5.04989767
-5.00970617,5.04989767
-5.00470617,5.04989767
-4.99970617,5.04989767
-4.99470617,5.04989767
-4.98970617,5.04989767
-4.98470617,5.04989767
-4.97970617,5.04989767
-4.97470617,5.04989767
-4.96970617,5.04989767
-4.96470617,5.04989767
-4.95970617,5.04989767
-4.95470617,5.04989767
-4.94970617,5.04989767
-4.94470617,5.04989767
-4.93970617,5.04989767
-4.93470617,5.04989767
-4.92970617,5.04989767
-4.92470617,5.04989767
-4.91970617,5.04989767
-4.91470617,5.04989767
-4.90970617,5.04989767
-4.90470617,5.04989767
-4.89970617,5.04989767
-4.89470617,5.04989767
-4.88970617,5.04989767
-4.88470617,5.04989767
-4.87970617,5.04989767
-4.87470617,5.04989767
-4.86970617,5.04989767
-4.86470617,5.04989767
-4.85970617,5.04989767
-4.85470617,5.04989767
-4.84970617,5.04989767
-4.84470617,5.04989767
-4.83970617,5.04989767
-4.83470617,5.04989767
-4.82970617,5.04989767
-4.82470617,5.04989767
-4.81970617,5.04989767
-4.81470617,5.04989767
-4.80970617,5.04989767
-4.80470617,5.04989767
-4.79970617,5.04989767
-4.79470617,5.04989767
-4.78970617,5.04989767
-4.78470617,5.04989767
-4.77970617,5.04989767
-4.77470617,5.04989767
-4.76970617,5.04989767
-4.76470617,5.04989767
-4.75970617,5.04989767
-4.75470617,5.04989767
-4.74970617,5.04989767
-4.74470617,5.04989767
-4.73970617,5.04989767
-4.73470617,5.04989767
-4.72970617,5.04989767
-4.72470617,5.04989767
-4.71970617,5.04989767
-4.71470617,5.04989767
-4.70970617,5.04989767
-4.70470617,5.04989767
-4.69970617,5.04989767
-4.69470617,5.04989767
-4.68970617,5.04989767
-4.68470617,5.04989767
-4.67970617,5.04989767
-4.67470617,5.04989767
-4.66970617,5.04989767
-4.66470617,5.04989767
-4.65970617,5.04989767
-4.65470617,5.04989767
-4.64970617,5.04989767
-4.64470617,5.04989767
-4.63970617,5.04989767
-4.63470617,5.04989767
-4.62970617,5.04989767
-4.62470617,5.04989767
-4.61970617,5.04989767
-4.61470617,5.04989767
-4.60970617,5.04989767
-4.60470617,5.04989767
-4.59970617,5.04989767
-4.59470617,5.04989767
-4.58970617,5.04989767
-4.58470617,5.04989767
-4.57970617,5.04989767
-4.57470617,5.04989767
-4.56970617,5.04989767
-4.56470617,5.04989767
-4.55970617,5.04989767
-4.55470617,5.04989767
-4.54970617,5.04989767
-4.54470617,5.04989767
-4.53970617,5.04989767
-4.53470617,5.04989767
-4.52970617,5.04989767
-4.52470617,5.04989767
-4.51970617,5.04989767
-4.51470617,5.04989767
-4.50970617,5.04989767
-4.50470617,5.04989767
-4.49970617,5.04989767
-4.49470617,5.04989767
-4.48970617,5.04989767
-4.48470617,5.04989767
-4.47970617,5.04989767
-4.47470617,5.04989767
-4.46970617,5.04989767
-4.46470617,5.04989767
-4.45970617,5.04989767
-4.45470617,5.04989767
-4.44970617,5.04989767
-4.44470617,5.04989767
-4.43970617,5.04989767
-4.43470617,5.04989767
-4.42970617,5.04989767
-4.42470617,5.04989767
-4.41970617,5.04989767
-4.41470617,5.04989767
-4.40970617,5.04989767
-4.40470617,5.04989767
-4.39970617,5.04989767
-4.39470617,5.04989767
-4.38970617,5.04989767
-4.38470617,5.04989767
-4.37970617,5.04989767
-4.37470617,5.04989767
-4.36970617,5.04989767
-4.36470617,5.04989767
-4.35970617,5.04989767
-4.35470617,5.04989767
-4.34970617,5.04989767
-4.34470617,5.04989767
-4.33970617,5.04989767
-4.33470617,5.04989767
-4.32970617,5.04989767
-4.32470617,5.04989767
-4.31970617,5.04989767
-4.31470618,5.04989767
-4.30970618,5.04989767
-4.30470618,5.04989767
-4.29970618,5.04989767
-4.29470618,5.04989767
-4.28970618,5.04989767
-4.28470618,5.04989767
-4.27970618,5.04989767
-4.27470618,5.04989767
-4.26970618,5.04989767
-4.26470618,5.04989767
-4.25970618,5.04989767
-4.25470618,5.04989767
-4.24970618,5.04989767
-4.24470618,5.04989767
-4.23970618,5.04989767
-4.23470618,5.04989767
-4.22970618,5.04989767
-4.22470618,5.04989767
-4.21970618,5.04989767
-4.21470618,5.04989767
-4.20970618,5.04989767
-4.20470618,5.04989767
-4.19970618,5.04989767
-4.19470618,5.04989767
-4.18970618,5.04989767
-4.18470618,5.04989767
-4.17970618,5.04989767
-4.17470618,5.04989767
-4.16970618,5.04989767
-4.16470618,5.04989767
-4.15970618,5.04989767
-4.15470618,5.04989767
-4.14970618,5.04989767
-4.14470618,5.04989767
-4.13970618,5.04989767
-4.13470618,5.04989767
-4.12970618,5.05111837
-4.12470618,5.05630684
-4.11970618,5.03006077
-4.11470618,4.97299099
-4.10970618,4.97299099
-4.10470618,5.03006077
-4.09970618,5.05630684
-4.09470618,5.05111837
-4.08970618,5.04989767
-4.08470618,5.04989767
-4.07970618,5.04989767
-4.07470618,5.04989767
-4.06970618,5.04989767
-4.06470618,5.04989767
-4.05970618,5.04989767
-4.05470618,5.04989767
-4.04970618,5.04989767
-4.04470618,5.04989767
-4.03970618,5.04989767
-4.03470618,5.04989767
-4.02970618,5.04989767
-4.02470618,5.04989767
-4.01970618,5.04989767
-4.01470618,5.04989767
-4.00970618,5.04989767
-4.00470618,5.04989767
-3.99970618,5.04989767
-3.99470618,5.04989767
-3.98970618,5.04989767
-3.98470618,5.04989767
-3.97970618,5.04989767
-3.97470618,5.04989767
-3.96970618,5.04989767
-3.96470618,5.04989767
-3.95970618,5.04989767
-3.95470618,5.04989767
-3.94970618,5.04989767
-3.94470618,5.04989767
-3.93970618,5.04989767
-3.93470618,5.04989767
-3.92970618,5.04989767
-3.92470618,5.04989767
-3.91970618,5.04989767
-3.91470618,5.04989767
-3.90970618,5.04989767
-3.90470618,5.04989767
-3.89970618,5.04989767
-3.89470618,5.04989767
-3.88970618,5.04989767
-3.88470618,5.04989767
-3.87970618,5.04989767
-3.87470618,5.04989767
-3.86970618,5.04989767
-3.86470618,5.04989767
-3.85970618,5.04989767
-3.85470618,5.04989767
-3.84970618,5.04989767
-3.84470618,5.04989767
-3.83970618,5.04989767
-3.83470618,5.04989767
-3.82970618,5.04989767
-3.82470618,5.04989767
-3.81970618,5.05111837
-3.81470618,5.05630684
-3.80970618,5.03006077
-3.80470618,4.97299099
