Distance_(pixels),Gray_Value
0,0.0000
1,0.0000
2,0.0000
3,0.0000
4,0.0000
5,0.0078
6,0.0233
7,0.8760
8,6.0078
9,20.5349
10,35.6822
11,31.0543
12,15.3798
13,4.7674
14,1.3721
15,0.5039
16,0.1395
17,0.0310
18,0.0155
19,0.0000
20,0.0000
21,0.0000
22,0.0000
23,0.0000
24,0.0000
25,0.0000
26,0.0000
27,0.0000
28,0.0000
29,0.0000
30,0.0000
31,0.0000
32,0.0000
33,0.0000
34,0.0000
35,0.0000
36,0.0078
37,0.0000
38,0.0853
39,0.1860
40,0.9070
41,3.6202
42,13.4264
43,30.5504
44,41.5426
45,35.8217
46,20.5659
47,9.4419
48,3.7132
49,1.6047
50,0.7984
51,0.4496
52,0.2946
53,0.1395
54,0.2093
55,0.1860
56,0.1550
57,0.3101
58,0.3101
59,0.4419
60,0.3488
61,0.5504
62,0.4186
63,0.4031
64,0.3178
65,0.2248
66,0.1938
67,0.0853
68,0.0930
69,0.0388
70,0.0698
71,0.0310
72,0.0388
73,0.0388
74,0.0310
75,0.0543
76,0.0620
77,0.0853
78,0.0930
79,0.1008
80,0.1473
81,0.1085
82,0.2248
83,0.2481
84,0.4186
85,0.6744
86,1.0310
87,2.0000
88,3.4806
89,7.5659
90,15.0233
91,26.6279
92,39.7597
93,49.2248
94,54.3178
95,49.9225
96,41.7209
97,31.7364
98,23.6434
99,16.9457
100,11.8295
101,8.6589
102,6.0853
103,5.1938
104,4.3721
105,4.2868
106,3.7519
107,3.5271
108,3.3411
109,2.9535
110,2.9922
111,2.6202
112,2.4031
113,2.1705
114,1.8682
115,1.7597
116,1.3876
117,1.4961
118,1.2171
119,1.1550
120,1.0698
121,0.9147
122,0.9457
123,0.6744
124,0.7442
125,0.6899
126,0.7132
127,0.7054
128,0.5814
129,0.6124
130,0.5039
131,0.4961
132,0.4341
133,0.4806
134,0.4496
135,0.4574
136,0.4341
137,0.4419
138,0.4496
139,0.4574
140,0.4806
141,0.5039
142,0.4109
143,0.4806
144,0.4729
145,0.5349
146,0.4884
147,0.5349
148,0.5194
149,0.5504
150,0.6047
151,0.5504
152,0.6279
153,0.6899
154,0.7597
155,0.7287
156,0.6977
157,0.9380
158,0.8062
159,1.0000
160,0.9302
161,1.0078
162,1.1085
163,1.1163
164,1.2946
165,1.1473
166,1.3876
167,1.4729
168,1.4729
169,1.4496
170,1.4806
171,1.6822
172,1.4806
173,1.6357
174,1.5116
175,1.5891
176,1.4961
177,1.4806
178,1.5736
179,1.4109
180,1.5349
181,1.4884
182,1.4186
183,1.3798
184,1.2403
185,1.3411
186,1.3101
187,1.3721
188,1.2791
189,1.4264
190,1.4031
191,1.3643
192,1.3953
193,1.3721
194,1.4651
195,1.4419
196,1.5039
197,1.5891
198,1.6512
199,1.9070
200,1.8992
201,2.1628
202,2.1550
203,2.5736
204,3.0930
205,3.3953
206,3.8605
207,4.4419
208,5.7364
209,6.9767
210,9.0698
211,11.4419
212,15.5504
213,21.6047
214,29.6357
215,39.1550
216,47.1783
217,53.4651
218,55.1085
219,50.7752
220,41.8760
221,30.3876
222,21.0620
223,13.5349
224,9.0465
225,6.1008
226,4.2946
227,3.4031
228,2.7442
229,2.4341
230,1.7829
231,1.6744
232,1.4186
233,1.4031
234,1.4186
235,1.1860
236,1.1550
237,1.0388
238,1.1550
239,1.1240
240,1.0078
241,1.0000
242,0.8760
243,0.9767
244,0.9690
245,0.8915
246,0.8992
247,0.8682
248,0.9690
249,0.7829
250,0.9225
251,0.8837
252,0.9457
253,1.0775
254,1.0465
255,1.1550
256,1.0155
257,1.2868
258,1.4031
259,1.5504
260,1.7674
261,2.1473
262,3.3333
263,4.8760
264,8.8760
265,15.9922
266,27.1938
267,37.8217
268,38.9690
269,31.6667
270,19.0775
271,10.5659
272,5.7364
273,3.3566
274,2.4341
275,1.7287
276,1.5426
277,1.1473
278,1.1550
279,0.9690
280,0.9767
281,0.8295
282,0.8062
283,0.7597
284,0.7209
285,0.6822
286,0.5426
287,0.7132
288,0.7829
289,0.7597
290,0.8140
291,0.7674
292,0.9070
293,0.9690
294,1.2558
295,1.5736
296,2.0543
297,3.3411
298,5.7752
299,11.8140
300,20.8682
301,28.5194
302,27.4264
303,17.7054
304,9.1938
305,4.2636
306,2.5659
307,1.7442
308,1.1938
309,1.0310
310,0.7752
311,0.8450
312,0.6279
313,0.7597
